Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Roberto Nelson,25.0,3,0,20,0,4,0.0,0,3,0.0,0,1,0.0,0.0,0,0,0.0,0,3,3,3,0,0,3,4,0
Rod Benson,186.0,274,121,7108,1192,2252,0.529307282416,0,2,0.0,1192,2250,4.191,0.529307282416,655,1015,0.645320197044,837,1407,2244,311,232,377,439,754,3039
Rod Grizzard,45.0,93,40,2141,326,779,0.418485237484,51,180,0.283333333333,275,599,0.909,0.451219512195,180,224,0.803571428571,74,267,341,158,64,37,130,187,883
Rod Wilmont,0.0,145,75,4252,596,1612,0.369727047146,223,726,0.307162534435,373,886,1.257,0.438895781638,308,421,0.731591448931,78,391,469,167,174,13,183,274,1723
Roderick Riley,155.0,193,80,4332,548,1137,0.481970096746,4,14,0.285714285714,544,1123,2.933,0.483729111697,517,728,0.710164835165,429,703,1132,108,66,96,369,630,1617
Rodney Bartholomew,0.0,90,28,1914,288,569,0.506151142355,4,16,0.25,284,553,1.027,0.509666080844,201,284,0.707746478873,232,341,573,91,63,25,135,258,781
Rodney Bias,72.0,128,59,3078,339,587,0.577512776831,0,2,0.0,339,585,1.723,0.577512776831,110,229,0.480349344978,531,751,1282,86,65,131,148,378,788
Rodney Carney,31.0,36,5,780,135,306,0.441176470588,69,185,0.372972972973,66,121,0.545,0.553921568627,26,36,0.722222222222,15,75,90,32,27,15,33,61,365
Rodney Cooper,23.0,3,0,13,0,1,0.0,0,1,0.0,0,0,0.0,0.0,0,0,0.0,1,3,4,1,1,0,1,1,0
Rodney McGruder,93.0,106,58,3134,512,1037,0.493731918997,139,376,0.369680851064,373,661,2.247,0.56075216972,137,203,0.674876847291,180,303,483,194,96,19,136,207,1300
Rodney Webb,0.0,92,28,1954,274,580,0.472413793103,2,6,0.333333333333,272,574,1.908,0.474137931034,110,162,0.679012345679,152,288,440,80,62,74,100,220,660
Rodney Williams,70.0,62,28,1252,151,327,0.461773700306,34,119,0.285714285714,117,208,1.782,0.51376146789,85,118,0.720338983051,22,107,129,63,34,33,60,130,421
Roger Powell,24.0,28,23,981,222,424,0.52358490566,23,71,0.323943661972,199,353,0.564,0.55070754717,157,204,0.769607843137,86,96,182,55,12,24,69,78,624
Rolan Roberts,25.0,46,37,1157,177,337,0.525222551929,0,3,0.0,177,334,0.53,0.525222551929,68,158,0.430379746835,101,179,280,34,40,55,83,157,422
Roman Brown,25.0,9,0,54,3,5,0.6,0,0,0.0,3,5,0.6,0.6,1,4,0.25,0,5,5,1,1,1,1,16,7
Romel Beck,0.0,58,47,1768,372,696,0.534482758621,102,223,0.457399103139,270,473,1.105,0.60775862069,158,181,0.872928176796,31,132,163,146,56,12,135,100,1004
Romero Osby,47.0,30,27,842,189,402,0.470149253731,39,106,0.367924528302,150,296,0.992,0.518656716418,86,141,0.609929078014,52,152,204,54,15,11,67,81,503
Ron Anderson,147.0,135,39,2580,336,711,0.472573839662,8,22,0.363636363636,328,689,2.894,0.478199718706,154,294,0.52380952381,271,327,598,118,74,62,119,333,834
Ron Baker,23.0,4,4,144,17,40,0.425,8,18,0.444444444444,9,22,0.409,0.525,8,14,0.571428571429,3,18,21,28,11,2,14,11,50
Ron Howard,0.0,247,218,8259,1532,3182,0.481458202388,68,210,0.32380952381,1464,2972,3.511,0.492143306097,1193,1483,0.804450438301,183,809,992,758,331,25,576,749,4325
Ron Kelley,0.0,16,4,139,17,40,0.425,0,0,0.0,17,40,0.425,0.425,8,14,0.571428571429,18,11,29,0,1,2,6,23,42
Ron Riley,29.0,21,3,276,39,98,0.397959183673,2,14,0.142857142857,37,84,0.44,0.408163265306,15,23,0.652173913043,14,20,34,23,16,5,33,34,95
Ron Rollerson,22.0,33,6,329,55,113,0.486725663717,0,0,0.0,55,113,0.487,0.486725663717,12,17,0.705882352941,35,63,98,8,5,14,25,65,122
Ron Slay,23.0,48,22,1451,305,587,0.519591141397,9,25,0.36,296,562,0.527,0.527257240204,200,258,0.77519379845,85,215,300,118,40,16,146,173,819
Ronald Allen,0.0,104,42,1750,250,565,0.442477876106,7,37,0.189189189189,243,528,3.202,0.448672566372,130,160,0.8125,101,255,356,34,30,23,98,256,637
Ronald Blackshear,53.0,23,0,314,70,164,0.426829268293,10,29,0.344827586207,60,135,0.654,0.457317073171,10,13,0.769230769231,4,14,18,6,7,2,20,23,160
Ronald Dupree,260.0,227,176,7540,1371,2860,0.479370629371,80,274,0.29197080292,1291,2586,4.573,0.493356643357,739,1050,0.70380952381,362,1140,1502,739,269,96,524,729,3561
Ronald Murray,66.0,49,41,1854,349,794,0.439546599496,128,339,0.377581120944,221,455,1.229,0.520151133501,212,276,0.768115942029,25,188,213,189,68,24,147,107,1038
Ronald Roberts,93.0,56,50,1771,404,616,0.655844155844,0,4,0.0,404,612,2.772,0.655844155844,187,299,0.625418060201,223,448,671,82,42,72,113,169,995
Ronell Taylor,24.0,50,35,1603,283,573,0.493891797557,15,45,0.333333333333,268,528,0.508,0.506980802792,125,163,0.766871165644,80,217,297,178,70,35,104,142,706
Ronnie Aguilar,52.0,12,0,124,12,31,0.387096774194,0,0,0.0,12,31,0.795,0.387096774194,3,13,0.230769230769,16,26,42,2,3,4,11,29,27
Ronnie Brewer,30.0,41,31,1028,132,305,0.432786885246,19,74,0.256756756757,113,231,0.489,0.46393442623,16,30,0.533333333333,33,156,189,80,54,21,39,50,299
Roosevelt Jones,24.0,46,35,1267,139,282,0.492907801418,4,22,0.181818181818,135,260,0.519,0.5,23,52,0.442307692308,107,186,293,142,66,11,57,109,305
Roscoe Smith,98.0,133,72,3556,679,1290,0.526356589147,25,105,0.238095238095,654,1185,2.21,0.536046511628,372,537,0.692737430168,352,594,946,72,102,85,211,307,1755
Royce White,43.0,20,12,508,75,174,0.431034482759,4,19,0.210526315789,71,155,0.851,0.442528735632,64,98,0.65306122449,27,81,108,64,20,13,47,70,218
Ruben Boumtje-Boumtje,26.0,38,18,972,100,228,0.438596491228,0,0,0.0,100,228,0.439,0.438596491228,63,87,0.724137931034,79,205,284,34,13,61,76,129,263
Rudy Gobert,21.0,8,8,216,40,54,0.740740740741,0,0,0.0,40,54,0.741,0.740740740741,31,44,0.704545454545,36,55,91,3,5,24,11,18,111
Russ Conley,23.0,3,0,11,1,4,0.25,0,0,0.0,1,4,0.25,0.25,1,2,0.5,2,1,3,0,0,0,1,2,3
Russ Smith,166.0,119,74,3873,913,1955,0.467007672634,185,572,0.323426573427,728,1383,3.718,0.514322250639,548,728,0.752747252747,117,405,522,708,240,20,441,389,2559
Russell Carter,0.0,27,9,492,76,185,0.410810810811,9,44,0.204545454545,67,141,1.423,0.435135135135,29,43,0.674418604651,32,56,88,28,24,3,28,66,190
Russell Hicks,0.0,4,0,21,0,3,0.0,0,0,0.0,0,3,0.0,0.0,0,0,0.0,1,2,3,0,1,1,1,4,0
Russell Robinson,124.0,147,121,4944,740,1665,0.444444444444,218,588,0.37074829932,522,1077,2.108,0.50990990991,459,565,0.812389380531,102,343,445,661,294,23,412,349,2157
Rusty LaRue,58.0,53,18,1399,205,458,0.447598253275,95,208,0.456730769231,110,250,0.881,0.551310043668,88,101,0.871287128713,22,104,126,132,60,6,89,97,593
Ryan Anderson,0.0,12,0,175,27,59,0.457627118644,15,31,0.483870967742,12,28,0.429,0.584745762712,17,18,0.944444444444,4,21,25,7,10,1,7,24,86
Ryan Arcidiacono,22.0,47,34,1293,108,229,0.471615720524,40,95,0.421052631579,68,134,0.507,0.558951965066,48,59,0.813559322034,24,152,176,177,41,5,76,97,304
Ryan Ayers,0.0,71,34,1695,216,474,0.455696202532,113,260,0.434615384615,103,214,0.922,0.574894514768,27,34,0.794117647059,45,172,217,71,53,25,49,111,572
Ryan Boatright,23.0,20,5,422,80,191,0.418848167539,15,55,0.272727272727,65,136,0.478,0.458115183246,47,54,0.87037037037,2,58,60,57,15,1,32,28,222
Ryan Bright,0.0,27,3,328,46,85,0.541176470588,12,26,0.461538461538,34,59,1.025,0.611764705882,6,19,0.315789473684,21,50,71,29,16,17,16,33,110
Ryan Carroll,23.0,25,0,380,40,95,0.421052631579,20,48,0.416666666667,20,47,0.426,0.526315789474,32,41,0.780487804878,13,37,50,15,13,5,24,46,132
Ryan Diggs,0.0,41,0,429,56,128,0.4375,7,31,0.225806451613,49,97,0.505,0.46484375,43,49,0.877551020408,12,30,42,57,15,0,33,43,162
Ryan Evans,0.0,33,17,712,108,282,0.382978723404,25,91,0.274725274725,83,191,0.435,0.427304964539,40,78,0.512820512821,48,97,145,34,24,20,44,78,281
Ryan Forehan-Kelly,0.0,81,55,2502,431,830,0.519277108434,128,269,0.475836431227,303,561,1.073,0.596385542169,149,182,0.818681318681,77,301,378,254,118,36,86,214,1139
Ryan Gomes,33.0,31,28,993,205,425,0.482352941176,48,129,0.372093023256,157,296,0.53,0.538823529412,107,125,0.856,71,180,251,97,27,12,36,91,565
Ryan Hollins,22.0,5,5,164,23,48,0.479166666667,0,0,0.0,23,48,0.479,0.479166666667,15,22,0.681818181818,21,31,52,3,2,10,16,19,61
Ryan Humphrey,29.0,36,25,1006,216,427,0.505854800937,0,2,0.0,216,425,0.508,0.505854800937,132,205,0.643902439024,90,175,265,49,29,35,119,95,564
Ryan Kelly,94.0,21,17,775,173,354,0.488700564972,34,100,0.34,139,254,2.184,0.536723163842,147,181,0.812154696133,31,141,172,65,22,39,45,68,527
Ryan Randle,24.0,33,8,668,96,188,0.510638297872,0,2,0.0,96,186,0.516,0.510638297872,60,84,0.714285714286,81,69,150,22,20,11,27,86,252
Ryan Reid,49.0,73,58,1866,273,538,0.507434944238,0,1,0.0,273,537,1.017,0.507434944238,158,215,0.73488372093,175,316,491,80,59,44,127,219,704
Ryan Rossiter,0.0,43,16,680,102,204,0.5,3,11,0.272727272727,99,193,0.513,0.507352941176,51,67,0.761194029851,77,112,189,29,20,17,59,111,258
Ryan Thompson,0.0,42,8,1030,181,357,0.50700280112,20,60,0.333333333333,161,297,0.542,0.535014005602,78,105,0.742857142857,34,84,118,56,36,8,44,64,460
Ryan Wittman,0.0,21,2,385,56,119,0.470588235294,37,80,0.4625,19,39,0.487,0.626050420168,1,1,1.0,6,43,49,9,10,5,9,27,150
Rysheed Jordan,21.0,11,0,181,29,79,0.367088607595,15,44,0.340909090909,14,35,0.4,0.462025316456,16,24,0.666666666667,5,8,13,17,9,1,21,27,89
Sadiel Rojas,0.0,130,46,3176,428,944,0.453389830508,84,240,0.35,344,704,1.456,0.497881355932,245,331,0.740181268882,324,570,894,116,180,43,166,371,1185
Sah-u-Ra Brown,111.0,134,33,1700,126,335,0.376119402985,0,3,0.0,126,332,1.911,0.376119402985,133,212,0.627358490566,124,174,298,19,41,37,103,241,385
Salah Mejri,29.0,8,2,191,30,53,0.566037735849,1,8,0.125,29,45,0.644,0.575471698113,7,8,0.875,12,50,62,5,5,23,15,32,68
Salim Stoudamire,84.0,84,12,1888,306,690,0.44347826087,66,190,0.347368421053,240,500,1.439,0.491304347826,152,174,0.873563218391,20,98,118,180,38,6,72,146,830
Sam Clancy,23.0,1,0,15,2,5,0.4,0,0,0.0,2,5,0.4,0.4,3,6,0.5,0,1,1,0,1,0,1,0,7
Sam Coleman,52.0,19,4,273,39,87,0.448275862069,18,46,0.391304347826,21,41,0.736,0.551724137931,17,32,0.53125,19,45,64,9,8,15,10,48,113
Sam Dekker,21.0,7,0,163,33,79,0.417721518987,9,38,0.236842105263,24,41,0.585,0.474683544304,8,12,0.666666666667,16,21,37,11,4,1,12,5,83
Sam Thompson,69.0,86,50,2366,270,588,0.459183673469,38,146,0.260273972603,232,442,1.526,0.491496598639,92,128,0.71875,72,188,260,104,82,18,98,152,670
Samardo Samuels,94.0,70,66,2567,516,1058,0.487712665406,0,4,0.0,516,1054,2.041,0.487712665406,343,545,0.629357798165,215,491,706,142,42,77,207,230,1375
Sammy Mejia,0.0,12,12,481,98,206,0.47572815534,6,24,0.25,92,182,0.505,0.490291262136,51,76,0.671052631579,44,64,108,32,16,6,38,25,253
Sammy Yeager,0.0,27,0,300,58,110,0.527272727273,25,47,0.531914893617,33,63,0.524,0.640909090909,19,27,0.703703703704,14,31,45,16,17,3,22,34,160
Sasha Cuic,0.0,64,8,1130,152,462,0.329004329004,22,102,0.21568627451,130,360,1.071,0.352813852814,90,118,0.762711864407,82,158,240,20,32,16,72,198,416
Satnam Singh,41.0,27,2,193,16,39,0.410256410256,0,0,0.0,16,39,0.766,0.410256410256,10,17,0.588235294118,14,24,38,3,3,2,13,43,42
Saul Smith,45.0,104,12,1350,146,412,0.354368932039,54,155,0.348387096774,92,257,0.718,0.419902912621,84,102,0.823529411765,22,120,142,178,56,8,83,125,430
Scoonie Penn,51.0,29,22,816,84,240,0.35,24,71,0.338028169014,60,169,0.608,0.4,68,87,0.781609195402,15,65,80,141,46,10,51,58,260
Scoop Jardine,0.0,23,1,448,78,189,0.412698412698,7,24,0.291666666667,71,165,0.43,0.431216931217,17,31,0.548387096774,11,43,54,104,21,1,53,42,180
Scooter McFadgon,49.0,70,48,2294,453,979,0.462717058223,13,58,0.224137931034,440,921,0.956,0.46935648621,260,296,0.878378378378,73,169,242,152,46,5,127,116,1179
Scott Burrell,31.0,6,5,141,12,45,0.266666666667,3,16,0.1875,9,29,0.31,0.3,6,7,0.857142857143,10,12,22,6,2,2,8,12,33
Scott Machado,135.0,110,30,2668,330,876,0.376712328767,82,280,0.292857142857,248,596,2.453,0.423515981735,268,330,0.812121212121,52,232,284,538,110,16,266,202,1010
Scott Merritt,148.0,174,130,4374,661,1366,0.483894582723,3,14,0.214285714286,658,1352,2.374,0.484992679356,384,503,0.763419483101,345,613,958,114,83,117,256,471,1709
Scott Suggs,50.0,97,84,3527,632,1381,0.457639391745,252,613,0.411092985318,380,768,0.993,0.548877624909,251,290,0.865517241379,46,305,351,194,88,16,212,227,1767
Scott VanderMeer,0.0,82,27,1164,153,370,0.413513513514,7,35,0.2,146,335,1.319,0.422972972973,78,120,0.65,139,190,329,46,29,118,68,164,391
Scott Wood,26.0,50,49,1512,217,487,0.445585215606,166,386,0.430051813472,51,101,0.505,0.616016427105,99,105,0.942857142857,12,197,209,59,37,8,51,100,699
Scottie Reynolds,0.0,46,45,1577,193,434,0.444700460829,47,142,0.330985915493,146,292,0.5,0.498847926267,168,201,0.835820895522,27,149,176,270,88,4,118,100,601
Scotty Hopson,25.0,43,35,1381,315,598,0.526755852843,56,160,0.35,259,438,0.591,0.573578595318,139,176,0.789772727273,45,156,201,144,45,15,114,107,825
Seamus Boxley,23.0,38,15,475,48,108,0.444444444444,0,6,0.0,48,102,0.471,0.444444444444,19,30,0.633333333333,21,42,63,21,13,5,20,29,115
Sean Banks,136.0,158,112,4548,891,1990,0.447738693467,178,568,0.31338028169,713,1422,3.057,0.492462311558,758,968,0.78305785124,211,452,663,398,99,71,453,325,2718
Sean Barnette,0.0,58,4,974,138,320,0.43125,22,68,0.323529411765,116,252,1.353,0.465625,76,90,0.844444444444,58,90,148,46,30,20,54,110,374
Sean Colson,27.0,9,7,253,44,101,0.435643564356,7,16,0.4375,37,85,0.435,0.470297029703,31,35,0.885714285714,14,17,31,44,4,1,30,18,126
Sean Daugherty,53.0,61,34,1147,159,396,0.401515151515,30,97,0.309278350515,129,299,0.971,0.439393939394,39,75,0.52,93,159,252,43,17,15,64,156,387
Sean Dockery,24.0,15,0,131,17,37,0.459459459459,0,3,0.0,17,34,0.5,0.459459459459,11,17,0.647058823529,2,7,9,15,11,0,13,21,45
Sean Evans,0.0,46,25,1132,231,457,0.505470459519,0,1,0.0,231,456,0.507,0.505470459519,102,176,0.579545454545,138,249,387,33,46,26,93,127,564
Sean Finn,92.0,88,4,1404,130,222,0.585585585586,0,0,0.0,130,222,2.351,0.585585585586,26,94,0.276595744681,90,220,310,18,14,48,52,216,286
Sean Kilpatrick,101.0,116,80,3534,695,1563,0.444657709533,256,694,0.368876080692,439,869,2.025,0.526551503519,316,382,0.82722513089,53,337,390,225,118,16,202,140,1962
Sean Marshall,51.0,70,20,1803,290,735,0.394557823129,75,248,0.302419354839,215,487,0.889,0.445578231293,129,176,0.732954545455,83,192,275,92,55,12,116,128,784
Sean Peterson,0.0,52,5,696,96,210,0.457142857143,15,43,0.348837209302,81,167,0.94,0.492857142857,37,51,0.725490196078,13,40,53,108,28,1,53,52,244
Sean Singletary,134.0,91,85,2771,353,836,0.422248803828,72,198,0.363636363636,281,638,2.348,0.465311004785,257,311,0.826366559486,57,272,329,431,155,12,219,262,1035
Sean Sonderleiter,0.0,123,37,2072,297,648,0.458333333333,0,1,0.0,297,647,2.396,0.458333333333,181,253,0.715415019763,195,298,493,93,66,41,157,318,775
Sean Williams,97.0,114,90,3266,531,1016,0.522637795276,13,35,0.371428571429,518,981,2.043,0.529035433071,304,428,0.710280373832,312,609,921,113,85,301,290,399,1379
Sedric Webber,78.0,122,98,3590,663,1509,0.439363817097,91,263,0.346007604563,572,1246,1.381,0.469516235918,420,536,0.783582089552,249,381,630,240,166,45,276,351,1837
Semaj Christon,46.0,48,44,1688,324,755,0.429139072848,13,51,0.254901960784,311,704,0.816,0.437748344371,228,290,0.786206896552,39,137,176,272,77,8,153,114,889
Serge Angounou,0.0,119,27,1842,194,469,0.413646055437,7,40,0.175,187,429,1.736,0.421108742004,146,183,0.79781420765,165,269,434,69,54,26,97,295,541
Sergei Monia,22.0,8,0,180,25,60,0.416666666667,4,14,0.285714285714,21,46,0.457,0.45,13,16,0.8125,8,19,27,13,5,5,10,32,67
