Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jannero Pargo,73.0,27,0,614,119,301,0.395348837209,75,189,0.396825396825,44,112,1.018,0.519933554817,26,29,0.896551724138,3,48,51,86,22,0,63,42,339
Jared Carter,0.0,4,0,15,1,3,0.333333333333,0,0,0.0,1,3,0.333,0.333333333333,0,0,0.0,1,3,4,1,0,0,3,2,2
Jared Cunningham,136.0,98,79,3285,496,1251,0.396482813749,162,512,0.31640625,334,739,2.525,0.461231015188,576,732,0.786885245902,90,220,310,348,117,23,295,212,1730
Jared Jordan,0.0,37,30,1150,166,366,0.453551912568,14,50,0.28,152,316,0.481,0.472677595628,45,64,0.703125,33,104,137,326,71,4,99,64,391
Jared Newson,0.0,90,42,2110,326,690,0.472463768116,30,100,0.3,296,590,1.505,0.494202898551,168,262,0.641221374046,94,262,356,108,78,26,106,154,850
Jared Reiner,51.0,46,42,1422,244,519,0.470134874759,0,1,0.0,244,518,0.938,0.470134874759,130,184,0.70652173913,113,301,414,63,29,48,95,174,618
Jared Sullinger,24.0,2,2,55,12,30,0.4,4,9,0.444444444444,8,21,0.381,0.466666666667,6,8,0.75,6,19,25,5,0,0,3,7,34
Jarell Martin,43.0,32,25,908,186,427,0.435597189696,14,47,0.297872340426,172,380,0.934,0.451990632319,113,149,0.758389261745,69,157,226,32,23,29,70,110,499
Jarelle Reischel,0.0,2,0,37,3,8,0.375,0,3,0.0,3,5,0.6,0.375,1,2,0.5,0,6,6,2,3,0,1,5,7
Jarnell Stokes,43.0,51,42,1597,390,603,0.646766169154,4,9,0.444444444444,386,594,1.287,0.65008291874,141,207,0.68115942029,193,326,519,58,46,38,88,124,925
Jaron Johnson,69.0,113,88,3620,627,1378,0.455007256894,232,623,0.372391653291,395,755,1.535,0.539187227866,343,460,0.745652173913,179,351,530,255,102,57,225,263,1829
Jarred Axon,0.0,14,0,171,19,55,0.345454545455,8,26,0.307692307692,11,29,0.379,0.418181818182,5,8,0.625,4,16,20,14,5,0,8,17,51
Jarred Merrill,0.0,10,0,196,32,65,0.492307692308,9,24,0.375,23,41,0.561,0.561538461538,22,30,0.733333333333,10,27,37,7,4,3,20,26,95
Jarred Shaw,25.0,17,3,329,63,111,0.567567567568,0,1,0.0,63,110,0.573,0.567567567568,26,33,0.787878787879,18,58,76,15,9,13,28,41,152
Jarrell Eddie,122.0,145,81,4012,679,1478,0.459404600812,387,892,0.433856502242,292,586,2.519,0.590324763194,245,281,0.871886120996,68,480,548,190,87,48,228,269,1990
Jarrid Famous,219.0,178,140,5060,872,1714,0.508751458576,2,8,0.25,870,1706,4.564,0.509334889148,444,606,0.732673267327,732,1056,1788,92,82,144,328,452,2190
Jarrod Gee,28.0,26,0,384,47,108,0.435185185185,0,2,0.0,47,106,0.443,0.435185185185,12,17,0.705882352941,28,52,80,21,5,9,19,55,106
Jarrod Uthoff,92.0,74,18,1804,308,636,0.48427672956,60,130,0.461538461538,248,506,2.012,0.531446540881,142,166,0.855421686747,140,330,470,120,62,68,118,112,818
Jarvis Gunter,0.0,156,32,2338,236,457,0.516411378556,0,0,0.0,236,457,2.696,0.516411378556,80,126,0.634920634921,229,364,593,81,43,88,108,287,552
Jarvis Summers,22.0,3,0,23,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1,0,3,0
Jarvis Threatt,66.0,119,19,2385,444,1029,0.431486880466,54,202,0.267326732673,390,827,1.414,0.457725947522,411,593,0.693086003373,105,244,349,380,123,15,207,174,1353
Jarvis Varnado,75.0,53,48,1584,294,545,0.539449541284,0,0,0.0,294,545,1.616,0.539449541284,149,239,0.623430962343,150,372,522,48,39,196,146,217,737
Jarvis Williams,28.0,42,14,880,124,261,0.475095785441,7,21,0.333333333333,117,240,0.488,0.488505747126,58,78,0.74358974359,76,116,192,36,22,0,39,112,313
Jason Bohannon,23.0,12,0,58,6,9,0.666666666667,2,2,1.0,4,7,0.571,0.777777777778,3,4,0.75,0,7,7,2,5,1,5,9,17
Jason Calliste,52.0,59,3,1131,140,319,0.438871473354,85,195,0.435897435897,55,124,0.85,0.57210031348,65,86,0.755813953488,18,125,143,90,30,2,59,104,430
Jason Capel,47.0,73,66,2102,285,595,0.478991596639,50,145,0.344827586207,235,450,1.045,0.521008403361,261,303,0.861386138614,96,199,295,167,73,24,141,206,881
Jason Clark,23.0,32,2,425,44,77,0.571428571429,0,0,0.0,44,77,0.571,0.571428571429,25,46,0.54347826087,43,79,122,11,14,2,29,76,113
Jason Collier,26.0,30,21,845,159,348,0.456896551724,2,13,0.153846153846,157,335,0.469,0.459770114943,142,175,0.811428571429,76,140,216,24,15,24,80,95,462
Jason Dixon,0.0,7,0,91,7,24,0.291666666667,0,0,0.0,7,24,0.292,0.291666666667,7,10,0.7,14,21,35,4,4,1,6,13,21
Jason Ellis,0.0,179,63,3640,343,701,0.489300998573,0,7,0.0,343,694,2.269,0.489300998573,196,241,0.813278008299,549,633,1182,150,130,73,152,476,882
Jason Fontenet,49.0,46,19,1173,152,328,0.463414634146,34,77,0.441558441558,118,251,0.81,0.515243902439,78,93,0.838709677419,13,97,110,195,39,0,86,79,416
Jason Hart,23.0,12,9,304,58,130,0.446153846154,5,14,0.357142857143,53,116,0.457,0.465384615385,31,39,0.794871794872,14,38,52,47,14,1,25,32,152
Jason Heide,0.0,43,5,530,70,179,0.391061452514,1,1,1.0,69,178,0.388,0.393854748603,43,61,0.704918032787,45,95,140,11,10,12,38,66,184
Jason Horton,0.0,74,33,1666,98,309,0.31715210356,17,72,0.236111111111,81,237,1.37,0.344660194175,71,114,0.622807017544,26,138,164,305,58,2,127,184,284
Jason Klotz,0.0,33,22,580,76,157,0.484076433121,0,2,0.0,76,155,0.49,0.484076433121,33,45,0.733333333333,58,79,137,13,11,28,39,132,185
Jason Lawson,30.0,4,3,65,7,13,0.538461538462,0,0,0.0,7,13,0.538,0.538461538462,5,8,0.625,6,7,13,0,1,4,3,11,19
Jason McCutcheon,0.0,56,47,1271,119,274,0.434306569343,3,18,0.166666666667,116,256,0.453,0.439781021898,45,56,0.803571428571,32,106,138,72,36,31,57,116,286
Jason McKrieth,0.0,32,0,416,38,100,0.38,4,8,0.5,34,92,1.103,0.4,20,30,0.666666666667,6,44,50,40,22,6,30,50,100
Jason Miskiri,83.0,88,46,2188,299,710,0.421126760563,62,170,0.364705882353,237,540,1.225,0.464788732394,183,229,0.799126637555,40,171,211,386,120,2,157,241,843
Jason Parker,0.0,4,0,57,6,16,0.375,4,9,0.444444444444,2,7,0.286,0.5,2,2,1.0,2,4,6,3,3,0,1,4,18
Jason Richards,0.0,18,0,312,18,55,0.327272727273,3,17,0.176470588235,15,38,0.395,0.354545454545,14,17,0.823529411765,8,14,22,41,16,0,26,25,53
Jason Skaer,0.0,4,2,50,2,12,0.166666666667,0,3,0.0,2,9,0.222,0.166666666667,4,7,0.571428571429,4,3,7,1,0,0,6,10,8
Jason Smith,0.0,14,0,202,36,87,0.413793103448,2,6,0.333333333333,34,81,0.42,0.425287356322,10,14,0.714285714286,12,15,27,10,12,0,10,15,84
Jason Straight,0.0,54,2,982,170,376,0.452127659574,48,120,0.4,122,256,1.43,0.515957446809,110,138,0.797101449275,26,70,96,124,30,4,102,92,498
Jason Warren,0.0,2,0,16,1,3,0.333333333333,1,1,1.0,0,2,0.0,0.5,0,0,0.0,0,3,3,0,0,0,0,5,3
Jason Williams,0.0,8,0,44,5,12,0.416666666667,0,2,0.0,5,10,0.5,0.416666666667,4,6,0.666666666667,4,8,12,3,1,0,1,3,14
Jasper Johnson,0.0,98,74,3188,640,1318,0.485584218513,68,154,0.441558441558,572,1164,1.364,0.511380880121,336,376,0.893617021277,224,580,804,272,158,72,250,240,1684
Javaris Crittenton,23.0,21,5,598,109,258,0.422480620155,4,22,0.181818181818,105,236,0.445,0.43023255814,83,138,0.601449275362,19,74,93,141,52,2,93,59,305
Javier Carter,24.0,41,0,484,57,128,0.4453125,6,17,0.352941176471,51,111,0.459,0.46875,32,41,0.780487804878,53,66,119,19,12,27,28,72,152
Jawad Williams,70.0,73,68,2775,547,1242,0.440418679549,137,381,0.359580052493,410,861,1.412,0.495571658615,271,343,0.790087463557,88,239,327,136,59,32,153,163,1502
Jawann McClellan,0.0,28,3,465,53,120,0.441666666667,2,16,0.125,51,104,0.49,0.45,18,27,0.666666666667,26,39,65,22,17,5,20,47,126
Jay Bowie,22.0,2,0,29,2,6,0.333333333333,1,4,0.25,1,2,0.5,0.416666666667,0,0,0.0,1,3,4,2,3,0,0,1,5
Jay Harris,69.0,58,4,956,116,326,0.355828220859,42,122,0.344262295082,74,204,1.022,0.420245398773,56,68,0.823529411765,24,80,104,132,26,2,98,56,330
Jay Williams,25.0,3,1,84,6,23,0.260869565217,3,9,0.333333333333,3,14,0.214,0.326086956522,3,4,0.75,1,7,8,16,2,0,15,8,18
Jay-R Strowbridge,0.0,14,4,282,44,114,0.385964912281,16,43,0.372093023256,28,71,0.394,0.456140350877,19,25,0.76,6,22,28,49,11,1,27,28,123
Jaylen Bland,23.0,39,10,736,72,230,0.313043478261,63,198,0.318181818182,9,32,0.281,0.45,13,19,0.684210526316,6,74,80,31,25,2,21,62,220
Jaylen Bond,23.0,45,4,837,149,314,0.474522292994,14,36,0.388888888889,135,278,0.486,0.496815286624,26,56,0.464285714286,114,171,285,59,31,9,37,122,338
Jazwyn Cowan,0.0,52,15,921,139,265,0.524528301887,1,9,0.111111111111,138,256,1.058,0.52641509434,41,61,0.672131147541,107,175,282,33,18,17,60,77,320
Jean Nguidjol,21.0,4,0,10,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,0.0,0,1,1,0,0,0,4,4,0
Jean-Felix Moupegnou,24.0,50,28,1150,128,327,0.391437308869,62,170,0.364705882353,66,157,0.42,0.48623853211,64,83,0.771084337349,60,163,223,67,59,10,54,124,382
Jeff Adrien,98.0,59,47,1933,390,712,0.547752808989,1,6,0.166666666667,389,706,2.193,0.54845505618,295,414,0.712560386473,200,472,672,91,60,87,164,164,1076
Jeff Aubry,76.0,121,87,2945,312,611,0.510638297872,0,0,0.0,312,611,1.533,0.510638297872,193,346,0.557803468208,236,470,706,82,58,187,161,391,817
Jeff Ayres,113.0,76,58,2254,408,704,0.579545454545,8,25,0.32,400,679,2.333,0.585227272727,334,375,0.890666666667,164,508,672,136,45,75,154,290,1158
Jeff Boese,0.0,50,22,1019,104,265,0.392452830189,26,90,0.288888888889,78,175,0.446,0.441509433962,65,87,0.747126436782,53,102,155,57,36,11,68,125,299
Jeff Foote,50.0,89,72,2714,422,808,0.522277227723,0,2,0.0,422,806,1.044,0.522277227723,195,365,0.534246575342,302,452,754,125,73,110,196,249,1039
Jeff Graves,83.0,34,30,817,168,293,0.57337883959,0,0,0.0,168,293,1.105,0.57337883959,96,132,0.727272727273,82,179,261,33,20,29,80,121,432
Jeff Hagen,48.0,59,7,887,81,185,0.437837837838,0,0,0.0,81,185,0.883,0.437837837838,60,77,0.779220779221,99,120,219,49,25,46,65,160,222
Jeff Horner,0.0,50,39,1969,196,503,0.389662027833,90,266,0.338345864662,106,237,0.447,0.479125248509,94,118,0.796610169492,38,185,223,315,99,15,112,92,576
Jeff Ledbetter,28.0,38,0,732,129,250,0.516,74,153,0.483660130719,55,97,0.567,0.664,31,36,0.861111111111,9,63,72,83,41,7,56,89,363
Jeff Myers,114.0,145,63,3556,460,1019,0.45142296369,68,195,0.348717948718,392,824,1.959,0.484789008832,367,458,0.801310043668,144,402,546,502,235,19,313,318,1355
Jeff Newberry,24.0,25,0,285,30,83,0.361445783133,4,13,0.307692307692,26,70,0.371,0.385542168675,11,17,0.647058823529,9,34,43,22,17,2,18,16,75
Jeff Trepagnier,140.0,186,95,4746,821,1968,0.417174796748,288,818,0.352078239609,533,1150,2.307,0.490345528455,464,575,0.806956521739,122,426,548,268,308,111,253,376,2394
Jeff Varem,69.0,86,44,2492,292,688,0.424418604651,52,152,0.342105263158,240,536,1.385,0.462209302326,194,302,0.64238410596,168,368,536,190,110,32,174,244,830
Jefferson Mason,0.0,1,0,13,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,2,0.0,0,2,2,0,0,0,0,1,2
Jefferson Sobral,22.0,5,0,35,0,7,0.0,0,2,0.0,0,5,0.0,0.0,3,4,0.75,1,8,9,1,0,0,3,5,3
Jeffery Taylor,25.0,4,1,105,15,45,0.333333333333,5,16,0.3125,10,29,0.345,0.388888888889,12,16,0.75,2,12,14,6,3,1,4,10,47
Jelani McCoy,30.0,36,25,1090,174,253,0.687747035573,0,1,0.0,174,252,0.69,0.687747035573,55,108,0.509259259259,75,208,283,118,27,74,92,105,403
Jemeil Rich,32.0,4,0,34,3,5,0.6,0,0,0.0,3,5,0.6,0.6,0,1,0.0,0,2,2,8,0,0,3,4,6
JerShon Cobb,24.0,8,0,117,13,35,0.371428571429,7,24,0.291666666667,6,11,0.545,0.471428571429,4,4,1.0,2,9,11,12,5,2,4,16,37
Jerel McNeal,101.0,135,122,4380,852,1937,0.439855446567,192,537,0.357541899441,660,1400,1.876,0.489416623645,628,781,0.80409731114,91,396,487,684,218,52,461,419,2524
Jeremee McGuire,25.0,6,0,49,4,9,0.444444444444,0,0,0.0,4,9,0.444,0.444444444444,2,4,0.5,4,10,14,3,1,3,6,9,10
Jeremiah Rivers,0.0,14,4,234,17,57,0.298245614035,0,8,0.0,17,49,0.347,0.298245614035,8,10,0.8,4,20,24,20,16,6,12,33,42
Jeremy Atkinson,47.0,47,7,664,67,135,0.496296296296,11,31,0.354838709677,56,104,0.891,0.537037037037,30,50,0.6,52,118,170,40,29,3,30,83,175
Jeremy Evans,51.0,6,6,207,35,69,0.507246376812,7,18,0.388888888889,28,51,1.088,0.557971014493,11,16,0.6875,18,35,53,11,7,9,8,22,88
Jeremy Green,0.0,44,0,828,108,276,0.391304347826,32,108,0.296296296296,76,168,0.915,0.449275362319,20,26,0.769230769231,18,80,98,38,32,8,28,78,268
Jeremy Hazell,0.0,9,0,164,27,63,0.428571428571,17,39,0.435897435897,10,24,0.417,0.563492063492,24,29,0.827586206897,2,21,23,16,7,0,10,12,95
Jeremy Kelly,75.0,116,59,2921,318,769,0.413524057217,72,234,0.307692307692,246,535,1.433,0.46033810143,161,227,0.709251101322,57,245,302,423,125,24,238,377,869
Jeremy Lamb,20.0,21,21,689,169,345,0.489855072464,37,105,0.352380952381,132,240,0.55,0.54347826087,66,75,0.88,32,79,111,64,26,17,52,42,441
Jeremy Lin,45.0,21,11,680,135,281,0.480427046263,14,39,0.358974358974,121,242,1.134,0.505338078292,104,142,0.732394366197,29,97,126,99,43,7,59,55,388
Jeremy McNeil,51.0,11,0,87,9,13,0.692307692308,0,0,0.0,9,13,1.556,0.692307692308,3,8,0.375,6,8,14,2,2,4,3,25,21
Jeremy Richardson,45.0,46,42,1518,344,764,0.450261780105,62,166,0.373493975904,282,598,0.939,0.490837696335,147,177,0.830508474576,39,137,176,78,42,15,98,136,897
Jeremy Tyler,63.0,23,16,663,165,308,0.535714285714,0,4,0.0,165,304,1.639,0.535714285714,65,104,0.625,79,126,205,15,13,15,87,100,395
Jeremy Veal,153.0,150,42,3010,430,994,0.432595573441,20,86,0.232558139535,410,908,2.717,0.442655935614,230,270,0.851851851852,82,250,332,382,124,14,244,264,1110
Jeremy Williams,57.0,62,32,1267,163,444,0.367117117117,57,179,0.31843575419,106,265,0.798,0.431306306306,94,125,0.752,74,176,250,77,44,36,66,167,477
Jeremy Wise,0.0,153,113,4533,733,1517,0.483190507581,122,333,0.366366366366,611,1184,1.969,0.523401450231,591,726,0.814049586777,76,435,511,799,178,64,388,442,2179
Jerian Grant,24.0,2,2,83,19,42,0.452380952381,3,11,0.272727272727,16,31,0.516,0.488095238095,13,16,0.8125,2,6,8,16,5,1,7,4,54
Jermaine Beal,0.0,88,14,2002,250,586,0.42662116041,72,196,0.367346938776,178,390,1.371,0.488054607509,126,156,0.807692307692,38,122,160,224,44,16,120,124,698
Jermaine Blackburn,0.0,36,20,829,114,216,0.527777777778,12,46,0.260869565217,102,170,0.6,0.555555555556,35,51,0.686274509804,24,82,106,64,34,10,55,69,275
Jermaine Tate,53.0,53,33,1181,125,308,0.405844155844,1,8,0.125,124,300,1.411,0.407467532468,66,117,0.564102564103,101,189,290,45,31,43,74,139,317
Jermaine Taylor,215.0,155,88,4223,841,1929,0.435977190254,205,681,0.301027900147,636,1248,4.181,0.489113530327,295,426,0.692488262911,125,347,472,343,154,41,326,304,2182
Jermaine Walker,75.0,94,32,2258,360,908,0.396475770925,56,162,0.345679012346,304,746,1.205,0.42731277533,222,286,0.776223776224,102,200,302,174,46,16,130,142,998
Jermaine Williams,23.0,12,0,71,8,13,0.615384615385,1,2,0.5,7,11,0.636,0.653846153846,5,5,1.0,8,8,16,1,1,2,4,18,22
Jermareo Davidson,73.0,51,40,1598,328,639,0.513302034429,0,4,0.0,328,635,1.53,0.513302034429,154,202,0.762376237624,122,403,525,57,31,73,102,129,810
Jerome Beasley,26.0,18,7,384,63,142,0.443661971831,0,3,0.0,63,139,0.453,0.443661971831,36,63,0.571428571429,15,65,80,13,9,4,33,48,162
Jerome Dyson,47.0,91,54,2763,496,1167,0.425021422451,120,389,0.308483290488,376,778,0.968,0.476435304199,400,518,0.772200772201,78,223,301,280,147,26,279,266,1512
Jerome Jordan,103.0,89,77,2635,449,746,0.601876675603,2,3,0.666666666667,447,743,2.341,0.603217158177,232,321,0.722741433022,224,455,679,74,42,182,165,279,1132
Jerome Randle,0.0,30,20,802,150,300,0.5,38,110,0.345454545455,112,190,1.529,0.563333333333,92,102,0.901960784314,10,66,76,126,24,0,112,62,430
Jerrell Sanders,26.0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0
Jerrelle Benimon,23.0,44,38,1533,366,596,0.614093959732,6,30,0.2,360,566,0.636,0.619127516779,134,213,0.629107981221,140,344,484,192,47,45,152,132,872
Jerry Dupree,25.0,11,0,162,23,46,0.5,0,0,0.0,23,46,0.5,0.5,1,6,0.166666666667,14,22,36,3,4,6,8,22,47
Jerry Smith,47.0,85,41,2473,444,979,0.453524004086,142,375,0.378666666667,302,604,1.008,0.526046986721,305,383,0.79634464752,62,260,322,276,138,41,201,249,1335
Jesse Smith,0.0,144,95,3442,528,1133,0.466019417476,1,6,0.166666666667,527,1127,1.885,0.466460723742,231,331,0.697885196375,316,625,941,87,59,72,223,379,1288
Jimmer Fredette,26.0,40,39,1431,290,633,0.458135860979,83,202,0.410891089109,207,431,0.48,0.523696682464,179,198,0.90404040404,24,153,177,200,70,6,100,76,842
Jimmie Hunter,24.0,56,28,1419,261,633,0.412322274882,40,126,0.31746031746,221,507,0.436,0.443917851501,154,197,0.781725888325,60,120,180,111,72,33,100,110,716
Jimmy Binnie,0.0,18,0,264,41,106,0.38679245283,13,37,0.351351351351,28,69,0.406,0.448113207547,16,27,0.592592592593,11,20,31,14,15,2,8,25,111
Jimmy King,28.0,52,23,1194,168,397,0.423173803526,20,69,0.289855072464,148,328,0.451,0.448362720403,131,178,0.73595505618,46,117,163,134,59,14,95,110,487
Joe Alexander,102.0,80,68,2865,601,1194,0.503350083752,19,64,0.296875,582,1130,1.994,0.511306532663,267,338,0.789940828402,192,457,649,186,61,107,213,246,1488
Joe Brown,0.0,2,0,20,2,4,0.5,0,1,0.0,2,3,0.667,0.5,1,2,0.5,2,4,6,0,1,0,2,1,5
Joe Crawford,73.0,93,62,3109,568,1249,0.454763811049,137,404,0.339108910891,431,845,1.51,0.509607686149,294,377,0.779840848806,97,228,325,237,81,19,181,179,1567
Joe Dabbert,109.0,112,67,2103,403,791,0.509481668774,2,10,0.2,401,781,2.086,0.510745891277,303,426,0.711267605634,285,342,627,67,60,132,187,418,1111
Joe Darger,0.0,3,0,11,0,2,0.0,0,1,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0
Joe Harden,0.0,13,0,110,8,19,0.421052631579,0,0,0.0,8,19,0.421,0.421052631579,3,5,0.6,14,10,24,4,2,0,3,13,19
Joe Harris,47.0,21,21,678,110,279,0.394265232975,39,134,0.291044776119,71,145,0.988,0.464157706093,60,79,0.759493670886,28,83,111,64,18,4,48,66,319
Joe Jackson,46.0,41,19,972,189,380,0.497368421053,22,64,0.34375,167,316,1.072,0.526315789474,141,171,0.824561403509,27,113,140,192,57,7,98,93,541
Joe Krabbenhoft,0.0,18,10,519,95,184,0.516304347826,12,32,0.375,83,152,0.546,0.548913043478,46,58,0.793103448276,38,92,130,45,21,6,20,61,248
Joe Marshall,23.0,19,1,138,13,37,0.351351351351,1,5,0.2,12,32,0.375,0.364864864865,11,14,0.785714285714,2,3,5,9,0,0,17,10,38
Joe Shipp,72.0,84,69,2738,535,1166,0.458833619211,59,219,0.269406392694,476,947,1.514,0.484133790738,264,362,0.729281767956,105,246,351,184,74,29,161,182,1393
Joe Thomasson,0.0,3,0,65,8,14,0.571428571429,3,5,0.6,5,9,0.556,0.678571428571,0,0,0.0,3,7,10,8,2,2,4,4,19
Joe Trapani,0.0,6,0,93,8,29,0.275862068966,2,12,0.166666666667,6,17,0.353,0.310344827586,1,2,0.5,8,14,22,2,1,2,7,10,19
Joe White,23.0,24,0,209,17,41,0.414634146341,0,0,0.0,17,41,0.415,0.414634146341,6,11,0.545454545455,14,46,60,8,8,8,14,40,40
Joe Young,47.0,5,4,154,34,82,0.414634146341,10,20,0.5,24,62,0.773,0.475609756098,16,17,0.941176470588,0,14,14,15,8,2,15,6,94
Joel Anthony,25.0,3,3,73,9,20,0.45,0,0,0.0,9,20,0.45,0.45,6,12,0.5,8,12,20,0,1,12,3,12,24
Joel Bolomboy,23.0,24,22,826,137,252,0.543650793651,22,47,0.468085106383,115,205,0.561,0.587301587302,103,146,0.705479452055,112,207,319,43,16,30,53,59,399
Joel Freeland,25.0,2,2,74,18,36,0.5,0,0,0.0,18,36,0.5,0.5,5,6,0.833333333333,4,17,21,7,0,0,2,7,41
Joel Wright,153.0,170,72,4578,874,1888,0.462923728814,18,104,0.173076923077,856,1784,2.655,0.467690677966,678,888,0.763513513514,376,668,1044,316,190,106,410,528,2444
Joey Dorsey,51.0,23,21,709,124,193,0.642487046632,0,0,0.0,124,193,1.275,0.642487046632,58,124,0.467741935484,97,178,275,34,25,33,81,88,306
Joey Graham,29.0,9,8,301,72,131,0.549618320611,0,4,0.0,72,127,0.567,0.549618320611,43,49,0.877551020408,9,52,61,28,7,1,25,32,187
Joey Miller,24.0,25,1,389,18,68,0.264705882353,9,34,0.264705882353,9,34,0.265,0.330882352941,18,21,0.857142857143,6,23,29,35,13,2,29,39,63
Johan Petro,0.0,2,0,10,1,4,0.25,0,0,0.0,1,4,0.25,0.25,0,0,0.0,0,1,1,1,1,0,0,2,2
John Allen,0.0,21,2,257,42,94,0.446808510638,10,21,0.47619047619,32,73,0.438,0.5,28,32,0.875,9,31,40,39,10,1,26,40,122
John Barber,0.0,5,0,24,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,0
John Bohannon,95.0,137,52,3222,411,827,0.496977025393,10,52,0.192307692308,401,775,2.061,0.503022974607,213,324,0.657407407407,334,654,988,195,100,116,191,401,1045
John Bryant,0.0,61,46,1695,291,586,0.496587030717,0,1,0.0,291,585,0.997,0.496587030717,114,154,0.74025974026,126,413,539,93,28,86,114,223,696
John Coker,30.0,20,19,476,80,160,0.5,0,0,0.0,80,160,0.5,0.5,38,49,0.775510204082,53,88,141,15,12,18,27,55,198
John Edwards,184.0,111,72,2274,432,826,0.523002421308,0,2,0.0,432,824,3.728,0.523002421308,183,246,0.743902439024,165,417,582,66,36,85,212,410,1047
John Flippen,25.0,3,0,17,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,3,1,4,0,1,2,4,4,0
John Gilchrist,66.0,26,0,392,40,106,0.377358490566,6,30,0.2,34,76,1.655,0.405660377358,18,26,0.692307692308,6,32,38,38,28,0,40,20,104
John Holland,55.0,74,67,2556,505,1017,0.496558505408,149,420,0.354761904762,356,597,1.199,0.569813176008,280,322,0.869565217391,72,219,291,186,103,13,142,193,1439
John Jackson,0.0,112,32,1554,132,314,0.420382165605,0,0,0.0,132,314,1.25,0.420382165605,64,96,0.666666666667,124,214,338,42,54,38,78,252,328
John Jenkins,137.0,44,29,1387,313,640,0.4890625,80,216,0.37037037037,233,424,3.427,0.5515625,162,177,0.915254237288,30,152,182,83,41,12,97,53,868
John Jordan,116.0,106,6,1715,225,486,0.462962962963,28,85,0.329411764706,197,401,2.51,0.491769547325,120,183,0.655737704918,51,161,212,279,101,11,141,215,598
John Linehan,24.0,19,0,216,13,61,0.213114754098,5,17,0.294117647059,8,44,0.182,0.254098360656,8,15,0.533333333333,7,22,29,23,11,0,20,20,39
John Locklier,0.0,9,0,78,7,18,0.388888888889,0,0,0.0,7,18,0.389,0.388888888889,4,11,0.363636363636,6,5,11,4,0,0,4,15,18
John Lucas,82.0,74,56,2483,484,987,0.490374873354,145,353,0.410764872521,339,634,1.599,0.563829787234,113,135,0.837037037037,60,157,217,317,79,3,104,149,1226
John Millsap,0.0,42,0,428,67,147,0.455782312925,0,1,0.0,67,146,0.459,0.455782312925,36,53,0.679245283019,39,59,98,21,12,6,40,58,170
John Petrucelli,24.0,32,12,673,64,144,0.444444444444,9,28,0.321428571429,55,116,0.474,0.475694444444,41,56,0.732142857143,24,75,99,42,27,9,31,81,178
John Strickland,0.0,82,58,2234,446,928,0.480603448276,0,0,0.0,446,928,1.833,0.480603448276,284,482,0.589211618257,196,254,450,176,36,10,208,234,1176
John Thomas,32.0,16,14,508,84,144,0.583333333333,0,1,0.0,84,143,0.587,0.583333333333,37,60,0.616666666667,49,80,129,20,16,10,32,58,205
John Williams,0.0,37,9,767,103,243,0.423868312757,58,136,0.426470588235,45,107,0.421,0.543209876543,54,67,0.805970149254,10,34,44,113,28,1,51,62,318
Johnny Dukes,0.0,2,2,26,2,11,0.181818181818,0,0,0.0,2,11,0.182,0.181818181818,0,2,0.0,2,2,4,3,1,0,2,7,4
Johnny Goodman,0.0,1,0,12,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,2,2,1,0,0,1,2,0
Johnny Hemsley,24.0,46,31,1069,163,430,0.379069767442,33,130,0.253846153846,130,300,0.433,0.417441860465,73,83,0.879518072289,29,90,119,78,41,11,71,81,432
Johnny O'Bryant III,23.0,25,25,807,175,384,0.455729166667,28,75,0.373333333333,147,309,0.476,0.4921875,82,105,0.780952380952,60,157,217,40,25,16,53,96,460
Johnny Phillips,22.0,43,11,431,40,71,0.56338028169,0,0,0.0,40,71,0.563,0.56338028169,25,42,0.595238095238,43,58,101,7,9,14,23,67,105
Johnny Taylor,27.0,12,10,382,45,150,0.3,16,44,0.363636363636,29,106,0.274,0.353333333333,52,69,0.753623188406,13,53,66,18,18,5,37,37,158
Jon Horford,49.0,38,18,664,63,153,0.411764705882,11,43,0.255813953488,52,110,1.086,0.447712418301,16,22,0.727272727273,74,170,244,34,7,13,25,85,153
Jon Kreft,0.0,40,8,447,50,103,0.485436893204,0,0,0.0,50,103,0.485,0.485436893204,37,44,0.840909090909,42,70,112,14,11,23,44,78,137
Jon Leuer,23.0,8,7,292,62,121,0.512396694215,7,15,0.466666666667,55,106,0.519,0.54132231405,25,40,0.625,13,85,98,14,10,4,22,23,156
Jon Octeus,0.0,41,10,657,80,200,0.4,19,51,0.372549019608,61,149,0.409,0.4475,52,73,0.712328767123,28,83,111,87,21,4,33,77,231
