Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,y
Quincy Miller,37,903,138,309,114,240,24,69,93,114,54,128,182,53,25,24,66,69,393,377,2.1,1.3,3.5,19.4,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,110.1,98.8,2.5,2.4,4.8,6.112956811,13.68770764,5.049833887,10.63122924,1.063122924,3.056478405,4.119601329,5.049833887,2.392026578,5.669988926,8.062015504,2.34772979,1.107419712,1.063122924,2.92358804,3.056478405,17.40863787,54.71099232,0.368932039,0.223300971,0.446601942,0.475,0.347826087,0.815789474,0.485436893,0
Quincy Pondexter,36,1162,245,464,227,413,18,51,187,226,107,158,265,63,46,21,68,90,695,653,5.2,2,7.3,28.1,10.3,15,12.7,11.2,2.2,1.8,10.6,25.6,127,96.6,0,0,0,8.43373494,15.97246127,7.814113597,14.21686747,0.619621343,1.755593804,6.437177281,7.779690189,3.683304647,5.438898451,9.122203098,2.168674699,1.583476764,0.722891566,2.340791738,3.098106713,23.9242685,61.67471248,0.487068966,0.109913793,0.528017241,0.549636804,0.352941176,0.827433628,0.547413793,0.36
Quinn Cook,143,4033,534,1235,298,606,236,629,267,313,53,326,379,509,151,9,201,264,1571,1610,11.8,5.3,17.1,18.6331515,1.718720555,9.54559881,5.610538061,27.89680139,2.380932308,0.323654848,13.56094719,20.29704934,118.4103645,102.3483015,5.865608728,1.158219688,6.988395735,5.29630548,12.24894619,2.955616167,6.010414084,2.340689313,6.23853211,2.64815274,3.104388792,0.525663278,3.233325068,3.758988346,5.048351103,1.497644433,0.089263576,1.993553186,2.618398215,15.58145301,57.22215747,0.253441296,0.509311741,0.432388664,0.491749175,0.375198728,0.853035144,0.527935223,0.423076923
R.J. Hunter,99,3438,559,1321,306,606,253,715,448,525,68,406,474,240,191,92,168,214,1819,1679,12,5.4,17.4,25.93461315,2.496625945,14.4718441,8.570157068,14.97353112,3.447062245,3.414892379,9.602326934,27.43566027,118.80605,99.19371728,5.860267597,0.438801629,6.299069226,6.503781268,15.36940081,3.560209424,7.05061082,2.943571844,8.318789994,5.212332752,6.108202443,0.79115765,4.723676556,5.514834206,2.792321117,2.222222222,1.070389761,1.954624782,2.489819663,21.16346713,58.60180412,0.397426192,0.541256624,0.423164269,0.504950495,0.353846154,0.853333333,0.518925057,0.301587302
Rakeem Christmas,142,3126,409,731,409,730,0,1,228,335,280,466,746,86,77,247,162,375,1046,1004,6.5,6.8,13.4,20.42012156,10.35754958,17.9224888,14.10073576,6.09731286,1.543378119,9.425751759,16.30367882,17.36621881,115.4924184,92.89760077,1.879494562,6.614107486,8.493602047,5.233525272,9.353806782,5.233525272,9.341010877,0,0.012795905,2.917466411,4.286628279,3.582853487,5.962891875,9.545745361,1.100447857,0.985284709,3.160588612,2.07293666,4.798464491,13.38451695,59.54007286,0.458276334,0.001367989,0.559507524,0.560273973,0,0.680597015,0.559507524,0
Rashad Vaughn,23,742,144,328,90,187,54,141,68,98,14,97,111,36,18,8,50,54,410,352,1.4,1.1,2.5,20.2,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,103.6,100.4,3,-1.8,1.3,7.762803235,17.6819407,4.851752022,10.08086253,2.911051213,7.601078167,3.665768194,5.283018868,0.754716981,5.229110512,5.983827493,1.940700809,0.970350404,0.431266846,2.69541779,2.911051213,22.10242588,55.23819789,0.298780488,0.429878049,0.43902439,0.481283422,0.382978723,0.693877551,0.521341463,0.292517007
Ray McCallum,102,3519,546,1173,449,838,97,335,429,593,126,360,486,451,175,32,233,210,1618,1668,11.2,3.9,15.1,22.63998295,4.239727195,12.96078431,8.425092356,26.10210287,2.862404092,0.974566638,14.0495027,23.61045752,116.2723501,102.7464052,4.918073316,-0.188405797,4.760869565,6.20630861,13.33333333,5.103722648,9.525433362,1.102585962,3.807899972,4.876385337,6.740551293,1.432225064,4.092071611,5.524296675,5.12645638,1.989201478,0.363739699,2.648479682,2.387041773,18.39158852,56.41876813,0.505541347,0.285592498,0.465473146,0.535799523,0.289552239,0.723440135,0.506820119,0.372881356
Reggie Bullock,100,2457,358,815,170,329,188,486,85,118,156,339,495,169,87,21,94,121,989,921,6.8,4,10.8,19.54179894,6.572364672,15.52592593,10.85197395,12.08465608,1.933658934,0.828815629,9.9000407,18.13296703,121.8223036,96.98986569,6.892104192,2.972364672,9.91969882,5.828245828,13.26821327,2.767602768,5.356125356,3.060643061,7.912087912,1.383801384,1.921041921,2.53968254,5.518925519,8.058608059,2.751322751,1.416361416,0.341880342,1.53032153,1.96988197,16.1009361,57.04101878,0.144785276,0.596319018,0.439263804,0.516717325,0.386831276,0.720338983,0.554601227,0.301369863
Reggie Jackson,65,2095,364,772,261,493,103,279,186,242,94,228,322,291,55,32,161,120,1017,1037,7.3,1.7,9,23.91298329,5.5049642,12.81579952,9.271217184,30.05665871,1.587923628,1.610835322,15.32663484,26.3975179,116.5584726,106.5009069,4.987589499,0.110835322,5.04300716,6.949880668,14.7398568,4.983293556,9.412887828,1.966587112,5.326968974,3.551312649,4.62052506,1.794749403,4.353221957,6.14797136,5.556085919,1.050119332,0.61097852,3.07398568,2.291169451,19.4176611,57.88407249,0.313471503,0.361398964,0.471502591,0.529411765,0.369175627,0.768595041,0.538212435,0.209677419
Richaun Holmes,95,2518,403,728,373,643,30,85,253,363,250,402,652,62,75,244,143,233,1089,1021,6.9,5.8,12.6,26.39364575,11.50389198,18.87180302,15.2019857,5.880142971,1.815726767,11.03463066,13.66473392,21.84551231,117.329309,92.41040508,1.547895155,5.50381255,7.051707705,6.401906275,11.56473392,5.92533757,10.21445592,0.476568705,1.350277998,4.019062748,5.766481334,3.971405878,6.386020651,10.35742653,0.984908658,1.191421763,3.876092137,2.271644162,3.701350278,17.299444,61.33690803,0.498626374,0.116758242,0.553571429,0.580093313,0.352941176,0.696969697,0.574175824,0.181818182
Robbie Hummel,62,1945,329,761,214,455,115,306,223,259,99,339,438,122,52,70,60,130,996,928,7.6,3.4,11.1,27.03388175,5.963958869,22.09619537,13.65203085,14.10786632,1.763958869,3.852030848,6.627917738,25.19809769,123.9856555,94.35064267,2.520308483,0.882107969,3.402416452,6.766066838,15.6503856,4.401028278,9.357326478,2.36503856,6.293059126,4.586118252,5.326478149,2.035989717,6.971722365,9.007712082,2.508997429,1.06940874,1.439588689,1.233933162,2.673521851,20.48329049,56.91688763,0.340341656,0.402102497,0.432325887,0.47032967,0.375816993,0.861003861,0.507884363,0.359550562
Robert Covington,118,3536,623,1309,441,878,182,431,320,399,306,570,876,145,181,150,275,354,1748,1611,9.7,5.9,15.7,25.3043552,10.38436086,20.6072681,15.33303167,10.29932127,3.146182127,4.90050905,15.43526584,25.69988688,112.6763575,96.62347285,3.204128959,1.618778281,4.849010181,7.047511312,14.80769231,4.988687783,9.932126697,2.058823529,4.875565611,3.619909502,4.513574661,3.461538462,6.447963801,9.909502262,1.640271493,2.047511312,1.696832579,3.110859729,4.004524887,19.77375566,58.87266261,0.304812834,0.329258976,0.475935829,0.502277904,0.422273782,0.802005013,0.545454545,0.363636364
Robert Sacre,102,2633,376,742,375,738,1,4,420,565,216,397,613,84,62,178,203,264,1173,1143,6.8,5.2,12.1,21.94599316,10.29456893,17.16691986,13.88040258,6.340789973,1.33805545,7.245689328,16.76004558,23.42863654,112.5302697,94.18701101,1.046486897,3.149563236,4.196050133,5.712115458,11.27231295,5.696923661,11.21154577,0.015191796,0.060767186,6.380554501,8.583364983,3.281428029,6.031143183,9.312571212,1.2761109,0.941891379,2.704139765,3.083934675,4.010634258,17.81997721,59.20654149,0.761455526,0.005390836,0.506738544,0.508130081,0.25,0.743362832,0.507412399,0
Rodney Hood,67,2200,318,699,200,401,118,298,136,176,60,231,291,139,38,23,84,132,890,822,5.7,2,7.8,17.90454545,3.186363636,12.98863636,7.963636364,12.57954545,1.061363636,1.038636364,9.579545455,20.45909091,118.6818182,106.6181818,4.977272727,0.456818182,5.434090909,5.781818182,12.70909091,3.636363636,7.290909091,2.145454545,5.418181818,2.472727273,3.2,1.090909091,4.2,5.290909091,2.527272727,0.690909091,0.418181818,1.527272727,2.4,16.18181818,57.31286384,0.251788269,0.426323319,0.454935622,0.498753117,0.395973154,0.772727273,0.539341917,0.364705882
Rodney McGruder,135,3702,568,1257,380,763,188,494,252,332,254,400,654,186,116,36,171,205,1576,1448,10.9,5.7,16.5,19.22874122,8.290302539,13.95202593,11.01936791,9.625472717,1.674689357,1.366612642,11.51345219,18.87852512,122.5611561,98.36528903,3.986250675,1.408670989,5.405888709,6.137223123,13.58184765,4.105888709,8.244192328,2.031334414,5.337655321,2.722852512,3.587250135,2.744462453,4.321988115,7.066450567,2.009724473,1.253376553,0.38897893,1.847649919,2.215018909,17.02863317,56.16215754,0.264120923,0.392999204,0.451869531,0.498034076,0.380566802,0.759036145,0.526650756,0.331818182
Ron Baker,124,3795,522,1205,280,550,242,655,350,437,99,421,520,345,163,76,177,215,1636,1555,11.8,8.8,20.4,20.7888274,3.428247694,12.6315942,7.950434783,18.46086957,2.518682477,2.175019763,12.43873518,20.97820817,121.1072991,93.59412385,6.070408432,3.741765481,9.812173913,5.501976285,12.70092227,2.951251647,5.797101449,2.550724638,6.903820817,3.689064559,4.606060606,1.043478261,4.437417655,5.480895916,3.636363636,1.718050066,0.801054018,1.865612648,2.266139657,17.24374177,58.54231078,0.362655602,0.543568465,0.433195021,0.509090909,0.369465649,0.800915332,0.533609959,0.26744186
Rondae Hollis-Jefferson,76,2050,259,522,251,483,8,39,248,356,160,315,475,114,72,72,103,186,774,792,5.4,5.5,10.8,21.00243902,9.744390244,17.7604878,13.89609756,10.57853659,2.08097561,3.878536585,12.84926829,20.18097561,117.915122,88.75707317,3.708780488,6.959512195,10.66829268,5.053658537,10.18536585,4.897560976,9.424390244,0.156097561,0.76097561,4.83902439,6.946341463,3.12195122,6.146341463,9.268292683,2.224390244,1.404878049,1.404878049,2.009756098,3.629268293,15.10243902,57.02581634,0.681992337,0.074712644,0.496168582,0.519668737,0.205128205,0.696629213,0.503831418,0.285714286
Royce White,34,1072,175,328,171,316,4,12,102,205,85,231,316,170,40,32,130,89,456,528,2.1,2,4.1,22.8,9.4,26.2,17.7,34.5,2.2,3,23.4,26.5,103.3,95.4,3.1,5.7,8.9,6.529850746,12.23880597,6.380597015,11.79104478,0.149253731,0.447761194,3.805970149,7.649253731,3.171641791,8.619402985,11.79104478,6.343283582,1.492537313,1.194029851,4.850746269,3.320895522,17.01492537,54.51936872,0.625,0.036585366,0.533536585,0.541139241,0.333333333,0.497560976,0.539634146,0
Russ Smith,133,3228,620,1501,440,980,180,521,488,642,98,261,359,378,257,8,316,321,1908,1826,8.8,8.4,17.1,20.83224907,2.652447336,8.455731103,5.524814126,26.43197026,5.599628253,0.586524164,17.60473978,31.12732342,102.366171,88.10040273,3.920508055,3.762825279,7.649752169,7.682775713,18.59975217,5.452292441,12.14374226,2.230483271,6.456009913,6.04708798,7.955390335,1.214374226,3.234200743,4.448574969,4.68401487,3.184634449,0.09913259,3.915737299,3.977695167,23.64312268,53.49092785,0.427714857,0.347101932,0.413057961,0.448979592,0.345489443,0.760124611,0.473017988,0.181818182
Ryan Kelly,126,2437,314,682,212,413,102,269,219,272,141,324,465,117,73,133,104,237,949,919,7.2,4.5,11.6,20.71526467,6.792080427,15.08658186,10.99322938,9.015141568,1.711694707,5.16885515,11.46200246,18.63274518,121.2672138,94.97279442,5.054944604,4.319327041,9.374271645,5.153877719,11.1940911,3.479688141,6.778826426,1.674189577,4.41526467,3.594583504,4.46450554,2.314320886,5.318013952,7.632334838,1.920393927,1.198194501,2.1830119,1.707016824,3.890028724,15.57652852,59.18820477,0.398826979,0.394428152,0.460410557,0.513317191,0.379182156,0.805147059,0.535190616,0.338028169
Ryan Reid,31,704,82,167,82,167,0,0,46,77,58,65,123,35,18,16,51,46,210,215,0.7,1.4,2.1,13.7,9.9,10,10,10.1,1.5,2.6,20,18,100.2,94.3,0,0,0,4.659090909,9.488636364,4.659090909,9.488636364,0,0,2.613636364,4.375,3.295454545,3.693181818,6.988636364,1.988636364,1.022727273,0.909090909,2.897727273,2.613636364,11.93181818,52.27001195,0.461077844,0,0.491017964,0.491017964,0,0.597402597,0.491017964,0
Sam Dekker,113,3153,499,1012,357,604,142,408,223,321,185,384,569,148,73,54,114,137,1363,1284,10.6,5.3,15.9,23.42473834,7.302664129,14.44624167,10.87621313,11.1076118,1.538058991,1.716841104,9.360799239,22.82597526,122.0772598,97.44947669,6.858230257,2.729971456,9.588201713,6.330478909,12.83856644,4.529019981,7.662543609,1.801458928,5.176022835,2.829051697,4.072312084,2.346971139,4.871550904,7.218522043,1.877576911,0.926102125,0.685061846,1.446241675,1.738027276,17.29146844,59.09437758,0.317193676,0.403162055,0.493083004,0.591059603,0.348039216,0.69470405,0.563241107,0
Samardo Samuels,33,968,176,336,176,336,0,0,154,218,106,125,231,39,20,37,82,87,506,478,3,1.1,4.1,23.6,12.2,14.7,13.4,8.5,1.2,4.1,15.7,26.2,114.2,103.1,0,0,0,7.272727273,13.88429752,7.272727273,13.88429752,0,0,6.363636364,9.008264463,4.380165289,5.165289256,9.545454545,1.611570248,0.826446281,1.52892562,3.388429752,3.595041322,20.90909091,58.57566216,0.648809524,0,0.523809524,0.523809524,0,0.706422018,0.523809524,0
Scott Machado,101,3307,439,1010,331,704,108,306,339,450,80,326,406,730,151,15,336,244,1325,1592,8.3,4.8,13.2,19.40359843,2.775687935,11.5408225,7.089144239,38.21678258,2.704021772,0.455548836,21.47196855,24.26728152,108.4938917,98.73120653,2.190988812,-0.176595101,2.01439371,5.309948594,12.21651043,4.003628666,8.515270638,1.306319927,3.701239794,4.100393106,5.442999698,0.967644391,3.943150892,4.910795283,8.829755065,1.826428787,0.181433323,4.064106441,2.951315392,16.02661022,54.84271523,0.445544554,0.302970297,0.434653465,0.470170455,0.352941176,0.753333333,0.488118812,0
Scotty Hopson,69,1961,362,807,257,510,105,297,164,240,62,169,231,85,62,12,167,118,993,863,3.1,2.6,5.8,17.35425803,3.491126976,9.647781744,6.591126976,9.696583376,1.843345232,0.695563488,15.35221826,27.63753187,102.2552779,101.2163692,1.82763896,-0.365527792,1.462111168,7.383987761,16.46098929,5.242223355,10.40285569,2.141764406,6.058133605,3.345232024,4.895461499,1.264660887,3.447220806,4.711881693,1.733809281,1.264660887,0.244773075,3.406425293,2.406935237,20.25497195,54.40499671,0.29739777,0.36802974,0.448574969,0.503921569,0.353535354,0.683333333,0.513630731,0
Sean Kilpatrick,140,4315,707,1687,394,786,313,901,418,536,175,427,602,279,166,23,236,182,2145,1948,13.6,7.8,21.5,22.5761066,4.80396292,12.30743917,8.38387022,15.54787949,2.405932793,0.464125145,11.02549247,26.60630359,116.9125377,95.97137891,6.760973349,1.107485516,7.851772885,6.553881808,15.63847045,3.652375435,7.286210892,2.901506373,8.35225956,3.874855156,4.968713789,1.622247972,3.958285052,5.580533024,2.586326767,1.538818076,0.213209733,2.187717265,1.687137891,19.88412514,55.77687171,0.31772377,0.534084173,0.419087137,0.501272265,0.347391787,0.779850746,0.511855365,0.307692308
Semaj Christon,64,2227,363,785,337,708,26,77,282,421,20,157,177,281,90,11,198,152,1034,1035,4.1,2.6,6.8,18.34562191,1.015042658,8.854872025,5.031073193,29.01800629,2.569420745,0.584463404,17.0480916,28.46264032,103.757207,103.1669511,2.245127975,1.2,3.445127975,6.519982039,14.09968568,6.05298608,12.71665918,0.466995959,1.383026493,5.065110013,7.561742254,0.359227661,2.819937135,3.179164796,5.04714863,1.616524472,0.197575213,3.556353839,2.73013022,18.57207005,53.28578496,0.536305732,0.098089172,0.462420382,0.475988701,0.337662338,0.669833729,0.478980892,0.19047619
Seth Curry,106,3080,439,999,216,468,223,531,293,355,60,185,245,211,125,18,146,196,1394,1283,10,3.9,13.9,19.7711039,2.306753247,6.896948052,4.623506494,12.91584416,2.402987013,0.53,11.05928571,21.23506494,122.3431169,100.4848701,6.950454545,1.486038961,8.466493506,5.701298701,12.97402597,2.805194805,6.077922078,2.896103896,6.896103896,3.805194805,4.61038961,0.779220779,2.402597403,3.181818182,2.74025974,1.623376623,0.233766234,1.896103896,2.545454545,18.1038961,60.33587258,0.355355355,0.531531532,0.439439439,0.461538462,0.419962335,0.825352113,0.551051051,1
Shabazz Muhammad,32,987,202,456,162,350,40,106,128,180,87,80,167,27,23,4,51,53,572,520,2.9,0.8,3.7,21.9,9.9,9.3,9.6,5.8,1.3,0.4,8.6,29.8,110.1,105.4,4.6,-1.9,2.7,8.186423506,18.48024316,6.565349544,14.18439716,1.621073962,4.295845998,5.187436677,7.294832827,3.525835866,3.242147923,6.767983789,1.094224924,0.932117528,0.162107396,2.066869301,2.147922999,23.18135765,53.43796712,0.394736842,0.23245614,0.442982456,0.462857143,0.377358491,0.711111111,0.486842105,0.272727273
Shabazz Napier,143,4614,595,1447,335,754,260,693,509,626,101,475,576,646,251,30,350,301,1959,2047,12.8,7.3,20.2,21.14707412,2.536042479,11.15214564,7.000585176,29.08461205,3.360576506,0.645426961,16.96792371,23.55218899,112.8837885,99.20229736,6.398569571,2.272886866,8.671456437,5.158214131,12.54443,2.904204595,6.536627655,2.254009536,6.007802341,4.41265713,5.426961422,0.875596012,4.117902037,4.993498049,5.600346771,2.175986129,0.260078023,3.034243606,2.609449502,16.98309493,56.86700262,0.432619212,0.478921907,0.411195577,0.444297082,0.375180375,0.813099042,0.501036628,0.36440678
Shane Larkin,68,2131,256,585,155,316,101,269,147,182,35,183,218,245,121,6,142,111,760,792,5.2,3.4,8.5,17.43228531,2.21520413,10.35415298,6.192397935,21.85509151,3.584561239,0.3,18.60689817,19.8850305,107.6341624,98.729939,4.139418114,2.400234632,6.539652745,4.805255748,10.98076021,2.909432191,5.931487565,1.895823557,5.049272642,2.759267949,3.416236509,0.656968559,3.435007039,4.091975598,4.598779916,2.271234162,0.112623182,2.665415298,2.08352886,14.265603,57.13598364,0.311111111,0.45982906,0.437606838,0.490506329,0.375464684,0.807692308,0.523931624,0.315789474
Shawn Long,135,4017,871,1732,759,1404,112,328,488,722,463,984,1447,148,96,273,328,415,2342,2211,11.7,7.8,19.5,27.5210356,12.6441872,27.83724172,20.09522031,8.186806074,1.351879512,6.775678367,13.67577794,28.44620363,112.5746577,95.60537715,1.509733632,1.631516057,3.141249689,8.673139159,17.24670152,7.557879014,13.98058252,1.115260144,3.266118994,4.859347772,7.189444859,4.610405775,9.798356983,14.40876276,1.473736619,0.955937267,2.718446602,3.266118994,4.132437142,23.32088623,57.13086921,0.416859122,0.189376443,0.502886836,0.540598291,0.341463415,0.675900277,0.5352194,0.368421053
Shayne Whittington,114,2574,416,807,408,759,8,48,279,367,228,509,737,81,61,130,150,238,1119,1073,6.9,4.7,11.7,19.56177156,12.63286713,22.06324786,17.29222999,5.413791764,1.531390831,5.153341103,15.22746698,19.44230769,110.5610723,97.71907537,0.133216783,1.866744367,2.003613054,6.464646465,12.54079254,6.34032634,11.79487179,0.124320124,0.745920746,4.335664336,5.703185703,3.543123543,7.90986791,11.45299145,1.258741259,0.947940948,2.02020202,2.331002331,3.698523699,17.38927739,57.77094003,0.454770756,0.059479554,0.515489467,0.537549407,0.166666667,0.760217984,0.520446097,0.166666667
Sheldon McClellan,141,4237,634,1392,456,869,178,523,517,632,126,408,534,180,133,22,180,183,1963,1767,13.3,5.1,18.4,20.82621539,3.528271425,11.19548917,7.450381191,9.381722548,1.921716541,0.541021995,9.457714648,23.09582976,119.9926695,102.3529486,5.43536456,0.966011348,6.401375908,5.985367005,13.14137361,4.304932735,8.203917866,1.68043427,4.937455747,4.880811895,5.966485721,1.189520887,3.851781921,5.041302809,1.699315553,1.255605381,0.207694123,1.699315553,1.727637479,18.53198017,58.76963978,0.454022989,0.375718391,0.45545977,0.524741082,0.340344168,0.818037975,0.519396552,0.233333333
Shelvin Mack,76,2392,393,916,234,486,159,430,200,265,47,265,312,246,82,8,172,137,1145,1103,6.3,4,10.4,21,2.396153846,13.68653846,8.043269231,25.00192308,2.1625,0.401923077,14.20192308,27.17307692,110.3586538,97.28173077,2.599038462,0.490384615,3.089423077,6.571906355,15.31772575,3.913043478,8.127090301,2.658862876,7.190635452,3.344481605,4.431438127,0.785953177,4.431438127,5.217391304,4.113712375,1.371237458,0.133779264,2.876254181,2.2909699,19.14715719,55.44257215,0.28930131,0.469432314,0.429039301,0.481481481,0.369767442,0.754716981,0.515829694,0.285714286
Sherron Collins,36,1187,185,434,115,245,70,189,118,138,8,67,75,161,39,2,85,60,558,552,3.7,1.7,5.4,18.9,0.8,5.6,3.4,24.4,1.9,0.2,14.5,23.8,117,100,0,0,0,6.234203875,14.62510531,3.875315922,8.256107835,2.358887953,6.368997473,3.97641112,4.650379107,0.269587195,2.257792755,2.527379949,5.425442291,1.314237574,0.067396799,2.864363943,2.02190396,18.80370682,56.39553687,0.31797235,0.435483871,0.426267281,0.469387755,0.37037037,0.855072464,0.506912442,0.2
Sim Bhullar,65,1643,264,417,264,417,0,0,137,276,169,299,468,68,7,186,107,156,665,648,4.2,3.5,7.6,24.98082775,12.85191722,20.51150335,16.91150335,9.124771759,0.248082775,10.76725502,16.64187462,20.3846622,115.7731589,93.73067559,1.880827754,5.282592818,7.163420572,6.427267194,10.15216068,6.427267194,10.15216068,0,0,3.335362142,6.719415703,4.114424833,7.279367012,11.39379184,1.655508217,0.170419963,4.528301887,2.60499087,3.797930615,16.18989653,61.7524701,0.661870504,0,0.633093525,0.633093525,0,0.496376812,0.633093525,0
Skal Labissiere,36,567,98,190,98,188,0,2,41,62,35,78,113,11,9,59,33,108,237,214,0.9,1.1,2,18.5,7.3,14.6,11.1,3.6,0.9,10.3,13.1,22.1,107.8,96.9,-0.4,5.6,5.2,6.913580247,13.40388007,6.913580247,13.2627866,0,0.141093474,2.892416226,4.373897707,2.469135802,5.502645503,7.971781305,0.776014109,0.634920635,4.162257496,2.328042328,7.619047619,16.71957672,54.53792342,0.326315789,0.010526316,0.515789474,0.521276596,0,0.661290323,0.515789474,0.375
Solomon Alabi,32,820,133,249,133,249,0,0,108,136,79,119,198,16,20,75,61,75,374,343,2.2,2.1,4.3,24,11.6,15.7,13.8,4.4,1.4,10.4,16.3,22.8,114.4,87.8,0,0,0,6.487804878,12.14634146,6.487804878,12.14634146,0,0,5.268292683,6.634146341,3.853658537,5.804878049,9.658536585,0.780487805,0.975609756,3.658536585,2.975609756,3.658536585,18.24390244,60.54915166,0.546184739,0,0.534136546,0.534136546,0,0.794117647,0.534136546,0
Solomon Hill,139,4030,487,1012,372,705,115,307,341,458,250,523,773,304,127,49,290,339,1430,1481,9,6,15,17.00275434,7.711215881,15.04898263,11.41766749,15.3671464,1.840322581,1.134019851,19.94573201,19.16858561,110.5484119,100.0011166,3.472679901,2.553473945,6.026153846,4.833746898,10.04466501,3.692307692,6.99751861,1.141439206,3.047146402,3.384615385,4.545905707,2.481389578,5.191066998,7.672456576,3.017369727,1.260545906,0.486352357,2.878411911,3.364764268,14.19354839,58.91950689,0.45256917,0.303359684,0.481225296,0.527659574,0.374592834,0.744541485,0.538043478,0.304347826
Spencer Dinwiddie,86,2590,290,690,175,392,115,298,420,506,42,246,288,227,97,29,153,181,1115,1089,8.4,3.9,12.4,21.33976834,2.132509653,11.0453668,6.677374517,20.20945946,2.360540541,1.03969112,13.92525097,21.13996139,124.3086873,99.95,6.234864865,1.708108108,7.884401544,4.478764479,10.65637066,2.702702703,6.054054054,1.776061776,4.602316602,6.486486486,7.814671815,0.648648649,3.799227799,4.447876448,3.505791506,1.498069498,0.447876448,2.362934363,2.795366795,17.22007722,61.08651823,0.733333333,0.431884058,0.420289855,0.446428571,0.38590604,0.830039526,0.503623188,0.184615385
Stanley Johnson,38,1081,174,390,131,274,43,116,132,178,75,172,247,63,57,15,82,100,523,509,2.8,2.9,5.7,22.5,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,111.1,87.6,4.8,5.4,10.2,6.438482886,14.43108233,4.847363552,10.13876041,1.591119334,4.292321924,4.884366327,6.586493987,2.775208141,6.364477336,9.139685476,2.331174838,2.109158187,0.555041628,3.034227567,3.700277521,19.35245143,55.83788862,0.456410256,0.297435897,0.446153846,0.47810219,0.370689655,0.741573034,0.501282051,0.307317073
Steven Adams,32,749,100,175,100,175,0,0,31,70,90,113,203,20,21,65,35,52,231,228,1.6,1.9,3.5,23.2,15.3,21,18,5.4,1.9,11.2,14.4,17.7,112.9,87.6,3,8.8,11.9,5.340453939,9.345794393,5.340453939,9.345794393,0,0,1.655540721,3.738317757,4.806408545,6.034712951,10.8411215,1.068090788,1.121495327,3.47129506,1.869158879,2.777036048,12.3364486,56.12244898,0.4,0,0.571428571,0.571428571,0,0.442857143,0.571428571,0
T.J. McConnell,139,4425,550,1123,412,760,138,363,176,235,94,444,538,751,324,24,281,258,1414,1600,10.3,9.9,20.2,20.2788953,2.533526192,11.97940873,7.201680575,31.73339703,4.336253866,0.595033367,18.47087115,17.32527384,115.8516413,92.1886091,4.762935887,4.275715916,9.062651803,4.971751412,10.15141243,3.724293785,6.870056497,1.247457627,3.281355932,1.590960452,2.124293785,0.849717514,4.013559322,4.863276836,6.788700565,2.928813559,0.216949153,2.540112994,2.33220339,12.7819209,57.64840183,0.209260908,0.323241318,0.489759573,0.542105263,0.380165289,0.74893617,0.551202137,0.348314607
T.J. Warren,70,2182,528,951,483,808,45,143,195,298,187,209,396,68,105,36,117,174,1296,1155,8.1,2.5,10.6,27.92548121,10.28084326,11.0127406,10.6751604,7.431897342,2.883684693,1.670210816,9.640421632,28.57791017,121.4887259,104.3787351,7.69431714,0.673052246,8.367369386,9.679193401,17.4335472,8.854262145,14.81209899,0.824931256,2.621448213,3.574702108,5.462878093,3.428047663,3.831347388,7.25939505,1.246562786,1.924839597,0.659945005,2.144821265,3.189734189,23.75802017,59.88245296,0.313354364,0.150368034,0.555205047,0.597772277,0.314685315,0.654362416,0.578864353,0.238095238
Tarik Black,135,2797,443,722,443,721,0,1,244,440,267,362,629,41,81,146,158,425,1130,1035,6.6,4.8,11.4,19.68351806,11.91419378,15.04915981,13.531069,3.115409367,1.741365749,5.323382195,14.56099392,19.57715409,114.620808,96.8475867,1.613872006,2.688094387,4.278226671,6.335359314,10.32534859,6.335359314,10.31104755,0,0.014301037,3.489452985,6.292456203,3.818376832,5.176975331,8.995352163,0.58634251,1.158383983,2.087951376,2.259563818,6.077940651,16.16017161,61.70816951,0.609418283,0.001385042,0.613573407,0.614424411,0,0.554545455,0.613573407,0
Terrence Jones,76,2311,383,820,341,692,42,128,256,401,188,420,608,111,92,140,137,182,1064,1047,6.2,5.5,11.7,24.87897014,9.879792298,19.71938555,15.02371268,9.47196019,2.458762441,5.896495024,12.02102986,25.19835569,112.3086543,89.47897014,3.590307226,5.410514929,9.000822155,6.629164864,14.19299005,5.902206837,11.97749892,0.726958027,2.215491129,4.430982259,6.940718304,3.254002596,7.269580268,10.52358286,1.921246214,1.592384249,2.423193423,2.371267849,3.15015145,18.41627001,53.39006864,0.48902439,0.156097561,0.467073171,0.492774566,0.328125,0.63840399,0.492682927,0.263157895
