Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
R. Strickland,PG,29,POR,67,2526,19.1,0.519,0.109,0.413,4,9.3,6.7,43.4,2,0.5,17.4,25.4,3.8,3.3,7.1,0.136,2.6,0.3,3,3.2,1996
D. Strong,PF,27,LAL,63,746,12.4,0.518,0.053,0.503,9.6,18.1,13.9,6,1.3,1.1,8.8,13.6,1.1,0.8,1.9,0.125,-1.9,-0.4,-2.2,0,1996
B. Sura,SG,22,CLE,79,1150,15,0.5,0.217,0.392,3.9,11.9,7.8,35.7,2.8,1.6,21.4,23.6,0.2,1.5,1.6,0.069,-1.7,-0.1,-1.8,0.1,1996
G. Sutton,PG,28,TOT,48,655,10.6,0.531,0.539,0.212,1.4,7.7,4.5,25.7,2,0.2,20.7,20.5,0.1,0.1,0.2,0.016,-1.1,-3.7,-4.7,-0.5,1996
G. Sutton,PG,28,CHH,18,190,11,0.531,0.42,0.38,2.5,7.2,4.8,30.3,2.2,0,22.6,17.9,0.2,0.1,0.2,0.059,-0.9,-3.2,-4.2,-0.1,1996
G. Sutton,PG,28,PHI,30,465,10.5,0.531,0.575,0.162,1,7.9,4.3,23.8,1.9,0.3,20.1,21.5,-0.1,0.1,0,-0.002,-1.1,-3.9,-5,-0.3,1996
L. Sykes,PF,22,BOS,1,2,0,,,,54.7,57.4,56,0,0,0,100,21.5,0,0,0,-0.397,-21,-7.4,-28.3,0,1996
Z. Tabak,C,25,TOR,67,1332,12.4,0.554,0.002,0.275,10.4,18.3,14.3,7.6,0.9,1.8,17.9,18.7,0.4,0.6,1.1,0.038,-2.6,-1.7,-4.3,-0.8,1996
K. Thomas,PF,23,MIA,74,1655,13.5,0.533,0.004,0.325,8.8,21.8,15.5,4.9,1.5,1.7,13.5,19.9,0.8,3,3.8,0.11,-3.1,0.7,-2.4,-0.2,1996
B. Thompson,PG,25,ORL,33,246,16.9,0.609,0.621,0.262,1.9,9.3,5.7,20.6,2.6,0,17.3,25.5,0.4,0.3,0.6,0.121,2.7,-3.1,-0.4,0.1,1996
L. Thompson,C,34,PHI,44,773,6.2,0.454,0,0.289,9,21,14.9,5.1,1.3,1.9,28.3,7.5,-0.3,0.5,0.2,0.013,-5.2,1.2,-4,-0.4,1996
B. Thornton,PF,33,WSB,7,31,4.1,0.218,0,0.333,23.2,22.3,22.8,0,1.7,0,12.7,11.4,0,0,0,0.001,-7.2,-4.5,-11.7,-0.1,1996
O. Thorpe,PF,33,DET,82,2841,15.7,0.573,0.005,0.424,9.3,19.6,14.6,10.1,1,1.1,16.2,20.3,3.5,4.1,7.6,0.128,-0.4,1.1,0.7,1.9,1996
S. Threatt,PG,34,LAL,82,1687,13.2,0.535,0.321,0.135,1.4,5.1,3.3,23.7,2.1,0.5,11.7,16.8,2.4,1.3,3.7,0.105,0.4,-2.2,-1.9,0.1,1996
W. Tisdale,PF,31,PHO,63,1152,16.4,0.534,0,0.264,5.6,15.7,10.8,9.2,0.7,2.3,9.1,26.8,1.2,0.8,2,0.083,-1.9,-2.4,-4.2,-0.6,1996
A. Toolson,SF,30,UTA,13,53,4.4,0.463,0.545,0.182,0,13.5,6.9,2.9,0,0,7.8,22.2,0,0,0,-0.003,-3.9,-5.2,-9.1,-0.1,1996
K. Tower,C,25,LAC,34,305,7.5,0.491,0.014,0.361,8.5,11.6,10.1,2.4,0.7,2.7,16.1,14.5,0,0.1,0.1,0.014,-4.7,-1.4,-6.1,-0.3,1996
G. Trent,PF,21,POR,69,1219,12.4,0.527,0.021,0.329,7.9,14.3,11.1,7,1.1,0.7,15.8,21,0.1,1.6,1.7,0.065,-3.1,-0.4,-3.5,-0.5,1996
J. Turner,PF,33,ORL,13,192,3.6,0.453,0.529,0.039,6.2,10.7,8.5,4.4,0.5,0.4,17.5,14.8,-0.2,0.1,-0.1,-0.015,-3.9,-2.4,-6.4,-0.2,1996
N. Van Exel,PG,24,LAL,74,2513,15.9,0.528,0.424,0.215,1.4,6.9,4.2,30.7,1.4,0.3,13,21.4,4.2,1.6,5.7,0.109,2.3,-2.7,-0.4,1,1996
L. Vander Velden,SF,24,LAC,15,31,1.8,0.286,0.357,0.286,3.8,19.7,11.6,4.6,0,0,0,22.7,-0.1,0,-0.1,-0.124,-8.6,-6.1,-14.7,-0.1,1996
D. Vaughn,PF,22,ORL,33,266,6,0.364,0.013,0.225,14.8,20.1,17.5,4.3,1.2,4.2,17,18,-0.5,0.4,-0.1,-0.013,-7.2,0.2,-7,-0.3,1996
L. Vaught,PF,27,LAC,80,2966,16.7,0.551,0.017,0.189,8.1,24.9,16.4,6.3,1.5,1,11.8,20.1,3.4,2.9,6.3,0.102,-0.9,-0.2,-1,0.7,1996
R. Wallace,PF,21,WSB,65,1788,11.8,0.53,0.145,0.212,6.2,13.6,10,7.3,1.2,2.2,14.3,18,0.6,1.8,2.3,0.063,-1.6,0.4,-1.2,0.4,1996
R. Walters,SG,25,TOT,44,610,12.8,0.544,0.446,0.351,2.4,8.1,5.2,28.4,2.1,0.5,19.4,15.5,0.7,0.2,0.9,0.068,-0.7,-2.7,-3.5,-0.2,1996
R. Walters,SG,25,NJN,11,87,10.3,0.463,0.364,0.182,2.5,6.5,4.4,21.6,1.8,0,16.4,21.4,0,0.1,0,0.017,-2.5,-2.9,-5.4,-0.1,1996
R. Walters,SG,25,PHI,33,523,13.2,0.566,0.47,0.4,2.4,8.4,5.3,29.5,2.2,0.6,20.1,14.5,0.7,0.1,0.8,0.076,-0.4,-2.7,-3.2,-0.2,1996
C. Ward,PG,25,NYK,62,787,12,0.505,0.454,0.248,4.5,10.7,7.7,25.9,3.6,0.6,24.6,19,-0.4,1.4,1,0.064,-1.6,1.2,-0.4,0.3,1996
J. Watson,SF,23,UTA,16,217,6.9,0.493,0.163,0.302,2.9,12.1,7.6,15.6,2,0.8,25.9,13.9,-0.2,0.2,0.1,0.02,-3.5,1,-2.5,0,1996
C. Weatherspoon,SF,25,PHI,78,3096,17.1,0.541,0.002,0.42,8.6,19.8,14,9.3,1.9,2.6,13,19.9,3.4,2.4,5.8,0.089,-0.7,1.2,0.5,2,1996
S. Webb,PG,32,TOT,77,1462,14.8,0.551,0.3,0.337,2,6.2,4.1,32.1,1.9,0.4,18.2,18.4,2.3,0.7,3,0.099,0.2,-3.4,-3.2,-0.4,1996
S. Webb,PG,32,ATL,51,817,15.3,0.576,0.257,0.392,2.6,6.2,4.3,27.2,1.8,0.2,16.4,17.1,1.8,0.4,2.2,0.132,0.4,-3,-2.6,-0.1,1996
S. Webb,PG,32,MIN,26,645,14.3,0.522,0.346,0.279,1.3,6.1,3.7,38.2,2,0.6,20.2,20.1,0.5,0.3,0.8,0.058,-0.1,-3.9,-3.9,-0.3,1996
C. Webber,PF,22,WSB,15,558,23.6,0.581,0.123,0.25,8,15.9,12,24.9,2.5,1.2,13.8,28.5,1.2,0.7,1.9,0.165,4.6,1.2,5.9,1.1,1996
J. Webster,SF,24,WSB,11,58,7,0.391,0.261,0,4.1,9.9,7.1,7.7,3.5,0,11.5,20,-0.1,0.1,0,-0.03,-4.9,-0.8,-5.8,-0.1,1996
B. Wennington,C,32,CHI,71,1065,11,0.519,0.003,0.125,6.4,12.7,9.5,6.4,1,1.1,9.3,16.5,1.2,1.6,2.8,0.125,-2.3,-0.2,-2.5,-0.1,1996
R. Werdann,C,25,NJN,13,93,13.6,0.517,0,0.406,5.8,21.8,13.6,3.9,2.8,2.5,13.7,20.5,0,0.2,0.2,0.084,-4.7,0.4,-4.3,-0.1,1996
D. Wesley,PG,25,BOS,82,2104,18.5,0.585,0.37,0.391,3.5,10.7,7,29.2,2.4,0.4,15.6,20.9,4.8,1.6,6.3,0.144,3.5,-0.9,2.7,2.5,1996
D. West,SG,28,MIN,73,1639,7.6,0.509,0.033,0.366,3.5,8.2,5.9,11.3,0.9,0.8,15.1,14.5,0.3,0.5,0.8,0.024,-3,-1.4,-4.3,-1,1996
M. West,C,35,DET,47,682,7.2,0.514,0,0.357,9,14.4,11.8,1.4,0.5,4.3,19.4,12.7,-0.1,1,0.8,0.059,-5.1,0.9,-4.1,-0.4,1996
D. Whitfield,PF,23,TOR,8,122,9.3,0.504,0,0.733,8.7,15.7,12.2,2.4,1.3,1.2,16.8,17.2,0,0,0,0.01,-5.4,-3.2,-8.5,-0.2,1996
C. Whitney,PG,24,WSB,21,335,17.1,0.634,0.444,0.444,0.7,10.7,5.8,22.6,2.8,0.2,16.3,18.9,0.9,0.4,1.3,0.181,2.4,-1.1,1.3,0.3,1996
G. Wilkins,SG,32,VAN,28,738,7.3,0.437,0.312,0.112,3.4,7.1,5.2,15.5,1.6,0.2,14.7,15.6,-0.6,0.4,-0.2,-0.014,-3.6,-0.9,-4.5,-0.5,1996
B. Williams,PF,35,POR,70,1672,12.3,0.548,0.008,0.487,10.9,16.6,13.8,3.8,1.2,2.1,16.2,14.6,1.4,2.6,3.9,0.113,-2.2,1.5,-0.7,0.5,1996
E. Williams,SF,23,BOS,64,1470,13.3,0.506,0.018,0.546,6.8,9.8,8.3,7.6,1.9,0.5,11.5,22.4,0.7,0.9,1.6,0.052,-2.1,-1.4,-3.6,-0.6,1996
H. Williams,PF-C,37,TOT,44,571,8,0.429,0.026,0.132,3.2,15.2,9.3,7.3,1.3,4.4,12,14.9,-0.6,0.9,0.4,0.033,-6.3,2.2,-4.1,-0.3,1996
H. Williams,C,37,TOR,1,31,8.7,0.375,0,0,3.8,27,15.4,0,1.7,4.9,0,11.4,0,0,0,0.033,-9,-2.2,-11.2,-0.1,1996
H. Williams,PF,37,NYK,43,540,7.9,0.432,0.028,0.139,3.2,14.5,9,7.7,1.3,4.4,12.6,15.1,-0.5,0.9,0.4,0.033,-6.2,2.4,-3.7,-0.2,1996
H. Rod Williams,C,33,PHO,62,1652,12.4,0.501,0.003,0.327,9.2,16.8,13,5.5,1.4,4.1,12,13.9,1,1.7,2.8,0.08,-2.1,1.9,-0.2,0.7,1996
J. Williams,PF,27,NJN,80,1858,16.4,0.462,0.011,0.412,19.8,28,23.8,4.4,1,2.3,12,20.8,0.9,3,3.8,0.099,-2.4,-0.7,-3.1,-0.5,1996
L. Williams,C,26,DAL,65,1806,9.6,0.404,0.005,0.327,12.5,18.3,15.1,6.4,1.3,4.7,24.2,7.4,-0.1,1.8,1.7,0.045,-4,3.9,-0.1,0.9,1996
M. Williams,PG,29,MIN,9,189,6.9,0.504,0.075,0.825,1.9,12.7,7.3,24,1.4,1.2,29.7,18.2,-0.2,0.1,-0.1,-0.021,-5.3,-1.1,-6.4,-0.2,1996
M. Williams,SF,24,TOT,31,184,8.4,0.443,0.015,0.294,12.9,12,12.4,6.8,1.7,0.8,19,23.4,-0.3,0.3,-0.1,-0.018,-5.8,-1,-6.8,-0.2,1996
M. Williams,SF,24,NYK,14,62,7.9,0.372,0,0.364,17.7,14.9,16.2,10,1.7,0,16.4,22.9,-0.1,0.1,0,-0.025,-5.9,-1,-6.9,-0.1,1996
M. Williams,SF,24,SAS,17,122,8.7,0.478,0.022,0.261,10.5,10.5,10.5,5.2,1.7,1.2,20.2,23.7,-0.2,0.2,0,-0.014,-5.8,-1,-6.7,-0.1,1996
R. Williams,SF,31,DEN,52,817,8.4,0.444,0.35,0.154,3.5,13.8,8.6,14.1,2.2,1.9,15.8,17.6,-0.7,0.9,0.3,0.016,-3.3,0.6,-2.7,-0.1,1996
S. Williams,PF,27,PHI,13,193,10.5,0.583,0.069,0.414,7.6,20.3,13.8,4.1,1.6,2.7,18.9,9.8,0.1,0.1,0.3,0.07,-3.8,0.6,-3.3,-0.1,1996
W. Williams,SF,25,TOT,73,2169,15.8,0.547,0.363,0.287,5.3,11.7,8.5,18.3,2,2,14.2,21.7,2.6,2.5,5.1,0.112,1.9,0.9,2.7,2.6,1996
W. Williams,SF,25,SAC,45,1381,16.2,0.534,0.315,0.319,5.2,12.2,8.7,20.5,2,2.3,14.3,22.9,1.6,1.3,2.9,0.101,1.8,0.6,2.4,1.6,1996
W. Williams,SF,25,MIA,28,788,15.1,0.572,0.459,0.224,5.6,10.8,8.3,14.3,2.1,1.6,14,19.7,1,1.2,2.2,0.132,2,1.3,3.3,1,1996
C. Williamson,SF,22,SAC,53,609,8.5,0.487,0.011,0.313,10.6,11.1,10.8,6.9,0.9,1.1,19.9,27.5,-1.1,0.3,-0.8,-0.062,-5.5,-3,-8.5,-1,1996
K. Willis,PF,33,TOT,75,2135,11.7,0.496,0.013,0.284,11.4,23.1,17.3,4.2,0.8,1.5,16.7,20.1,-0.7,2.9,2.2,0.05,-4.2,-0.5,-4.7,-1.4,1996
K. Willis,PF,33,MIA,47,1357,12.1,0.513,0.012,0.303,11.8,24,18,4.2,0.7,1.4,17.5,19,-0.1,2.3,2.1,0.076,-3.9,0.3,-3.6,-0.5,1996
K. Willis,PF,33,GSW,28,778,10.9,0.472,0.013,0.257,10.8,21.5,16.1,4,0.9,1.5,15.7,22.2,-0.6,0.6,0.1,0.006,-4.7,-1.9,-6.6,-0.9,1996
T. Wilson,PF,27,PHI,6,79,13.2,0.528,0,0.2,10,10.5,10.2,8.7,2,0,4.4,12.9,0.1,0,0.2,0.098,-0.8,-1.5,-2.4,0,1996
D. Wingate,SG,32,SEA,60,695,8.1,0.485,0.16,0.193,3,6.3,4.8,12.9,1.5,0.5,15.4,17.5,-0.2,0.8,0.6,0.041,-4,-1.2,-5.2,-0.6,1996
D. Wingfield,SF,21,POR,44,487,11.1,0.48,0.401,0.217,10.6,13.7,12.2,8.9,2.1,0.9,15.3,18.3,0.1,0.8,0.9,0.085,-1.3,0.6,-0.7,0.2,1996
J. Wolf,PF,31,TOT,64,1065,8.8,0.528,0.023,0.11,5.5,14.8,10.2,8.7,0.7,0.3,13.2,13.5,0.6,0.9,1.5,0.067,-2.9,-0.9,-3.8,-0.5,1996
J. Wolf,PF,31,CHH,1,18,-2,0,0,0,0,13.8,6.7,0,5.8,0,66.7,7.5,-0.1,0,-0.1,-0.15,-11.3,3.8,-7.5,0,1996
J. Wolf,PF,31,ORL,63,1047,9,0.53,0.023,0.111,5.6,14.8,10.3,8.9,0.6,0.4,12.7,13.6,0.7,0.8,1.5,0.071,-2.8,-1,-3.8,-0.5,1996
D. Wood,PF,31,TOT,62,772,9.2,0.531,0.356,0.287,6.6,15.4,10.6,6.4,1.2,0.9,10.9,12,0.8,0.5,1.3,0.081,-2.2,-0.8,-3,-0.2,1996
D. Wood,PF,31,GSW,21,96,8.7,0.628,0.214,0.571,8.3,10.9,9.6,7.4,1.1,0.8,14.6,9.3,0.2,0,0.2,0.111,-0.6,-1,-1.6,0,1996
D. Wood,PF,31,PHO,4,34,-0.6,0.291,0,0.333,6.9,10,8.5,7.7,1.5,0,22.5,11.6,-0.1,0,0,-0.068,-7,-0.6,-7.7,0,1996
D. Wood,PF,31,DAL,37,642,9.8,0.53,0.383,0.26,6.3,16.3,10.9,6.2,1.3,1,10,12.4,0.7,0.4,1.1,0.084,-2.1,-0.8,-2.9,-0.1,1996
R. Woods,PG,25,DEN,8,72,9.5,0.415,0.955,0.091,4.8,4.8,4.8,24.8,4.3,1,17.9,17.3,0,0.1,0.1,0.038,0.1,-0.6,-0.6,0,1996
H. Workman,PG,30,IND,77,1164,10.2,0.479,0.274,0.282,3,10.1,6.7,27.4,3,0.3,24.2,15.2,-0.1,1.4,1.4,0.056,-1.6,0.6,-1,0.3,1996
S. Wright,C,23,TOT,57,1434,15.1,0.53,0.006,0.506,11.7,17.2,14.4,4.8,1.1,2.5,14.8,22.8,0.6,0.7,1.3,0.043,-2.9,-2.1,-5,-1.1,1996
S. Wright,C,23,PHI,46,1136,14.5,0.518,0,0.484,12.3,18.3,15.2,4.3,1.1,2.5,14.8,21.5,0.3,0.6,0.9,0.037,-3.2,-1.8,-5,-0.9,1996
S. Wright,C,23,TOR,11,298,17.3,0.565,0.023,0.57,9.5,13.3,11.4,6.6,1,2.6,14.9,27.8,0.3,0.1,0.4,0.065,-1.8,-3.3,-5.1,-0.2,1996
G. Zidek,C,22,CHH,71,888,8,0.486,0,0.375,9.2,15.9,12.5,2.7,0.5,0.6,11.6,16.7,0.3,0.3,0.6,0.031,-4.2,-3.1,-7.3,-1.2,1996
A. Abdelnaby,PF,26,TOT,54,506,12.6,0.519,0.009,0.152,8.7,17.4,13.1,5,1.5,1.8,15.4,25.6,-0.4,0.7,0.3,0.027,-4.6,-1.7,-6.3,-0.6,1995
A. Abdelnaby,PF,26,SAC,51,476,14.1,0.54,0.009,0.159,8.5,17.3,13,5.3,1.6,1.9,14.5,25.7,-0.1,0.7,0.6,0.058,-3.6,-1.4,-5,-0.4,1995
A. Abdelnaby,PF,26,PHI,3,30,-12.5,0.091,0,0,11.6,19.6,15.5,0,0,0,31.3,23.8,-0.3,0,-0.3,-0.466,-21.1,-6.9,-28,-0.2,1995
M. Abdul-Rauf,PG,25,DEN,73,2082,17.8,0.543,0.214,0.155,1.9,5.9,3.9,23,1.9,0.3,10,25.8,3.8,1.3,5,0.115,2.2,-2.8,-0.6,0.7,1995
M. Adams,PG,32,CHH,29,443,17.7,0.583,0.547,0.203,1.7,5.9,3.9,34.6,2.7,0.2,13.9,19.6,1.1,0.5,1.6,0.169,3.1,-2.6,0.5,0.3,1995
R. Addison,SF,30,DET,79,1776,11.3,0.521,0.142,0.169,4.4,11.6,8,9.9,1.5,1,10.8,17.8,0.9,0.6,1.5,0.04,-1.9,-1.5,-3.4,-0.6,1995
D. Ainge,SG,35,PHO,74,1374,14.3,0.596,0.507,0.308,2.1,7,4.6,21.7,1.7,0.4,14.2,17.6,2.8,0.6,3.4,0.118,2.1,-2.5,-0.4,0.6,1995
V. Alexander,C,25,GSW,50,1237,12.8,0.53,0.056,0.134,7.7,18.4,13,7.8,1.1,1.6,13.8,18.8,0.3,0.8,1.1,0.044,-2.4,-0.3,-2.7,-0.2,1995
D. Alston,C,22,PHI,64,1032,11.6,0.481,0.016,0.465,11,13.8,12.4,5.1,2,2.5,14.6,15.7,0,1,1,0.045,-2.9,0.5,-2.4,-0.1,1995
G. Anderson,PF,30,ATL,51,622,12.6,0.547,0,0.683,11.3,24.2,17.6,4.1,2,3.9,19.1,12.2,0.3,1.3,1.5,0.118,-4.1,2.7,-1.4,0.1,1995
K. Anderson,PG,24,NJN,72,2689,18,0.522,0.285,0.402,3,7.2,5.1,43.1,2,0.4,15.6,23.5,4.8,2,6.8,0.122,3.5,-1.8,1.7,2.5,1995
N. Anderson,SG,27,ORL,76,2588,17.5,0.593,0.467,0.22,3.9,10.7,7.4,17.4,2.4,0.6,12.2,19.1,5.7,2.6,8.3,0.154,4,-0.2,3.9,3.8,1995
W. Anderson,SG,28,SAS,38,556,10.3,0.514,0.117,0.253,3.2,7.8,5.6,13.8,2.4,1.2,17.4,17.3,0,0.7,0.7,0.061,-2.5,0.8,-1.7,0,1995
G. Anthony,PG,27,NYK,61,943,15,0.57,0.529,0.259,0.9,6.8,4,27.4,2.8,0.6,14.9,18.6,1.5,1.4,2.9,0.147,1.1,-0.9,0.1,0.5,1995
B. Armstrong,PG,27,CHI,82,2577,15.1,0.577,0.283,0.261,1.1,7.4,4.3,14.7,1.7,0.2,9.4,19,5.4,2.8,8.1,0.152,1.3,-1.2,0.2,1.4,1995
D. Armstrong,PG,26,ORL,3,8,40.2,0.563,0.75,0.25,14.8,0,7.2,76.1,6.3,0,10.1,53,0.1,0,0.1,0.492,31.7,3.1,34.8,0.1,1995
V. Askew,SG,28,SEA,71,1721,13.6,0.577,0.187,0.472,4.6,7.9,6.2,14.8,1.4,0.6,12.3,17.4,3.3,1.3,4.6,0.128,0.9,-1.1,-0.3,0.7,1995
K. Askins,SF,27,MIA,50,854,12.3,0.493,0.377,0.275,11.6,15.7,13.6,6.5,2.1,1.5,9.7,13.3,1,0.9,1.9,0.107,0.1,0.6,0.6,0.6,1995
S. Augmon,SG,26,ATL,76,2362,16,0.512,0.03,0.395,7.6,10.7,9.1,14.3,2.3,1.5,12.9,22.7,1.9,3.2,5.1,0.103,-0.8,1.2,0.4,1.4,1995
A. Avent,PF,25,ORL,71,1066,9.8,0.466,0,0.307,10.7,20.4,15.7,5,1.3,3.2,16.1,13.3,0.1,1.5,1.5,0.069,-3.7,1.1,-2.7,-0.2,1995
V. Baker,PF,23,MIL,82,3361,16.6,0.511,0.02,0.352,10,20.6,15.1,15.1,1.3,2.6,13.5,21.6,2.7,3.1,5.8,0.083,-0.1,1.7,1.6,3.1,1995
C. Barkley,PF,31,PHO,68,2382,25.2,0.572,0.192,0.444,9.8,26.8,18.2,18.9,2.3,1.4,9.9,27.5,7.4,3.3,10.6,0.214,4.9,1.6,6.4,5.1,1995
D. Barros,PG,27,PHI,82,3318,20.9,0.632,0.365,0.331,0.9,8.7,4.8,32.6,2.4,0.1,15.3,21.2,10.5,2.2,12.7,0.183,5.9,-1.6,4.3,5.3,1995
J. Barry,SG,25,MIL,52,602,12.6,0.564,0.358,0.597,2.9,7,4.9,21.2,2.6,0.5,19.5,15.5,0.7,0.4,1.1,0.084,-0.9,-1.6,-2.5,-0.1,1995
J. Battle,SG,32,CLE,28,280,10.8,0.462,0.272,0.228,1.3,3.7,2.5,24.6,1.6,0.3,11.9,24.4,0,0.3,0.2,0.038,-2.3,-3.8,-6.1,-0.3,1995
S. Bazarevich,PG,29,ATL,10,74,13.6,0.578,0.273,0.409,1.5,9.7,5.5,31.4,0.7,1,21.2,20.2,0.1,0.1,0.2,0.101,-1.8,-3.1,-4.9,-0.1,1995
B. Benjamin,C,30,NJN,61,1598,13.9,0.555,0,0.33,6.4,23.7,15.1,4.2,0.7,2.8,17.1,20.1,0.1,2.1,2.2,0.066,-4.2,0,-4.3,-0.9,1995
E. Bennett,PG,24,CLE,4,18,32.5,0.588,0.182,0.364,0,7.2,3.5,46.5,12.6,0,19,42,0,0.1,0.1,0.206,8,5.7,13.8,0.1,1995
T. Bennett,PG,25,CHH,3,46,5.2,0.538,0.692,0,0,4.9,2.6,13.6,0,0,18.8,16.1,0,0,0,-0.006,-3,-4.1,-7.1,-0.1,1995
D. Benoit,SF,26,UTA,71,1841,13.9,0.564,0.196,0.267,6.9,17.6,12.5,4.7,1.3,2.1,10.3,18,2.3,2.4,4.6,0.121,0,0.5,0.5,1.2,1995
J. Blackwell,PG,26,TOT,13,80,11.6,0.628,0,0.231,2.8,13,8,20,2.6,0,25.9,10.6,0.1,0.1,0.2,0.091,-2.1,0.2,-1.9,0,1995
J. Blackwell,PG,26,CHH,4,19,14.2,0.667,0,0,0,17.9,9.3,39.6,2.8,0,40,12.2,0,0,0,0.104,-3.8,-0.2,-4,0,1995
J. Blackwell,PG,26,BOS,9,61,10.8,0.618,0,0.3,3.7,11.5,7.6,14,2.5,0,20.9,10.2,0.1,0,0.1,0.087,-1.6,0.3,-1.3,0,1995
M. Blaylock,PG,27,ATL,80,3069,19.2,0.531,0.463,0.179,4.3,10.7,7.5,34.2,3.5,0.6,15.8,22.7,4.6,4.8,9.4,0.147,4.2,1.4,5.5,5.8,1995
C. Blount,PF,26,CHI,68,889,11.7,0.497,0.01,0.319,14.2,17.6,15.9,9.8,1.5,2.8,19.8,14.9,0.3,1.5,1.7,0.094,-2.5,2,-0.5,0.3,1995
M. Bogues,PG,30,CHH,78,2629,16.9,0.533,0.041,0.247,2.4,8.9,5.8,40.3,2.1,0,14,16.6,5.8,2.8,8.6,0.157,1,-0.8,0.2,1.5,1995
M. Bol,C,32,GSW,5,81,9.5,0.75,0.5,0,1.4,15.2,8.2,0,0,7.6,9.1,5.7,0.1,0.1,0.1,0.083,-3.9,0.8,-3,0,1995
W. Bond,SG,25,TOT,23,290,10.3,0.577,0.488,0.238,3.6,9.8,6.8,12.1,1.1,1.1,15.5,17.1,0.2,0.2,0.4,0.072,0.1,-1.3,-1.2,0.1,1995
W. Bond,SG,25,DET,5,51,3,0.363,0.333,0.333,2.3,9.2,5.7,19.2,1,0,17.9,14.7,-0.1,0,-0.1,-0.063,-6,-3.3,-9.3,-0.1,1995
W. Bond,SG,25,UTA,18,239,11.8,0.614,0.514,0.222,3.9,9.9,7.1,10.6,1.1,1.4,15,17.7,0.3,0.2,0.5,0.101,1.5,-0.9,0.5,0.2,1995
A. Bonner,PF,26,NYK,58,1126,9.4,0.497,0.026,0.347,12.2,15,13.7,10.5,2.2,1.5,26.2,12.3,-0.2,2,1.8,0.079,-2.9,3.4,0.6,0.7,1995
A. Bowie,SG,31,ORL,77,1261,11.7,0.532,0.108,0.198,5.1,7.5,6.3,17.3,1.9,1.1,17.7,16.6,1,1,2,0.077,-1.2,-0.7,-2,0,1995
S. Bowie,C,33,LAL,67,1225,10.4,0.5,0.041,0.333,6.5,19.5,13,13.2,0.9,4.5,22.9,14,-0.3,1.4,1.1,0.044,-4.2,2.3,-1.9,0,1995
S. Bradley,C,22,PHI,82,2365,14.8,0.489,0.004,0.335,11.9,20.7,16.2,3.7,1.2,8.5,15.2,17.7,-0.1,3.6,3.5,0.071,-3.6,3.4,-0.2,1.1,1995
T. Brandon,PG,24,CLE,67,1961,18.7,0.527,0.159,0.244,2.2,9.9,5.9,35.8,3.1,0.6,14.6,24.2,2.6,3,5.6,0.137,2,0.5,2.5,2.2,1995
T. Breaux,SF,24,HOU,42,340,8.9,0.449,0.207,0.405,5.7,5.8,5.7,6.6,1.6,0.8,10.1,20.9,-0.2,0.2,0,0,-4.5,-2.7,-7.2,-0.4,1995
S. Brooks,PG,29,TOT,59,808,14.9,0.55,0.251,0.287,1.8,7.3,4.5,22,2.1,0.3,13.2,18.6,1.3,0.5,1.9,0.11,0,-2.1,-2.1,0,1995
S. Brooks,PG,29,HOU,28,186,17.3,0.647,0.262,0.323,0.6,7.1,4,19.3,2.2,0.4,15.9,21.3,0.4,0.1,0.5,0.139,0.3,-2.8,-2.5,0,1995
S. Brooks,PG,29,DAL,31,622,14.1,0.52,0.248,0.276,2.1,7.4,4.6,22.8,2.1,0.3,12.3,17.8,0.9,0.4,1.3,0.102,-0.1,-1.9,-2,0,1995
C. Brown,SF,26,HOU,41,814,12.4,0.619,0.017,0.356,9.5,16.8,13.3,5.5,0.7,1.2,12.6,12.7,1.3,0.8,2.1,0.123,-1.1,-0.3,-1.4,0.1,1995
D. Brown,SG,26,BOS,79,2792,15.7,0.562,0.335,0.284,2.6,7.8,5.1,16.7,2,1.2,11.7,19.3,5,1.8,6.8,0.117,2.6,-0.3,2.4,3.1,1995
M. Brown,C,31,MIN,27,213,1.8,0.337,0.025,0.675,5.2,20.5,13,7.1,1.7,0,23.6,14.6,-0.6,0.2,-0.4,-0.097,-9.2,-0.7,-9.9,-0.4,1995
P. Brown,C,25,NJN,80,2466,12.1,0.492,0.042,0.363,7.9,13.7,10.8,8.6,1.5,3.8,10.8,13.2,1.7,2.9,4.6,0.09,-1.7,3,1.3,2,1995
R. Brown,PG,26,SAC,67,1086,11.8,0.491,0.164,0.286,2.6,8.9,5.8,18.9,4.7,1.3,19.4,16.4,-0.3,1.9,1.6,0.071,-2.3,2.9,0.6,0.7,1995
M. Bryant,PF,29,POR,49,658,13.2,0.555,0.01,0.328,9,19.1,13.8,6.4,1.5,1.8,15.1,16.6,0.6,1,1.6,0.116,-2.2,0.7,-1.5,0.1,1995
J. Buechler,SF,26,CHI,57,605,13.8,0.542,0.262,0.213,7,12.1,9.6,12.6,2.1,1.5,13,16.9,0.7,0.9,1.5,0.122,-0.6,0.4,-0.1,0.3,1995
S. Burrell,SF,24,CHH,65,2014,15,0.571,0.396,0.243,5.9,15.3,10.8,12.6,2,1.4,11.5,17,2.8,2.9,5.6,0.135,1.6,1.7,3.3,2.7,1995
