Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
W. Burton,SF,26,PHI,53,1564,13.9,0.561,0.454,0.441,3.6,8.6,6.1,10.4,1.1,0.9,14.4,24.1,1.9,0.6,2.6,0.079,1.4,-2.7,-1.2,0.3,1995
M. Butler,SG,24,WSB,76,1554,10,0.506,0.278,0.364,3.1,9.8,6.3,8.8,2,0.5,15.2,19.6,-0.5,0.8,0.3,0.01,-2.6,-1.5,-4,-0.8,1995
M. Cage,C,33,CLE,82,2040,13.5,0.537,0.006,0.259,12.1,22.8,17.3,4.5,1.7,2.6,12.9,10.2,2.1,3.7,5.8,0.137,-2,3.1,1.1,1.6,1995
A. Caldwell,PF,28,HOU,7,30,4.4,0.377,0,1.5,4,32.8,19.1,0,1.7,0,13.1,11.4,0,0.1,0,0.02,-10.7,-3.6,-14.3,-0.1,1995
E. Campbell,PF,26,LAL,73,2076,15.4,0.5,0.001,0.369,8.9,14.8,11.9,6.8,1.7,4.4,9.7,21,1.5,2.3,3.8,0.087,-2.1,1,-1.1,0.5,1995
T. Campbell,SF,32,CLE,78,1128,12.9,0.508,0.107,0.406,6.4,10.6,8.5,11.1,1.6,0.6,12.3,22.4,0.7,1.4,2.1,0.089,-2.1,-0.9,-2.9,-0.3,1995
A. Carr,C,33,UTA,78,1677,13.9,0.588,0.007,0.368,6.4,13,9.9,6.2,0.7,3.3,12.1,19.5,2.4,1.9,4.3,0.123,-0.6,0.5,-0.1,0.8,1995
B. Cartwright,C,37,SEA,29,430,4,0.434,0,0.348,7,16.8,12,3,0.7,0.5,18.5,9.8,-0.2,0.4,0.2,0.021,-5,-0.5,-5.5,-0.4,1995
S. Cassell,PG,25,HOU,82,1882,15.9,0.556,0.322,0.428,2.4,10.1,6.4,32.3,2.5,0.5,19.2,20.8,2.7,2,4.7,0.12,0.5,-0.9,-0.4,0.8,1995
D. Causwell,C,26,SAC,58,820,11.4,0.55,0.007,0.667,8.3,16.3,12.4,2.7,0.9,7.3,14.8,12.1,0.5,1.3,1.8,0.105,-3.7,3.5,-0.3,0.4,1995
C. Ceballos,SF,25,LAL,58,2029,19.9,0.57,0.149,0.299,9.2,16.1,12.6,8.9,1.5,0.6,11.5,26.5,3.5,1.7,5.2,0.123,1.9,-1.9,0,1,1995
T. Chambers,PF,35,UTA,81,1240,12.5,0.517,0.056,0.316,7,14.1,10.7,8.9,1,2,9.7,19.7,1.2,1.4,2.5,0.098,-1.4,-0.1,-1.5,0.2,1995
R. Chapman,SG,27,WSB,45,1468,15.3,0.516,0.429,0.249,1.7,7.3,4.4,13.9,2.3,0.7,8,23,1.7,0.8,2.5,0.081,1.7,-1.9,-0.3,0.6,1995
C. Cheaney,SG,23,WSB,78,2651,14.2,0.529,0.251,0.189,4.4,9.7,7,11,1.5,0.6,11,22.6,2.1,1.1,3.2,0.058,0.5,-1.6,-1.2,0.5,1995
P. Chilcutt,PF,26,HOU,68,1347,11,0.517,0.262,0.128,9.5,17.1,13.5,7.1,0.9,2.2,15,13.6,0.6,1.4,2.1,0.074,-2.2,0.6,-1.6,0.2,1995
C. Childs,PG,27,NJN,53,1021,11.2,0.495,0.448,0.262,1.5,5.9,3.7,33.8,2.1,0.2,19.6,16.7,0.5,0.8,1.2,0.058,-1.2,-2.9,-4,-0.5,1995
D. Christie,SG,24,NYK,12,79,-3.7,0.31,0.318,0.227,4.6,14.3,9.7,14.6,1.3,1,34.9,21.6,-0.5,0.1,-0.3,-0.202,-11.9,0.5,-11.4,-0.2,1995
D. Coleman,PF,27,NJN,56,2103,19,0.525,0.137,0.56,8.7,22.1,15.4,15.8,0.9,3.1,13.6,26.4,2.4,2.7,5.1,0.117,0.6,1.5,2.1,2.2,1995
B. Coles,PG,26,MIA,68,2207,12.5,0.497,0.125,0.287,2.4,7.9,5.1,27.9,2.3,0.5,18.6,16.8,1.2,1.6,2.8,0.06,-0.9,-0.6,-1.5,0.3,1995
S. Colter,PG,32,CLE,57,752,11.3,0.489,0.207,0.42,2.1,7.9,4.9,22.3,2.3,0.6,15.2,15.1,0.4,1,1.4,0.087,-2.5,-0.2,-2.7,-0.1,1995
M. Conlon,C,27,MIL,82,2064,13.6,0.556,0.045,0.3,9.1,16,12.4,9,1.1,0.6,14.4,18.3,2,1.2,3.1,0.073,-0.9,-1,-1.9,0.1,1995
L. Conner,SG,35,LAL,2,5,18,1.136,0,0,0,0,10.1,0,0,7.6,0,0,0,0.44,6.1,4.6,10.8,0,,,1995
T. Corbin,SF,32,ATL,81,1389,12,0.488,0.121,0.246,8,14.1,11,8,2.1,0.9,12.6,19.2,0.2,2,2.1,0.073,-3,0.2,-2.8,-0.3,1995
J. Crotty,PG,25,UTA,80,1019,12.2,0.519,0.156,0.524,3.5,8.2,6,27.6,2,0.5,19.8,15.8,1,1,2.1,0.097,-0.8,-0.6,-1.4,0.2,1995
C. Crowder,SF,25,SAS,7,29,-2.5,0.237,0.4,0.6,4.1,7.4,5.9,4.6,1.7,0,13.7,22.2,-0.2,0,-0.1,-0.224,-10.4,-2.6,-13,-0.1,1995
T. Cummings,PF,33,SAS,76,1273,13.3,0.502,0,0.265,12.9,20.4,16.8,7.3,1.4,1,15.5,21.2,0.1,1.9,2,0.076,-2.7,0.1,-2.6,-0.2,1995
B. Curley,PF,22,DET,53,595,9,0.477,0,0.269,10.6,13.9,12.2,6.2,1.8,2.6,14.3,13.2,0.1,0.4,0.5,0.042,-3.6,0.2,-3.4,-0.2,1995
D. Curry,SG,30,CHH,69,1718,15.5,0.565,0.464,0.143,3,8.4,5.8,11.5,1.7,0.8,10.6,24.9,1.6,1.7,3.3,0.093,1.8,-1.8,0,0.9,1995
L. Daniels,SG,27,TOT,30,604,9.7,0.471,0.478,0.129,5.3,6.3,5.8,9.7,1.8,1.1,12.3,18.1,-0.1,0.3,0.2,0.019,-1.3,-1.6,-2.9,-0.1,1995
L. Daniels,SG,27,PHI,5,63,3.1,0.412,0.519,0.074,3.7,9.3,6.5,10.6,1.7,0,22.3,25.4,-0.2,0,-0.2,-0.145,-6,-3.5,-9.5,-0.1,1995
L. Daniels,SG,27,LAL,25,541,10.4,0.479,0.473,0.137,5.5,5.9,5.7,9.6,1.9,1.3,10.6,17.2,0.1,0.3,0.4,0.038,-0.7,-1.3,-2.1,0,1995
Y. Dare,C,22,NJN,1,3,-33.9,0,0,0,0,36.6,18.2,0,0,0,50,29.3,-0.1,0,0,-0.736,-33.8,-5.5,-39.3,0,1995
A. Davis,PF,26,IND,44,1030,11.9,0.521,0,0.71,12.6,20.1,16.4,3.7,1,2.2,16.6,17.1,0.5,1.5,2,0.095,-2.6,0.4,-2.2,-0.1,1995
D. Davis,PF,25,IND,74,2346,16.1,0.57,0.002,0.45,13.6,22.1,17.9,4,1.6,3.8,15.2,15.9,2.6,4.3,6.8,0.14,-0.4,2.6,2.3,2.5,1995
H. Davis,SG,24,NYK,82,1697,14.7,0.612,0.467,0.194,2.2,5.3,3.8,15.2,1.1,0.5,11.5,20.4,3.1,1.7,4.8,0.136,2,-2.1,0,0.8,1995
T. Davis,PF,27,DAL,46,580,8.1,0.493,0.018,0.584,11.1,18.3,14.5,2.4,0.5,0.4,17.4,12.2,0.1,0.4,0.5,0.039,-4.4,-1.9,-6.3,-0.6,1995
J. Dawkins,PG,31,DET,50,1170,12.2,0.552,0.27,0.204,2.8,8.6,5.7,26.2,2.3,0.1,22.6,14.6,0.8,0.3,1.1,0.046,-1.3,-1.8,-3.1,-0.3,1995
T. Dawson,SF,27,BOS,2,13,5.9,0.474,0.375,0.125,0,27,13.3,13.5,0,0,19.2,34.8,0,0,0,-0.099,-6.4,-4.8,-11.1,0,1995
T. Day,SG,25,MIL,82,2717,14.4,0.546,0.398,0.325,4.1,10.4,7.1,8.3,2,1.7,11.6,22.1,2.9,1.9,4.8,0.085,1,-0.9,0,1.4,1995
T. Dehere,PG,23,LAC,80,1774,11.8,0.513,0.238,0.426,2.2,8.3,5,20.7,1.3,0.3,16.2,23.8,0,0.4,0.5,0.013,-1.5,-3,-4.6,-1.2,1995
V. Del Negro,SG,28,SAS,75,2360,13.8,0.56,0.211,0.211,1.4,7.5,4.6,14.6,1.3,0.4,6.3,16.7,4.6,2.2,6.8,0.138,1.3,-0.4,0.9,1.8,1995
B. Dele,C,25,DEN,63,1261,13.9,0.616,0,0.486,9.6,18.5,14.2,6.8,1.6,2.5,22,18.5,0.8,1.5,2.3,0.089,-1.6,0.7,-0.8,0.4,1995
V. Divac,C,26,LAL,80,2807,20.5,0.568,0.055,0.399,10.3,22.4,16.3,18,2,4.3,15.4,20.4,5.3,4.2,9.5,0.162,1.7,3.6,5.3,5.1,1995
J. Donaldson,C,37,UTA,43,613,7.9,0.628,0,0.419,4.1,17.1,10.9,3.1,0.5,3.7,20.1,8.1,0.3,0.7,1,0.08,-2.7,2.2,-0.5,0.2,1995
S. Douglas,PG,28,BOS,65,2048,17,0.53,0.107,0.385,2.7,7,4.8,34.9,2,0.1,15.3,22.4,3.2,1,4.2,0.099,1.9,-2,0,1,1995
G. Dreiling,C,32,CLE,58,483,7.8,0.458,0,0.402,8,22.4,15,7.5,0.7,3.6,17.2,14.4,-0.2,0.8,0.6,0.059,-5.9,1.9,-4,-0.2,1995
C. Drexler,SG,32,TOT,76,2728,22.4,0.577,0.33,0.357,6.3,13.7,10,22.1,2.5,1.2,11.5,25.7,8,3.7,11.7,0.206,5.5,1,6.5,5.9,1995
C. Drexler,SG,32,POR,41,1428,22.7,0.55,0.337,0.348,6.4,12.4,9.3,24.2,2.7,1.2,10.6,27.2,4.4,2.1,6.5,0.217,6.2,1.1,7.3,3.4,1995
C. Drexler,SG,32,HOU,35,1300,22.1,0.613,0.319,0.369,6.3,15,10.9,19.9,2.4,1.2,12.7,24.2,3.6,1.7,5.2,0.193,4.7,0.9,5.7,2.5,1995
K. Duckworth,C,30,WSB,40,818,9.9,0.475,0.037,0.262,8.9,19,13.7,3.7,1.3,2.1,16.5,19.1,-0.7,0.7,0,-0.002,-5.2,-1,-6.2,-0.9,1995
C. Dudley,C,29,POR,82,2245,10.9,0.424,0.002,0.41,15.6,23.2,19.2,2.1,1,4.2,13.3,11.4,0.4,3.7,4.1,0.087,-3.4,2.2,-1.2,0.5,1995
J. Dumars,SG,31,DET,67,2544,13.9,0.541,0.348,0.355,2.2,5.1,3.6,23.7,1.5,0.2,16.3,23.6,1.8,-0.1,1.7,0.032,0.9,-3.5,-2.6,-0.4,1995
R. Dumas,SF,25,PHO,15,167,15.4,0.512,0.014,0.219,12.4,7.6,10,6.7,3,0.9,10.1,23.1,0.1,0.1,0.3,0.072,-0.8,-1.4,-2.2,0,1995
T. Dumas,SG,22,DAL,58,613,8.8,0.465,0.292,0.308,5.3,5.6,5.5,14.2,1.1,0.4,15,22.5,-0.2,0.2,0,0,-2.5,-3.3,-5.8,-0.6,1995
P. Durham,SF,27,MIN,59,852,12.2,0.541,0.11,0.405,5.4,8.1,6.8,10.9,2.2,2.8,13.9,17.4,0.4,0.5,0.9,0.051,-2,-0.1,-2.1,0,1995
L. Eackles,SG,28,MIA,54,898,12.1,0.518,0.126,0.387,4.2,8.3,6.2,12.6,1.1,0.2,12.2,21.4,0.7,0.4,1,0.055,-1.6,-2.7,-4.3,-0.5,1995
A. Earl,C,24,BOS,30,208,6.6,0.409,0,0.426,10.4,14.6,12.5,1.4,1.5,2.6,14.8,19.7,-0.4,0.2,-0.2,-0.038,-6.8,-1.9,-8.7,-0.4,1995
B. Edwards,SF,29,TOT,67,1112,11.6,0.531,0.191,0.229,5.5,8.5,7,10.7,2,1.1,15.8,20.5,0.2,1,1.2,0.053,-1,-0.5,-1.5,0.1,1995
B. Edwards,SF,29,BOS,31,507,12.7,0.509,0.221,0.246,5.6,9.2,7.4,14.5,1.9,1.4,15.3,21.8,0.2,0.4,0.5,0.051,-0.8,-0.8,-1.7,0,1995
B. Edwards,SF,29,UTA,36,605,10.6,0.552,0.162,0.212,5.5,7.9,6.7,7.5,2.1,0.8,16.2,19.4,0.1,0.6,0.7,0.055,-1.1,-0.2,-1.3,0.1,1995
D. Edwards,PF,24,ATL,38,212,10.1,0.54,0.021,0.667,10.2,16.3,13.2,9.5,1.3,1.4,26.2,18,-0.1,0.3,0.2,0.043,-5,0.2,-4.8,-0.2,1995
J. Edwards,C,39,POR,28,266,5.4,0.414,0,0.205,4.1,14.7,9.1,4.3,1,2.2,13.4,16.6,-0.3,0.3,0,0.002,-6.9,-0.1,-7.1,-0.3,1995
K. Edwards,SG,29,NJN,14,466,11.7,0.568,0.292,0.273,2.3,6.4,4.3,9.8,2.1,0.7,16.9,19.6,0.2,0.4,0.6,0.061,-0.9,-0.7,-1.6,0,1995
C. Ehlo,SG,33,ATL,49,1166,13.9,0.526,0.318,0.168,5.4,9.4,7.3,16.5,2.1,0.4,13.9,20.5,0.8,1.4,2.1,0.088,0,-0.4,-0.3,0.5,1995
H. Eisley,PG,22,TOT,49,552,6.1,0.43,0.303,0.328,2.7,7.8,5.3,26.4,1.7,0.8,26.4,15.6,-0.7,0.2,-0.5,-0.044,-4.9,-2.1,-7,-0.7,1995
H. Eisley,PG,22,MIN,34,496,6.6,0.461,0.305,0.381,2.5,7.8,5.2,24.6,1.9,0.8,25.5,15.2,-0.5,0.2,-0.3,-0.029,-4.4,-2,-6.4,-0.5,1995
H. Eisley,PG,22,SAS,15,56,1.7,0.206,0.294,0,4.3,7.7,6.1,42.2,0,1.2,32,19.6,-0.2,0,-0.2,-0.178,-9.6,-3.3,-12.9,-0.2,1995
M. Elie,SF,31,HOU,81,1896,13.7,0.631,0.413,0.351,3.2,8.4,5.9,14.8,1.7,0.4,15.6,15.8,3.4,1.4,4.8,0.122,1.1,-0.9,0.2,1.1,1995
S. Elliott,SF,26,SAS,81,2858,16,0.587,0.311,0.377,2.6,8.5,5.7,11.3,1.4,0.9,10.8,21.6,5.8,2.9,8.7,0.147,2.4,-0.3,2.1,2.9,1995
D. Ellis,SF,34,DEN,81,1996,12.9,0.553,0.34,0.164,3.5,9.7,6.7,4.8,1,0.3,8.9,20.6,2.4,1,3.4,0.083,0,-2.9,-2.9,-0.4,1995
H. Ellis,SF,24,LAC,69,656,14.4,0.524,0.069,0.619,9.4,6.1,7.9,9.7,5.2,1.3,16.9,19.2,0.1,0.8,0.9,0.066,-1.2,1.7,0.5,0.4,1995
L. Ellis,PF,24,DEN,6,58,13.1,0.434,0,0.24,14.9,20.1,17.6,11.1,0.9,6.3,15.3,25.4,0,0.1,0,0.032,-4.8,1.1,-3.7,0,1995
P. Ellison,C,27,BOS,55,1083,13.3,0.546,0.007,0.33,13,20,16.4,4.7,1,3.4,18.1,16.8,0.7,1.1,1.8,0.08,-2,0.6,-1.3,0.2,1995
J. Jo English,SG,24,CHI,8,127,7.7,0.481,0.308,0.333,0.9,1.9,1.4,8,2.9,0.6,11.8,17.8,0,0.2,0.1,0.053,-3.4,-1.4,-4.9,-0.1,1995
P. Ewing,C,32,NYK,79,2920,21.9,0.555,0.014,0.386,6.6,27.5,17.4,14.4,1.2,4.1,13.1,30.7,3.1,6.5,9.6,0.157,-0.7,2.9,2.2,3.1,1995
D. Ferrell,SF,29,IND,56,607,12.5,0.549,0.035,0.491,10.2,7.4,8.8,8.3,2.3,0.8,17,19.1,0.5,0.7,1.2,0.095,-1,0,-1,0.2,1995
D. Ferry,PF,28,CLE,82,1290,16,0.572,0.466,0.168,2.8,11.3,6.9,14.4,1.2,1.4,9.9,22.2,2.3,1.5,3.9,0.144,1.9,-1.3,0.6,0.8,1995
M. Fish,C,25,LAC,26,370,10.6,0.516,0.01,0.359,9.6,17.7,13.4,7.2,2.2,1.4,19,17.3,-0.1,0.3,0.2,0.03,-3.8,0.1,-3.7,-0.2,1995
V. Fleming,PG,32,IND,55,686,14.6,0.551,0.037,0.479,3.6,11.7,7.8,25.7,2.1,0.1,15.9,18.1,1,0.9,1.9,0.132,-0.3,-0.2,-0.4,0.3,1995
S. Floyd,SG,34,NJN,48,831,6.3,0.427,0.415,0.203,1,6.1,3.6,23.2,0.8,0.5,18.1,14.9,-0.5,0.4,-0.2,-0.01,-4,-2.7,-6.8,-1,1995
A. Ford,SG,23,PHI,5,98,0.4,0.238,0.231,0.051,9.4,14.4,11.9,14.1,0.5,0,16.7,21.8,-0.5,0,-0.4,-0.21,-8.7,-2.4,-11.1,-0.2,1995
G. Foster,PF,26,TOT,78,1144,10.1,0.525,0.072,0.349,9.1,18.4,13.8,5.6,0.7,1.8,16.2,17.4,0.1,0.9,1,0.042,-4,-1.4,-5.4,-1,1995
G. Foster,PF,26,CHI,17,299,9.8,0.522,0,0.36,7.1,14.2,10.7,8,0.3,2,14.6,17.4,0.1,0.4,0.5,0.08,-3.6,-0.5,-4.2,-0.2,1995
G. Foster,PF,26,MIN,61,845,10.3,0.526,0.099,0.345,9.8,19.8,14.9,4.7,0.8,1.8,16.8,17.4,-0.1,0.6,0.5,0.029,-4.1,-1.8,-5.9,-0.8,1995
R. Fox,SF,25,BOS,53,1039,16.8,0.573,0.214,0.35,6.7,10.6,8.6,20.9,2.6,1.3,16.1,20.1,1.8,0.9,2.8,0.128,2.3,0.5,2.8,1.3,1995
C. Gaines,SG,29,PHI,11,280,7.2,0.492,0.294,0.216,0.4,7.1,3.7,17.9,1.5,0.3,20,11.1,0,0.1,0.1,0.013,-3.3,-1.5,-4.8,-0.2,1995
K. Gamble,SF,29,MIA,77,1223,16.3,0.567,0.218,0.247,2.7,9.1,5.8,15.9,2.2,0.6,8.9,19.8,2.5,0.9,3.4,0.134,1.3,-1.5,-0.2,0.5,1995
W. Garland,PG,30,MIN,73,1931,10.1,0.488,0.183,0.273,3.1,7.5,5.3,26.7,1.9,0.5,18.6,13.4,0.6,0.6,1.2,0.03,-2,-1.5,-3.5,-0.7,1995
C. Gatling,PF,27,GSW,58,1470,19.5,0.64,0.002,0.488,10.7,22.7,16.7,5.9,1.3,2.4,15.8,21.2,2.6,1.4,3.9,0.129,0,-0.2,-0.2,0.7,1995
K. Gattison,PF,30,CHH,21,409,9.2,0.51,0.01,0.51,6.4,15,10.9,6.3,0.9,2.6,15.2,16.3,0,0.5,0.5,0.055,-4.2,0.8,-3.4,-0.1,1995
M. Geiger,C,25,MIA,74,1712,12.9,0.563,0.021,0.295,9.8,18.7,14.1,5,1.2,2.3,17.1,17.1,1.1,1.7,2.7,0.077,-2,0.1,-1.8,0.1,1995
T. George,SG,26,MIL,3,8,2,0.515,0.333,0.667,14.6,0,7.5,0,0,0,34,32.5,0,0,0,-0.214,-9.7,-8.9,-18.6,0,1995
K. Gill,SG,26,SEA,73,2125,15.2,0.527,0.199,0.244,5.6,10.5,8.1,13.9,2.8,1,12.7,22.2,2,2.6,4.6,0.103,0.4,0.4,0.8,1.5,1995
A. Gilliam,PF,30,NJN,82,2472,18.1,0.562,0.002,0.433,8.5,18.7,13.6,7.2,1.4,2.5,12.4,21.8,3.6,3,6.6,0.128,-0.7,0.6,-0.1,1.2,1995
G. Graham,SG,24,PHI,50,775,9.5,0.492,0.126,0.327,2.8,6.5,4.7,13.7,2,0.6,15.8,17.5,-0.1,0.4,0.3,0.02,-3.1,-1.5,-4.5,-0.5,1995
R. Grandison,PF,30,NYK,2,8,18.3,0.25,0,0,45.7,28.3,36.7,39.7,0,0,0,22.9,0,0,0,0.151,5.5,2.6,8.1,0,1995
B. Grant,PF,22,SAC,80,2289,16.5,0.546,0.005,0.449,10.7,19.5,15.2,7.4,1.1,3.8,14.4,22,1.9,3.4,5.3,0.112,-1.4,1.6,0.2,1.3,1995
G. Grant,PG,29,LAC,33,470,15.1,0.539,0.096,0.331,1.9,7.2,4.4,32.8,3.1,0.5,18.8,21.7,0.3,0.3,0.6,0.065,-1.1,-2.2,-3.3,-0.1,1995
G. Grant,PG,28,DEN,14,151,9.1,0.405,0.212,0.364,1.6,5.4,3.6,40.2,2.1,1,26.8,15.6,-0.1,0.1,0,0.011,-4.6,-3.7,-8.3,-0.2,1995
H. Grant,PF,29,POR,75,1771,13.2,0.498,0.042,0.235,6.3,12.1,9.1,7.1,1.6,2.2,8.3,17.8,1.7,2.2,4,0.108,-1.6,0.9,-0.7,0.6,1995
H. Grant,PF,29,ORL,74,2693,16.9,0.593,0.011,0.298,9.8,20.3,15.2,8.9,1.4,2.2,9.6,14.1,6,3.5,9.5,0.169,1.6,1.9,3.5,3.7,1995
J. Grayer,SG,29,PHI,47,1098,10.6,0.466,0.039,0.218,6.1,9.7,7.9,11.3,1.3,0.3,11.8,19.3,-0.1,0.5,0.4,0.017,-2.6,-1.5,-4.1,-0.6,1995
A. Green,SF,31,PHO,82,2687,14.2,0.596,0.206,0.556,8.3,20.4,14.3,6.5,1,0.8,12.9,14.2,4.6,2.1,6.7,0.12,0.6,0.2,0.7,1.9,1995
T. Gugliotta,SF-PF,25,TOT,77,2568,15.2,0.515,0.222,0.301,7.3,18.5,12.9,18,2.6,1.7,16.6,19.4,0.8,2.7,3.5,0.065,0,2,2,2.6,1995
T. Gugliotta,PF,25,WSB,6,226,18.6,0.492,0.096,0.398,7.9,19.5,13.5,12.2,4.7,3.4,13.3,21.8,0.1,0.4,0.5,0.104,-0.9,3.9,2.9,0.3,1995
T. Gugliotta,PF,25,GSW,40,1324,12.2,0.495,0.227,0.244,8.3,16.6,12.4,13.6,1.9,1.2,17.5,17,0,1,0.9,0.034,-1.1,1.4,0.3,0.8,1995
T. Gugliotta,SF,25,MIN,31,1018,18.4,0.542,0.246,0.342,6,20.6,13.4,25,3.1,2.1,16.5,22.1,0.8,1.3,2.1,0.097,1.6,2.4,4,1.5,1995
A. Guibert,PF,26,MIN,17,167,8.3,0.406,0.085,0.404,11.9,21.1,16.5,9.8,2.5,0.4,17.8,18.4,-0.2,0.2,-0.1,-0.02,-5.2,-0.3,-5.6,-0.1,1995
J. Haley,PF,31,SAS,31,117,11.9,0.486,0.016,0.525,8.1,17.5,13.1,2.9,1.3,3,14.8,33.1,-0.2,0.2,0,0.01,-7.6,-3.3,-10.9,-0.3,1995
G. Hammink,C,25,ORL,1,7,20.1,0.515,0,0.667,0,31.7,16.3,19.7,0,0,0,23.8,0,0,0,0.258,-1.4,-2.6,-4.1,0,1995
T. Hammonds,PF,27,DEN,70,956,14.7,0.607,0.004,0.681,7.1,20.4,13.9,6,0.6,1.1,14.2,18.6,1.7,0.9,2.6,0.129,-1.7,-1.7,-3.5,-0.4,1995
D. Hancock,SF,23,CHH,46,424,11.2,0.554,0.025,0.322,4.1,10.4,7.4,11.6,2.4,0.7,17.8,18.4,-0.1,0.5,0.4,0.049,-3.2,0.2,-3,-0.1,1995
A. Hardaway,PG,23,ORL,77,2901,20.8,0.599,0.218,0.405,5.7,7.5,6.6,28.5,2.3,0.6,16.1,23.7,8.2,2.5,10.7,0.177,4.9,-0.7,4.2,4.5,1995
T. Hardaway,PG,28,GSW,62,2321,18.3,0.55,0.441,0.286,2.2,6.9,4.5,40,1.9,0.4,15.9,24.5,4.4,0.7,5.1,0.105,4.2,-2.7,1.5,2.1,1995
J. Harmon,SG,25,PHI,10,158,10.1,0.413,0.019,0.113,6.6,10.4,8.5,12.4,3,0,11.2,17.7,-0.1,0.1,0,0.009,-3.5,-0.3,-3.7,-0.1,1995
D. Harper,PG,33,NYK,80,2716,12.6,0.547,0.386,0.254,1.4,6.8,4.2,26.7,1.5,0.3,15.2,16.7,3.2,3.1,6.4,0.113,0.4,-0.8,-0.4,1.1,1995
R. Harper,SG,31,CHI,77,1536,12.2,0.483,0.224,0.267,3.9,9.9,6.9,15.3,3.3,1.3,15.4,18.8,-0.2,2.6,2.4,0.073,-2.1,1.4,-0.7,0.5,1995
L. Harris,SG,24,DAL,79,1695,15.1,0.548,0.233,0.279,5.1,9.1,7,12.1,1.7,0.6,10.1,18.5,3.1,1,4.1,0.117,0.8,-1.2,-0.4,0.7,1995
T. Harris,SG,27,BOS,3,18,17.6,0.585,0.125,1.125,0,0,0,0,0,0,7.7,31.2,0.1,0,0.1,0.172,-1.5,-8.8,-10.4,0,1995
A. Harvey,PF,24,LAL,59,572,10.3,0.457,0.006,0.256,7.5,12.2,9.9,5.8,1.3,5,11.3,16.6,-0.2,0.6,0.4,0.032,-4.8,0.7,-4.1,-0.3,1995
H. Hawkins,SG,28,CHH,82,2731,16.3,0.622,0.368,0.372,2.7,10.5,6.8,15.3,2.4,0.5,13.7,18.5,5.3,3.4,8.7,0.153,2.6,0.8,3.4,3.7,1995
S. Henson,PG,26,POR,37,380,12.1,0.613,0.605,0.291,0.9,7.2,3.9,31.1,1.2,0,23.6,14.1,0.7,0.3,1,0.13,-0.3,-3.6,-3.9,-0.2,1995
C. Herrera,PF,28,HOU,61,1331,11.7,0.548,0.006,0.358,8.9,14.8,12,4.9,1.5,2,15.8,15.1,0.6,1.5,2.1,0.076,-2.8,0.6,-2.2,-0.1,1995
R. Higgins,SF,35,GSW,5,46,6.1,0.363,0.5,0.333,9.5,7.3,8.4,8.8,1.1,1.5,6.8,13.6,0,0,0,0.003,-2.7,-1.4,-4.1,0,1995
S. Higgins,SF,26,NJN,57,735,7.1,0.461,0.286,0.147,3.7,7.8,5.7,6.6,0.7,0.8,10.7,19.5,-0.3,0.4,0,0.002,-3.9,-2.7,-6.6,-0.8,1995
G. Hill,SF,22,DET,70,2678,19,0.541,0.025,0.48,5.4,14.1,9.7,22.5,2.4,1.7,13.5,24.9,3.7,1.8,5.4,0.097,1.2,0.6,1.8,2.6,1995
T. Hill,C,26,CLE,70,2397,16.8,0.554,0.001,0.572,13.6,26.7,19.9,4.2,1.3,1.4,14.8,20.4,2.7,4.2,6.9,0.138,-1.5,0.4,-1.1,0.5,1995
D. Hodge,C,25,DAL,54,633,8.5,0.461,0.069,0.25,6.5,14.8,10.4,9.5,0.8,1.5,14.7,17.3,-0.1,0.4,0.3,0.026,-4.3,-0.9,-5.2,-0.5,1995
J. Hornacek,SG,31,UTA,81,2696,18.6,0.62,0.234,0.344,2.6,6.9,4.9,20.1,2.5,0.5,11.8,20.6,7.2,2.9,10.1,0.179,4.4,0.1,4.5,4.4,1995
R. Horry,PF,24,HOU,64,2074,13.5,0.556,0.423,0.21,4.7,12.8,9,15.2,2.3,2.5,17.2,15.3,1.6,2.6,4.2,0.097,0.2,2.3,2.5,2.4,1995
A. Houston,SG,23,DET,76,1996,16.4,0.589,0.434,0.199,1.7,8.1,4.9,14.3,1.6,0.5,10.8,23.5,3.5,0.3,3.8,0.091,2.6,-3.4,-0.8,0.6,1995
B. Houston,PF,25,SEA,39,258,13.8,0.533,0.206,0.355,9.4,15.8,12.7,3.6,2.5,1.5,13.9,24.1,0.1,0.4,0.5,0.091,-2.5,-2.2,-4.7,-0.2,1995
T. Hovasse,SF,28,ATL,2,4,0.2,0,1,0,0,0,0,0,13.4,0,0,11.3,0,0,0,-0.076,-6.5,8.5,1.9,0,1995
J. Howard,PF,21,WSB,65,2348,15,0.521,0.008,0.314,8.7,18.4,13.4,11.6,1.1,0.5,13.5,22.8,1.3,1.5,2.8,0.057,-0.9,-0.6,-1.5,0.3,1995
J. Humphries,SG-PG,32,TOT,18,201,-0.9,0.28,0.118,0.118,2.4,5.3,4,12.5,2.3,0,32.2,11.7,-0.6,0.2,-0.4,-0.1,-7.2,0.4,-6.8,-0.2,1995
J. Humphries,SG,32,UTA,12,149,-3.2,0.2,0.12,0,1.8,6.4,4.2,7.6,2.4,0,32.4,11.3,-0.6,0.2,-0.4,-0.128,-8.2,1.5,-6.7,-0.2,1995
