Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36
Robert Whaley,23,UTA,NBA,2005-06,23,0,212,23,57,23,57,0,0,3,6,16,27,43,17,7,8,14,41,49,0.403508772,0.403508772,0.0,0.5,0.403508772,6.04195804196,17.3706293706,6.04195804196,17.2447552448,0.0,0.125874125874,3.9020979021,5.91608391608,0.0,0.0,6.7972027972,1.76223776224,0.755244755245,1.00699300699,0.0,0.0,15.986013986
Robin Lopez,20,PHO,NBA,2008-09,60,7,614,71,137,71,136,0,1,47,68,52,66,118,8,11,41,28,97,189,0.518248175,0.522058824,0.0,0.691176471,0.518248175,5.22509225092,10.2287822878,5.20295202952,10.184501845,0.0221402214022,0.0442804428044,2.83394833948,4.62730627306,0.0,0.0,8.32472324723,1.12915129151,0.509225092251,3.45387453875,1.39483394834,0.0,13.3062730627
Rodney Carney,22,PHI,NBA,2006-07,67,35,1169,182,392,157,320,25,72,53,87,39,89,128,26,38,23,43,118,442,0.464285714,0.490625,0.347222222,0.609195402,0.496173469,6.46430517711,15.5673024523,3.64904632153,7.79836512262,2.81525885559,7.7689373297,2.90354223433,4.05122615804,0.0,0.0,6.38583106267,1.5204359673,1.31444141689,1.28501362398,0.0,0.0,18.6474114441
Rodney Hood,22,UTA,NBA,2014-15,50,21,1064,155,374,93,204,62,170,61,80,9,108,117,83,30,12,45,119,433,0.414438503,0.455882353,0.364705882,0.7625,0.497326203,5.20363636364,11.4381818182,3.27272727273,6.56181818182,1.93090909091,4.87636363636,2.22545454545,2.88,0.981818181818,3.78,4.76181818182,2.27454545455,0.621818181818,0.376363636364,1.37454545455,2.16,14.5636363636
Rodney McGruder,25,MIA,NBA,2016-17,78,65,1966,190,460,117,240,73,220,44,71,95,162,257,124,45,18,56,140,497,0.413043478,0.4875,0.331818182,0.61971831,0.492391304,5.52350081037,12.2236628849,3.69529983793,7.41977309562,1.82820097245,4.8038897893,2.45056726094,3.22852512156,2.47001620746,3.88978930308,6.35980551053,1.80875202593,1.12803889789,0.350081037277,1.66288492707,1.99351701783,15.3257698541
Rodney Stuckey,21,DET,NBA,2007-08,57,2,1081,153,382,150,366,3,16,127,156,32,97,129,160,49,6,78,113,436,0.40052356,0.409836066,0.1875,0.814102564,0.404450262,8.78363171355,18.6168797954,6.97902813299,12.9268542199,1.80460358056,5.69002557545,7.10792838875,8.82046035806,0.0,0.0,5.13759590793,5.21125319693,2.52276214834,0.313043478261,0.0,0.0,26.4797953964
Rodney White,21,DET,NBA,2001-02,16,0,129,21,60,19,51,2,9,12,14,2,16,18,12,9,2,14,6,56,0.35,0.37254902,0.222222222,0.857142857,0.366666667,7.82427745665,16.0647398844,6.45086705202,12.110982659,1.37341040462,3.95375722543,4.74450867052,6.65895953757,0.0,0.0,7.57456647399,1.7063583815,1.41502890173,0.832369942197,3.41271676301,3.03815028902,21.7664739884
Roger Mason,22,CHI,NBA,2002-03,17,0,113,11,31,5,13,6,18,2,2,2,10,12,12,4,0,5,20,30,0.35483871,0.384615385,0.333333333,1.0,0.451612903,5.30296127563,12.1503416856,3.430523918,7.16173120729,1.87243735763,4.98861047836,4.34624145786,5.00227790433,0.0,0.0,3.67653758542,3.14350797267,1.23006833713,0.451025056948,2.66514806378,2.85649202733,16.8246013667
Roger Powell,24,UTA,NBA,2006-07,3,0,13,0,3,0,2,0,1,2,2,3,0,3,0,0,0,3,2,2,0.0,0.0,0.0,1.0,0.0,6.43008225617,11.2385428907,5.76733254994,9.57461809636,0.662749706228,1.66392479436,3.08813160987,4.66745005875,0.0,0.0,7.48766157462,0.733254994125,0.8178613396,0.549941245593,0.0,0.0,16.6110458284
Ron Baker,23,NYK,NBA,2016-17,52,13,857,82,217,59,131,23,86,28,43,12,86,98,107,34,8,56,74,215,0.377880184,0.450381679,0.26744186,0.651162791,0.430875576,4.95177865613,11.4308300395,2.65612648221,5.21739130435,2.29565217391,6.21343873518,3.32015810277,4.14545454545,0.939130434783,3.99367588933,4.93280632411,3.27272727273,1.54624505929,0.720948616601,1.6790513834,2.0395256917,15.5193675889
Ronald Dupree,23,CHI,NBA,2003-04,47,8,893,111,282,107,273,4,9,66,105,55,112,167,55,32,18,51,134,292,0.393617021,0.391941392,0.444444444,0.628571429,0.40070922,6.45109135004,13.3484236055,5.80113177041,11.1851253032,0.649959579628,2.16329830234,3.19159256265,5.00565885206,0.0,0.0,8.7987065481,1.98868229588,1.05739692805,0.562651576395,0.0,0.0,16.7437348424
Rondae Hollis-Jefferson,21,BRK,NBA,2015-16,29,17,615,63,138,59,124,4,14,37,52,39,115,154,43,39,16,26,61,167,0.456521739,0.475806452,0.285714286,0.711538462,0.471014493,4.54829268293,9.16682926829,4.40780487805,8.48195121951,0.140487804878,0.68487804878,4.35512195122,6.25170731707,2.80975609756,5.53170731707,8.34146341463,2.00195121951,1.2643902439,1.2643902439,1.8087804878,3.26634146341,13.592195122
Ronnie Brewer,21,UTA,NBA,2006-07,56,14,675,102,193,102,184,0,9,56,83,37,38,75,24,37,6,24,44,260,0.528497409,0.554347826,0.0,0.674698795,0.528497409,5.9677202421,12.9159381305,4.70880968393,9.21183591123,1.25891055817,3.70410221923,3.9462004035,5.88298587761,0.0,0.0,5.47141896436,3.61936785474,2.61466039005,0.593140551446,0.0,0.0,17.1405514459
Ronnie Price,22,SAC,NBA,2005-06,29,0,150,21,58,15,31,6,27,12,12,5,10,15,11,6,0,10,10,60,0.362068966,0.483870968,0.222222222,1.0,0.413793103,7.08462187236,17.0030924937,4.30137756536,8.92662355918,2.783244307,8.0764689345,3.61315715491,4.58476244026,0.0,0.0,4.06859713241,3.20832161934,1.40680348608,0.141692437447,0.0,0.0,20.5656452066
Ronny Turiaf,23,LAL,NBA,2005-06,23,1,161,15,30,15,30,0,0,15,27,11,26,37,8,3,10,7,30,45,0.5,0.5,0.0,0.555555556,0.5,5.97962334054,11.5368941031,5.93516517444,11.3368323557,0.0444581661006,0.200061747453,7.14665020068,9.99197283112,0.0,0.0,9.54739117011,1.44489039827,0.677987033035,1.989502933,0.0,0.0,19.1503550479
Roy Hibbert,22,IND,NBA,2008-09,70,42,1009,198,420,198,420,0,0,98,147,115,128,243,49,20,76,55,215,494,0.471428571,0.471428571,0.0,0.666666667,0.471428571,6.50930893026,10.7920479647,6.47522877879,10.7579678132,0.0340801514673,0.0340801514673,3.71473650994,5.46418428526,0.0,0.0,9.1789207952,1.99936888608,0.624802776901,2.94225307668,0.647522877879,0.0,16.7674345219
Royal Ivey,23,ATL,NBA,2004-05,62,5,809,85,198,82,189,3,9,47,67,19,65,84,103,39,7,58,140,220,0.429292929,0.433862434,0.333333333,0.701492537,0.436868687,4.01947064192,8.8384545178,3.4390021296,7.118953453,0.580468512321,1.7195010648,2.7271067843,3.84423486462,0.0,0.0,4.4466078491,3.28567082446,1.35807727411,0.273805902038,0.0,0.0,11.3465165805
Royce White,22,SAC,NBA,2013-14,3,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,5.87686567164,11.0149253731,5.74253731343,10.6119402985,0.134328358209,0.402985074627,3.42537313433,6.88432835821,2.85447761194,7.75746268657,10.6119402985,5.70895522388,1.34328358209,1.07462686567,4.36567164179,2.98880597015,15.3134328358
Ruben Boumtje-Boumtje,23,POR,NBA,2001-02,33,1,245,13,32,13,32,0,0,13,25,21,34,55,4,3,16,14,38,39,0.40625,0.40625,0.0,0.52,0.40625,5.10616869492,10.4389425094,5.10616869492,10.4238355015,0.0,0.0151070079731,4.24506924045,6.32983634075,0.0,0.0,10.3029794377,1.31430969366,1.19345362988,3.70121695342,3.89760805707,4.00335711288,14.4574066303
Rudy Gay,20,MEM,NBA,2006-07,78,43,2103,321,760,269,617,52,143,152,209,93,255,348,100,71,74,140,192,846,0.422368421,0.435980551,0.363636364,0.727272727,0.456578947,6.01886792453,13.0566037736,4.96226415094,10.2641509434,1.05660377358,2.79245283019,3.32075471698,4.60377358491,0.0,0.0,7.1320754717,2.18867924528,1.56603773585,2.09433962264,0.0,0.0,16.4150943396
Russ Smith,23,TOT,NBA,2014-15,12,0,65,8,25,6,14,2,11,12,13,1,5,6,8,3,0,12,13,30,0.32,0.428571429,0.181818182,0.923076923,0.36,6.91449814126,16.7397769517,4.90706319703,10.9293680297,2.00743494424,5.81040892193,5.44237918216,7.15985130112,1.09293680297,2.91078066914,4.00371747212,4.2156133829,2.86617100372,0.089219330855,3.52416356877,3.57992565056,21.2788104089
Russell Westbrook,20,OKC,NBA,2008-09,82,65,2668,436,1095,401,966,35,129,349,428,178,221,399,435,110,16,274,191,1256,0.398173516,0.415113872,0.271317829,0.815420561,0.414155251,5.03956177724,10.8679245283,4.27267194157,8.69872185027,0.766889835666,2.16920267803,2.71698113208,3.9659160073,0.0,0.0,3.9659160073,4.18502738892,1.68715763847,0.175289105295,2.10346926354,0.0,13.5629945222
Ryan Anderson,20,NJN,NBA,2008-09,66,30,1312,160,407,91,218,69,189,98,116,104,207,311,52,44,20,63,157,487,0.393120393,0.417431193,0.365079365,0.844827586,0.477886978,6.92561983471,14.3140495868,4.90909090909,9.22314049587,2.01652892562,5.09090909091,4.56198347107,5.42148760331,0.0,0.0,9.86776859504,1.04132231405,0.561983471074,0.595041322314,1.22314049587,0.0,20.4297520661
Ryan Gomes,23,BOS,NBA,2005-06,61,33,1376,173,355,170,346,3,9,112,149,102,196,298,58,35,5,55,83,461,0.487323944,0.49132948,0.333333333,0.751677852,0.491549296,6.92273730684,13.3333333333,6.20750551876,11.3024282561,0.715231788079,2.03090507726,4.3178807947,5.47461368653,0.0,0.0,9.07726269316,2.38410596026,1.59823399558,0.441501103753,0.0,0.0,18.8785871965
Ryan Hollins,22,CHA,NBA,2006-07,27,0,185,20,36,20,36,0,0,24,40,11,20,31,1,4,7,16,40,64,0.555555556,0.555555556,0.0,0.6,0.555555556,3.5495179667,6.16827344435,3.53374233129,6.15249780894,0.0157756354075,0.0157756354075,3.01314636284,5.09553023663,0.0,0.0,7.17791411043,0.631025416301,0.394390885188,1.59333917616,0.0,0.0,10.1279579316
Ryan Humphrey,23,TOT,NBA,2002-03,48,1,444,35,120,35,120,0,0,23,39,34,65,99,11,9,18,23,75,93,0.291666667,0.291666667,0.0,0.58974359,0.291666667,6.9116910976,13.9006077941,6.80872363246,3.07615302109,13.6303181981,0.102967465141,0.270289595996,3.3207007508,6.24240257419,0.0,0.0,10.6700035753,1.80193063997,1.00393278513,2.92170182338,2.75437969253,3.43653914909
Ryan Kelly,22,LAL,NBA,2013-14,59,25,1312,157,371,109,229,48,142,110,135,42,177,219,95,32,45,47,147,472,0.423180593,0.475982533,0.338028169,0.814814815,0.48787062,4.63848994666,10.074681986,3.13171932704,6.10094378334,1.50677061961,3.97373820271,3.23512515388,4.01805498564,2.0828887977,4.78621255642,6.86910135412,1.72835453426,1.07837505129,1.96471070989,1.53631514157,3.50102585146,14.0188756668
Ryan Reid,25,OKC,NBA,2011-12,5,0,17,4,5,4,5,0,0,0,0,1,1,2,0,0,0,1,1,8,0.8,0.8,0.0,0.0,0.8,4.19318181818,8.53977272727,4.19318181818,8.53977272727,0.0,0.0,2.35227272727,3.9375,2.96590909091,3.32386363636,6.28977272727,1.78977272727,0.920454545455,0.818181818182,2.60795454545,2.35227272727,10.7386363636
Salim Stoudamire,23,ATL,NBA,2005-06,61,1,1236,204,492,122,276,82,216,99,110,12,104,116,75,27,3,82,118,589,0.414634146,0.442028986,0.37962963,0.9,0.49796748,5.75363825364,12.2182952183,2.55405405405,5.22972972973,3.19958419958,6.98856548857,3.62993762994,4.17255717256,0.0,0.0,2.64760914761,2.39501039501,0.926195426195,0.0748440748441,0.0,0.0,18.3367983368
Sam Dekker,21,HOU,NBA,2015-16,3,0,6,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.69743101808,11.5547098002,4.07611798287,6.89628924833,1.6213130352,4.65842055186,2.54614652712,3.66508087536,2.11227402474,4.38439581351,6.49666983825,1.68981921979,0.833491912464,0.616555661275,1.30161750714,1.56422454805,15.5623215985
Samardo Samuels,22,CLE,NBA,2010-11,37,10,701,110,241,110,238,0,3,68,110,75,83,158,17,15,18,53,88,288,0.456431535,0.462184874,0.0,0.618181818,0.456431535,6.54545454545,12.4958677686,6.54545454545,12.4958677686,0.0,0.0,5.72727272727,8.10743801653,3.94214876033,4.64876033058,8.59090909091,1.45041322314,0.743801652893,1.37603305785,3.04958677686,3.23553719008,18.8181818182
Samuel Dalembert,20,PHI,NBA,2001-02,34,0,177,22,50,22,50,0,0,7,18,25,43,68,5,6,13,14,30,51,0.44,0.44,0.0,0.388888889,0.44,4.98023715415,9.27747035573,4.98023715415,9.27747035573,0.0,0.0,1.96363636364,3.64268774704,0.0,0.0,9.81818181818,0.540711462451,0.626086956522,4.75256916996,3.32964426877,5.32173913043,11.9241106719
Scott Machado,22,HOU,NBA,2012-13,6,0,21,3,6,3,5,0,1,2,2,0,1,1,6,2,0,8,0,8,0.5,0.6,0.0,1.0,0.5,4.7789537345,10.9948593892,3.60326579982,7.66374357424,1.17568793468,3.33111581494,3.69035379498,4.89869972785,0.870879951618,3.54883580284,4.41971575446,7.94677955851,1.64378590868,0.163289990928,3.65769579679,2.65618385243,14.4239491987
Scotty Hopson,24,CLE,NBA,2013-14,2,0,7,0,4,0,2,0,2,1,2,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.5,0.0,6.64558898521,14.8148903621,4.71800101989,9.36257011729,1.92758796532,5.45232024477,3.01070882203,4.40591534931,1.13819479857,3.10249872514,4.24069352371,1.56042835288,1.13819479857,0.220295767466,3.0657827639,2.16624171341,18.2294747578
Sean Colson,25,TOT,NBA,2000-01,13,0,44,6,24,5,19,1,5,2,4,2,4,6,10,1,0,2,6,15,0.25,0.263157895,0.2,0.5,0.270833333,4.70930232558,13.3953488372,3.06104651163,7.43023255814,1.64825581395,5.96511627907,3.58430232558,4.60465116279,0.0,0.0,3.55813953488,6.51453488372,1.80523255814,0.156976744186,0.0,0.0,14.6511627907
Sean Kilpatrick,25,MIN,NBA,2014-15,4,0,72,7,20,3,7,4,13,4,4,1,5,6,4,3,0,2,3,22,0.35,0.428571429,0.307692308,1.0,0.45,5.89849362688,14.0746234067,3.28713789108,6.55758980301,2.61135573581,7.51703360371,3.48736964079,4.4718424102,1.46002317497,3.56245654693,5.0224797219,2.32769409038,1.38493626883,0.191888760139,1.96894553882,1.51842410197,17.8957126304
Sean Lampley,23,MIA,NBA,2002-03,35,0,487,56,129,56,125,0,4,57,82,26,57,83,31,7,3,25,43,169,0.434108527,0.448,0.0,0.695121951,0.434108527,6.67271548931,13.2987686325,6.53272845107,12.5755022683,0.139987038237,0.723266364226,4.59624108879,6.74270900843,0.0,0.0,8.72585871679,2.91639662994,0.828256642903,0.548282566429,3.41801685029,2.85806869734,18.0816591056
Sean May,21,CHA,NBA,2005-06,23,1,398,70,171,70,166,0,5,49,64,42,67,109,22,17,12,33,58,189,0.409356725,0.421686747,0.0,0.765625,0.409356725,7.43899018233,14.507713885,7.43899018233,14.3225806452,0.0,0.185133239832,5.53716690042,7.72510518934,0.0,0.0,12.9761570827,1.90182328191,1.68302945302,1.58204768583,0.0,0.0,20.4151472651
Sean Singletary,23,TOT,NBA,2008-09,37,2,303,31,85,21,60,10,25,18,21,10,25,35,29,11,0,23,45,90,0.364705882,0.35,0.4,0.857142857,0.423529412,5.72930094199,14.1269211701,3.74814080317,8.64749628161,1.98116013882,5.47942488845,5.1135349529,6.04164600892,0.0,0.0,4.37283093704,5.23847297967,1.78482895389,0.0624690133862,1.14229053049,0.0,18.5532969757
Sean Williams,21,NJN,NBA,2007-08,73,29,1278,164,305,164,305,0,0,81,133,115,207,322,28,28,106,70,193,409,0.537704918,0.537704918,0.0,0.609022556,0.537704918,3.51343705799,6.08486562942,3.51343705799,6.08486562942,0.0,0.0,2.57142857143,4.25176803395,0.0,0.0,7.38330975955,1.12022630835,1.06930693069,4.91371994342,0.0,0.0,9.59830268741
Semaj Christon,24,OKC,NBA,2016-17,64,1,973,77,223,65,160,12,63,17,31,19,69,88,130,28,6,43,79,183,0.34529148,0.40625,0.19047619,0.548387097,0.372197309,5.86798383476,12.6897171082,5.44768747194,11.4449932645,0.42029636282,1.24472384374,4.55859901212,6.80556802874,0.323304894477,2.53794342164,2.86124831612,4.5424337674,1.45487202515,0.177817691962,3.20071845532,2.45711719802,16.7148630445
Seth Curry,23,TOT,NBA,2013-14,2,0,13,1,3,0,2,1,1,0,0,0,1,1,0,2,0,0,0,3,0.333333333,0.0,1.0,0.0,0.5,5.13116883117,11.6766233766,2.52467532468,5.47012987013,2.60649350649,6.20649350649,3.42467532468,4.14935064935,0.701298701299,2.16233766234,2.86363636364,2.46623376623,1.46103896104,0.21038961039,1.70649350649,2.29090909091,16.2935064935
Shabazz Muhammad,21,MIN,NBA,2013-14,37,0,290,57,124,54,113,3,11,26,40,24,29,53,6,8,1,16,24,143,0.459677419,0.477876106,0.272727273,0.65,0.471774194,7.36778115502,16.632218845,5.90881458967,12.7659574468,1.45896656535,3.86626139818,4.66869300912,6.56534954407,3.17325227964,2.9179331307,6.09118541033,0.984802431611,0.838905775076,0.145896656535,1.86018237082,1.93313069909,20.8632218845
Shabazz Napier,23,MIA,NBA,2014-15,51,10,1012,87,228,44,110,43,118,44,56,17,96,113,130,40,4,81,76,261,0.381578947,0.4,0.36440678,0.785714286,0.475877193,4.64239271782,11.2899869961,2.61378413524,5.88296488947,2.02860858257,5.40702210663,3.97139141743,4.88426527958,0.788036410923,3.70611183355,4.49414824447,5.04031209363,1.95838751625,0.234070221066,2.73081924577,2.34850455137,15.2847854356
Shane Battier,23,MEM,NBA,2001-02,78,78,3097,412,961,309,685,103,276,198,283,180,238,418,216,121,81,155,215,1125,0.428720083,0.451094891,0.373188406,0.699646643,0.482310094,5.79130434783,11.7391304348,3.26608695652,5.81217391304,2.5252173913,5.92695652174,3.7252173913,4.72695652174,0.0,0.0,6.85565217391,2.07652173913,2.24347826087,2.09739130435,1.41913043478,2.38956521739,17.8330434783
Shane Larkin,21,DAL,NBA,2013-14,48,0,489,52,137,40,99,12,38,16,25,11,31,42,71,26,1,39,46,132,0.379562044,0.404040404,0.315789474,0.64,0.423357664,4.32473017363,9.88268418583,2.61848897231,5.33833880807,1.70624120131,4.54434537776,2.48334115439,3.07461285781,0.591271703426,3.09150633505,3.68277803848,4.13890192398,2.04411074613,0.101360863444,2.39887376818,1.87517597372,12.839042703
Shannon Brown,21,CLE,NBA,2006-07,23,5,202,28,74,21,49,7,25,10,14,6,15,21,10,7,3,14,24,73,0.378378378,0.428571429,0.28,0.714285714,0.425675676,5.52212389381,12.0796460177,4.06194690265,8.07079646018,1.46017699115,4.00884955752,3.19911504425,3.84955752212,0.0,0.0,4.36725663717,2.49557522124,1.64601769912,0.146017699115,0.0,0.0,15.703539823
Sharrod Ford,24,PHO,NBA,2005-06,3,0,13,2,3,2,3,0,0,0,0,1,2,3,0,0,1,2,7,4,0.666666667,0.666666667,0.0,0.0,0.666666667,5.72582359192,10.609989373,5.72582359192,10.5462274176,0.0,0.0637619553666,3.26461211477,5.72582359192,0.0,0.0,9.71732199787,0.905419766206,0.777895855473,2.25717321998,0.0,0.0,14.7162592986
Shavlik Randolph,22,PHI,NBA,2005-06,57,1,487,44,97,44,97,0,0,43,71,55,78,133,19,19,12,21,83,131,0.453608247,0.453608247,0.0,0.605633803,0.453608247,4.58955223881,9.0671641791,4.32089552239,8.12686567164,0.268656716418,0.940298507463,3.53731343284,5.52985074627,0.0,0.0,8.82089552239,1.25373134328,1.5671641791,2.88805970149,0.0,0.0,12.9850746269
Shawn Long,24,PHI,NBA,2016-17,18,0,234,61,109,54,90,7,19,19,35,41,44,85,13,9,9,13,49,148,0.559633028,0.6,0.368421053,0.542857143,0.591743119,7.80582524272,15.5220313667,6.80209111277,12.5825242718,1.00373412995,2.93950709485,4.37341299477,6.47050037341,4.14936519791,8.81852128454,12.9678864824,1.32636295743,0.860343539955,2.44660194175,2.93950709485,3.71919342793,20.9887976102
Shawne Williams,20,IND,NBA,2006-07,46,3,556,75,160,56,108,19,52,11,20,33,50,83,22,6,8,24,69,180,0.46875,0.518518519,0.365384615,0.55,0.528125,5.60479041916,13.4730538922,3.88023952096,7.94011976048,1.7245508982,5.53293413174,4.09580838323,5.20958083832,0.0,0.0,7.97604790419,2.40718562874,1.79640718563,1.76047904192,0.0,0.0,17.0299401198
Shayne Whittington,23,IND,NBA,2014-15,20,0,108,19,42,18,36,1,6,18,23,10,19,29,6,5,2,5,18,57,0.452380952,0.5,0.166666667,0.782608696,0.464285714,5.81818181818,11.2867132867,5.70629370629,10.6153846154,0.111888111888,0.671328671329,3.9020979021,5.13286713287,3.18881118881,7.11888111888,10.3076923077,1.13286713287,0.853146853147,1.81818181818,2.0979020979,3.32867132867,15.6503496503
Shelden Williams,23,ATL,NBA,2006-07,81,31,1514,166,365,164,361,2,4,110,144,131,304,435,44,52,39,96,199,444,0.454794521,0.454293629,0.5,0.763888889,0.457534247,6.33666410453,11.0868562644,6.29976940815,10.9761721752,0.0368946963874,0.110684089162,5.07302075327,7.3051498847,0.0,0.0,11.6402767102,1.09761721752,1.48501152959,3.89239046887,0.0,0.0,17.7832436587
Sheldon McClellan,24,WAS,NBA,2016-17,30,3,287,30,75,23,45,7,30,23,27,4,30,34,15,8,2,5,17,90,0.4,0.511111111,0.233333333,0.851851852,0.446666667,5.38683030446,11.8272362521,3.87443946188,7.38352607977,1.51239084258,4.44371017229,4.39273070569,5.36983714893,1.07056879868,3.46660372905,4.53717252773,1.52938399811,1.13004484305,0.18692471088,1.52938399811,1.55487373141,16.6787821572
Shelvin Mack,21,WAS,NBA,2011-12,64,0,779,88,220,76,178,12,42,42,59,12,80,92,131,28,2,48,50,230,0.4,0.426966292,0.285714286,0.711864407,0.427272727,5.91471571906,13.7859531773,3.52173913043,7.3143812709,2.39297658863,6.47157190635,3.01003344482,3.98829431438,0.707357859532,3.98829431438,4.69565217391,3.70234113712,1.23411371237,0.120401337793,2.58862876254,2.0618729097,17.2324414716
Sherron Collins,23,CHA,NBA,2010-11,20,0,66,7,25,5,15,2,10,1,1,0,5,5,8,2,0,4,2,17,0.28,0.333333333,0.2,1.0,0.32,5.61078348778,13.1625947767,3.48778433024,7.43049705139,2.12299915754,5.73209772536,3.57877000842,4.18534119629,0.242628475147,2.03201347936,2.27464195451,4.88289806234,1.18281381634,0.0606571187869,2.57792754844,1.81971356361,16.9233361415
Skal Labissiere,20,SAC,NBA,2016-17,33,12,612,117,218,114,210,3,8,52,74,51,111,162,27,16,13,37,64,289,0.536697248,0.542857143,0.375,0.702702703,0.543577982,6.22222222222,12.0634920635,6.22222222222,11.9365079365,0.0,0.126984126984,2.60317460317,3.93650793651,2.22222222222,4.95238095238,7.1746031746,0.698412698413,0.571428571429,3.74603174603,2.09523809524,6.85714285714,15.0476190476
Smush Parker,21,CLE,NBA,2002-03,66,18,1103,136,338,98,220,38,118,98,118,29,90,119,162,48,12,133,106,408,0.402366864,0.445454545,0.322033898,0.830508475,0.458579882,5.62040816327,12.9673469388,3.52653061224,6.57551020408,2.09387755102,6.39183673469,3.67346938776,5.03265306122,0.0,0.0,4.48163265306,4.59183673469,2.35102040816,0.257142857143,0.0,0.0,17.0081632653
Solomon Alabi,22,TOR,NBA,2010-11,12,0,59,3,15,3,15,0,0,0,2,7,7,14,2,2,2,3,5,6,0.2,0.2,0.0,0.0,0.2,5.83902439024,10.9317073171,5.83902439024,10.9317073171,0.0,0.0,4.74146341463,5.97073170732,3.46829268293,5.2243902439,8.69268292683,0.70243902439,0.878048780488,3.29268292683,2.67804878049,3.29268292683,16.4195121951
Solomon Hill,22,IND,NBA,2013-14,28,0,226,17,40,10,17,7,23,6,7,9,32,41,12,5,2,13,19,47,0.425,0.588235294,0.304347826,0.857142857,0.5125,4.35037220844,9.04019851117,3.32307692308,6.29776674938,1.02729528536,2.74243176179,3.04615384615,4.09131513648,2.23325062035,4.67196029777,6.90521091811,2.71563275434,1.13449131514,0.437717121588,2.5905707196,3.02828784119,12.7741935484
Solomon Jones,22,ATL,NBA,2006-07,58,8,666,65,128,65,127,0,1,59,75,49,87,136,11,11,42,25,124,189,0.5078125,0.511811024,0.0,0.786666667,0.5078125,4.23068552775,8.3830250272,4.23068552775,8.34385201306,0.0,0.0391730141458,2.91838955386,4.21109902067,0.0,0.0,9.20565832427,1.19477693145,0.74428726877,2.99673558215,0.0,0.0,11.3797606094
Sonny Weems,22,DEN,NBA,2008-09,12,0,55,8,25,8,22,0,3,3,8,0,4,4,3,1,0,6,8,19,0.32,0.363636364,0.0,0.375,0.32,5.98606595448,12.6576869484,4.43102647469,8.41058987459,1.5550394798,4.24709707385,1.8727357176,2.44124477473,0.0,0.0,5.33395262425,2.70877844868,1.50487691593,0.384579656294,1.60520204366,0.0,15.3999071064
Speedy Claxton,23,PHI,NBA,2001-02,67,18,1528,181,452,177,419,4,33,114,136,46,114,160,198,95,6,95,145,480,0.400442478,0.422434368,0.121212121,0.838235294,0.404867257,6.3287394958,13.6739495798,5.56638655462,11.3626890756,0.762352941176,2.3112605042,4.86453781513,6.44974789916,0.0,0.0,5.10655462185,5.27596638655,2.67428571429,0.302521008403,3.19462184874,2.78319327731,18.2843697479
Spencer Dinwiddie,21,DET,NBA,2014-15,34,1,455,51,169,39,104,12,65,31,34,4,44,48,104,19,6,33,53,145,0.301775148,0.375,0.184615385,0.911764706,0.337278107,4.03088803089,9.59073359073,2.43243243243,5.44864864865,1.59845559846,4.14208494208,5.83783783784,7.0332046332,0.583783783784,3.41930501931,4.00308880309,3.15521235521,1.34826254826,0.403088803089,2.12664092664,2.51583011583,15.4980694981
Spencer Hawes,19,SAC,NBA,2007-08,71,8,931,146,318,142,297,4,21,38,58,68,162,230,44,14,40,56,128,334,0.459119497,0.478114478,0.19047619,0.655172414,0.465408805,7.75446428571,14.5848214286,7.71428571429,14.4642857143,0.0401785714286,0.120535714286,2.97321428571,3.9375,0.0,0.0,7.91517857143,2.41071428571,0.642857142857,2.16964285714,0.0,0.0,18.5223214286
Stanley Johnson,19,DET,NBA,2015-16,73,6,1687,225,600,162,395,63,205,80,102,58,248,306,118,55,12,114,178,593,0.375,0.410126582,0.307317073,0.784313725,0.4275,5.79463459759,12.9879740981,4.36262719704,9.12488436633,1.43200740056,3.86308973173,4.39592969473,5.92784458834,2.49768732655,5.72802960222,8.22571692877,2.0980573543,1.89824236818,0.49953746531,2.73080481036,3.33024976873,17.4172062905
Stephane Lasme,25,TOT,NBA,2007-08,16,4,303,32,71,32,71,0,0,19,32,26,27,53,3,13,22,15,35,83,0.450704225,0.450704225,0.0,0.59375,0.450704225,4.7563788885,7.99021321216,4.7563788885,7.99021321216,0.0,0.0,3.2086682978,5.15903530234,0.0,0.0,9.53792380287,1.29605033205,1.10730513806,5.02062216008,0.0,0.0,12.7214260748
Stephen Curry,21,GSW,NBA,2009-10,80,77,2896,528,1143,362,763,166,380,177,200,48,308,356,472,152,19,243,252,1399,0.461942257,0.474442988,0.436842105,0.885,0.53455818,9.25775022143,19.8334809566,4.8573959256,9.16209034544,4.40035429584,10.6713906112,5.09123117803,5.81399468556,0.0,0.0,5.02745792737,4.12400354296,2.34898139947,0.2976085031,2.32772364925,0.0,28.0070859167
