Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,eFG%,TS%,3PAr,FTr
Klay Thompson,65,2275,440,1036,266,581,174,455,288,351,62,275,337,197,100,54,219,174,1342,1250,6.2,3.3,9.4,23.45696703,3.377362637,13.74087912,8.703648352,20.02487912,2.592703297,2.685406593,15.45547253,31.86716484,3.275956044,1.541626374,4.865758242,7.736263736,18.21538462,4.676923077,10.21538462,3.059340659,8,5.063736264,6.171428571,1.09010989,4.835164835,5.925274725,3.463736264,1.758241758,0.949450549,3.850549451,3.059340659,23.5956044,0.508687259,56.36571352,0.439189189,0.338803089
Kosta Koufos,37,1003,222,437,200,374,22,63,68,100,0,0,247,19,16,67,55,0,534,0,2.3,2.9,5.3,0,0,0,0,0,0,0,10.2,0,0,0,0,8.853439681,17.42771685,7.976071785,14.91525424,0.877367896,2.512462612,2.711864407,3.988035892,0,0,9.850448654,0.75772682,0.638085743,2.671984048,2.193419741,0,21.29611167,0.533180778,55.50935551,0.14416476,0.228832952
Kris Dunn,95,2997,424,943,351,737,73,206,293,423,106,380,486,552,208,38,315,280,1214,1349,5,5.8,10.8,19.03089756,4.358892226,15.08301635,9.585852519,37.44164164,3.873740407,1.274441108,22.82762763,22.62379046,3.654721388,4.621688355,8.272872873,5.658992326,12.58591925,4.684684685,9.83650317,0.974307641,2.749416083,3.910577244,5.645645646,1.414748081,5.071738405,6.486486486,7.367367367,2.776109443,0.507173841,4.204204204,3.737070404,16.20286954,0.488335101,53.75867933,0.21845175,0.448568399
Kris Humphries,29,990,221,498,204,448,17,50,170,229,0,0,294,20,27,33,0,0,629,0,1.8,1.7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,8.929292929,20.12121212,8.242424242,18.1010101,0.686868687,2.02020202,6.868686869,9.252525253,0,0,11.87878788,0.808080808,1.090909091,1.333333333,0,0,25.41414141,0.460843373,52.52521879,0.100401606,0.459839357
Kris Joseph,106,3267,447,991,342,679,105,312,361,492,154,392,546,191,149,59,190,189,1360,1289,8,5.9,14.1,19.83174166,5.767095194,13.0711356,9.627731864,10.7379247,2.740373431,2.034282216,13.7781757,21.7808693,2.976798286,1.786960514,4.7637588,5.472910927,12.13345577,4.187327824,8.313437404,1.285583104,3.820018365,4.419957147,6.023875115,1.885521886,4.799510254,6.68503214,2.338536884,1.824303642,0.722375268,2.326293235,2.314049587,16.65136211,0.504036327,56.31563256,0.314833502,0.496468214
Kyle Anderson,71,2242,303,670,267,574,36,96,223,303,119,498,617,355,126,58,183,132,865,991,4.6,4.8,9.3,22.6,6.1,25.3,15.9,28,3.2,2.8,18.4,22.2,3.7,6.3,10,5.4058876,11.95361285,4.763603925,10.24085638,0.642283675,1.712756467,3.978590544,5.4058876,2.123104371,8.884924175,11.00802855,6.333630687,2.247992864,1.034790366,3.264942016,2.355040143,15.43264942,0.479104478,53.83906787,0.143283582,0.452238806
Kyle Korver,128,3540,559,1184,188,365,371,819,312,350,0,0,664,294,172,58,231,297,1801,0,15.6,7.1,22.7,0,0,0,0,0,0,0,14.6,0,0,0,0,6.316384181,13.37853107,2.124293785,4.124293785,4.192090395,9.254237288,3.525423729,3.95480226,0,0,7.502824859,3.322033898,1.943502825,0.655367232,2.610169492,3.355932203,20.35028249,0.628800676,67.3019432,0.691722973,0.295608108
Kyle Lowry,57,1524,181,403,168,363,13,40,168,228,0,0,219,171,108,13,0,0,543,0,2.1,4.4,6.5,0,0,0,0,0,0,0,0,0,0,0,0,4.750656168,10.57742782,4.409448819,9.527559055,0.341207349,1.049868766,4.409448819,5.984251969,0,0,5.748031496,4.488188976,2.834645669,0.341207349,0,0,14.2519685,0.465260546,53.94182627,0.099255583,0.565756824
Kyle O'Quinn,98,3024,548,978,511,816,37,162,310,449,301,687,988,110,59,258,227,325,1443,1367,8.6,5.5,14.1,25.57172619,11.57837302,25.14702381,18.49791667,8.174305556,1.08422619,8.607242063,15.98065476,22.66785714,1.408730159,1.997619048,3.406349206,7.248677249,12.93650794,6.759259259,10.79365079,0.489417989,2.142857143,4.100529101,5.939153439,3.981481481,9.087301587,13.06878307,1.455026455,0.78042328,3.412698413,3.002645503,4.298941799,19.08730159,0.579243354,61.37500425,0.165644172,0.459100204
Kyle Singler,77,2722,447,1059,300,653,147,406,291,363,178,355,533,156,75,44,149,184,1332,1272,8.8,5.5,14.3,21.41734019,7.52755327,13.91418075,10.84724467,11.02049963,1.594489346,1.461425422,10.79448935,24.84173402,2.42674504,1.160617193,3.587362234,6.568699486,15.5620867,4.408523145,9.595885378,2.160176341,5.966201323,4.27626745,5.334313005,2.615723733,5.216752388,7.832476121,2.292432035,1.102130786,0.646583395,2.189566495,2.703894195,19.57384276,0.491501416,54.64749902,0.383380548,0.342776204
Kyle Weaver,121,3602,402,866,359,711,43,155,315,440,0,0,570,465,188,93,0,0,1162,0,5.4,10.5,15.9,0,0,0,0,0,0,0,20.3,0,0,0,0,4.464186563,9.616879511,3.98667407,7.895613548,0.477512493,1.721265963,3.498056635,4.886174348,0,0,6.329816768,5.16379789,2.087729039,1.032759578,0,0,12.90394225,0.489030023,54.83201208,0.178983834,0.508083141
Kyle Wiltjer,147,3504,690,1417,442,834,248,583,281,341,173,497,670,190,48,85,186,223,1909,1714,13.3,6,19.3,45.28162439,12.3795215,28.55299957,21.03196823,21.12059643,1.620614345,4.870578019,22.65766562,49.973596,11.22859745,1.494681084,12.70681422,7.876712329,16.17579909,5.0456621,9.520547945,2.831050228,6.655251142,3.207762557,3.892694064,1.974885845,5.673515982,7.648401826,2.168949772,0.547945205,0.970319635,2.123287671,2.5456621,21.79223744,0.57445307,60.91101695,0.411432604,0.240649259
Kyrie Irving,11,303,55,104,37,65,18,39,64,71,6,31,37,47,16,6,27,23,192,189,1.8,0.6,2.4,32.5,2.3,10.6,6.7,29.8,3,1.8,16.4,26.4,10.8,3.5,14.3,7.260726073,13.72937294,4.884488449,8.580858086,2.376237624,5.148514851,8.448844884,9.372937294,0.792079208,4.092409241,4.884488449,6.204620462,2.112211221,0.792079208,3.564356436,3.03630363,25.34653465,0.615384615,70.98491571,0.375,0.682692308
LaMarcus Aldridge,53,1602,276,471,276,471,0,0,161,248,0,0,434,34,67,97,0,0,713,0,4.7,6.5,11.2,0,0,0,0,0,0,0,0,0,0,0,0,6.891385768,11.76029963,6.891385768,11.76029963,0,0,4.019975031,6.192259675,0,0,10.83645443,0.848938826,1.672908864,2.421972534,0,0,17.80274657,0.585987261,61.45280287,0,0.526539278
Lamar Patterson,149,3628,477,1097,306,634,171,463,285,394,173,415,588,427,146,44,244,276,1410,1435,9.4,6.1,15.4,17.84694046,7.343439912,13.49305402,10.27985116,21.80964719,2.480126792,1.45008269,17.36819184,19.59062845,5.24991731,3.391620728,8.630485116,5.259095921,12.09481808,3.373759647,6.990077178,1.885336273,5.104740904,3.142227122,4.34399118,1.90738699,4.575523705,6.482910695,4.707828004,1.609702315,0.485115766,2.690187431,3.042998897,15.54575524,0.512762078,55.49607985,0.422060164,0.359161349
Lance Allred,95,1962,325,675,319,661,6,14,265,369,0,0,572,75,27,15,0,0,921,0,3.9,2.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,6.625891947,13.76146789,6.503567788,13.47604485,0.122324159,0.285423038,5.402650357,7.52293578,0,0,11.66156983,1.529051988,0.550458716,0.305810398,0,0,18.77675841,0.485925926,54.9942677,0.020740741,0.546666667
Lance Stephenson,34,960,162,368,146,295,16,73,79,119,63,119,182,84,31,6,81,66,419,413,1.4,1.3,2.8,17.9,7.3,14,10.6,19.1,1.9,0.7,16,26.2,0,0,0,6.75,15.33333333,6.083333333,12.29166667,0.666666667,3.041666667,3.291666667,4.958333333,2.625,4.958333333,7.583333333,3.5,1.291666667,0.25,3.375,2.75,17.45833333,0.461956522,49.83823389,0.198369565,0.323369565
Lance Thomas,40,1013,68,155,68,155,0,0,55,74,94,100,194,36,24,8,61,121,191,225,0.8,1.9,2.7,9.4,10.4,10.9,10.7,6,1.4,0.8,24.3,12.2,0,0,0,2.685093781,6.120434353,2.685093781,6.120434353,0,0,2.171767029,2.92201382,3.711747285,3.948667325,7.66041461,1.421520237,0.947680158,0.315893386,2.408687068,4.777887463,7.54195459,0.438709677,50.91703988,0,0.477419355
Landry Fields,32,1161,248,506,219,420,29,86,179,257,81,199,280,89,51,25,83,65,704,673,4.2,1.8,6,28.9,7.9,20.6,14.1,19.5,2.6,2.3,11.7,31.5,0,0,0,8.544358312,17.4332472,7.545219638,14.47028424,0.999138674,2.962962963,6.16709733,8.854435831,2.790697674,6.856158484,9.646856158,3.066322136,1.757105943,0.861326443,2.85960379,2.239448751,24.25495263,0.518774704,56.85856432,0.169960474,0.507905138
Langston Galloway,133,4720,657,1501,314,695,343,806,334,407,130,467,597,296,171,66,156,327,1991,1815,14.1,4.7,18.8,20.41091102,3.368898305,11.37815678,7.486165254,13.7734322,2.244067797,1.441758475,8.53625,21.02669492,6.034533898,0.023686441,6.058220339,5.56779661,12.72033898,2.661016949,5.889830508,2.906779661,6.830508475,2.830508475,3.449152542,1.101694915,3.957627119,5.059322034,2.508474576,1.449152542,0.559322034,1.322033898,2.771186441,16.87288136,0.551965356,59.2531308,0.53697535,0.271152565
Larry Drew,93,2786,243,581,170,377,73,204,112,181,26,207,233,558,101,8,244,171,671,846,2.4,2.9,5.4,22.62773817,2.04478289,17.05852236,9.720609203,62.45852236,4.348347375,0.224173688,54.38600129,30.31678549,1.320868438,3.693130266,4.913998704,3.488872936,8.341708543,2.440775305,5.412778177,1.048097631,2.928930366,1.608040201,2.598707825,0.373295047,2.972002872,3.345297918,8.011486001,1.450107681,0.114860014,3.503230438,2.455132807,9.633883704,0.481067126,50.78408816,0.351118761,0.311531842
Larry Nance Jr.,123,3631,510,978,474,861,36,117,330,428,185,622,807,172,141,135,193,284,1386,1343,8.4,8.4,16.9,21.75392454,7.444064996,22.17901405,15.00476453,12.028477,2.57653539,4.239520793,14.84855412,21.94830625,1.208647755,4.7654916,6.003249793,5.618286973,10.77389149,5.22170201,9.484990361,0.396584963,1.288901129,3.635362159,4.714954558,2.038006059,6.852106858,8.890112917,1.894794822,1.553291104,1.487193611,2.126136051,3.128614707,15.26852107,0.539877301,59.41765553,0.119631902,0.437627812
Larry Sanders,35,941,196,367,192,351,4,16,107,167,106,213,319,34,26,90,58,103,503,472,3.2,2.2,5.4,29.5,12.9,24.9,19,7.7,1.6,9.1,11.5,26.7,0,0,0,8.331562168,15.60042508,8.161530287,14.92029756,0.170031881,0.680127524,4.548352816,7.098831031,4.505844846,9.054197662,13.56004251,1.445270988,1.105207226,3.825717322,2.465462274,4.378320935,21.38150903,0.539509537,57.09680349,0.04359673,0.455040872
Lavor Postell,97,2845,394,927,319,696,75,231,247,319,0,0,554,155,96,47,172,230,1110,3.5,4.6,8.2,0,0,0,0,0,0,0,0,13.8,0,0,0,0,5.539543058,13.03339192,4.485061511,9.785588752,1.054481547,3.247803163,3.472759227,4.485061511,0,0,7.789103691,2.179261863,1.34973638,0.660808436,2.41827768,3.233743409,15.60632689,0.465480043,51.99745166,0.249190939,0.34412082
Lavoy Allen,68,2326,325,640,315,600,10,40,124,187,212,446,658,158,42,111,107,153,784,820,5.4,5.6,11,21.80361135,10.85546002,21.96285469,16.51100602,14.27403267,1.144453998,4.985210662,12.8,19.33336199,0.577815993,2.552020636,3.177987962,5.588993981,11.00601892,5.417024936,10.31814273,0.171969046,0.687876182,2.132416165,3.215821152,3.645743766,7.669819433,11.3155632,2.71711092,0.722269991,1.908856406,1.840068788,2.631126397,13.48237317,0.515625,54.27258127,0.0625,0.2921875
Lawrence Roberts,118,3701,653,1426,592,1224,61,202,575,872,0,0,1172,177,189,112,0,0,1942,0,6.5,10.8,17.2,0,0,0,0,0,0,0,0,0,0,0,0,7.057552013,15.4120508,6.398270738,13.22885707,0.659281275,2.183193731,6.214536612,9.42447987,0,0,12.6668468,1.912996487,2.042691165,1.210483653,0,0,20.98892191,0.479312763,53.65589496,0.141654979,0.611500701
