Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
T. Jones,FLO,23.0,15,0,217,27,63,0.429,2,13,0.154,25,50,0.5,0.444,37,43,0.86,6,13,19,16,10,1,15,24,93,2006
M. Karcher,FAY,27.0,10,1,238,38,102,0.373,13,26,0.5,25,76,0.329,0.436,12,18,0.667,14,25,39,18,7,0,23,23,101,2006
B. King,TUL,24.0,34,22,1062,166,346,0.48,18,70,0.257,148,276,0.536,0.506,102,126,0.81,44,87,131,154,29,6,94,131,452,2006
M. King,FAY,27.0,21,17,606,105,222,0.473,22,54,0.407,83,168,0.494,0.523,70,80,0.875,24,59,83,40,22,6,50,62,302,2006
T. Kitchings,TUL,26.0,16,7,346,60,110,0.545,0,0,0.0,60,110,0.545,0.545,21,42,0.5,24,71,95,24,7,15,34,40,141,2006
K. Langford,FTW,22.0,46,8,1110,194,397,0.489,10,25,0.4,184,372,0.495,0.501,129,195,0.662,44,96,140,110,40,14,78,99,527,2006
J. Lang,ARK,22.0,32,10,530,101,177,0.571,0,2,0.0,101,175,0.577,0.571,64,103,0.621,59,101,160,14,11,26,65,108,266,2006
G. Leach,FLO,24.0,47,18,990,164,300,0.547,0,0,0.0,164,300,0.547,0.547,64,99,0.646,79,170,249,35,22,65,63,163,392,2006
J. Lucas,TUL,23.0,35,35,1226,232,456,0.509,61,141,0.433,171,315,0.543,0.576,65,81,0.802,30,82,112,135,55,2,48,77,590,2006
K. Lyde,FAY,25.0,13,8,295,39,78,0.5,0,0,0.0,39,78,0.5,0.5,30,49,0.612,13,51,64,18,2,17,22,55,108,2006
J. Marlow,ARK,24.0,1,0,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,2006
R. Marshall,FTW,23.0,21,17,637,116,251,0.462,10,26,0.385,106,225,0.471,0.482,123,166,0.741,29,60,89,29,29,22,41,48,365,2006
B. Mason,ABQ,24.0,24,4,412,52,154,0.338,18,61,0.295,34,93,0.366,0.396,25,33,0.758,15,24,39,20,13,2,17,41,147,2006
B. Matthews,TOT,24.0,45,19,1221,135,320,0.422,13,46,0.283,122,274,0.445,0.442,210,292,0.719,107,124,231,77,75,11,104,185,493,2006
B. Matthews,ROA,24.0,33,14,893,86,204,0.422,5,22,0.227,81,182,0.445,0.434,157,217,0.724,77,81,158,53,58,10,74,129,334,2006
B. Matthews,ABQ,24.0,12,5,328,49,116,0.422,8,24,0.333,41,92,0.446,0.457,53,75,0.707,30,43,73,24,17,1,30,56,159,2006
J. McNeil,FLO,25.0,2,0,13,4,4,1.0,0,0,0.0,4,4,1.0,1.0,0,0,0.0,1,0,1,1,1,0,0,5,8,2006
R. Melzer,ABQ,26.0,14,0,340,47,119,0.395,16,32,0.5,31,87,0.356,0.462,25,37,0.676,19,27,46,20,8,3,14,40,135,2006
S. Merritt,AUS,24.0,43,41,1228,187,379,0.493,1,4,0.25,186,375,0.496,0.495,83,115,0.722,88,160,248,32,17,41,58,126,458,2006
A. Miles,FTW,22.0,27,20,755,105,231,0.455,4,11,0.364,101,220,0.459,0.463,59,75,0.787,17,62,79,178,30,1,59,68,273,2006
C. Miles,ABQ,18.0,11,9,309,45,108,0.417,11,33,0.333,34,75,0.453,0.468,39,56,0.696,10,28,38,18,11,4,23,34,140,2006
D. Miller,FAY,23.0,45,18,889,87,206,0.422,1,6,0.167,86,200,0.43,0.425,83,118,0.703,47,81,128,118,29,4,81,119,258,2006
S. Monia,FTW,22.0,8,0,180,25,60,0.417,4,14,0.286,21,46,0.457,0.45,13,16,0.813,8,19,27,13,5,5,10,32,67,2006
J. Moon,FTW,25.0,3,1,52,3,13,0.231,0,2,0.0,3,11,0.273,0.231,4,4,1.0,1,6,7,2,6,1,1,5,10,2006
J. Moore,FLO,23.0,37,1,417,59,139,0.424,0,4,0.0,59,135,0.437,0.424,40,59,0.678,30,38,68,22,12,9,24,37,158,2006
M. Moore,ROA,29.0,47,4,682,61,176,0.347,5,28,0.179,56,148,0.378,0.361,58,93,0.624,20,54,74,69,19,3,60,50,185,2006
A. Nichols,FLO,23.0,47,32,1327,200,447,0.447,15,41,0.366,185,406,0.456,0.464,116,134,0.866,36,104,140,80,32,7,51,100,531,2006
R. Orr,ABQ,23.0,15,4,237,36,76,0.474,0,2,0.0,36,74,0.486,0.474,7,8,0.875,8,32,40,8,3,8,13,12,79,2006
K. Owens,ROA,25.0,44,9,689,87,189,0.46,0,0,0.0,87,189,0.46,0.46,59,121,0.488,68,137,205,22,17,27,48,146,233,2006
P. Podkolzin,FTW,21.0,11,9,207,28,55,0.509,0,0,0.0,28,55,0.509,0.509,17,26,0.654,28,36,64,6,4,8,17,41,73,2006
J. Powell,FTW,23.0,3,2,89,22,31,0.71,0,0,0.0,22,31,0.71,0.71,9,11,0.818,10,11,21,1,2,2,6,7,53,2006
P. Ramos,ROA,20.0,43,40,1322,266,452,0.588,0,1,0.0,266,451,0.59,0.588,109,182,0.599,93,240,333,42,15,78,142,169,641,2006
R. Randle,FAY,24.0,33,8,668,96,188,0.511,0,2,0.0,96,186,0.516,0.511,60,84,0.714,81,69,150,22,20,11,27,86,252,2006
R. Rawlings,FLO,27.0,10,0,194,28,67,0.418,9,25,0.36,19,42,0.452,0.485,12,17,0.706,3,14,17,10,7,6,10,21,77,2006
K. Reid,ARK,30.0,48,43,1765,222,503,0.441,10,46,0.217,212,457,0.464,0.451,172,213,0.808,41,101,142,391,76,1,130,116,626,2006
G. Richardson,ARK,,10,0,59,2,14,0.143,1,3,0.333,1,11,0.091,0.179,0,0,0.0,1,6,7,9,4,0,2,8,5,2006
N. Richardson,FAY,26.0,22,5,516,81,203,0.399,27,60,0.45,54,143,0.378,0.466,63,87,0.724,14,55,69,28,9,4,33,42,252,2006
R. Rickert,FAY,22.0,26,17,639,101,215,0.47,0,3,0.0,101,212,0.476,0.47,40,65,0.615,63,118,181,33,15,6,37,64,242,2006
R. Riley,FAY,24.0,29,13,713,80,166,0.482,0,2,0.0,80,164,0.488,0.482,113,157,0.72,69,108,177,15,10,16,57,114,273,2006
A. Roberson,ARK,22.0,10,0,271,64,141,0.454,22,50,0.44,42,91,0.462,0.532,29,35,0.829,8,22,30,15,12,4,14,23,179,2006
L. Roberts,ARK,23.0,10,6,369,80,154,0.519,0,1,0.0,80,153,0.523,0.519,38,58,0.655,36,66,102,8,15,10,20,27,198,2006
B. Robinson,FTW,24.0,18,7,372,51,103,0.495,0,2,0.0,51,101,0.505,0.495,29,41,0.707,29,53,82,16,32,17,25,55,131,2006
B. Robinson,ABQ,24.0,22,17,532,76,157,0.484,0,4,0.0,76,153,0.497,0.484,49,64,0.766,49,43,92,33,25,12,29,45,201,2006
B. Robinson,TOT,24.0,40,24,904,127,260,0.488,0,6,0.0,127,254,0.5,0.488,78,105,0.743,78,96,174,49,57,29,54,100,332,2006
E. Rowland,FLO,25.0,44,7,756,100,211,0.474,3,12,0.25,97,199,0.487,0.481,41,67,0.612,14,95,109,131,42,8,52,66,244,2006
T. Sally,ROA,24.0,47,0,510,59,121,0.488,0,3,0.0,59,118,0.5,0.488,51,68,0.75,36,38,74,16,10,9,28,60,169,2006
C. Sanders,FLO,26.0,6,0,133,8,22,0.364,0,0,0.0,8,22,0.364,0.364,3,6,0.5,11,22,33,5,4,4,8,18,19,2006
M. Sanders,FAY,25.0,19,15,601,111,238,0.466,3,23,0.13,108,215,0.502,0.473,49,65,0.754,34,41,75,41,26,5,33,70,274,2006
A. Scales,AUS,27.0,23,6,583,72,177,0.407,26,73,0.356,46,104,0.442,0.48,53,65,0.815,6,46,52,42,24,8,41,52,223,2006
