Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
C. Ayer,REN,,46,25,775,109,225,0.484,0,3,0.0,109,222,0.491,0.484,98,131,0.748,65,117,182,15,16,35,56,155,316,2012
K. Azubuike,TEX,28.0,7,0,89,17,38,0.447,4,6,0.667,13,32,0.406,0.5,7,11,0.636,10,14,24,5,2,0,8,11,45,2012
L. Babbitt,IDA,22.0,3,3,106,24,53,0.453,9,19,0.474,15,34,0.441,0.538,6,8,0.75,9,18,27,9,3,1,6,6,63,2012
D. Bailey,IDA,,36,31,997,119,277,0.43,24,71,0.338,95,206,0.461,0.473,72,92,0.783,22,71,93,208,36,1,83,89,334,2012
T. Baines,ERI,,30,19,895,191,384,0.497,0,3,0.0,191,381,0.501,0.497,82,120,0.683,77,104,181,39,17,16,50,65,464,2012
M. Baker,DAK,32.0,50,50,1773,215,492,0.437,42,109,0.385,173,383,0.452,0.48,147,165,0.891,46,232,278,289,81,7,125,163,619,2012
J. Banks,FOR,,6,0,84,10,19,0.526,0,0,0.0,10,19,0.526,0.526,0,0,0.0,6,0,6,3,0,2,4,8,20,2012
M. Banks,IDA,30.0,19,4,492,102,197,0.518,24,52,0.462,78,145,0.538,0.579,112,132,0.848,2,31,33,95,23,2,61,61,340,2012
B. Barkdoll,TUL,,29,3,212,15,33,0.455,0,0,0.0,15,33,0.455,0.455,5,7,0.714,14,30,44,5,4,3,6,37,35,2012
T. Baudinet,TOT,,37,10,664,100,220,0.455,40,106,0.377,60,114,0.526,0.545,26,32,0.813,9,63,72,42,18,2,32,48,266,2012
T. Baudinet,IOW,,19,7,365,54,114,0.474,19,48,0.396,35,66,0.53,0.557,17,22,0.773,2,41,43,20,6,1,20,29,144,2012
T. Baudinet,FOR,,18,3,299,46,106,0.434,21,58,0.362,25,48,0.521,0.533,9,10,0.9,7,22,29,22,12,1,12,19,122,2012
D. Bell,AUS,,1,0,4,0,3,0.0,0,0,0.0,0,3,0.0,0.0,0,0,0.0,1,1,2,0,1,0,0,0,0,2012
K. Benson,SFL,23.0,20,19,613,122,243,0.502,0,1,0.0,122,242,0.504,0.502,60,88,0.682,56,100,156,10,16,30,53,76,304,2012
T. Biggs,CAN,,38,23,992,204,445,0.458,9,39,0.231,195,406,0.48,0.469,72,96,0.75,70,122,192,32,13,25,78,106,489,2012
J. Blake,CAN,,11,7,227,30,61,0.492,4,9,0.444,26,52,0.5,0.525,14,25,0.56,17,26,43,4,4,7,8,24,78,2012
M. Blakely,SFL,,21,18,697,135,253,0.534,2,10,0.2,133,243,0.547,0.538,67,115,0.583,60,86,146,69,46,24,76,71,339,2012
M. Blakely,IOW,,14,9,392,69,138,0.5,1,3,0.333,68,135,0.504,0.504,49,90,0.544,31,48,79,27,18,21,40,51,188,2012
M. Blakely,TOT,,35,27,1089,204,391,0.522,3,13,0.231,201,378,0.532,0.526,116,205,0.566,91,134,225,96,64,45,116,122,527,2012
W. Blalock,REN,28.0,35,13,934,84,192,0.438,11,42,0.262,73,150,0.487,0.466,56,82,0.683,37,84,121,163,40,6,59,70,235,2012
E. Bledsoe,BAK,22.0,2,0,43,9,18,0.5,1,2,0.5,8,16,0.5,0.528,6,10,0.6,0,3,3,17,1,0,6,5,25,2012
T. Bobbitt,IDA,32.0,46,32,1397,221,477,0.463,99,273,0.363,122,204,0.598,0.567,72,88,0.818,11,122,133,81,83,12,58,147,613,2012
L. Bonner,AUS,,10,0,75,8,25,0.32,3,12,0.25,5,13,0.385,0.38,0,0,0.0,6,16,22,2,3,2,3,13,19,2012
C. Bozeman,TOT,28.0,22,14,710,95,220,0.432,19,59,0.322,76,161,0.472,0.475,55,76,0.724,21,93,114,103,18,4,48,61,264,2012
C. Bozeman,REN,28.0,15,11,499,66,164,0.402,14,45,0.311,52,119,0.437,0.445,37,56,0.661,14,60,74,82,12,4,32,45,183,2012
C. Bozeman,MAI,28.0,7,3,211,29,56,0.518,5,14,0.357,24,42,0.571,0.563,18,20,0.9,7,33,40,21,6,0,16,16,81,2012
S. Bozeman,AUS,,12,1,247,28,66,0.424,6,13,0.462,22,53,0.415,0.47,34,48,0.708,4,19,23,36,11,0,22,22,96,2012
C. Brackins,MAI,24.0,7,7,238,52,105,0.495,10,33,0.303,42,72,0.583,0.543,18,24,0.75,9,56,65,19,5,11,12,14,132,2012
J. Brady,TOT,,29,5,566,80,164,0.488,21,59,0.356,59,105,0.562,0.552,30,41,0.732,28,76,104,33,15,9,22,62,211,2012
J. Brady,LOS,,14,5,304,39,82,0.476,11,29,0.379,28,53,0.528,0.543,12,19,0.632,12,36,48,21,12,5,12,29,101,2012
J. Brady,IDA,,15,0,262,41,82,0.5,10,30,0.333,31,52,0.596,0.561,18,22,0.818,16,40,56,12,3,4,10,33,110,2012
S. Braimoh,RIO,,15,2,248,45,86,0.523,8,26,0.308,37,60,0.617,0.57,24,31,0.774,26,35,61,8,13,6,18,40,122,2012
T. Brazelton,ERI,,20,9,583,72,187,0.385,13,44,0.295,59,143,0.413,0.42,26,37,0.703,9,37,46,105,25,0,52,64,183,2012
D. Brown,ERI,33.0,4,0,74,8,21,0.381,4,12,0.333,4,9,0.444,0.476,5,6,0.833,0,8,8,4,1,0,5,6,25,2012
G. Brown,FOR,,19,7,499,77,180,0.428,16,53,0.302,61,127,0.48,0.472,61,87,0.701,26,50,76,23,19,4,28,39,231,2012
J. Brown,SPR,,39,17,790,97,208,0.466,0,0,0.0,97,208,0.466,0.466,26,42,0.619,94,126,220,22,13,17,37,112,220,2012
J. Brownlee,MAI,,50,17,1173,163,365,0.447,32,108,0.296,131,257,0.51,0.49,43,54,0.796,57,188,245,71,44,26,55,110,401,2012
M. Brown,RIO,,41,12,975,149,311,0.479,47,136,0.346,102,175,0.583,0.555,74,107,0.692,58,134,192,51,26,23,63,99,419,2012
B. Butch,BAK,,17,17,464,82,191,0.429,33,89,0.371,49,102,0.48,0.516,63,83,0.759,42,124,166,24,9,12,25,37,260,2012
D. Butler,AUS,,37,29,1098,146,339,0.431,42,111,0.378,104,228,0.456,0.493,75,91,0.824,54,118,172,73,34,11,35,70,409,2012
D. Buycks,TUL,22.0,28,2,751,165,332,0.497,26,74,0.351,139,258,0.539,0.536,68,88,0.773,23,53,76,74,35,1,59,41,424,2012
D. Byars,BAK,27.0,25,22,802,127,295,0.431,49,145,0.338,78,150,0.52,0.514,77,94,0.819,29,100,129,51,26,5,50,49,380,2012
D. Calegari,TOT,,44,9,693,93,218,0.427,36,104,0.346,57,114,0.5,0.509,25,41,0.61,47,108,155,21,22,22,30,94,247,2012
D. Calegari,MAI,,33,9,567,77,179,0.43,25,78,0.321,52,101,0.515,0.5,24,39,0.615,43,87,130,17,20,19,24,77,203,2012
D. Calegari,ERI,,11,0,126,16,39,0.41,11,26,0.423,5,13,0.385,0.551,1,2,0.5,4,21,25,4,2,3,6,17,44,2012
T. Campbell,CAN,,50,36,1547,204,488,0.418,73,176,0.415,131,312,0.42,0.493,151,180,0.839,29,124,153,259,45,6,98,140,632,2012
D. Caracter,TOT,23.0,13,6,262,71,119,0.597,2,2,1.0,69,117,0.59,0.605,14,26,0.538,27,57,84,14,4,9,29,34,158,2012
D. Caracter,RIO,23.0,5,2,82,24,44,0.545,1,1,1.0,23,43,0.535,0.557,7,11,0.636,10,17,27,4,0,1,11,16,56,2012
D. Caracter,LOS,23.0,4,1,94,29,43,0.674,0,0,0.0,29,43,0.674,0.674,4,8,0.5,11,19,30,5,2,4,7,14,62,2012
D. Caracter,IDA,23.0,4,3,86,18,32,0.563,1,1,1.0,17,31,0.548,0.578,3,7,0.429,6,21,27,5,2,4,11,4,40,2012
P. Carter,IDA,,34,21,799,126,264,0.477,26,66,0.394,100,198,0.505,0.527,90,114,0.789,52,132,184,52,34,16,63,111,368,2012
R. Carter,IOW,,6,0,85,12,31,0.387,1,7,0.143,11,24,0.458,0.403,7,9,0.778,6,13,19,6,4,1,9,16,32,2012
M. Charlo,REN,28.0,34,23,1132,112,244,0.459,9,22,0.409,103,222,0.464,0.477,107,141,0.759,82,183,265,100,41,31,71,108,340,2012
K. Clark,AUS,,1,0,3,1,1,1.0,0,0,0.0,1,1,1.0,1.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2012
R. Clayton,REN,,4,0,41,1,5,0.2,0,1,0.0,1,4,0.25,0.2,4,6,0.667,0,3,3,1,1,0,2,5,6,2012
K. Coble,FOR,,5,0,35,2,7,0.286,0,1,0.0,2,6,0.333,0.286,3,5,0.6,3,5,8,1,1,0,1,6,7,2012
T. Cohn,SPR,,13,1,222,34,69,0.493,7,17,0.412,27,52,0.519,0.543,10,13,0.769,10,17,27,10,9,0,22,14,85,2012
A. Coleman,LOS,29.0,6,1,36,3,5,0.6,0,0,0.0,3,5,0.6,0.6,0,0,0.0,1,3,4,0,0,3,6,6,6,2012
D. Coleman,SFL,,49,44,1685,189,443,0.427,40,116,0.345,149,327,0.456,0.472,40,62,0.645,52,208,260,238,108,32,78,127,458,2012
S. Coleman,RIO,24.0,13,4,219,38,77,0.494,18,45,0.4,20,32,0.625,0.61,13,24,0.542,14,36,50,6,6,14,8,34,107,2012
M. Collins,LOS,27.0,28,12,791,112,243,0.461,4,20,0.2,108,223,0.484,0.469,53,89,0.596,31,69,100,129,28,10,51,49,281,2012
B. Colon,TUL,,11,0,181,12,28,0.429,0,0,0.0,12,28,0.429,0.429,6,13,0.462,17,27,44,5,8,4,12,29,30,2012
W. Conroy,RIO,29.0,23,12,737,92,247,0.372,22,79,0.278,70,168,0.417,0.417,84,117,0.718,16,78,94,207,29,0,78,60,290,2012
V. Cooksey,RIO,,6,0,89,17,40,0.425,2,10,0.2,15,30,0.5,0.45,18,22,0.818,0,10,10,13,5,0,11,8,54,2012
V. Cooksey,TOT,,38,25,908,102,261,0.391,14,53,0.264,88,208,0.423,0.418,117,162,0.722,23,76,99,184,42,1,100,82,335,2012
V. Cooksey,TEX,,32,25,819,85,221,0.385,12,43,0.279,73,178,0.41,0.412,99,140,0.707,23,66,89,171,37,1,89,74,281,2012
D. Cooper,MAI,,10,4,232,11,42,0.262,2,12,0.167,9,30,0.3,0.286,7,9,0.778,1,22,23,39,3,0,13,13,31,2012
B. Costner,LOS,,32,27,1037,202,453,0.446,82,206,0.398,120,247,0.486,0.536,165,217,0.76,29,134,163,66,16,16,78,97,651,2012
N. Covington,TOT,26.0,23,6,435,59,132,0.447,20,53,0.377,39,79,0.494,0.523,27,33,0.818,2,43,45,59,16,1,38,36,165,2012
N. Covington,SFL,26.0,10,2,148,20,49,0.408,7,23,0.304,13,26,0.5,0.48,8,10,0.8,0,12,12,18,6,0,12,13,55,2012
N. Covington,IOW,26.0,13,4,287,39,83,0.47,13,30,0.433,26,53,0.491,0.548,19,23,0.826,2,31,33,41,10,1,26,23,110,2012
W. Creekmore,TUL,,9,0,61,3,14,0.214,0,0,0.0,3,14,0.214,0.214,1,2,0.5,4,10,14,1,3,4,4,15,7,2012
L. Cunningham,LOS,,5,0,27,1,6,0.167,0,4,0.0,1,2,0.5,0.167,1,2,0.5,1,4,5,2,1,0,5,5,3,2012
R. Cunningham,DAK,,2,0,4,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,2012
J. Curry,SPR,26.0,40,40,1506,236,591,0.399,83,201,0.413,153,390,0.392,0.47,136,164,0.829,36,136,172,250,76,10,112,115,691,2012
A. Daniels,TEX,36.0,24,19,807,88,213,0.413,6,35,0.171,82,178,0.461,0.427,121,147,0.823,9,72,81,208,32,6,67,34,303,2012
C. Daniels,ERI,,14,14,440,85,156,0.545,15,33,0.455,70,123,0.569,0.593,50,71,0.704,34,86,120,33,6,30,49,55,235,2012
K. Dartez,IDA,31.0,1,1,13,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,0,0.0,0,1,1,0,1,0,2,3,0,2012
C. Davis,TOT,,33,2,577,86,173,0.497,20,55,0.364,66,118,0.559,0.555,34,50,0.68,17,51,68,48,20,1,31,42,226,2012
C. Davis,REN,,15,2,268,35,75,0.467,7,18,0.389,28,57,0.491,0.513,15,21,0.714,7,21,28,21,12,0,17,26,92,2012
C. Davis,IDA,,18,0,309,51,98,0.52,13,37,0.351,38,61,0.623,0.587,19,29,0.655,10,30,40,27,8,1,14,16,134,2012
J. Davis,AUS,31.0,9,0,150,22,54,0.407,6,19,0.316,16,35,0.457,0.463,14,21,0.667,10,29,39,8,2,1,11,23,64,2012
M. Davis,TEX,,7,1,84,7,11,0.636,0,0,0.0,7,11,0.636,0.636,5,8,0.625,8,11,19,2,0,4,10,32,19,2012
R. Davis,MAI,32.0,11,7,277,37,94,0.394,7,25,0.28,30,69,0.435,0.431,13,19,0.684,3,33,36,35,9,7,27,23,94,2012
E. Dawson,AUS,27.0,29,27,842,205,368,0.557,2,4,0.5,203,364,0.558,0.56,86,110,0.782,92,214,306,68,36,47,64,93,498,2012
G. Daye,FOR,,4,0,58,7,23,0.304,3,9,0.333,4,14,0.286,0.37,14,18,0.778,4,7,11,10,2,0,7,6,31,2012
J. Dentmon,AUS,26.0,40,40,1490,300,641,0.468,93,217,0.429,207,424,0.488,0.541,221,255,0.867,29,120,149,219,62,2,155,111,914,2012
E. Devendorf,TOT,,39,0,675,146,277,0.527,30,67,0.448,116,210,0.552,0.581,80,109,0.734,12,49,61,42,25,5,41,76,402,2012
E. Devendorf,REN,,26,0,424,109,196,0.556,23,49,0.469,86,147,0.585,0.615,45,62,0.726,9,31,40,30,16,2,31,49,286,2012
E. Devendorf,IDA,,13,0,251,37,81,0.457,7,18,0.389,30,63,0.476,0.5,35,47,0.745,3,18,21,12,9,3,10,27,116,2012
M. Dove,DAK,,43,25,1228,234,381,0.614,1,3,0.333,233,378,0.616,0.615,140,194,0.722,99,186,285,49,68,65,73,150,609,2012
D. Downey,FOR,,8,1,181,36,75,0.48,5,12,0.417,31,63,0.492,0.513,9,11,0.818,2,10,12,31,12,1,15,11,86,2012
A. Drevo,IOW,,50,37,1372,218,461,0.473,49,140,0.35,169,321,0.526,0.526,86,99,0.869,97,218,315,103,40,38,97,148,571,2012
R. Dyer,TEX,,49,35,1262,175,387,0.452,13,50,0.26,162,337,0.481,0.469,56,88,0.636,149,219,368,24,48,36,55,129,419,2012
J. Dyson,TUL,24.0,44,44,1497,254,613,0.414,55,193,0.285,199,420,0.474,0.459,220,292,0.753,47,109,156,172,73,10,154,143,783,2012
D. Ebanks,LOS,22.0,3,0,96,21,38,0.553,3,6,0.5,18,32,0.563,0.592,10,13,0.769,7,11,18,4,6,0,9,2,55,2012
S. Edwards,CAN,,5,1,35,4,11,0.364,0,1,0.0,4,10,0.4,0.364,1,4,0.25,4,2,6,0,1,2,1,4,9,2012
M. Efevberha,IOW,27.0,37,31,1085,275,578,0.476,30,91,0.33,245,487,0.503,0.502,150,178,0.843,36,132,168,80,35,21,95,92,730,2012
M. Ehambe,IOW,,46,26,1240,217,501,0.433,98,233,0.421,119,268,0.444,0.531,56,67,0.836,16,109,125,44,33,4,53,62,588,2012
O. Eldridge,BAK,,42,20,1072,231,521,0.443,57,190,0.3,174,331,0.526,0.498,116,154,0.753,40,108,148,131,56,12,100,91,635,2012
J. Ellis,IDA,,5,5,122,5,21,0.238,0,0,0.0,5,21,0.238,0.238,6,8,0.75,15,19,34,2,3,5,4,20,16,2012
S. Ely,DAK,,50,14,1165,133,312,0.426,69,167,0.413,64,145,0.441,0.537,77,88,0.875,15,101,116,87,42,8,64,82,412,2012
A. Emmett,REN,29.0,35,32,1286,296,568,0.521,49,117,0.419,247,451,0.548,0.564,167,210,0.795,48,146,194,113,58,7,102,63,808,2012
B. Evans,SFL,,5,2,75,9,24,0.375,0,1,0.0,9,23,0.391,0.375,7,10,0.7,4,5,9,13,3,0,7,2,25,2012
B. Ewing,IOW,,37,17,910,103,245,0.42,7,27,0.259,96,218,0.44,0.435,68,83,0.819,17,107,124,173,19,7,65,72,281,2012
P. Ewing,TOT,27.0,30,15,704,91,221,0.412,17,62,0.274,74,159,0.465,0.45,63,76,0.829,25,105,130,56,32,18,53,95,262,2012
P. Ewing,SFL,27.0,11,3,273,37,96,0.385,8,36,0.222,29,60,0.483,0.427,23,27,0.852,12,34,46,31,12,4,24,33,105,2012
P. Ewing,IOW,27.0,19,12,431,54,125,0.432,9,26,0.346,45,99,0.455,0.468,40,49,0.816,13,71,84,25,20,14,29,62,157,2012
C. Eyenga,CAN,22.0,12,11,313,50,113,0.442,2,14,0.143,48,99,0.485,0.451,18,32,0.563,8,44,52,14,12,11,23,24,120,2012
C. Eyenga,TOT,22.0,18,15,510,81,171,0.474,7,27,0.259,74,144,0.514,0.494,24,44,0.545,15,67,82,26,12,19,31,36,193,2012
C. Eyenga,LOS,22.0,6,4,197,31,58,0.534,5,13,0.385,26,45,0.578,0.578,6,12,0.5,7,23,30,12,0,8,8,12,73,2012
J. Famous,TOT,23.0,16,15,471,89,180,0.494,0,0,0.0,89,180,0.494,0.494,45,63,0.714,60,96,156,11,11,10,39,39,223,2012
J. Famous,IOW,23.0,8,8,236,54,98,0.551,0,0,0.0,54,98,0.551,0.551,26,35,0.743,35,53,88,6,5,3,21,16,134,2012
J. Famous,FOR,23.0,8,7,235,35,82,0.427,0,0,0.0,35,82,0.427,0.427,19,28,0.679,25,43,68,5,6,7,18,23,89,2012
M. Farrakhan,BAK,23.0,39,11,730,114,291,0.392,31,84,0.369,83,207,0.401,0.445,93,136,0.684,15,49,64,131,28,5,78,52,352,2012
N. Fazekas,REN,26.0,6,6,174,48,82,0.585,1,3,0.333,47,79,0.595,0.591,14,20,0.7,15,34,49,8,2,9,9,18,111,2012
E. Fjeld,MAI,,3,0,25,2,6,0.333,0,0,0.0,2,6,0.333,0.333,2,2,1.0,2,3,5,2,0,1,0,4,6,2012
G. Flowers,LOS,,16,1,139,23,57,0.404,4,9,0.444,19,48,0.396,0.439,8,12,0.667,10,15,25,7,6,11,5,20,58,2012
J. Foote,SPR,24.0,39,38,1274,234,425,0.551,0,0,0.0,234,425,0.551,0.551,119,215,0.553,153,196,349,51,20,43,99,111,587,2012
S. Ford,ERI,30.0,6,4,146,22,52,0.423,0,2,0.0,22,50,0.44,0.423,10,15,0.667,16,17,33,7,0,11,13,24,54,2012
C. Fortson,TOT,23.0,31,16,1072,179,380,0.471,42,106,0.396,137,274,0.5,0.526,133,167,0.796,28,112,140,192,66,3,79,74,533,2012
C. Fortson,RIO,23.0,2,2,77,13,35,0.371,4,12,0.333,9,23,0.391,0.429,10,14,0.714,7,7,14,21,4,0,9,5,40,2012
C. Fortson,LOS,23.0,29,14,995,166,345,0.481,38,94,0.404,128,251,0.51,0.536,123,153,0.804,21,105,126,171,62,3,70,69,493,2012
W. Foster,TOT,,24,5,348,43,82,0.524,0,2,0.0,43,80,0.538,0.524,27,60,0.45,59,74,133,10,2,59,31,39,113,2012
W. Foster,SFL,,3,1,12,1,4,0.25,0,0,0.0,1,4,0.25,0.25,0,0,0.0,2,3,5,2,0,2,0,1,2,2012
W. Foster,RIO,,3,0,31,3,8,0.375,0,0,0.0,3,8,0.375,0.375,3,4,0.75,4,4,8,1,0,4,2,3,9,2012
W. Foster,IDA,,18,4,305,39,70,0.557,0,2,0.0,39,68,0.574,0.557,24,56,0.429,53,67,120,7,2,53,29,35,102,2012
T. Franklin,CAN,,35,2,670,98,177,0.554,0,0,0.0,98,177,0.554,0.554,75,110,0.682,48,65,113,36,23,11,53,80,271,2012
C. Gadson,IDA,31.0,9,6,270,47,97,0.485,12,26,0.462,35,71,0.493,0.546,36,43,0.837,8,17,25,46,7,2,19,18,142,2012
D. Gadzuric,TEX,33.0,12,10,308,60,113,0.531,0,0,0.0,60,113,0.531,0.531,24,40,0.6,54,82,136,12,7,12,27,49,144,2012
K. Galloway,IDA,,14,5,270,25,65,0.385,0,5,0.0,25,60,0.417,0.385,10,17,0.588,7,40,47,57,15,10,36,25,60,2012
C. Garcia,FOR,23.0,13,1,304,55,113,0.487,0,0,0.0,55,113,0.487,0.487,44,92,0.478,37,53,90,11,12,7,30,51,154,2012
C. Garcia,TOT,23.0,36,24,1000,184,369,0.499,0,4,0.0,184,365,0.504,0.499,129,246,0.524,89,152,241,30,24,19,108,136,497,2012
C. Garcia,SFL,23.0,23,23,696,129,256,0.504,0,4,0.0,129,252,0.512,0.504,85,154,0.552,52,99,151,19,12,12,78,85,343,2012
O. George,LOS,29.0,49,6,983,155,287,0.54,1,4,0.25,154,283,0.544,0.542,62,87,0.713,115,152,267,42,40,20,43,133,373,2012
T. George,AUS,,2,0,30,1,2,0.5,0,0,0.0,1,2,0.5,0.5,6,10,0.6,1,2,3,0,2,5,4,7,8,2012
M. Gerrity,ERI,,18,4,409,51,108,0.472,0,2,0.0,51,106,0.481,0.472,30,44,0.682,5,40,45,79,16,2,26,39,132,2012
M. Gerrity,TOT,,34,4,620,69,153,0.451,0,5,0.0,69,148,0.466,0.451,37,58,0.638,7,54,61,113,24,2,42,51,175,2012
M. Gerrity,MAI,,16,0,211,18,45,0.4,0,3,0.0,18,42,0.429,0.4,7,14,0.5,2,14,16,34,8,0,16,12,43,2012
K. Gibson,CAN,,44,28,1052,156,387,0.403,59,163,0.362,97,224,0.433,0.479,66,84,0.786,18,140,158,66,26,4,58,72,437,2012
T. Gilder,SFL,27.0,34,31,1259,236,468,0.504,2,4,0.5,234,464,0.504,0.506,180,214,0.841,95,167,262,79,49,42,104,100,654,2012
M. Gladness,DAK,25.0,4,0,83,14,20,0.7,0,0,0.0,14,20,0.7,0.7,3,4,0.75,4,17,21,2,2,7,3,11,31,2012
K. Goldcamp,ERI,,44,25,1310,254,431,0.589,0,3,0.0,254,428,0.593,0.589,108,156,0.692,141,230,371,61,29,43,66,126,616,2012
A. Gonzalez,DAK,,1,0,3,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,2012
A. Goods,FOR,,10,8,294,37,91,0.407,13,30,0.433,24,61,0.393,0.478,24,30,0.8,2,20,22,24,7,1,28,16,111,2012
A. Goods,DAK,,8,8,284,46,114,0.404,18,42,0.429,28,72,0.389,0.482,27,32,0.844,0,22,22,20,7,0,26,12,137,2012
A. Goods,TOT,,18,16,578,83,205,0.405,31,72,0.431,52,133,0.391,0.48,51,62,0.823,2,42,44,44,14,1,54,28,248,2012
A. Goudelock,LOS,23.0,1,1,47,11,24,0.458,2,10,0.2,9,14,0.643,0.5,0,0,0.0,0,4,4,7,2,0,6,3,24,2012
J. Graham,ERI,29.0,9,8,301,72,131,0.55,0,4,0.0,72,127,0.567,0.55,43,49,0.878,9,52,61,28,7,1,25,32,187,2012
J. Graham,BAK,,5,0,89,12,20,0.6,0,0,0.0,12,20,0.6,0.6,2,3,0.667,3,7,10,13,6,1,11,14,26,2012
S. Graham,FOR,29.0,10,9,294,56,104,0.538,7,17,0.412,49,87,0.563,0.572,24,26,0.923,5,30,35,24,6,1,33,36,143,2012
Z. Graham,REN,,43,23,1023,151,329,0.459,43,113,0.381,108,216,0.5,0.524,124,143,0.867,32,107,139,40,18,8,60,69,469,2012
A. Graves,CAN,,27,3,637,87,216,0.403,24,64,0.375,63,152,0.414,0.458,41,54,0.759,13,40,53,46,10,4,40,64,239,2012
J. Graves,ERI,30.0,1,0,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012
D. Green,ERI,29.0,11,11,364,69,145,0.476,5,30,0.167,64,115,0.557,0.493,21,26,0.808,9,46,55,19,17,8,27,36,164,2012
D. Green,TOT,29.0,21,12,586,102,220,0.464,6,36,0.167,96,184,0.522,0.477,36,46,0.783,21,69,90,36,31,11,43,54,246,2012
D. Green,IDA,29.0,10,1,222,33,75,0.44,1,6,0.167,32,69,0.464,0.447,15,20,0.75,12,23,35,17,14,3,16,18,82,2012
G. Green,LOS,26.0,22,13,673,157,327,0.48,60,131,0.458,97,196,0.495,0.572,47,56,0.839,14,87,101,36,25,7,51,49,421,2012
J. Green,LOS,,3,0,12,0,4,0.0,0,2,0.0,0,2,0.0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,2012
J. Green,ERI,,19,0,402,54,134,0.403,16,52,0.308,38,82,0.463,0.463,10,13,0.769,9,38,47,19,16,4,14,39,134,2012
J. Green,TOT,,22,0,414,54,138,0.391,16,54,0.296,38,84,0.452,0.449,10,13,0.769,9,40,49,19,16,4,14,39,134,2012
O. Greene,LOS,29.0,40,36,1197,137,334,0.41,35,128,0.273,102,206,0.495,0.463,57,84,0.679,35,101,136,182,66,17,97,142,366,2012
T. Griffin,DAK,25.0,30,5,550,66,173,0.382,16,49,0.327,50,124,0.403,0.428,38,61,0.623,37,97,134,25,23,9,31,60,186,2012
A. Gurley,BAK,,1,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0.0,2,2,1.0,0,0,0,0,0,1,1,1,2,2012
B. Hamilton,TOT,,42,9,1006,124,272,0.456,3,18,0.167,121,254,0.476,0.461,133,201,0.662,62,119,181,65,56,19,65,121,384,2012
B. Hamilton,SFL,,21,0,479,69,152,0.454,2,11,0.182,67,141,0.475,0.461,66,98,0.673,31,67,98,43,29,11,37,62,206,2012
B. Hamilton,LOS,,21,9,527,55,120,0.458,1,7,0.143,54,113,0.478,0.463,67,103,0.65,31,52,83,22,27,8,28,59,178,2012
J. Hamilton,IDA,21.0,6,2,144,22,50,0.44,6,17,0.353,16,33,0.485,0.5,8,9,0.889,4,28,32,12,4,2,4,9,58,2012
V. Hamilton,IOW,,6,0,94,8,32,0.25,2,5,0.4,6,27,0.222,0.281,0,2,0.0,3,10,13,14,11,1,7,9,18,2012
Z. Hamilton,SPR,36.0,12,1,207,26,63,0.413,0,0,0.0,26,63,0.413,0.413,30,43,0.698,24,36,60,5,4,3,18,35,82,2012
S. Hannah,DAK,26.0,29,27,933,192,427,0.45,92,226,0.407,100,201,0.498,0.557,57,64,0.891,21,89,110,140,62,3,88,95,533,2012
L. Harangody,CAN,24.0,16,16,576,119,245,0.486,26,63,0.413,93,182,0.511,0.539,47,61,0.77,44,157,201,18,6,13,35,50,311,2012
J. Harden,DAK,,13,0,110,8,19,0.421,0,0,0.0,8,19,0.421,0.421,3,5,0.6,14,10,24,4,2,0,3,13,19,2012
A. Harris,BAK,26.0,6,0,139,27,59,0.458,2,6,0.333,25,53,0.472,0.475,12,22,0.545,2,16,18,29,6,0,15,12,68,2012
D. Harrison,REN,29.0,8,8,162,41,55,0.745,0,0,0.0,41,55,0.745,0.745,12,30,0.4,22,17,39,5,3,10,16,33,94,2012
M. Harris,CAN,22.0,17,12,559,119,253,0.47,18,44,0.409,101,209,0.483,0.506,108,126,0.857,16,118,134,56,28,7,51,36,364,2012
P. Harris,MAI,,20,7,507,81,187,0.433,6,26,0.231,75,161,0.466,0.449,61,96,0.635,25,99,124,52,21,11,41,51,229,2012
P. Harris,IOW,,6,0,163,42,76,0.553,0,4,0.0,42,72,0.583,0.553,15,26,0.577,8,23,31,13,7,5,15,14,99,2012
P. Harris,TOT,,26,7,670,123,263,0.468,6,30,0.2,117,233,0.502,0.479,76,122,0.623,33,122,155,65,28,16,56,65,328,2012
R. Harris,FOR,23.0,41,4,751,70,198,0.354,39,125,0.312,31,73,0.425,0.452,42,69,0.609,26,104,130,32,51,16,36,58,221,2012
T. Harris,RIO,24.0,7,3,174,43,76,0.566,12,28,0.429,31,48,0.646,0.645,21,28,0.75,13,29,42,33,15,2,14,30,119,2012
F. Hassell,CAN,,39,6,805,166,303,0.548,0,0,0.0,166,303,0.548,0.548,81,97,0.835,127,143,270,12,30,23,56,114,413,2012
