Player,Season,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,S_R_H,S_R_W,cm_per_kg
Terry Rozier,2015-16,21,73,1959,307,753,223,499,84,254,176,228,71,243,314,175,110,8,101,116,874,853,4.6,4.9,9.5,19.33430322,4.185911179,13.77136294,8.92863706,17.70612557,3.30704441,0.37136294,9.220214395,22.33292496,114.5388974,89.88545176,3.992496172,3.63568147,7.628177642,6.268504339,15.37519142,4.553343543,10.18887187,1.715160796,5.186319551,3.59367024,4.655436447,1.449719245,4.961715161,6.411434405,3.573251659,2.2460439,0.163348647,2.062276672,2.368555385,17.84583971,51.21173768,0.302788845,0.337317397,0.407702523,0.446893788,0.330708661,0.771929825,0.463479416,185,86,2.151162791
Thomas Robinson,2012-13,21,105,1960,395,753,388,739,7,14,229,378,221,542,763,101,63,74,173,217,1026,995,5.2,5.4,10.7,24.6577551,13.53877551,30.23928571,22.10602041,10.91204082,1.890102041,4.296632653,16.60336735,27.93193878,105.575102,85.21173469,2.250204082,3.532142857,5.770306122,8.06122449,15.36734694,7.918367347,15.08163265,0.142857143,0.285714286,4.673469388,7.714285714,4.510204082,11.06122449,15.57142857,2.06122449,1.285714286,1.510204082,3.530612245,4.428571429,20.93877551,55.80211461,0.501992032,0.018592297,0.524568393,0.525033829,0.5,0.605820106,0.529216467,206,107,1.925233645
Tim Frazier,2014-15,24,135,4132,508,1214,434,975,74,239,453,585,115,407,522,641,196,20,355,342,1543,1726,7.8,4.5,12.3,20.38915779,4.400919652,11.92468538,8.044191675,33.13083253,3.195546951,0.722120039,20.20546951,24.37182962,107.3154889,104.6395934,4.337802517,1.841335915,6.179138432,4.917715392,11.75217812,4.201355276,9.438528558,0.716360116,2.313649564,4.385285576,5.663117135,1.113262343,3.939980639,5.053242982,6.205227493,1.897386254,0.193610842,3.436592449,3.310745402,14.93707648,52.43305695,0.481878089,0.196869852,0.4184514,0.445128205,0.309623431,0.774358974,0.44892916,185,77,2.402597403
Tim Hardaway,2013-14,21,107,3560,527,1239,325,650,202,589,276,381,62,378,440,225,76,33,182,212,1532,1416,8,4.3,12.2,18.29842697,2.312078652,13.47792135,7.823932584,13.17477528,1.329775281,1.047078652,11.39247191,25.35876404,108.4170225,101.980618,4.05252809,1.179719101,5.232247191,5.921348315,13.92134831,3.651685393,7.303370787,2.269662921,6.617977528,3.101123596,4.280898876,0.696629213,4.247191011,4.943820225,2.528089888,0.853932584,0.370786517,2.04494382,2.382022472,17.21348315,54.45600864,0.307506053,0.475383374,0.425343019,0.5,0.34295416,0.724409449,0.506860371,198,92,2.152173913
Tobias Harris,2011-12,19,34,993,185,402,162,326,23,76,128,170,67,180,247,44,24,29,62,70,521,476,2.9,1.5,4.4,23.8,7.5,20.6,14,10.4,1.4,3.4,11.4,27.2,112.7,98.8,3.3,2.3,5.5,7.452165156,16.19335347,6.525679758,13.13192346,0.926485398,3.06143001,5.156092649,6.847935549,2.698892246,7.250755287,9.949647533,1.772406848,0.966767372,1.168177241,2.497482377,2.819738167,20.98690836,54.63506711,0.422885572,0.189054726,0.460199005,0.496932515,0.302631579,0.752941176,0.48880597,203,102,1.990196078
Tony Snell,2013-14,22,104,2583,311,738,146,304,165,434,165,201,41,210,251,213,53,36,154,122,952,882,5,3.8,8.9,14.73581107,2.14672861,10.03883082,6.158226868,16.32988773,1.084243128,1.5728223,15.76957027,19.03945025,109.8375532,98.93182346,3.302748742,1.3728223,4.717886179,4.816105304,11.42857143,2.260936895,4.70770422,2.555168409,6.720867209,2.555168409,3.112659698,0.634920635,3.25203252,3.886953155,3.298490128,0.820751065,0.557491289,2.384823848,1.889276036,14.74254743,57.59643773,0.272357724,0.588075881,0.421409214,0.480263158,0.380184332,0.820895522,0.533197832,201,90,2.233333333
Tony Wroten,2012-13,19,35,1062,198,447,189,391,9,56,154,264,80,96,176,130,66,13,132,93,559,579,1.6,1.6,3.2,20.4,8,10.7,9.3,24.5,3.5,1.2,18.7,31.2,98.8,98.7,2.4,2.8,5.2,7.457627119,16.83615819,7.118644068,14.72693032,0.338983051,2.109227872,5.800376648,9.943502825,3.013182674,3.615819209,6.629001883,4.896421846,2.485875706,0.489642185,4.971751412,3.502824859,21.05461394,49.63065559,0.590604027,0.125279642,0.44295302,0.483375959,0.160714286,0.583333333,0.453020134,196,92,2.130434783
Toure' Murry,2013-14,24,105,3039,391,935,307,660,84,275,299,391,125,373,498,344,136,28,246,171,1165,1236,5.9,6,11.9,18.60026324,5.246462652,14.84448832,10.1183613,22.47841395,2.740934518,1.036393551,18.36127015,23.59664363,105.7847647,94.08075025,1.533267522,2.256663376,3.821783481,5.146429747,12.30667983,4.040802896,8.687068115,1.105626851,3.619611714,3.9355051,5.146429747,1.645278052,4.909509707,6.554787759,4.527805199,1.790062521,0.368542284,3.237907206,2.250740375,15.33399144,52.61779159,0.418181818,0.294117647,0.418181818,0.465151515,0.305454545,0.764705882,0.463101604,196,90,2.177777778
Travis Wear,2014-15,24,128,2845,425,843,405,793,20,50,182,228,206,316,522,85,77,94,115,297,1052,986,6,3.8,9.7,31.05970195,15.51344802,21.11057766,18.3588431,7.502256309,2.439895263,6.583590563,14.85160783,30.27262131,180.0446934,152.0654656,4.294797891,2.923796134,7.218594025,5.975395431,11.85237258,5.694200351,11.14938489,0.281195079,0.702987698,2.55887522,3.205623902,2.896309315,4.44288225,7.339191564,1.195079086,1.082601054,1.321616872,1.616871705,4.175746924,14.79086116,55.76050545,0.270462633,0.059311981,0.504151839,0.510718789,0.4,0.798245614,0.516014235,208,104,2
Treveon Graham,2016-17,23,140,3558,618,1431,418,866,200,565,446,645,293,512,805,199,111,29,191,299,1882,1786,11.3,6.5,18,22.57017988,8.60519955,18.06826869,12.94421023,11.61011804,1.90188308,1.07386172,10.08757729,26.46984261,114.296543,95.66652614,4.814783586,0.815092749,5.657841484,6.94772344,16.08768971,4.699269252,9.735806633,2.248454188,6.35188308,5.014052839,7.251264755,3.293985385,5.756042721,9.050028106,2.237211917,1.247892074,0.326025857,2.147273749,3.361439011,21.15795391,54.87520411,0.450733753,0.394828791,0.431865828,0.482678984,0.353982301,0.691472868,0.50174703,198,99,2
Trevor Booker,2010-11,23,32,984,188,361,179,327,9,34,101,171,89,179,268,81,43,45,62,63,486,482,3,2.5,5.5,26.4,10.1,20.4,15.2,17.4,2.5,4.6,12.3,24.6,115.4,89,0,0,0,7.642276423,14.67479675,7.276422764,13.29268293,0.365853659,1.382113821,4.105691057,6.951219512,3.617886179,7.276422764,10.89430894,3.292682927,1.74796748,1.829268293,2.520325203,2.56097561,19.75609756,55.7032826,0.473684211,0.094182825,0.520775623,0.547400612,0.264705882,0.590643275,0.533240997,201,107,1.878504673
Trey Burke,2013-14,21,73,2605,436,969,303,607,133,362,226,291,43,199,242,416,93,33,180,126,1231,1307,9.6,3.1,12.9,24.31953935,2.135508637,10.118119,6.07681382,33.24925144,2.281880998,1.358694818,14.16088292,27.40506718,115.8637236,101.3659501,7.30940499,1.828982726,9.091285988,6.694817658,14.87907869,4.652591171,9.320537428,2.042226488,5.558541267,3.47024952,4.468330134,0.660268714,3.055662188,3.715930902,6.387715931,1.428023033,0.50671785,2.763915547,1.934740883,18.90211132,56.10552031,0.300309598,0.373581011,0.4499484,0.499176277,0.367403315,0.776632302,0.518575851,183,86,2.127906977
Trey Lyles,2015-16,20,36,828,117,240,113,211,4,29,75,102,65,123,188,38,19,16,41,57,313,308,2.1,2.3,4.4,19.8,9.9,16.1,13.3,9.2,1.4,2.1,12.4,20.8,115.9,86.3,3.9,5.1,8.9,5.652173913,11.5942029,5.458937198,10.19323672,0.193236715,1.400966184,3.623188406,4.927536232,3.140096618,5.942028986,9.082125604,1.835748792,0.917874396,0.77294686,1.980676329,2.753623188,15.12077295,54.9354114,0.425,0.120833333,0.4875,0.535545024,0.137931034,0.735294118,0.495833333,208,106,1.962264151
Trey Thompkins,2011-12,21,61,1899,401,832,355,697,46,135,194,266,121,366,487,102,63,86,167,148,1042,937,4.5,3.4,7.7,24.79210111,7.793417588,21.68288573,15.0388099,13.41906266,2.051974724,4.762506582,14.79210111,30.59078462,106.2243286,96.60194839,0.962506582,1.975671406,2.938177988,8.446550816,17.52501316,7.4776198,14.68141127,0.968931016,2.843601896,4.086361243,5.60294892,2.548709847,7.709320695,10.25803054,2.14849921,1.327014218,1.811479726,3.517640864,3.117430226,21.94839389,54.89758071,0.319711538,0.162259615,0.481971154,0.509325681,0.340740741,0.729323308,0.509615385,208,111,1.873873874
Tristan Thompson,2011-12,20,36,1104,172,315,172,315,0,0,127,261,138,144,282,45,34,86,64,100,471,475,2.8,2.7,5.5,12.44167478,7.197663096,7.043427459,7.094839338,4.16436222,0.925413827,3.701655307,6.529308666,11.51626095,57.83836417,45.91080818,2.005063291,3.701655307,5.706718598,6.231884058,11.41304348,6.231884058,11.41304348,0,0,4.601449275,9.456521739,5,5.217391304,10.2173913,1.630434783,1.231884058,3.115942029,2.31884058,3.623188406,17.06521739,54.78782803,0.828571429,0,0.546031746,0.546031746,0,0.486590038,0.546031746,203,102,1.990196078
Troy Williams,2016-17,22,99,2486,412,789,374,672,38,117,253,359,167,415,582,163,97,56,221,194,1115,1095,5.6,3.9,9.4,20.20329847,8.061705551,18.30884956,13.37465809,12.24223652,2.306436042,2.307240547,19.28326629,23.22123894,109.2148029,99.71922768,2.275462591,3.449396621,5.752534191,6.629123089,12.69509252,6.017699115,10.81255028,0.611423974,1.882542237,4.07079646,5.776347546,2.687047466,6.677393403,9.364440869,2.622687047,1.560740145,0.901045857,3.555913113,3.12148029,17.94046661,58.87260286,0.455006337,0.148288973,0.522179975,0.556547619,0.324786325,0.704735376,0.54626109,201,93,2.161290323
Tyler Ennis,2014-15,20,34,1215,148,360,118,275,30,85,114,149,27,88,115,187,71,6,58,69,440,480,3.2,2.2,5.5,21.3,2.6,9,5.7,32.3,3.9,0.7,11.9,21.9,117.4,98.7,5.4,2.3,7.7,4.872427984,11.85185185,3.884773663,9.053497942,0.987654321,2.798353909,3.75308642,4.905349794,0.888888889,2.897119342,3.78600823,6.156378601,2.33744856,0.197530864,1.909465021,2.271604938,14.48559671,51.69658803,0.413888889,0.236111111,0.411111111,0.429090909,0.352941176,0.765100671,0.452777778,188,81,2.320987654
Tyler Johnson,2014-15,22,128,3538,491,1077,372,757,119,320,249,348,183,436,619,303,140,36,176,337,1350,1369,8.2,4.6,12.8,36.13493499,10.05065008,26.97707744,18.00768796,36.81438666,4.223063878,1.864584511,23.50418315,40.67507066,205.8592708,187.3927643,6.645195025,2.302289429,8.947484454,5.551158847,12.17637083,4.205765969,8.558507631,1.345392877,3.6178632,2.815149802,3.93442623,2.068965517,4.929338609,6.998304127,3.425664217,1.58281515,0.40700961,1.98982476,3.810062182,15.26286037,54.87269535,0.323119777,0.297121634,0.455896007,0.491413474,0.371875,0.715517241,0.511142061,193,84,2.297619048
Tyler Ulis,2016-17,21,72,2170,259,607,171,370,88,237,209,247,35,137,172,381,88,6,107,120,815,917,7.5,3.8,11.3,20.52645161,1.943870968,6.77483871,4.518709677,31.41419355,2.421935484,0.259354839,13.55419355,19.25741935,126.5645161,98.07548387,7.199354839,2.097419355,9.356129032,4.774193548,11.18894009,3.152073733,6.820276498,1.622119816,4.368663594,3.852534562,4.552995392,0.64516129,2.525345622,3.170506912,7.023041475,1.622119816,0.110599078,1.97235023,2.211981567,15.02304147,56.93885535,0.406919275,0.390444811,0.426688633,0.462162162,0.371308017,0.846153846,0.499176277,175,70,2.5
Tyler Zeller,2012-13,23,102,2579,531,974,531,972,0,2,394,508,305,453,758,66,75,127,157,251,1456,1327,9.8,5.4,15.1,26.4799147,12.46393951,18.11186506,15.28642885,4.669057774,1.645560295,4.93443195,12.22675456,24.71008143,119.2340442,93.9964715,3.639899186,2.802597906,6.442497092,8.235750291,15.10663048,8.235750291,15.0756107,0,0.031019775,6.110895696,7.879022877,4.730515704,7.025979062,11.75649477,1.023652579,1.163241567,1.969755719,2.435052346,3.892981776,22.58239628,60.7923041,0.521560575,0.002053388,0.545174538,0.546296296,0,0.775590551,0.545174538,213,113,1.884955752
Tyshawn Taylor,2012-13,22,111,3111,431,919,335,661,96,258,282,401,36,212,248,471,134,23,296,226,1240,1306,6.4,5.3,11.6,17.22555448,1.420861459,7.515525554,4.644358727,27.32696882,2.571102539,0.754484089,21.01462552,22.37023465,107.8468338,96.90549662,2.655126969,1.006493089,3.63490839,5.541626487,11.81613629,4.307296689,8.49887496,1.234329797,3.317261331,3.62584378,5.155898425,0.462873674,2.725811636,3.18868531,6.055930569,1.722918676,0.295724847,3.805850209,2.905818065,15.94342655,56.59826189,0.436343852,0.280739935,0.46898803,0.506807867,0.372093023,0.703241895,0.521218716,190,83,2.289156627
Tyus Jones,2015-16,19,39,1322,135,324,88,200,47,124,144,162,19,118,137,217,59,3,76,46,461,532,4.4,2.1,6.5,20.4,1.8,9.9,6.1,27.5,2.7,0.2,15.9,18.7,125,99.2,6.6,2.8,9.4,4.084720121,9.80332829,2.662632375,6.051437216,1.422087746,3.751891074,4.357034796,4.901664145,0.574886536,3.570347958,4.145234493,6.56580938,1.785173979,0.090771558,2.299546142,1.39183056,13.94856278,58.31309452,0.5,0.382716049,0.416666667,0.44,0.379032258,0.888888889,0.489197531,185,86,2.151162791
Vernon Macklin,2011-12,25,71,1764,347,579,347,579,0,0,93,182,173,214,387,56,33,55,109,172,787,713,4.6,2.6,7.2,22.2,11.41303855,13.92261905,12.69217687,7.084353742,1.156519274,3.30521542,13.98696145,22.43219955,114.6173469,99.5260771,1.363492063,1.022619048,2.386111111,7.868480726,13.1292517,7.868480726,13.1292517,0,0,2.108843537,4.126984127,3.922902494,4.85260771,8.775510204,1.26984127,0.74829932,1.247165533,2.471655329,3.900226757,17.84580499,59.70443649,0.31433506,0,0.599309154,0.599309154,0,0.510989011,0.599309154,206,110,1.872727273
Victor Oladipo,2013-14,21,104,2558,406,754,358,612,48,142,257,359,207,330,537,175,161,56,203,248,1117,1118,7.8,4.9,12.6,22.76716185,10.22455043,15.70574668,12.99753714,13.23471462,3.585691947,2.112040657,17.87544957,22.71184519,113.7606724,96.55566849,5.245934324,4.174863174,9.420797498,6.34870993,11.7904613,5.598123534,9.569976544,0.750586396,2.220484754,4.01876466,5.613760751,3.236903831,5.16028147,8.397185301,2.736512901,2.517591869,0.875684128,3.174354965,3.878029711,17.46677091,61.24172113,0.476127321,0.188328912,0.538461538,0.58496732,0.338028169,0.715877437,0.570291777,196,97,2.020618557
Wade Baldwin,2016-17,20,68,2011,234,543,150,344,84,199,240,300,30,247,277,327,90,15,158,171,792,873,5.4,3.5,8.9,19.90278468,1.898607658,12.9951268,7.946693187,32.45435107,2.698607658,0.701044257,18.84773744,22.01148682,115.3906017,97.99930383,5.349129786,2.501740428,7.901044257,4.654400796,10.80059672,2.983590254,6.842366982,1.670810542,3.958229736,4.773744406,5.967180507,0.596718051,4.912978618,5.509696668,6.504226753,1.790154152,0.298359025,3.142715067,3.401292889,15.75335654,58.66666667,0.552486188,0.366482505,0.430939227,0.436046512,0.422110553,0.8,0.508287293,190,88,2.159090909
Wayne Selden,2016-17,22,109,3217,422,969,260,526,162,443,196,310,96,228,324,282,75,41,211,223,1202,1182,5,4,8.9,14.14221324,3.687348461,7.591607087,5.758253031,16.54330121,1.334100093,1.29539944,16.06164128,20.67935965,107.2234691,104.0485856,4.201554243,2.043301212,6.176655269,5.24712465,12.04849238,3.232825614,6.540254896,2.014299036,5.508237488,2.437053155,3.854522847,1.193658688,2.834939385,4.028598073,3.506372397,0.93254585,0.509791731,2.623562325,2.772769661,14.94560149,54.36945902,0.319917441,0.457172343,0.435500516,0.494296578,0.365688488,0.632258065,0.519091847,196,104,1.884615385
Wesley Johnson,2010-11,23,52,458,27,51,27,51,0,0,31,61,38,42,80,7,12,13,15,75,85,95,0.5,0.5,1,9.710480349,9.410043668,10.10043668,9.70349345,2.472489083,1.5,4.010043668,14.43537118,11.58908297,105.7170306,105.0729258,-4.341048035,-0.127510917,-4.403056769,2.358078603,4.454148472,2.358078603,4.454148472,0,0,2.707423581,5.327510917,3.318777293,3.668122271,6.986899563,0.611353712,1.048034935,1.135371179,1.310043668,6.550218341,7.423580786,54.5991778,1.196078431,0,0.529411765,0.529411765,0,0.508196721,0.529411765,203,95,2.136842105
Will Barton,2012-13,22,70,2306,397,842,321,588,76,254,192,262,119,333,452,201,104,42,164,154,1062,1044,5.9,4.3,10.2,21.347268,6.420815265,16.28725065,11.573634,18.52558543,2.667996531,1.832003469,14.926366,24.72801388,109.0625325,95.67675629,3.966435386,2.849609714,6.862445794,6.886383348,14.60537728,5.568083261,10.19947962,1.318300087,4.405897658,3.330442324,4.544666088,2.064180399,5.776235906,7.840416305,3.486556808,1.803989592,0.728534258,2.844752819,2.671292281,18.42150911,55.46966405,0.311163895,0.301662708,0.471496437,0.545918367,0.299212598,0.732824427,0.516627078,198,79,2.506329114
Willie Cauley-Stein,2015-16,22,105,2575,346,583,346,583,0,0,151,297,250,405,655,90,115,233,127,246,843,843,5.7,7,12.7,23.06353398,11.9663301,17.42986408,14.85370874,7.054834951,2.61976699,9.388,15.26869903,17.12504854,115.6768155,88.48900971,3.394524272,8.740660194,12.17448544,5.374757282,9.05631068,5.374757282,9.05631068,0,0,2.345631068,4.613592233,3.883495146,6.291262136,10.17475728,1.398058252,1.786407767,3.619417476,1.972815534,3.821359223,13.09514563,59.06008295,0.509433962,0,0.59348199,0.59348199,0,0.508417508,0.59348199,213,108,1.972222222
Willie Reed,2015-16,25,35,962,176,300,176,300,0,0,83,175,83,195,278,27,26,73,60,79,435,399,2.1,2.7,4.8,25.9,10.7,23.1,17.2,7.5,1.7,7.6,13.5,25.4,107.4,85.5,0,0,0,7.318087318,12.47401247,7.318087318,12.47401247,0,0,3.451143451,7.276507277,3.451143451,8.108108108,11.55925156,1.122661123,1.081081081,3.035343035,2.494802495,3.284823285,18.08731809,57.69230769,0.583333333,0,0.586666667,0.586666667,0,0.474285714,0.586666667,206,100,2.06
Willie Warren,2010-11,21,21,678,106,242,76,145,30,97,101,127,14,55,69,86,21,1,80,48,343,344,1.4,0.2,1.7,19,2.3,9.5,5.9,27.8,1.8,0.2,20.9,28.7,104.4,111.2,0,0,0,6.253687316,14.27728614,4.483775811,8.554572271,1.769911504,5.722713864,5.958702065,7.492625369,0.825958702,3.244837758,4.07079646,5.073746313,1.238938053,0.05899705,4.719764012,2.831858407,20.2359882,57.57351954,0.524793388,0.400826446,0.438016529,0.524137931,0.309278351,0.795275591,0.5,193,94,2.053191489
Xavier Henry,2010-11,19,36,990,162,354,93,189,69,165,90,115,43,114,157,53,54,18,69,66,483,430,2.8,2.1,4.9,21.5,5.2,11.5,8.6,9.8,3.1,1.8,14.4,23.4,116.3,93,0,0,0,6.545454545,14.3030303,3.757575758,7.636363636,2.787878788,6.666666667,3.636363636,4.646464646,1.737373737,4.606060606,6.343434343,2.141414141,2.181818182,0.727272727,2.787878788,2.666666667,19.51515152,59.68858131,0.324858757,0.466101695,0.457627119,0.492063492,0.418181818,0.782608696,0.555084746,198,95,2.084210526
Xavier Munford,2015-16,23,61,2166,352,884,222,496,130,388,211,297,28,182,210,134,66,23,165,133,1045,947,2.5,2.1,4.6,16.07414589,1.531024931,10.12585411,5.741366574,15.6732687,1.852585411,1.1,13.86809788,28.98019391,99.36722068,105.8026316,1.931902124,-1.048291782,0.87843952,6.500461681,16.32502308,4.099722992,9.159741459,2.400738689,7.165281625,3.896583564,5.484764543,0.517082179,3.361034164,3.878116343,2.474607572,1.218836565,0.424746076,3.047091413,2.456140351,19.29824561,51.4940671,0.335972851,0.438914027,0.398190045,0.447580645,0.335051546,0.71043771,0.471719457,188,81,2.320987654
Yogi Ferrell,2016-17,23,137,4496,637,1475,365,794,272,681,440,530,76,362,438,633,114,9,312,231,1986,2076,14.7,4.9,19.6,19.16421263,2.027513345,9.148910142,5.752980427,26.61029804,1.481650356,0.220440391,15.92660142,22.65431495,119.6661477,104.6608541,5.980271352,0.420551601,6.400822954,5.667259786,13.1227758,3.247330961,7.06405694,2.419928826,6.058718861,3.914590747,4.715302491,0.676156584,3.220640569,3.896797153,5.631672598,1.014234875,0.080071174,2.775800712,2.055160142,17.66903915,58.13136635,0.359322034,0.461694915,0.431864407,0.459697733,0.399412628,0.830188679,0.524067797,183,80,2.2875
Zach LaVine,2014-15,19,37,904,127,288,79,160,48,128,47,68,18,76,94,66,33,6,42,73,349,324,1.4,1.2,2.5,14.6,2.4,9.5,6.1,12.6,2.1,0.8,11.6,20.1,109.1,104.8,2.8,0.7,3.5,5.619469027,12.74336283,3.495575221,7.079646018,2.123893805,5.663716814,2.079646018,3.008849558,0.796460177,3.362831858,4.159292035,2.920353982,1.460176991,0.265486726,1.85840708,3.230088496,15.44247788,54.88802214,0.236111111,0.444444444,0.440972222,0.49375,0.375,0.691176471,0.524305556,196,81,2.419753086
