Player,Season,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,S_R_H,S_R_W,cm_per_kg
P.J. Hairston,2014-15,22,71,1286,220,567,93,203,127,364,140,175,93,135,228,74,57,20,66,118,707,638,4.3,2,6.3,22.22752722,7.500466563,12.20015552,9.675272162,10.52534992,2.475272162,1.512597201,9.224572317,25.83810264,116.9032659,97.61275272,7.813685848,1.412597201,9.226283048,6.842923795,17.63608087,2.892690513,6.314152411,3.950233281,11.32192846,4.354587869,5.443234837,2.892690513,4.199066874,7.091757387,2.301710731,1.772939347,0.622083981,2.052877138,3.67029549,21.99066874,54.89130435,0.308641975,0.641975309,0.388007055,0.458128079,0.348901099,0.8,0.5,198,99,2
Pascal Siakam,2016-17,22,68,2224,440,799,437,782,3,17,241,339,243,414,657,103,62,136,131,180,1124,1077,7.9,5.8,13.7,28.64460432,13.4528777,20.53309353,17.16079137,10.94244604,1.7,6.182733813,12.80251799,24.92266187,121.2392086,89.50251799,3.4,4.176978417,7.576978417,7.913669065,14.3705036,7.85971223,14.0647482,0.053956835,0.305755396,4.334532374,6.097122302,4.370503597,7.446043165,11.81654676,1.852517986,1.115107914,2.446043165,2.356115108,3.237410072,20.21582734,59.27269659,0.42428035,0.021276596,0.55068836,0.558823529,0.176470588,0.710914454,0.552565707,206,104,1.980769231
Pat Connaughton,2015-16,23,139,4484,515,1145,247,450,268,695,167,215,137,686,823,257,93,71,135,232,1465,1363,10.6,5.3,16,17.32303747,3.873884924,18.22571365,11.13949599,11.36496432,1.285637823,1.426605709,9.860682426,16.70131579,119.7316236,103.2921722,4.975223015,1.734723461,6.684901873,4.5941124,10.21409456,2.203389831,4.014272971,2.390722569,6.199821588,1.489741302,1.917930419,1.222123104,6.119536128,7.341659233,2.292595897,0.829616414,0.633363069,1.204281891,2.069580731,13.06868867,59.09164247,0.187772926,0.6069869,0.449781659,0.548888889,0.385611511,0.776744186,0.566812227,196,98,2
Patrick McCaw,2016-17,21,65,2060,273,622,148,281,125,341,122,162,61,212,273,214,129,23,125,122,793,791,3.9,3.7,7.7,18.72563107,3.278203884,10.79101942,7.126553398,20.72325243,3.53223301,1.108058252,15.2573301,19.97820388,110.8560194,97.55495146,4.088640777,2.242669903,6.285339806,5.300970874,12.0776699,2.873786408,5.45631068,2.427184466,6.621359223,2.368932039,3.145631068,1.184466019,4.116504854,5.300970874,4.155339806,2.504854369,0.446601942,2.427184466,2.368932039,15.39805825,57.19189938,0.260450161,0.548231511,0.438906752,0.526690391,0.366568915,0.75308642,0.539389068,198,81,2.444444444
Patrick Patterson,2010-11,21,38,1255,215,374,191,305,24,69,90,130,116,167,283,36,27,51,41,61,544,498,4.6,2.4,7,23.8,10.6,13.4,12.1,5.5,1.2,4.1,8.6,18,133.1,94.9,0,0,0,6.852589641,11.92031873,6.087649402,9.721115538,0.764940239,2.199203187,2.868525896,4.143426295,3.697211155,5.322709163,9.019920319,1.147410359,0.860557769,1.625498008,1.306772908,1.944223108,17.33864542,63.07977737,0.347593583,0.184491979,0.57486631,0.626229508,0.347826087,0.692307692,0.606951872,206,109,1.889908257
Paul George,2010-11,20,29,962,154,363,95,196,59,167,120,132,55,155,210,88,64,24,94,84,487,469,2.3,1.8,4.2,24.3,6.7,18.8,12.8,22.4,4,2.9,18.1,27.9,107.6,94.9,0,0,0,6.403326403,15.09355509,3.95010395,8.14968815,2.453222453,6.943866944,4.98960499,5.488565489,2.286902287,6.444906445,8.731808732,3.659043659,2.661122661,0.997920998,3.908523909,3.492723493,20.24948025,57.82749121,0.363636364,0.460055096,0.424242424,0.484693878,0.353293413,0.909090909,0.505509642,201,97,2.072164948
Perry Jones,2012-13,21,63,2030,344,659,332,616,12,43,162,239,168,299,467,78,44,47,125,148,862,819,5.1,3.2,8.2,20.50137931,10.40118227,17.80394089,14.15246305,8.350689655,1.250689655,2.5491133,14.04596059,22.45167488,112.8011823,98.09980296,2.650689655,1.950098522,4.600788177,6.778325123,12.98522167,6.541871921,12.13793103,0.236453202,0.84729064,3.192118227,4.709359606,3.310344828,5.891625616,9.201970443,1.536945813,0.866995074,0.926108374,2.463054187,2.916256158,16.98522167,56.40180067,0.362670713,0.065250379,0.522003035,0.538961039,0.279069767,0.677824268,0.531107739,211,106,1.990566038
Peyton Siva,2013-14,23,144,3774,412,989,313,649,99,340,292,396,48,302,350,677,254,19,384,379,1215,1403,4.9,8,12.9,16.08698993,1.423237944,8.823661897,5.11009539,32.71804452,4.452119767,0.6145469,25.4409115,21.00267621,101.8993906,93.90500795,1.868680445,2.389772125,4.25845257,4.366719661,10.48224695,3.317435082,6.878643349,1.049284579,3.603603604,3.094859565,4.197138315,0.508744038,3.200847907,3.709591945,7.175410705,2.692103869,0.201377848,4.069952305,4.016958135,12.87758347,52.22482033,0.400404449,0.343781598,0.416582406,0.482280431,0.291176471,0.737373737,0.466632963,183,83,2.204819277
Phil Pressey,2013-14,22,99,2943,321,812,207,483,114,329,203,268,64,231,295,580,196,5,270,195,959,1183,5.8,4.2,10,17.54655114,2.804723072,9.275535168,6.081923208,32.40502888,4.186816174,0.2,22.89503908,19.71498471,107.2203874,98.90292219,3.669215087,1.926537547,5.612164458,4.362895005,11.03635746,2.813455657,6.564729867,1.549439348,4.471627591,2.759089365,3.642541624,0.869860686,3.139653415,4.009514101,7.88311247,2.663948352,0.067957866,3.669724771,2.650356779,13.03431872,51.56357536,0.330049261,0.405172414,0.395320197,0.428571429,0.346504559,0.757462687,0.465517241,180,79,2.278481013
Quincy Acy,2012-13,22,105,2930,431,725,428,718,3,7,310,424,251,453,704,77,81,143,181,280,1175,1107,8.4,5.2,13.7,22.24880546,10.6337884,17.31604096,14.13481229,4.891808874,1.568600683,4.978498294,16.27030717,18.9109215,122.1317406,96.22969283,1.859385666,2.797269625,4.65665529,5.883959044,9.897610922,5.843003413,9.802047782,0.040955631,0.09556314,4.232081911,5.788395904,3.42662116,6.184300341,9.610921502,1.051194539,1.105802048,1.95221843,2.470989761,3.822525597,16.04095563,64.44995393,0.584827586,0.009655172,0.594482759,0.596100279,0.428571429,0.731132075,0.596551724,201,106,1.896226415
Quincy Pondexter,2010-11,22,36,1162,245,464,227,413,18,51,187,226,107,158,265,63,46,21,68,90,695,653,5.2,2,7.3,28.1,10.3,15,12.7,11.2,2.2,1.8,10.6,25.6,127,96.6,0,0,0,8.43373494,15.97246127,7.814113597,14.21686747,0.619621343,1.755593804,6.437177281,7.779690189,3.683304647,5.438898451,9.122203098,2.168674699,1.583476764,0.722891566,2.340791738,3.098106713,23.9242685,61.67471248,0.487068966,0.109913793,0.528017241,0.549636804,0.352941176,0.827433628,0.547413793,201,100,2.01
Quinn Cook,2016-17,23,143,4033,534,1235,298,606,236,629,267,313,53,326,379,509,151,9,201,264,1571,1610,11.8,5.3,17.1,18.6331515,1.718720555,9.54559881,5.610538061,27.89680139,2.380932308,0.323654848,13.56094719,20.29704934,118.4103645,102.3483015,5.865608728,1.158219688,6.988395735,5.29630548,12.24894619,2.955616167,6.010414084,2.340689313,6.23853211,2.64815274,3.104388792,0.525663278,3.233325068,3.758988346,5.048351103,1.497644433,0.089263576,1.993553186,2.618398215,15.58145301,57.22215747,0.253441296,0.509311741,0.432388664,0.491749175,0.375198728,0.853035144,0.527935223,188,83,2.265060241
R.J. Hunter,2015-16,22,99,3438,559,1321,306,606,253,715,448,525,68,406,474,240,191,92,168,214,1819,1679,12,5.4,17.4,25.93461315,2.496625945,14.4718441,8.570157068,14.97353112,3.447062245,3.414892379,9.602326934,27.43566027,118.80605,99.19371728,5.860267597,0.438801629,6.299069226,6.503781268,15.36940081,3.560209424,7.05061082,2.943571844,8.318789994,5.212332752,6.108202443,0.79115765,4.723676556,5.514834206,2.792321117,2.222222222,1.070389761,1.954624782,2.489819663,21.16346713,58.60180412,0.397426192,0.541256624,0.423164269,0.504950495,0.353846154,0.853333333,0.518925057,198,86,2.302325581
Rashad Vaughn,2015-16,19,23,742,144,328,90,187,54,141,68,98,14,97,111,36,18,8,50,54,410,352,1.4,1.1,2.5,20.2,2.3,13.7,8.4,11.8,1.5,1.1,11.8,30.8,103.6,100.4,3,-1.8,1.3,7.762803235,17.6819407,4.851752022,10.08086253,2.911051213,7.601078167,3.665768194,5.283018868,0.754716981,5.229110512,5.983827493,1.940700809,0.970350404,0.431266846,2.69541779,2.911051213,22.10242588,55.23819789,0.298780488,0.429878049,0.43902439,0.481283422,0.382978723,0.693877551,0.521341463,198,95,2.084210526
Ray McCallum,2013-14,22,102,3519,546,1173,449,838,97,335,429,593,126,360,486,451,175,32,233,210,1618,1668,11.2,3.9,15.1,22.63998295,4.239727195,12.96078431,8.425092356,26.10210287,2.862404092,0.974566638,14.0495027,23.61045752,116.2723501,102.7464052,4.918073316,-0.188405797,4.760869565,6.20630861,13.33333333,5.103722648,9.525433362,1.102585962,3.807899972,4.876385337,6.740551293,1.432225064,4.092071611,5.524296675,5.12645638,1.989201478,0.363739699,2.648479682,2.387041773,18.39158852,56.41876813,0.505541347,0.285592498,0.465473146,0.535799523,0.289552239,0.723440135,0.506820119,190,86,2.209302326
Reggie Bullock,2013-14,22,100,2457,358,815,170,329,188,486,85,118,156,339,495,169,87,21,94,121,989,921,6.8,4,10.8,19.54179894,6.572364672,15.52592593,10.85197395,12.08465608,1.933658934,0.828815629,9.9000407,18.13296703,121.8223036,96.98986569,6.892104192,2.972364672,9.91969882,5.828245828,13.26821327,2.767602768,5.356125356,3.060643061,7.912087912,1.383801384,1.921041921,2.53968254,5.518925519,8.058608059,2.751322751,1.416361416,0.341880342,1.53032153,1.96988197,16.1009361,57.04101878,0.144785276,0.596319018,0.439263804,0.516717325,0.386831276,0.720338983,0.554601227,201,92,2.184782609
Reggie Jackson,2011-12,21,65,2095,364,772,261,493,103,279,186,242,94,228,322,291,55,32,161,120,1017,1037,7.3,1.7,9,23.91298329,5.5049642,12.81579952,9.271217184,30.05665871,1.587923628,1.610835322,15.32663484,26.3975179,116.5584726,106.5009069,4.987589499,0.110835322,5.04300716,6.949880668,14.7398568,4.983293556,9.412887828,1.966587112,5.326968974,3.551312649,4.62052506,1.794749403,4.353221957,6.14797136,5.556085919,1.050119332,0.61097852,3.07398568,2.291169451,19.4176611,57.88407249,0.313471503,0.361398964,0.471502591,0.529411765,0.369175627,0.768595041,0.538212435,190,94,2.021276596
Richaun Holmes,2015-16,22,95,2518,403,728,373,643,30,85,253,363,250,402,652,62,75,244,143,233,1089,1021,6.9,5.8,12.6,26.39364575,11.50389198,18.87180302,15.2019857,5.880142971,1.815726767,11.03463066,13.66473392,21.84551231,117.329309,92.41040508,1.547895155,5.50381255,7.051707705,6.401906275,11.56473392,5.92533757,10.21445592,0.476568705,1.350277998,4.019062748,5.766481334,3.971405878,6.386020651,10.35742653,0.984908658,1.191421763,3.876092137,2.271644162,3.701350278,17.299444,61.33690803,0.498626374,0.116758242,0.553571429,0.580093313,0.352941176,0.696969697,0.574175824,203,111,1.828828829
Robbie Hummel,2013-14,24,62,1945,329,761,214,455,115,306,223,259,99,339,438,122,52,70,60,130,996,928,7.6,3.4,11.1,27.03388175,5.963958869,22.09619537,13.65203085,14.10786632,1.763958869,3.852030848,6.627917738,25.19809769,123.9856555,94.35064267,2.520308483,0.882107969,3.402416452,6.766066838,15.6503856,4.401028278,9.357326478,2.36503856,6.293059126,4.586118252,5.326478149,2.035989717,6.971722365,9.007712082,2.508997429,1.06940874,1.439588689,1.233933162,2.673521851,20.48329049,56.91688763,0.340341656,0.402102497,0.432325887,0.47032967,0.375816993,0.861003861,0.507884363,203,97,2.092783505
Robert Sacre,2012-13,23,102,2633,376,742,375,738,1,4,420,565,216,397,613,84,62,178,203,264,1173,1143,6.8,5.2,12.1,21.94599316,10.29456893,17.16691986,13.88040258,6.340789973,1.33805545,7.245689328,16.76004558,23.42863654,112.5302697,94.18701101,1.046486897,3.149563236,4.196050133,5.712115458,11.27231295,5.696923661,11.21154577,0.015191796,0.060767186,6.380554501,8.583364983,3.281428029,6.031143183,9.312571212,1.2761109,0.941891379,2.704139765,3.083934675,4.010634258,17.81997721,59.20654149,0.761455526,0.005390836,0.506738544,0.508130081,0.25,0.743362832,0.507412399,213,117,1.820512821
Rodney Hood,2014-15,22,67,2200,318,699,200,401,118,298,136,176,60,231,291,139,38,23,84,132,890,822,5.7,2,7.8,17.90454545,3.186363636,12.98863636,7.963636364,12.57954545,1.061363636,1.038636364,9.579545455,20.45909091,118.6818182,106.6181818,4.977272727,0.456818182,5.434090909,5.781818182,12.70909091,3.636363636,7.290909091,2.145454545,5.418181818,2.472727273,3.2,1.090909091,4.2,5.290909091,2.527272727,0.690909091,0.418181818,1.527272727,2.4,16.18181818,57.31286384,0.251788269,0.426323319,0.454935622,0.498753117,0.395973154,0.772727273,0.539341917,203,97,2.092783505
Rodney McGruder,2016-17,25,135,3702,568,1257,380,763,188,494,252,332,254,400,654,186,116,36,171,205,1576,1448,10.9,5.7,16.5,19.22874122,8.290302539,13.95202593,11.01936791,9.625472717,1.674689357,1.366612642,11.51345219,18.87852512,122.5611561,98.36528903,3.986250675,1.408670989,5.405888709,6.137223123,13.58184765,4.105888709,8.244192328,2.031334414,5.337655321,2.722852512,3.587250135,2.744462453,4.321988115,7.066450567,2.009724473,1.253376553,0.38897893,1.847649919,2.215018909,17.02863317,56.16215754,0.264120923,0.392999204,0.451869531,0.498034076,0.380566802,0.759036145,0.526650756,193,92,2.097826087
Ron Baker,2016-17,23,124,3795,522,1205,280,550,242,655,350,437,99,421,520,345,163,76,177,215,1636,1555,11.8,8.8,20.4,20.7888274,3.428247694,12.6315942,7.950434783,18.46086957,2.518682477,2.175019763,12.43873518,20.97820817,121.1072991,93.59412385,6.070408432,3.741765481,9.812173913,5.501976285,12.70092227,2.951251647,5.797101449,2.550724638,6.903820817,3.689064559,4.606060606,1.043478261,4.437417655,5.480895916,3.636363636,1.718050066,0.801054018,1.865612648,2.266139657,17.24374177,58.54231078,0.362655602,0.543568465,0.433195021,0.509090909,0.369465649,0.800915332,0.533609959,193,99,1.949494949
Rondae Hollis-Jefferson,2015-16,21,76,2050,259,522,251,483,8,39,248,356,160,315,475,114,72,72,103,186,774,792,5.4,5.5,10.8,21.00243902,9.744390244,17.7604878,13.89609756,10.57853659,2.08097561,3.878536585,12.84926829,20.18097561,117.915122,88.75707317,3.708780488,6.959512195,10.66829268,5.053658537,10.18536585,4.897560976,9.424390244,0.156097561,0.76097561,4.83902439,6.946341463,3.12195122,6.146341463,9.268292683,2.224390244,1.404878049,1.404878049,2.009756098,3.629268293,15.10243902,57.02581634,0.681992337,0.074712644,0.496168582,0.519668737,0.205128205,0.696629213,0.503831418,201,97,2.072164948
Ryan Kelly,2013-14,22,126,2437,314,682,212,413,102,269,219,272,141,324,465,117,73,133,104,237,949,919,7.2,4.5,11.6,20.71526467,6.792080427,15.08658186,10.99322938,9.015141568,1.711694707,5.16885515,11.46200246,18.63274518,121.2672138,94.97279442,5.054944604,4.319327041,9.374271645,5.153877719,11.1940911,3.479688141,6.778826426,1.674189577,4.41526467,3.594583504,4.46450554,2.314320886,5.318013952,7.632334838,1.920393927,1.198194501,2.1830119,1.707016824,3.890028724,15.57652852,59.18820477,0.398826979,0.394428152,0.460410557,0.513317191,0.379182156,0.805147059,0.535190616,211,104,2.028846154
Samardo Samuels,2010-11,22,33,968,176,336,176,336,0,0,154,218,106,125,231,39,20,37,82,87,506,478,3,1.1,4.1,23.6,12.2,14.7,13.4,8.5,1.2,4.1,15.7,26.2,114.2,103.1,0,0,0,7.272727273,13.88429752,7.272727273,13.88429752,0,0,6.363636364,9.008264463,4.380165289,5.165289256,9.545454545,1.611570248,0.826446281,1.52892562,3.388429752,3.595041322,20.90909091,58.57566216,0.648809524,0,0.523809524,0.523809524,0,0.706422018,0.523809524,206,109,1.889908257
Semaj Christon,2016-17,24,64,2227,363,785,337,708,26,77,282,421,20,157,177,281,90,11,198,152,1034,1035,4.1,2.6,6.8,18.34562191,1.015042658,8.854872025,5.031073193,29.01800629,2.569420745,0.584463404,17.0480916,28.46264032,103.757207,103.1669511,2.245127975,1.2,3.445127975,6.519982039,14.09968568,6.05298608,12.71665918,0.466995959,1.383026493,5.065110013,7.561742254,0.359227661,2.819937135,3.179164796,5.04714863,1.616524472,0.197575213,3.556353839,2.73013022,18.57207005,53.28578496,0.536305732,0.098089172,0.462420382,0.475988701,0.337662338,0.669833729,0.478980892,190,86,2.209302326
Shabazz Muhammad,2013-14,21,32,987,202,456,162,350,40,106,128,180,87,80,167,27,23,4,51,53,572,520,2.9,0.8,3.7,21.9,9.9,9.3,9.6,5.8,1.3,0.4,8.6,29.8,110.1,105.4,4.6,-1.9,2.7,8.186423506,18.48024316,6.565349544,14.18439716,1.621073962,4.295845998,5.187436677,7.294832827,3.525835866,3.242147923,6.767983789,1.094224924,0.932117528,0.162107396,2.066869301,2.147922999,23.18135765,53.43796712,0.394736842,0.23245614,0.442982456,0.462857143,0.377358491,0.711111111,0.486842105,198,102,1.941176471
Shabazz Napier,2014-15,23,143,4614,595,1447,335,754,260,693,509,626,101,475,576,646,251,30,350,301,1959,2047,12.8,7.3,20.2,21.14707412,2.536042479,11.15214564,7.000585176,29.08461205,3.360576506,0.645426961,16.96792371,23.55218899,112.8837885,99.20229736,6.398569571,2.272886866,8.671456437,5.158214131,12.54443,2.904204595,6.536627655,2.254009536,6.007802341,4.41265713,5.426961422,0.875596012,4.117902037,4.993498049,5.600346771,2.175986129,0.260078023,3.034243606,2.609449502,16.98309493,56.86700262,0.432619212,0.478921907,0.411195577,0.444297082,0.375180375,0.813099042,0.501036628,185,81,2.283950617
Shane Larkin,2013-14,21,68,2131,256,585,155,316,101,269,147,182,35,183,218,245,121,6,142,111,760,792,5.2,3.4,8.5,17.43228531,2.21520413,10.35415298,6.192397935,21.85509151,3.584561239,0.3,18.60689817,19.8850305,107.6341624,98.729939,4.139418114,2.400234632,6.539652745,4.805255748,10.98076021,2.909432191,5.931487565,1.895823557,5.049272642,2.759267949,3.416236509,0.656968559,3.435007039,4.091975598,4.598779916,2.271234162,0.112623182,2.665415298,2.08352886,14.265603,57.13598364,0.311111111,0.45982906,0.437606838,0.490506329,0.375464684,0.807692308,0.523931624,180,79,2.278481013
Shawn Long,2016-17,24,135,4017,871,1732,759,1404,112,328,488,722,463,984,1447,148,96,273,328,415,2342,2211,11.7,7.8,19.5,27.5210356,12.6441872,27.83724172,20.09522031,8.186806074,1.351879512,6.775678367,13.67577794,28.44620363,112.5746577,95.60537715,1.509733632,1.631516057,3.141249689,8.673139159,17.24670152,7.557879014,13.98058252,1.115260144,3.266118994,4.859347772,7.189444859,4.610405775,9.798356983,14.40876276,1.473736619,0.955937267,2.718446602,3.266118994,4.132437142,23.32088623,57.13086921,0.416859122,0.189376443,0.502886836,0.540598291,0.341463415,0.675900277,0.5352194,206,111,1.855855856
Shayne Whittington,2014-15,23,114,2574,416,807,408,759,8,48,279,367,228,509,737,81,61,130,150,238,1119,1073,6.9,4.7,11.7,19.56177156,12.63286713,22.06324786,17.29222999,5.413791764,1.531390831,5.153341103,15.22746698,19.44230769,110.5610723,97.71907537,0.133216783,1.866744367,2.003613054,6.464646465,12.54079254,6.34032634,11.79487179,0.124320124,0.745920746,4.335664336,5.703185703,3.543123543,7.90986791,11.45299145,1.258741259,0.947940948,2.02020202,2.331002331,3.698523699,17.38927739,57.77094003,0.454770756,0.059479554,0.515489467,0.537549407,0.166666667,0.760217984,0.520446097,211,113,1.867256637
Sheldon McClellan,2016-17,24,141,4237,634,1392,456,869,178,523,517,632,126,408,534,180,133,22,180,183,1963,1767,13.3,5.1,18.4,20.82621539,3.528271425,11.19548917,7.450381191,9.381722548,1.921716541,0.541021995,9.457714648,23.09582976,119.9926695,102.3529486,5.43536456,0.966011348,6.401375908,5.985367005,13.14137361,4.304932735,8.203917866,1.68043427,4.937455747,4.880811895,5.966485721,1.189520887,3.851781921,5.041302809,1.699315553,1.255605381,0.207694123,1.699315553,1.727637479,18.53198017,58.76963978,0.454022989,0.375718391,0.45545977,0.524741082,0.340344168,0.818037975,0.519396552,196,93,2.107526882
Shelvin Mack,2011-12,21,76,2392,393,916,234,486,159,430,200,265,47,265,312,246,82,8,172,137,1145,1103,6.3,4,10.4,21,2.396153846,13.68653846,8.043269231,25.00192308,2.1625,0.401923077,14.20192308,27.17307692,110.3586538,97.28173077,2.599038462,0.490384615,3.089423077,6.571906355,15.31772575,3.913043478,8.127090301,2.658862876,7.190635452,3.344481605,4.431438127,0.785953177,4.431438127,5.217391304,4.113712375,1.371237458,0.133779264,2.876254181,2.2909699,19.14715719,55.44257215,0.28930131,0.469432314,0.429039301,0.481481481,0.369767442,0.754716981,0.515829694,190,97,1.958762887
Skal Labissiere,2016-17,20,36,567,98,190,98,188,0,2,41,62,35,78,113,11,9,59,33,108,237,214,0.9,1.1,2,18.5,7.3,14.6,11.1,3.6,0.9,10.3,13.1,22.1,107.8,96.9,-0.4,5.6,5.2,6.913580247,13.40388007,6.913580247,13.2627866,0,0.141093474,2.892416226,4.373897707,2.469135802,5.502645503,7.971781305,0.776014109,0.634920635,4.162257496,2.328042328,7.619047619,16.71957672,54.53792342,0.326315789,0.010526316,0.515789474,0.521276596,0,0.661290323,0.515789474,211,102,2.068627451
Solomon Hill,2013-14,22,139,4030,487,1012,372,705,115,307,341,458,250,523,773,304,127,49,290,339,1430,1481,9,6,15,17.00275434,7.711215881,15.04898263,11.41766749,15.3671464,1.840322581,1.134019851,19.94573201,19.16858561,110.5484119,100.0011166,3.472679901,2.553473945,6.026153846,4.833746898,10.04466501,3.692307692,6.99751861,1.141439206,3.047146402,3.384615385,4.545905707,2.481389578,5.191066998,7.672456576,3.017369727,1.260545906,0.486352357,2.878411911,3.364764268,14.19354839,58.91950689,0.45256917,0.303359684,0.481225296,0.527659574,0.374592834,0.744541485,0.538043478,201,99,2.03030303
Spencer Dinwiddie,2014-15,21,86,2590,290,690,175,392,115,298,420,506,42,246,288,227,97,29,153,181,1115,1089,8.4,3.9,12.4,21.33976834,2.132509653,11.0453668,6.677374517,20.20945946,2.360540541,1.03969112,13.92525097,21.13996139,124.3086873,99.95,6.234864865,1.708108108,7.884401544,4.478764479,10.65637066,2.702702703,6.054054054,1.776061776,4.602316602,6.486486486,7.814671815,0.648648649,3.799227799,4.447876448,3.505791506,1.498069498,0.447876448,2.362934363,2.795366795,17.22007722,61.08651823,0.733333333,0.431884058,0.420289855,0.446428571,0.38590604,0.830039526,0.503623188,198,90,2.2
Stanley Johnson,2015-16,19,38,1081,174,390,131,274,43,116,132,178,75,172,247,63,57,15,82,100,523,509,2.8,2.9,5.7,22.5,8.9,19.1,14.1,11.6,3.2,1.6,14.7,26.6,111.1,87.6,4.8,5.4,10.2,6.438482886,14.43108233,4.847363552,10.13876041,1.591119334,4.292321924,4.884366327,6.586493987,2.775208141,6.364477336,9.139685476,2.331174838,2.109158187,0.555041628,3.034227567,3.700277521,19.35245143,55.83788862,0.456410256,0.297435897,0.446153846,0.47810219,0.370689655,0.741573034,0.501282051,198,102,1.941176471
Steven Adams,2013-14,20,32,749,100,175,100,175,0,0,31,70,90,113,203,20,21,65,35,52,231,228,1.6,1.9,3.5,23.2,15.3,21,18,5.4,1.9,11.2,14.4,17.7,112.9,87.6,3,8.8,11.9,5.340453939,9.345794393,5.340453939,9.345794393,0,0,1.655540721,3.738317757,4.806408545,6.034712951,10.8411215,1.068090788,1.121495327,3.47129506,1.869158879,2.777036048,12.3364486,56.12244898,0.4,0,0.571428571,0.571428571,0,0.442857143,0.571428571,213,113,1.884955752
T.J. McConnell,2015-16,23,139,4425,550,1123,412,760,138,363,176,235,94,444,538,751,324,24,281,258,1414,1600,10.3,9.9,20.2,20.2788953,2.533526192,11.97940873,7.201680575,31.73339703,4.336253866,0.595033367,18.47087115,17.32527384,115.8516413,92.1886091,4.762935887,4.275715916,9.062651803,4.971751412,10.15141243,3.724293785,6.870056497,1.247457627,3.281355932,1.590960452,2.124293785,0.849717514,4.013559322,4.863276836,6.788700565,2.928813559,0.216949153,2.540112994,2.33220339,12.7819209,57.64840183,0.209260908,0.323241318,0.489759573,0.542105263,0.380165289,0.74893617,0.551202137,185,88,2.102272727
T.J. Warren,2014-15,21,70,2182,528,951,483,808,45,143,195,298,187,209,396,68,105,36,117,174,1296,1155,8.1,2.5,10.6,27.92548121,10.28084326,11.0127406,10.6751604,7.431897342,2.883684693,1.670210816,9.640421632,28.57791017,121.4887259,104.3787351,7.69431714,0.673052246,8.367369386,9.679193401,17.4335472,8.854262145,14.81209899,0.824931256,2.621448213,3.574702108,5.462878093,3.428047663,3.831347388,7.25939505,1.246562786,1.924839597,0.659945005,2.144821265,3.189734189,23.75802017,59.88245296,0.313354364,0.150368034,0.555205047,0.597772277,0.314685315,0.654362416,0.578864353,203,105,1.933333333
Tarik Black,2014-15,23,135,2797,443,722,443,721,0,1,244,440,267,362,629,41,81,146,158,425,1130,1035,6.6,4.8,11.4,19.68351806,11.91419378,15.04915981,13.531069,3.115409367,1.741365749,5.323382195,14.56099392,19.57715409,114.620808,96.8475867,1.613872006,2.688094387,4.278226671,6.335359314,10.32534859,6.335359314,10.31104755,0,0.014301037,3.489452985,6.292456203,3.818376832,5.176975331,8.995352163,0.58634251,1.158383983,2.087951376,2.259563818,6.077940651,16.16017161,61.70816951,0.609418283,0.001385042,0.613573407,0.614424411,0,0.554545455,0.613573407,206,117,1.760683761
Terrence Jones,2012-13,21,76,2311,383,820,341,692,42,128,256,401,188,420,608,111,92,140,137,182,1064,1047,6.2,5.5,11.7,24.87897014,9.879792298,19.71938555,15.02371268,9.47196019,2.458762441,5.896495024,12.02102986,25.19835569,112.3086543,89.47897014,3.590307226,5.410514929,9.000822155,6.629164864,14.19299005,5.902206837,11.97749892,0.726958027,2.215491129,4.430982259,6.940718304,3.254002596,7.269580268,10.52358286,1.921246214,1.592384249,2.423193423,2.371267849,3.15015145,18.41627001,53.39006864,0.48902439,0.156097561,0.467073171,0.492774566,0.328125,0.63840399,0.492682927,206,114,1.807017544
Terrence Ross,2012-13,21,69,1681,317,700,201,381,116,319,97,127,77,244,321,82,63,45,94,168,847,748,4.7,2.7,7.4,21.06531826,4.911659726,16.76591315,10.61225461,9.341106484,2.123616895,2.647233789,10.90642475,23.85365854,115.6107674,97.78774539,4.782212968,2.023616895,6.805829863,7.54312909,16.65675193,4.782867341,9.066032124,2.760261749,7.59071981,2.308149911,3.022010708,1.832242713,5.806067817,7.638310529,1.951219512,1.499107674,1.070791196,2.236763831,3.997620464,20.15466984,56.02741176,0.181428571,0.455714286,0.452857143,0.527559055,0.363636364,0.763779528,0.535714286,198,88,2.25
