Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Brannen Greene,SLS,,22,9.0,0.0,92.0,3.5,11.0,0.321,0.8,6.3,0.125,2.7,4.7,0.583,0.0,0.0,0.8,6.3,7.0,1.2,0.4,0.4,2.3,4.3,7.8,2017
Cam Griffin,REN,23.0,15,0.0,146.0,4.2,8.4,0.5,0.2,0.2,1.0,3.9,8.1,0.485,2.5,4.2,0.588,3.2,3.7,6.9,0.5,1.2,0.2,1.7,3.5,11.1,2017
Josh Hagins,MAI,,20,3.0,324.0,4.0,9.3,0.429,1.8,4.8,0.372,2.2,4.6,0.488,1.3,1.3,1.0,0.8,5.1,5.9,5.7,1.2,0.4,2.2,2.4,11.1,2017
PJ Hairston,RIO,24.0,10,4.0,232.0,5.6,17.4,0.321,2.6,11.3,0.233,2.9,6.1,0.487,4.5,5.3,0.853,0.3,3.3,3.6,2.5,2.2,0.3,2.6,4.5,18.3,2017
Ferrakohn Hall,TOT,26.0,46,9.0,851.0,4.7,11.7,0.406,0.9,3.2,0.289,3.8,8.5,0.45,1.3,2.0,0.66,1.6,4.4,6.0,1.6,0.7,0.6,2.0,5.2,11.7,2017
Ferrakohn Hall,SAN,26.0,10,8.0,154.0,3.3,10.3,0.318,1.2,3.7,0.313,2.1,6.5,0.321,1.9,2.6,0.727,1.4,5.6,7.0,2.1,0.7,0.5,2.8,4.7,9.6,2017
Ferrakohn Hall,WCB,26.0,36,1.0,697.0,5.1,12.0,0.422,0.9,3.1,0.283,4.2,8.9,0.471,1.2,1.9,0.639,1.6,4.1,5.7,1.5,0.7,0.6,1.9,5.4,12.2,2017
Alex Hamilton,SAN,23.0,43,5.0,1004.0,5.9,13.0,0.456,0.4,1.9,0.226,5.5,11.1,0.495,5.3,7.6,0.698,1.1,4.1,5.2,6.9,1.8,0.3,3.5,2.4,17.6,2017
Daniel Hamilton,OKL,21.0,49,47.0,1528.0,6.2,14.5,0.426,2.3,6.1,0.374,3.9,8.4,0.464,2.6,3.4,0.767,1.4,7.9,9.3,5.3,1.5,0.4,3.3,2.3,17.2,2017
A.J. Hammons,TEX,24.0,15,14.0,385.0,7.5,14.6,0.513,0.5,1.9,0.25,7.0,12.7,0.551,1.5,1.9,0.8,2.7,7.8,10.5,1.6,0.5,2.8,2.0,6.5,16.9,2017
Tyler Hansbrough,FOR,,13,11.0,434.0,6.2,11.4,0.543,0.2,0.7,0.333,6.0,10.7,0.558,6.3,8.1,0.776,4.6,8.5,13.2,0.7,0.8,0.5,1.9,2.9,19.0,2017
Justin Harper,LOS,27.0,45,45.0,1304.0,7.2,15.0,0.482,2.9,7.0,0.409,4.3,8.0,0.545,3.1,4.0,0.774,1.8,6.5,8.4,1.7,0.4,0.7,1.5,3.3,20.4,2017
Aaron Harrison,SWR,22.0,20,14.0,663.0,5.6,14.3,0.392,1.8,5.3,0.337,3.8,9.0,0.424,6.5,7.9,0.821,0.8,4.6,5.4,3.2,1.4,0.4,2.6,3.1,19.4,2017
Aaron Harrison,DEL,22.0,19,15.0,597.0,6.8,13.9,0.489,2.4,5.0,0.482,4.4,8.9,0.493,3.4,4.1,0.838,0.5,4.3,4.9,2.7,1.6,0.4,1.8,3.0,19.5,2017
Aaron Harrison,TOT,22.0,39,29.0,1260.0,6.2,14.1,0.437,2.1,5.2,0.403,4.1,8.9,0.457,5.0,6.1,0.826,0.7,4.5,5.1,2.9,1.5,0.4,2.2,3.1,19.5,2017
Manny Harris,TEX,27.0,42,40.0,1622.0,8.4,18.8,0.45,1.7,4.8,0.353,6.7,14.0,0.483,5.3,6.7,0.793,1.7,5.2,6.9,3.6,1.8,0.2,3.3,1.9,23.9,2017
Ramon Harris,IOW,28.0,12,4.0,219.0,4.4,12.5,0.355,2.6,8.5,0.308,1.8,3.9,0.458,1.0,2.8,0.353,1.2,5.9,7.1,2.0,1.2,0.5,2.6,4.6,12.5,2017
Ramon Harris,GRR,28.0,37,16.0,901.0,3.8,9.8,0.388,2.8,7.1,0.388,1.0,2.7,0.388,1.0,2.0,0.5,0.3,6.2,6.5,1.3,1.1,0.8,1.1,3.5,11.3,2017
Ramon Harris,TOT,28.0,49,20.0,1120.0,3.9,10.3,0.38,2.7,7.4,0.37,1.2,2.9,0.407,1.0,2.2,0.463,0.5,6.1,6.6,1.4,1.1,0.7,1.4,3.7,11.6,2017
Shaquille Harrison,NAS,23.0,48,17.0,1327.0,4.9,10.9,0.453,0.9,3.1,0.292,4.0,7.8,0.516,2.1,3.4,0.606,1.2,4.1,5.4,2.3,1.7,1.0,1.5,3.1,12.8,2017
Lazar Hayward,LIN,30.0,20,9.0,487.0,6.8,14.8,0.46,0.7,3.7,0.2,6.1,11.1,0.547,3.9,5.2,0.757,3.0,5.6,8.6,1.5,2.1,1.0,1.9,3.2,18.3,2017
Reggie Hearn,REN,25.0,42,38.0,1321.0,5.3,11.8,0.453,3.7,8.3,0.442,1.7,3.5,0.477,1.1,1.5,0.714,0.5,5.5,6.0,1.2,0.8,0.2,1.3,3.9,15.4,2017
Myke Henry,OKL,24.0,38,0.0,461.0,3.6,9.4,0.38,0.9,4.1,0.231,2.7,5.4,0.493,2.3,2.9,0.811,1.2,4.1,5.2,1.7,2.0,0.6,2.1,4.6,10.5,2017
Xavier Henry,OKL,25.0,10,0.0,168.0,5.4,13.1,0.41,2.1,6.2,0.345,3.2,6.9,0.469,7.7,10.9,0.706,1.3,5.4,6.6,1.5,1.7,0.9,2.1,4.7,20.6,2017
LaDontae Henton,SAN,,37,18.0,1069.0,6.1,15.2,0.402,3.0,7.9,0.383,3.1,7.2,0.423,1.7,2.3,0.735,1.3,5.3,6.6,2.1,1.0,0.7,1.6,2.4,16.9,2017
Juan Hernangomez,SFL,21.0,1,0.0,26.0,8.3,19.4,0.429,1.4,6.9,0.2,6.9,12.5,0.556,5.5,9.7,0.571,4.2,11.1,15.2,1.4,0.0,2.8,5.5,6.9,23.5,2017
Brady Heslip,RAP,26.0,48,30.0,1380.0,6.8,15.3,0.445,4.7,11.3,0.418,2.1,4.0,0.52,1.7,2.0,0.868,0.2,2.2,2.4,3.6,0.9,0.0,1.6,2.2,20.1,2017
Stephan Hicks,FOR,24.0,49,48.0,1496.0,5.6,12.0,0.469,1.5,4.5,0.333,4.1,7.4,0.552,3.3,4.1,0.807,2.1,4.7,6.9,1.4,1.1,0.3,1.6,3.1,16.1,2017
Darrun Hilliard,GRR,23.0,4,4.0,137.0,8.9,19.4,0.459,3.4,8.4,0.406,5.5,11.0,0.5,3.4,4.5,0.765,1.3,4.7,6.0,2.6,0.8,0.0,1.3,2.1,24.7,2017
John Holland,CAN,28.0,37,37.0,1437.0,7.3,15.3,0.481,2.3,6.5,0.346,5.1,8.7,0.582,4.3,4.9,0.881,1.1,3.3,4.4,2.8,1.4,0.2,2.3,2.9,21.2,2017
Jonathan Holmes,CAN,24.0,30,20.0,852.0,5.9,13.4,0.44,2.3,6.1,0.372,3.6,7.2,0.497,2.2,2.5,0.85,2.2,6.0,8.2,1.2,1.3,0.8,2.0,3.7,16.2,2017
Richaun Holmes,DEL,23.0,6,6.0,147.0,7.1,12.0,0.592,0.2,1.5,0.167,6.9,10.5,0.651,3.4,4.7,0.737,3.9,5.9,9.8,1.5,0.5,2.2,2.2,5.6,17.9,2017
Max Hooper,WES,21.0,2,0.0,18.0,2.0,12.0,0.167,2.0,12.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,6.0,,,2017
Jon Horford,CAN,25.0,6,0.0,68.0,3.2,4.8,0.667,0.5,0.5,1.0,2.6,4.2,0.625,1.1,1.1,1.0,4.8,5.8,10.6,2.1,0.5,0.5,2.1,5.8,7.9,2017
Keith Hornsby,TEX,25.0,37,1.0,452.0,5.3,10.9,0.482,0.9,2.5,0.344,4.4,8.4,0.524,2.0,2.6,0.758,1.5,4.5,6.0,3.0,1.3,0.3,1.0,2.0,13.4,2017
Chris Horton,GRR,22.0,49,11.0,913.0,4.8,8.0,0.603,0.0,0.0,0.0,4.8,8.0,0.606,2.3,3.9,0.602,5.3,5.4,10.7,0.6,1.5,1.8,2.4,5.2,12.0,2017
Danuel House,DEL,23.0,7,1.0,187.0,6.0,13.3,0.449,2.5,6.2,0.406,3.5,7.1,0.486,3.5,5.2,0.667,1.5,6.2,7.7,2.7,1.5,1.2,1.5,2.3,17.9,2017
Pe'Shon Howard,REN,26.0,40,6.0,736.0,5.6,13.5,0.417,2.4,6.4,0.377,3.2,7.1,0.452,3.3,3.9,0.848,0.4,3.5,4.0,2.5,1.7,0.2,2.0,2.3,16.9,2017
Josh Huestis,OKL,25.0,32,32.0,1026.0,6.4,14.3,0.445,2.5,6.4,0.385,3.9,7.9,0.493,1.2,2.0,0.625,1.5,5.4,6.9,1.4,0.7,1.9,1.2,2.0,16.4,2017
R.J. Hunter,WCB,23.0,5,5.0,173.0,5.4,17.3,0.313,1.9,9.8,0.191,3.5,7.5,0.472,6.7,8.7,0.762,0.8,4.2,5.0,4.8,2.1,0.2,2.3,3.5,19.4,2017
R.J. Hunter,TOT,23.0,29,18.0,895.0,6.6,17.0,0.386,3.1,9.7,0.318,3.5,7.2,0.478,4.9,6.4,0.772,0.6,2.4,3.0,3.8,1.4,0.6,2.3,3.8,21.1,2017
R.J. Hunter,LIN,23.0,24,13.0,722.0,6.8,16.9,0.404,3.4,9.7,0.349,3.4,7.2,0.479,4.5,5.8,0.776,0.5,1.9,2.5,3.6,1.2,0.7,2.3,3.9,21.5,2017
Prince Ibeh,LIN,10.0,0,101.0,1.4,6.8,0.211,0.0,0.0,1.4,6.8,0.211,1.1,1.8,0.6,3.9,3.2,7.1,0.4,0.4,3.2,2.9,8.2,3.9,,,2017
Damien Inglis,WES,21.0,39,39.0,1158.0,5.9,12.9,0.454,0.5,2.0,0.254,5.4,11.0,0.49,3.4,4.6,0.725,1.2,7.2,8.3,4.2,1.2,0.7,3.0,4.5,15.6,2017
Andre Ingram,LOS,31.0,10,4.0,293.0,4.5,8.6,0.529,3.3,6.0,0.551,1.2,2.6,0.476,1.8,2.3,0.789,0.7,3.7,4.4,1.8,1.4,0.5,0.5,2.2,14.3,2017
Kadeem Jack,TOT,24.0,32,2.0,441.0,7.8,16.2,0.48,0.2,1.9,0.13,7.5,14.3,0.526,5.1,7.9,0.649,2.5,5.6,8.1,0.9,1.2,1.3,2.3,4.9,20.9,2017
Kadeem Jack,SFL,24.0,2,0.0,21.0,12.0,13.7,0.875,0.0,0.0,12.0,13.7,0.875,0.0,0.0,1.7,1.7,3.4,0.0,3.4,3.4,0.0,3.4,24.0,,,2017
Kadeem Jack,REN,24.0,30,2.0,420.0,7.5,16.3,0.463,0.3,2.0,0.13,7.3,14.3,0.509,5.4,8.3,0.649,2.6,5.7,8.3,0.9,1.1,1.2,2.4,5.0,20.7,2017
Demetrius Jackson,MAI,22.0,32,23.0,1071.0,5.9,14.1,0.42,1.3,4.6,0.275,4.6,9.4,0.491,2.9,3.6,0.794,1.4,4.1,5.5,6.4,1.4,0.5,2.8,3.2,16.0,2017
Joe Jackson,NAS,24.0,4,1.0,65.0,7.2,13.3,0.542,0.6,1.1,0.5,6.6,12.2,0.545,5.0,5.5,0.9,0.6,4.4,5.0,6.6,1.1,0.0,5.0,7.2,19.9,2017
Lewis Jackson,ERI,27.0,6,3.0,119.0,4.2,7.3,0.583,0.0,0.9,0.0,4.2,6.4,0.667,1.5,2.1,0.714,0.9,3.3,4.2,4.5,1.8,0.0,3.6,4.5,10.0,2017
Pierre Jackson,TEX,25.0,28,28.0,1004.0,7.4,15.0,0.494,2.5,6.7,0.372,4.9,8.3,0.593,5.3,6.3,0.835,0.8,3.5,4.3,7.7,1.9,0.1,3.3,2.7,22.6,2017
Julian Jacobs,LOS,22.0,34,0.0,591.0,4.6,10.1,0.461,1.1,3.2,0.346,3.5,6.9,0.513,2.1,2.9,0.729,1.1,4.4,5.5,5.4,1.5,0.3,4.1,2.7,12.5,2017
Stefan Jankovic,TOT,23.0,31,16.0,604.0,5.5,13.6,0.402,1.3,4.9,0.256,4.2,8.8,0.483,2.8,3.6,0.77,2.4,6.6,9.0,2.1,1.1,1.2,2.4,7.5,15.0,2017
Stefan Jankovic,SFL,23.0,22,10.0,378.0,4.4,12.7,0.346,1.2,5.5,0.224,3.1,7.1,0.44,2.4,3.2,0.735,2.4,6.5,8.9,2.0,1.1,1.8,2.1,7.9,12.4,2017
Stefan Jankovic,ERI,23.0,9,6.0,226.0,7.3,15.3,0.479,1.3,3.8,0.333,6.1,11.5,0.528,3.5,4.3,0.815,2.4,6.8,9.2,2.2,1.1,0.2,3.0,6.7,19.4,2017
Livio Jean-Charles,AUS,23.0,45,28.0,1138.0,6.3,11.5,0.548,0.0,0.1,0.333,6.3,11.5,0.55,1.6,2.1,0.758,2.7,5.2,7.9,2.2,1.0,2.0,2.5,3.0,14.3,2017
Cory Jefferson,AUS,26.0,42,36.0,1189.0,7.1,15.0,0.475,1.0,2.6,0.384,6.1,12.4,0.494,4.8,5.9,0.814,3.0,7.6,10.7,1.2,0.9,1.0,1.4,3.7,20.1,2017
John Jenkins,WES,25.0,16,15.0,552.0,7.9,17.3,0.457,2.1,5.4,0.386,5.8,11.9,0.489,4.0,4.4,0.897,0.9,3.5,4.4,2.0,0.7,0.4,2.3,1.3,21.8,2017
Terrence Jennings,TOT,,28,18.0,10.0,244.0,4.4,8.4,0.526,0.0,0.0,4.4,8.4,0.526,1.2,2.5,0.471,1.6,5.2,6.8,1.6,1.3,1.3,1.5,5.8,10.0,2017
Terrence Jennings,GRR,,28,8.0,2.0,72.0,5.5,7.5,0.733,0.0,0.0,5.5,7.5,0.733,1.0,3.0,0.333,1.5,3.0,4.5,1.0,0.5,1.0,1.5,7.0,12.0,2017
Terrence Jennings,DEL,,28,10.0,8.0,172.0,4.0,8.8,0.452,0.0,0.0,4.0,8.8,0.452,1.3,2.3,0.545,1.7,6.1,7.7,1.9,1.7,1.5,1.5,5.2,9.2,2017
Grant Jerrett,CAN,23.0,10,9.0,370.0,4.3,11.2,0.383,1.7,4.1,0.405,2.6,7.1,0.37,2.2,2.9,0.767,1.2,5.8,7.0,1.9,0.9,1.0,1.9,3.1,12.5,2017
Paul Jesperson,RIO,24.0,1,0.0,2.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017
Alex Johnson,GRR,29.0,10,0.0,79.0,2.7,7.7,0.353,1.4,2.7,0.5,1.4,5.0,0.273,2.7,4.6,0.6,0.9,5.0,5.9,4.6,0.9,0.0,2.3,2.3,9.6,2017
Brice Johnson,SLS,,6,0.0,116.0,9.6,19.6,0.492,0.3,1.9,0.167,9.3,17.7,0.526,3.1,4.3,0.714,3.7,8.4,12.1,0.6,0.6,2.8,1.6,5.9,22.7,2017
Chris Johnson,RIO,26.0,32,17.0,1017.0,5.6,10.4,0.532,1.5,4.4,0.341,4.1,6.1,0.669,2.7,3.4,0.773,2.9,4.1,7.0,2.1,1.1,0.6,1.6,3.3,15.3,2017
Dakari Johnson,OKL,21.0,49,49.0,1421.0,8.7,15.7,0.556,0.1,0.3,0.154,8.7,15.4,0.564,5.5,8.0,0.684,3.8,6.0,9.8,2.8,1.0,1.6,3.1,4.0,23.0,2017
Jaron Johnson,RIO,24.0,13,0.0,309.0,6.6,14.6,0.456,4.5,10.1,0.448,2.1,4.4,0.474,1.2,1.9,0.625,0.6,3.6,4.2,1.9,1.3,0.3,2.1,3.1,19.0,2017
Justin Johnson,CAN,28.0,20,7.0,496.0,4.7,10.7,0.439,1.6,3.3,0.478,3.1,7.4,0.422,1.9,2.3,0.839,0.4,3.7,4.1,3.0,1.3,0.1,1.8,3.3,12.9,2017
Orlando Johnson,AUS,27.0,13,11.0,396.0,6.7,15.3,0.44,1.0,3.6,0.275,5.7,11.6,0.492,5.9,7.6,0.774,1.5,4.7,6.3,2.4,1.2,0.3,2.6,1.9,20.4,2017
Stanley Johnson,GRR,20.0,1,1.0,37.0,8.8,18.5,0.474,2.9,7.8,0.375,5.8,10.7,0.545,4.9,7.8,0.625,1.0,3.9,4.9,3.9,1.0,1.0,2.9,3.9,25.3,2017
Cameron Jones,CAN,27.0,13,2.0,345.0,5.8,12.9,0.452,1.5,3.3,0.438,4.4,9.6,0.457,1.8,2.3,0.773,1.4,2.7,4.1,2.5,0.8,0.0,1.6,2.4,14.9,2017
Cameron Jones,TOT,27.0,47,17.0,1249.0,6.1,13.7,0.446,0.9,2.8,0.327,5.2,10.9,0.477,2.8,3.5,0.803,1.2,3.5,4.7,3.7,1.3,0.1,2.5,2.9,16.0,2017
Cameron Jones,SAN,27.0,34,15.0,904.0,6.2,14.0,0.444,0.7,2.6,0.273,5.5,11.3,0.484,3.2,4.0,0.81,1.2,3.7,4.9,4.1,1.5,0.2,2.8,3.1,16.4,2017
Damian Jones,SAN,21.0,31,21.0,819.0,6.5,11.2,0.58,0.0,0.0,0.0,6.5,11.2,0.583,2.4,4.9,0.495,3.6,6.3,9.8,1.5,0.6,2.9,1.8,4.2,15.4,2017
Derrick Jones Jr.,NAS,19.0,19,17.0,602.0,6.2,12.3,0.5,0.7,2.8,0.255,5.4,9.5,0.572,3.5,5.7,0.611,2.3,4.1,6.4,1.1,1.4,1.7,1.7,4.1,16.5,2017
Jalen Jones,MAI,23.0,46,46.0,1654.0,6.9,15.4,0.446,2.0,5.7,0.345,4.9,9.8,0.504,5.3,7.1,0.746,2.0,7.0,9.0,2.2,1.0,0.6,3.1,3.0,21.0,2017
Perry Jones,IOW,25.0,24,13.0,523.0,4.2,13.4,0.314,1.2,6.1,0.202,3.0,7.2,0.41,1.8,2.5,0.722,0.6,4.2,4.8,2.9,0.5,0.8,2.7,2.3,11.4,2017
Roosevelt Jones,CAN,24.0,46,35.0,1267.0,3.9,8.0,0.493,0.1,0.6,0.182,3.8,7.4,0.519,0.7,1.5,0.442,3.0,5.3,8.3,4.0,1.9,0.3,1.6,3.1,8.7,2017
Solomon Jones,OKL,3.0,0,45.0,5.6,12.0,0.467,0.0,0.0,5.6,12.0,0.467,0.8,1.6,0.5,2.4,3.2,5.6,3.2,3.2,2.4,1.6,4.0,12.0,,,2017
John Jordan,RAP,24.0,40,2.0,705.0,4.2,10.0,0.423,1.0,2.5,0.408,3.2,7.5,0.429,2.5,3.4,0.716,1.2,3.8,5.0,6.6,2.2,0.2,2.3,3.7,11.9,2017
Nikola Jovanovic,GRR,23.0,24,14.0,416.0,7.4,15.1,0.486,0.4,0.8,0.556,6.9,14.4,0.482,4.5,7.0,0.642,5.2,9.5,14.7,1.0,0.7,0.4,2.3,4.2,19.6,2017
Nikola Jovanovic,WES,23.0,12,0.0,205.0,6.7,14.4,0.463,0.0,0.4,0.0,6.7,14.0,0.475,4.9,6.8,0.718,4.7,7.0,11.8,1.6,0.4,0.9,2.1,4.7,18.3,2017
Nikola Jovanovic,TOT,23.0,36,14.0,621.0,7.1,14.9,0.479,0.3,0.6,0.455,6.8,14.3,0.48,4.6,7.0,0.667,5.0,8.7,13.7,1.2,0.6,0.6,2.2,4.3,19.2,2017
Ryan Kelly,MAI,25.0,8,4.0,281.0,7.9,15.6,0.508,1.8,5.0,0.359,6.1,10.6,0.578,5.6,7.6,0.746,0.5,9.6,10.1,2.9,0.6,2.2,1.9,2.9,23.3,2017
Markus Kennedy,RIO,25.0,14,1.0,56.0,3.9,14.1,0.273,0.0,5.8,0.0,3.9,8.4,0.462,3.9,5.8,0.667,1.9,5.1,7.1,2.6,0.6,0.6,3.2,6.4,11.6,2017
Anthony Kent,WES,,33,4.0,0.0,48.0,3.7,5.2,0.714,0.0,0.0,3.7,5.2,0.714,3.7,6.8,0.556,3.0,2.3,5.2,0.7,0.0,0.0,1.5,7.5,11.3,2017
Lasan Kromah,WES,25.0,2,0.0,28.0,5.1,10.3,0.5,1.3,2.6,0.5,3.9,7.7,0.5,9.0,11.6,0.778,0.0,6.4,6.4,2.6,2.6,0.0,1.3,1.3,20.6,2017
Michale Kyser,SLS,25.0,26,3.0,389.0,3.5,8.1,0.437,0.0,0.3,0.0,3.5,7.8,0.452,0.8,1.8,0.474,3.6,5.8,9.4,1.1,0.7,0.9,1.5,3.0,7.9,2017
Skal Labissiere,REN,20.0,17,17.0,527.0,6.9,15.1,0.457,0.3,2.0,0.167,6.6,13.0,0.503,3.1,4.4,0.708,3.3,5.5,8.8,1.3,1.0,1.5,2.9,5.1,17.3,2017
Doron Lamb,WES,25.0,42,29.0,1178.0,5.7,12.6,0.457,1.6,4.1,0.378,4.2,8.4,0.496,2.5,3.0,0.847,1.1,3.1,4.2,2.0,1.1,0.1,1.7,3.1,15.6,2017
Stephane Lasme,TEX,34.0,19,15.0,517.0,6.2,11.4,0.546,1.3,3.0,0.419,4.9,8.4,0.592,2.0,2.8,0.725,3.1,6.2,9.3,1.4,1.3,4.3,1.9,4.5,15.7,2017
Dallas Lauderdale,MAI,28.0,37,25.0,637.0,3.7,5.8,0.637,0.0,0.1,0.0,3.7,5.7,0.644,1.2,1.6,0.724,3.4,6.4,9.8,1.1,0.7,3.2,1.9,4.3,8.5,2017
David Laury,TOT,26.0,38,6.0,799.0,7.1,15.5,0.459,0.5,1.8,0.244,6.7,13.7,0.488,4.1,6.5,0.621,3.6,7.4,10.9,2.6,0.7,0.9,2.5,3.3,18.7,2017
David Laury,DEL,26.0,28,6.0,567.0,7.0,14.8,0.472,0.3,1.7,0.185,6.7,13.1,0.51,4.3,6.9,0.62,3.4,7.2,10.5,2.7,0.7,0.8,2.3,3.4,18.5,2017
David Laury,WCB,26.0,10,0.0,232.0,7.4,17.2,0.432,0.8,2.2,0.357,6.7,15.1,0.443,3.6,5.7,0.622,4.0,7.9,11.9,2.5,0.6,1.2,2.9,3.1,19.2,2017
Jake Layman,WCB,22.0,8,8.0,267.0,7.1,16.9,0.424,1.6,7.1,0.226,5.5,9.7,0.569,3.4,4.0,0.833,1.3,5.1,6.5,2.2,1.8,0.8,2.3,2.2,19.3,2017
Jeff Ledbetter,AUS,28.0,38,0.0,732.0,6.3,12.3,0.516,3.6,7.5,0.484,2.7,4.8,0.567,1.5,1.8,0.861,0.4,3.1,3.5,4.1,2.0,0.3,2.8,4.4,17.9,2017
Damion Lee,MAI,24.0,16,16.0,544.0,6.2,13.0,0.472,2.7,5.8,0.466,3.4,7.2,0.477,3.8,4.7,0.817,0.9,5.7,6.6,3.6,1.1,0.4,2.1,2.5,18.9,2017
Stedmon Lemon,DEL,24.0,8,0.0,63.0,3.4,13.1,0.261,0.0,5.1,0.0,3.4,8.0,0.429,0.6,1.7,0.333,2.3,4.0,6.3,1.7,2.3,1.1,2.9,0.6,7.4,2017
Stedmon Lemon,CAN,24.0,5,0.0,43.0,7.5,16.7,0.45,1.7,7.5,0.222,5.9,9.2,0.636,0.0,0.8,0.0,0.0,7.5,7.5,0.0,2.5,0.8,0.8,4.2,16.7,2017
Stedmon Lemon,TOT,24.0,13,0.0,106.0,5.1,14.6,0.349,0.7,6.1,0.111,4.4,8.5,0.52,0.3,1.4,0.25,1.4,5.4,6.8,1.0,2.4,1.0,2.0,2.0,11.2,2017
CJ Leslie,RAP,25.0,45,19.0,938.0,7.8,14.3,0.543,0.7,2.1,0.315,7.1,12.2,0.582,3.5,5.8,0.6,3.3,7.1,10.4,2.6,1.2,0.8,3.1,4.0,19.6,2017
Travis Leslie,FOR,26.0,48,15.0,1355.0,7.3,14.7,0.495,1.6,4.5,0.363,5.7,10.2,0.553,1.5,1.9,0.789,2.5,5.3,7.9,2.8,1.3,0.4,1.9,2.9,17.7,2017
Julien Lewis,RIO,24.0,14,0.0,192.0,4.1,11.3,0.367,2.6,7.5,0.35,1.5,3.7,0.4,1.1,1.1,1.0,0.7,3.9,4.7,2.1,1.7,0.6,0.7,3.7,12.0,2017
Shawn Long,DEL,24.0,39,36.0,1149.0,9.8,18.4,0.536,0.3,1.4,0.217,9.5,16.9,0.563,4.7,6.8,0.691,5.2,8.4,13.6,1.9,0.7,1.6,3.6,4.3,24.7,2017
Kevon Looney,SAN,20.0,4,1.0,79.0,10.5,18.7,0.561,0.0,1.4,0.0,10.5,17.3,0.605,2.3,5.5,0.417,9.1,11.4,20.5,0.9,1.8,1.8,0.5,5.0,23.2,2017
Carlos Lopez-Sosa,DEL,26.0,38,2.0,567.0,5.7,9.1,0.629,0.0,0.1,0.0,5.7,9.0,0.634,2.6,4.1,0.641,3.0,5.9,8.9,2.7,0.8,1.3,3.0,4.6,14.0,2017
Jordan Loyd,FOR,23.0,49,19.0,1391.0,6.5,15.0,0.436,1.7,5.0,0.342,4.8,10.0,0.483,4.4,5.0,0.871,1.3,4.0,5.3,5.0,1.2,0.4,2.2,4.1,19.2,2017
Kalin Lucas,TOT,27.0,48,24.0,1497.0,7.2,16.4,0.442,1.7,4.3,0.404,5.5,12.1,0.455,4.6,5.3,0.873,0.6,3.8,4.5,5.8,1.1,0.0,2.6,2.0,20.8,2017
Kalin Lucas,IOW,27.0,14,13.0,426.0,6.6,16.5,0.4,2.5,6.3,0.405,4.1,10.2,0.397,4.2,4.7,0.893,0.8,3.9,4.6,6.0,1.3,0.0,2.5,1.7,19.9,2017
Kalin Lucas,ERI,27.0,34,11.0,1071.0,7.5,16.3,0.459,1.4,3.5,0.404,6.1,12.8,0.474,4.8,5.5,0.867,0.6,3.8,4.4,5.7,1.1,0.1,2.7,2.2,21.2,2017
Timothe Luwawu,DEL,21.0,3,3.0,81.0,4.4,10.7,0.417,1.3,2.7,0.5,3.1,8.0,0.389,3.6,4.0,0.889,0.0,5.3,5.3,3.6,2.2,0.4,3.6,4.4,13.8,2017
Michael Lyons,ERI,26.0,41,20.0,831.0,3.3,8.6,0.382,1.7,4.9,0.342,1.6,3.7,0.435,1.0,1.3,0.71,1.5,2.6,4.2,1.6,1.5,0.2,0.8,3.4,9.2,2017
Josh Magette,LOS,27.0,50,50.0,1767.0,5.6,13.6,0.409,2.3,6.4,0.352,3.3,7.2,0.459,2.8,3.3,0.828,0.6,3.9,4.5,9.6,1.5,0.0,2.7,3.1,16.1,2017
Renaldo Major,REN,34.0,29,1.0,526.0,2.8,7.2,0.39,1.5,4.0,0.379,1.3,3.2,0.404,3.1,4.0,0.776,0.8,2.7,3.5,1.1,1.4,0.8,0.8,3.8,10.2,2017
Kendall Marshall,REN,25.0,21,18.0,760.0,5.4,11.8,0.458,0.9,2.8,0.322,4.5,9.0,0.5,3.3,3.9,0.843,0.5,3.3,3.8,9.0,1.2,0.0,3.2,1.9,15.0,2017
Cartier Martin,WCB,32.0,6,0.0,149.0,6.5,14.0,0.466,1.9,5.8,0.333,4.6,8.2,0.559,4.6,5.6,0.826,0.5,3.6,4.1,3.6,1.0,0.2,2.2,2.4,19.6,2017
Cartier Martin,TOT,32.0,31,22.0,803.0,5.7,14.7,0.388,2.3,6.8,0.336,3.4,7.8,0.434,2.9,3.5,0.821,0.7,4.3,5.1,2.2,1.3,0.3,2.4,2.8,16.5,2017
Cartier Martin,IOW,32.0,25,22.0,654.0,5.5,14.8,0.372,2.4,7.0,0.336,3.1,7.8,0.404,2.5,3.0,0.818,0.8,4.5,5.3,1.9,1.4,0.3,2.5,2.9,15.9,2017
Jarell Martin,IOW,22.0,22,19.0,619.0,7.3,17.6,0.413,0.7,2.3,0.3,6.6,15.3,0.43,5.1,6.0,0.845,3.0,6.7,9.7,1.5,0.9,1.4,2.8,4.5,20.3,2017
