Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Mike King,FAY,27.0,21,17.0,606.0,6.2,13.2,0.473,1.3,3.2,0.407,4.9,10.0,0.494,4.2,4.8,0.875,1.4,3.5,4.9,2.4,1.3,0.4,3.0,3.7,17.9,2006
Tony Kitchings,TUL,,26,16.0,7.0,346.0,6.2,11.4,0.545,0.0,0.0,6.2,11.4,0.545,2.2,4.4,0.5,2.5,7.4,9.9,2.5,0.7,1.6,3.5,4.2,14.7,2006
Keith Langford,FTW,22.0,46,8.0,1110.0,6.3,12.9,0.489,0.3,0.8,0.4,6.0,12.1,0.495,4.2,6.3,0.662,1.4,3.1,4.5,3.6,1.3,0.5,2.5,3.2,17.1,2006
James Lang,ARK,22.0,32,10.0,530.0,6.9,12.0,0.571,0.0,0.1,0.0,6.9,11.9,0.577,4.3,7.0,0.621,4.0,6.9,10.9,1.0,0.7,1.8,4.4,7.3,18.1,2006
George Leach,FLO,,24,47.0,18.0,990.0,6.0,10.9,0.547,0.0,0.0,6.0,10.9,0.547,2.3,3.6,0.646,2.9,6.2,9.1,1.3,0.8,2.4,2.3,5.9,14.3,2006
John Lucas,TUL,23.0,35,35.0,1226.0,6.8,13.4,0.509,1.8,4.1,0.433,5.0,9.2,0.543,1.9,2.4,0.802,0.9,2.4,3.3,4.0,1.6,0.1,1.4,2.3,17.3,2006
Kevin Lyde,FAY,,25,13.0,8.0,295.0,4.8,9.5,0.5,0.0,0.0,4.8,9.5,0.5,3.7,6.0,0.612,1.6,6.2,7.8,2.2,0.2,2.1,2.7,6.7,13.2,2006
Jack Marlow,ARK,24.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,,,,2006
Rawle Marshall,FTW,23.0,21,17.0,637.0,6.6,14.2,0.462,0.6,1.5,0.385,6.0,12.7,0.471,7.0,9.4,0.741,1.6,3.4,5.0,1.6,1.6,1.2,2.3,2.7,20.6,2006
Brandon Mason,ABQ,24.0,24,4.0,412.0,4.5,13.5,0.338,1.6,5.3,0.295,3.0,8.1,0.366,2.2,2.9,0.758,1.3,2.1,3.4,1.7,1.1,0.2,1.5,3.6,12.8,2006
Bryant Matthews,TOT,24.0,45,19.0,1221.0,4.0,9.4,0.422,0.4,1.4,0.283,3.6,8.1,0.445,6.2,8.6,0.719,3.2,3.7,6.8,2.3,2.2,0.3,3.1,5.5,14.5,2006
Bryant Matthews,ROA,24.0,33,14.0,893.0,3.5,8.2,0.422,0.2,0.9,0.227,3.3,7.3,0.445,6.3,8.7,0.724,3.1,3.3,6.4,2.1,2.3,0.4,3.0,5.2,13.5,2006
Bryant Matthews,ABQ,24.0,12,5.0,328.0,5.4,12.7,0.422,0.9,2.6,0.333,4.5,10.1,0.446,5.8,8.2,0.707,3.3,4.7,8.0,2.6,1.9,0.1,3.3,6.1,17.5,2006
Jeremy McNeil,FLO,25.0,2,0.0,13.0,11.1,11.1,1.0,0.0,0.0,11.1,11.1,1.0,0.0,0.0,2.8,0.0,2.8,2.8,2.8,0.0,0.0,13.8,22.2,,,2006
Rich Melzer,ABQ,26.0,14,0.0,340.0,5.0,12.6,0.395,1.7,3.4,0.5,3.3,9.2,0.356,2.6,3.9,0.676,2.0,2.9,4.9,2.1,0.8,0.3,1.5,4.2,14.3,2006
Scott Merritt,AUS,24.0,43,41.0,1228.0,5.5,11.1,0.493,0.0,0.1,0.25,5.5,11.0,0.496,2.4,3.4,0.722,2.6,4.7,7.3,0.9,0.5,1.2,1.7,3.7,13.4,2006
Aaron Miles,FTW,22.0,27,20.0,755.0,5.0,11.0,0.455,0.2,0.5,0.364,4.8,10.5,0.459,2.8,3.6,0.787,0.8,3.0,3.8,8.5,1.4,0.0,2.8,3.2,13.0,2006
C.J. Miles,ABQ,18.0,11,9.0,309.0,5.2,12.6,0.417,1.3,3.8,0.333,4.0,8.7,0.453,4.5,6.5,0.696,1.2,3.3,4.4,2.1,1.3,0.5,2.7,4.0,16.3,2006
Darnell Miller,FAY,23.0,45,18.0,889.0,3.5,8.3,0.422,0.0,0.2,0.167,3.5,8.1,0.43,3.4,4.8,0.703,1.9,3.3,5.2,4.8,1.2,0.2,3.3,4.8,10.4,2006
Sergei Monia,FTW,22.0,8,0.0,180.0,5.0,12.0,0.417,0.8,2.8,0.286,4.2,9.2,0.457,2.6,3.2,0.813,1.6,3.8,5.4,2.6,1.0,1.0,2.0,6.4,13.4,2006
Jamario Moon,FTW,25.0,3,1.0,52.0,2.1,9.0,0.231,0.0,1.4,0.0,2.1,7.6,0.273,2.8,2.8,1.0,0.7,4.2,4.8,1.4,4.2,0.7,0.7,3.5,6.9,2006
Jonathan Moore,FLO,23.0,37,1.0,417.0,5.1,12.0,0.424,0.0,0.3,0.0,5.1,11.7,0.437,3.5,5.1,0.678,2.6,3.3,5.9,1.9,1.0,0.8,2.1,3.2,13.6,2006
Malik Moore,ROA,29.0,47,4.0,682.0,3.2,9.3,0.347,0.3,1.5,0.179,3.0,7.8,0.378,3.1,4.9,0.624,1.1,2.9,3.9,3.6,1.0,0.2,3.2,2.6,9.8,2006
Austin Nichols,FLO,23.0,47,32.0,1327.0,5.4,12.1,0.447,0.4,1.1,0.366,5.0,11.0,0.456,3.1,3.6,0.866,1.0,2.8,3.8,2.2,0.9,0.2,1.4,2.7,14.4,2006
Randall Orr,ABQ,23.0,15,4.0,237.0,5.5,11.5,0.474,0.0,0.3,0.0,5.5,11.2,0.486,1.1,1.2,0.875,1.2,4.9,6.1,1.2,0.5,1.2,2.0,1.8,12.0,2006
Kevin Owens,ROA,,25,44.0,9.0,689.0,4.5,9.9,0.46,0.0,0.0,4.5,9.9,0.46,3.1,6.3,0.488,3.6,7.2,10.7,1.1,0.9,1.4,2.5,7.6,12.2,2006
Pavel Podkolzin,FTW,,21,11.0,9.0,207.0,4.9,9.6,0.509,0.0,0.0,4.9,9.6,0.509,3.0,4.5,0.654,4.9,6.3,11.1,1.0,0.7,1.4,3.0,7.1,12.7,2006
Josh Powell,FTW,,23,3.0,2.0,89.0,8.9,12.5,0.71,0.0,0.0,8.9,12.5,0.71,3.6,4.4,0.818,4.0,4.4,8.5,0.4,0.8,0.8,2.4,2.8,21.4,2006
Peter John Ramos,ROA,20.0,43,40.0,1322.0,7.2,12.3,0.588,0.0,0.0,0.0,7.2,12.3,0.59,3.0,5.0,0.599,2.5,6.5,9.1,1.1,0.4,2.1,3.9,4.6,17.5,2006
Ryan Randle,FAY,24.0,33,8.0,668.0,5.2,10.1,0.511,0.0,0.1,0.0,5.2,10.0,0.516,3.2,4.5,0.714,4.4,3.7,8.1,1.2,1.1,0.6,1.5,4.6,13.6,2006
Reed Rawlings,FLO,27.0,10,0.0,194.0,5.2,12.4,0.418,1.7,4.6,0.36,3.5,7.8,0.452,2.2,3.2,0.706,0.6,2.6,3.2,1.9,1.3,1.1,1.9,3.9,14.3,2006
Kareem Reid,ARK,30.0,48,43.0,1765.0,4.5,10.3,0.441,0.2,0.9,0.217,4.3,9.3,0.464,3.5,4.3,0.808,0.8,2.1,2.9,8.0,1.6,0.0,2.7,2.4,12.8,2006
Garrett Richardson,ARK,10.0,0,59.0,1.2,8.5,0.143,0.6,1.8,0.333,0.6,6.7,0.091,0.0,0.0,0.6,3.7,4.3,5.5,2.4,0.0,1.2,4.9,3.1,,,2006
Norm Richardson,FAY,26.0,22,5.0,516.0,5.7,14.2,0.399,1.9,4.2,0.45,3.8,10.0,0.378,4.4,6.1,0.724,1.0,3.8,4.8,2.0,0.6,0.3,2.3,2.9,17.6,2006
Rick Rickert,FAY,22.0,26,17.0,639.0,5.7,12.1,0.47,0.0,0.2,0.0,5.7,11.9,0.476,2.3,3.7,0.615,3.5,6.6,10.2,1.9,0.8,0.3,2.1,3.6,13.6,2006
Roderick Riley,FAY,24.0,29,13.0,713.0,4.0,8.4,0.482,0.0,0.1,0.0,4.0,8.3,0.488,5.7,7.9,0.72,3.5,5.5,8.9,0.8,0.5,0.8,2.9,5.8,13.8,2006
Anthony Roberson,ARK,22.0,10,0.0,271.0,8.5,18.7,0.454,2.9,6.6,0.44,5.6,12.1,0.462,3.9,4.6,0.829,1.1,2.9,4.0,2.0,1.6,0.5,1.9,3.1,23.8,2006
Lawrence Roberts,ARK,23.0,10,6.0,369.0,7.8,15.0,0.519,0.0,0.1,0.0,7.8,14.9,0.523,3.7,5.7,0.655,3.5,6.4,10.0,0.8,1.5,1.0,2.0,2.6,19.3,2006
Brandon Robinson,TOT,24.0,40,24.0,904.0,5.1,10.4,0.488,0.0,0.2,0.0,5.1,10.1,0.5,3.1,4.2,0.743,3.1,3.8,6.9,2.0,2.3,1.2,2.2,4.0,13.2,2006
Brandon Robinson,FTW,24.0,18,7.0,372.0,4.9,10.0,0.495,0.0,0.2,0.0,4.9,9.8,0.505,2.8,4.0,0.707,2.8,5.1,7.9,1.5,3.1,1.6,2.4,5.3,12.7,2006
Brandon Robinson,ABQ,24.0,22,17.0,532.0,5.1,10.6,0.484,0.0,0.3,0.0,5.1,10.4,0.497,3.3,4.3,0.766,3.3,2.9,6.2,2.2,1.7,0.8,2.0,3.0,13.6,2006
E.J. Rowland,FLO,25.0,44,7.0,756.0,4.8,10.0,0.474,0.1,0.6,0.25,4.6,9.5,0.487,2.0,3.2,0.612,0.7,4.5,5.2,6.2,2.0,0.4,2.5,3.1,11.6,2006
Tyrone Sally,ROA,24.0,47,0.0,510.0,4.2,8.5,0.488,0.0,0.2,0.0,4.2,8.3,0.5,3.6,4.8,0.75,2.5,2.7,5.2,1.1,0.7,0.6,2.0,4.2,11.9,2006
Corey Sanders,FLO,,26,6.0,0.0,133.0,2.2,6.0,0.364,0.0,0.0,2.2,6.0,0.364,0.8,1.6,0.5,3.0,6.0,8.9,1.4,1.1,1.1,2.2,4.9,5.1,2006
Melvin Sanders,FAY,25.0,19,15.0,601.0,6.6,14.3,0.466,0.2,1.4,0.13,6.5,12.9,0.502,2.9,3.9,0.754,2.0,2.5,4.5,2.5,1.6,0.3,2.0,4.2,16.4,2006
Alex Scales,AUS,27.0,23,6.0,583.0,4.4,10.9,0.407,1.6,4.5,0.356,2.8,6.4,0.442,3.3,4.0,0.815,0.4,2.8,3.2,2.6,1.5,0.5,2.5,3.2,13.8,2006
Luke Schenscher,FTW,,23,36.0,33.0,887.0,5.0,9.3,0.53,0.0,0.0,5.0,9.3,0.53,2.1,3.4,0.607,3.2,5.7,8.9,1.8,1.1,2.1,2.3,5.6,12.0,2006
Ha Seung-Jin,FTW,,20,5.0,0.0,72.0,2.5,7.0,0.357,0.0,0.0,2.5,7.0,0.357,0.0,2.0,0.0,3.5,6.0,9.5,0.5,0.0,0.5,3.0,6.5,5.0,2006
Nick Sheppard,FTW,,29,26.0,0.0,291.0,2.6,6.9,0.375,0.0,0.0,2.6,6.9,0.375,1.4,3.2,0.423,2.7,5.6,8.3,2.2,0.4,0.7,2.6,7.1,6.6,2006
Ricky Shields,FLO,23.0,12,0.0,127.0,4.8,13.3,0.362,1.4,3.1,0.455,3.4,10.2,0.333,0.9,1.7,0.5,1.4,1.4,2.8,2.3,0.6,0.0,1.4,2.3,11.9,2006
Joe Shipp,ABQ,24.0,24,22.0,825.0,7.1,15.0,0.475,0.5,2.4,0.204,6.6,12.6,0.526,3.6,5.5,0.664,1.5,3.2,4.7,2.5,1.0,0.4,2.1,2.0,18.3,2006
Chris Shumate,ARK,24.0,46,0.0,524.0,4.3,11.6,0.373,1.5,4.1,0.373,2.8,7.6,0.373,2.5,3.0,0.818,1.6,3.7,5.4,2.2,0.9,0.3,1.4,2.1,12.6,2006
Donta Smith,ARK,22.0,29,22.0,965.0,5.9,10.4,0.568,0.4,1.2,0.323,5.5,9.2,0.599,2.8,3.9,0.731,1.2,3.4,4.6,3.2,1.8,0.7,2.5,3.4,15.0,2006
Jamar Smith,AUS,25.0,48,17.0,1397.0,5.8,12.9,0.45,0.0,0.1,0.0,5.8,12.8,0.455,2.5,3.9,0.634,2.5,6.3,8.9,1.4,0.9,0.6,2.1,2.5,14.1,2006
Theron Smith,FLO,25.0,33,30.0,1108.0,5.5,12.3,0.447,0.1,0.3,0.222,5.5,12.1,0.453,4.7,5.8,0.825,2.0,4.9,6.9,3.1,0.6,0.4,2.5,2.6,15.9,2006
T.J. Sorrentine,FLO,23.0,14,0.0,210.0,3.6,11.5,0.313,1.0,3.8,0.273,2.6,7.7,0.333,0.5,0.7,0.75,0.7,1.9,2.6,5.0,1.4,0.0,1.2,4.3,8.7,2006
Pape Sow,ARK,,24,18.0,14.0,607.0,6.9,13.3,0.522,0.0,0.0,6.9,13.3,0.522,7.1,9.0,0.795,3.9,8.5,12.3,0.7,1.5,1.2,3.7,4.9,21.0,2006
Leonard Stokes,FLO,,20,16.0,669.0,4.7,10.9,0.429,0.0,0.1,0.0,4.7,10.8,0.433,2.8,5.0,0.565,1.2,2.4,3.6,5.9,1.4,0.5,3.2,1.9,12.2,2006
Cedric Suitt,TUL,,26,8.0,6.0,138.0,2.3,3.9,0.6,0.0,0.0,2.3,3.9,0.6,0.8,1.6,0.5,3.1,4.2,7.3,0.3,1.0,2.6,4.4,5.5,5.5,2006
Yuta Tabuse,ABQ,25.0,34,4.0,766.0,4.2,10.3,0.406,0.5,1.5,0.313,3.7,8.8,0.422,1.5,1.9,0.78,1.2,2.3,3.4,6.4,2.0,0.0,1.9,3.4,10.3,2006
James Taylor,ROA,23.0,3,0.0,35.0,6.2,13.4,0.462,1.0,2.1,0.5,5.1,11.3,0.455,4.1,4.1,1.0,0.0,2.1,2.1,0.0,2.1,1.0,1.0,6.2,17.5,2006
Marcus Taylor,TUL,24.0,8,0.0,59.0,9.8,17.7,0.552,0.0,1.8,0.0,9.8,15.9,0.615,0.6,0.6,1.0,1.8,0.6,2.4,3.7,0.0,0.0,3.1,4.3,20.1,2006
Marcus Taylor,TOT,24.0,14,6.0,190.0,6.4,12.9,0.5,0.0,1.3,0.0,6.4,11.6,0.557,2.5,2.8,0.867,1.9,1.5,3.4,3.4,0.4,0.2,3.0,3.2,15.3,2006
Marcus Taylor,ABQ,24.0,6,6.0,131.0,4.9,10.7,0.462,0.0,1.1,0.0,4.9,9.6,0.514,3.3,3.8,0.857,1.9,1.9,3.8,3.3,0.5,0.3,3.0,2.7,13.2,2006
Anthony Terrell,FTW,24.0,48,21.0,1306.0,4.7,9.8,0.479,0.0,0.2,0.0,4.7,9.6,0.489,1.4,2.8,0.515,2.2,3.4,5.6,1.8,0.9,0.6,1.6,2.8,10.9,2006
Harvey Thomas,TOT,23.0,15,0.0,144.0,3.0,8.7,0.343,0.0,0.5,0.0,3.0,8.2,0.364,4.2,7.0,0.607,1.7,3.5,5.2,1.7,1.5,1.5,3.2,7.5,10.2,2006
Harvey Thomas,FLO,23.0,6,0.0,51.0,2.8,9.2,0.308,0.0,1.4,0.0,2.8,7.8,0.364,2.8,4.2,0.667,3.5,4.9,8.5,1.4,0.7,1.4,3.5,8.5,8.5,2006
Harvey Thomas,ARK,,23,9.0,0.0,93.0,3.1,8.5,0.364,0.0,0.0,3.1,8.5,0.364,5.0,8.5,0.591,0.8,2.7,3.5,1.9,1.9,1.5,3.1,7.0,11.2,2006
Omar Thomas,AUS,23.0,10,0.0,183.0,5.9,12.6,0.469,0.4,1.2,0.333,5.5,11.4,0.483,4.9,6.3,0.781,3.1,2.6,5.7,0.8,0.8,0.8,2.0,3.9,17.1,2006
Dijon Thompson,ABQ,22.0,3,3.0,117.0,5.5,14.8,0.375,1.5,2.5,0.625,4.0,12.3,0.325,3.7,4.9,0.75,1.5,5.5,7.1,0.6,1.2,0.3,1.5,2.2,16.3,2006
Cody Toppert,ABQ,23.0,16,2.0,228.0,3.5,10.3,0.338,1.9,5.4,0.353,1.6,4.9,0.323,0.5,0.6,0.75,0.8,2.1,2.8,3.3,1.4,0.0,1.3,5.1,9.3,2006
Cezary Trybanski,TUL,,26,45.0,15.0,728.0,2.8,5.1,0.544,0.0,0.0,2.8,5.1,0.544,2.4,3.4,0.706,3.0,4.3,7.3,1.0,0.8,4.4,2.4,5.0,7.9,2006
Clay Tucker,ARK,25.0,47,39.0,1478.0,5.7,14.3,0.403,2.4,6.1,0.389,3.4,8.1,0.413,2.2,3.1,0.713,0.5,3.0,3.5,2.8,1.6,0.3,1.6,3.0,16.1,2006
Ime Udoka,FTW,28.0,45,44.0,1542.0,6.4,14.9,0.432,0.9,2.8,0.306,5.6,12.0,0.461,4.3,5.9,0.729,1.6,4.9,6.5,3.6,1.9,0.4,3.1,3.7,18.0,2006
Isiah Victor,ROA,27.0,45,44.0,1631.0,6.5,13.3,0.488,0.1,0.3,0.25,6.4,13.0,0.492,5.6,7.4,0.761,2.1,5.8,7.9,2.1,0.9,0.2,2.8,3.2,18.6,2006
Von Wafer,FTW,20.0,8,0.0,148.0,5.6,16.8,0.333,1.7,7.5,0.226,3.9,9.2,0.421,2.7,3.2,0.846,1.0,3.9,4.9,1.7,0.5,0.0,2.7,2.4,15.6,2006
Matt Walsh,ARK,23.0,11,1.0,230.0,4.7,12.2,0.385,2.5,7.2,0.348,2.2,5.0,0.438,2.5,3.0,0.842,0.5,4.4,4.9,3.6,0.8,0.3,2.3,3.9,14.4,2006
Martell Webster,FTW,19.0,8,0.0,203.0,5.7,15.1,0.376,1.2,3.9,0.318,4.4,11.2,0.397,2.7,3.4,0.789,0.5,4.3,4.8,0.9,0.5,0.4,3.0,2.5,15.3,2006
Quannas White,AUS,25.0,10,0.0,124.0,3.8,8.4,0.448,0.6,2.9,0.2,3.2,5.5,0.579,0.3,0.6,0.5,1.2,2.6,3.8,4.4,2.6,0.0,2.6,5.8,8.4,2006
Anthony Wilkins,TUL,25.0,22,0.0,152.0,2.8,9.7,0.293,0.5,3.6,0.133,2.4,6.2,0.385,1.4,2.1,0.667,0.0,4.7,4.7,3.8,0.7,0.0,2.1,1.9,7.6,2006
Anthony Wilkins,TOT,25.0,36,9.0,459.0,3.8,10.4,0.371,0.6,3.1,0.2,3.2,7.2,0.446,1.2,1.8,0.652,1.0,3.8,4.8,2.7,0.9,0.0,1.3,2.5,9.5,2006
Anthony Wilkins,FTW,25.0,14,9.0,307.0,4.3,10.7,0.407,0.7,2.9,0.24,3.6,7.7,0.47,1.1,1.6,0.643,1.5,3.3,4.8,2.2,0.9,0.0,0.9,2.8,10.4,2006
Ezra Williams,AUS,25.0,42,29.0,1158.0,6.0,13.0,0.464,1.8,4.5,0.393,4.3,8.5,0.502,2.5,3.0,0.835,1.4,3.5,5.0,2.4,1.5,0.3,2.1,3.7,16.4,2006
Jawad Williams,FAY,22.0,4,1.0,123.0,6.1,15.8,0.389,0.9,4.4,0.2,5.3,11.4,0.462,3.2,4.4,0.733,2.6,3.2,5.9,2.0,0.6,0.0,1.5,3.8,16.4,2006
Bracey Wright,FLO,21.0,30,30.0,1127.0,7.0,15.1,0.461,1.5,3.5,0.427,5.5,11.6,0.471,5.6,7.0,0.8,0.7,3.0,3.7,4.0,0.9,0.3,2.7,2.3,21.1,2006
Dorell Wright,FLO,20.0,6,0.0,124.0,9.6,18.6,0.516,0.3,0.9,0.333,9.3,17.7,0.525,1.7,1.7,1.0,2.6,4.1,6.7,3.2,0.9,0.6,4.1,2.0,21.2,2006
Derrick Zimmerman,AUS,24.0,45,43.0,1642.0,3.4,7.2,0.473,0.0,0.5,0.048,3.4,6.8,0.502,1.5,2.8,0.539,1.4,3.3,4.7,6.4,1.9,0.5,2.9,3.2,8.4,2006
Ben Adams,CLB,25.0,8,0.0,143.0,5.8,10.1,0.575,0.0,0.3,0.0,5.8,9.8,0.59,4.5,5.5,0.818,0.8,2.8,3.5,5.5,2.0,0.0,4.0,3.8,16.1,2005
Cory Alexander,ROA,31.0,32,32.0,1107.0,5.7,13.2,0.43,0.7,2.0,0.383,4.9,11.2,0.438,5.0,6.0,0.828,0.6,3.1,3.7,8.7,2.2,0.2,4.1,2.7,17.1,2005
Jeff Aubry,FLO,,27,16.0,6.0,456.0,3.1,6.0,0.513,0.0,0.0,3.1,6.0,0.513,1.4,3.2,0.439,2.4,4.1,6.5,1.5,0.6,1.8,1.4,3.5,7.6,2005
Sung-Yoon Bang,ROA,21.0,41,24.0,1113.0,6.3,14.9,0.426,1.2,3.1,0.392,5.1,11.7,0.435,2.7,3.4,0.808,0.6,2.0,2.6,1.6,1.2,0.1,1.8,3.5,16.6,2005
Earl Barron,HUN,,23,45.0,23.0,1159.0,6.5,13.0,0.499,0.0,0.0,6.5,13.0,0.499,4.1,5.1,0.811,3.3,4.6,8.0,1.1,0.6,0.9,1.9,4.4,17.1,2005
Mengke Bateer,HUN,29.0,24,24.0,636.0,5.7,10.5,0.538,0.1,0.1,1.0,5.6,10.5,0.535,4.9,6.8,0.717,3.2,4.0,7.2,2.3,0.3,0.6,3.6,5.3,16.2,2005
Mike Benton,CLB,,24,48.0,45.0,1259.0,4.5,8.7,0.521,0.0,0.0,4.5,8.7,0.521,2.1,3.6,0.592,2.9,6.2,9.1,0.7,0.6,2.8,1.6,4.0,11.2,2005
Rodney Bias,HUN,,25,43.0,39.0,1338.0,3.8,6.1,0.614,0.0,0.0,3.8,6.1,0.614,1.2,2.3,0.506,5.9,9.0,15.0,0.8,0.7,1.0,1.8,3.8,8.7,2005
Ronald Blackshear,HUN,26.0,20,0.0,289.0,8.5,19.2,0.442,1.1,3.0,0.375,7.3,16.2,0.454,1.2,1.6,0.769,0.4,1.6,2.0,0.7,0.7,0.2,2.5,2.5,19.3,2005
Ruben Boumtje-Boumtje,FAY,,26,38.0,18.0,972.0,3.7,8.4,0.439,0.0,0.0,3.7,8.4,0.439,2.3,3.2,0.724,2.9,7.6,10.5,1.3,0.5,2.3,2.8,4.8,9.7,2005
Timmy Bowers,ASH,23.0,48,16.0,1370.0,5.2,10.8,0.482,0.1,0.8,0.156,5.1,10.0,0.509,1.6,1.9,0.824,0.9,3.4,4.4,5.0,1.6,0.2,2.3,1.7,12.1,2005
Kevin Braswell,TOT,26.0,27,10.0,711.0,6.1,15.4,0.398,0.5,2.0,0.225,5.7,13.4,0.424,2.7,3.1,0.871,0.7,2.6,3.3,6.9,1.6,0.2,3.5,2.7,15.4,2005
Kevin Braswell,FLO,26.0,15,10.0,461.0,5.8,14.0,0.413,0.5,1.9,0.292,5.2,12.1,0.432,3.0,3.5,0.867,0.7,2.7,3.4,8.2,1.8,0.2,3.7,3.0,15.1,2005
Kevin Braswell,CLB,26.0,12,0.0,250.0,6.8,18.0,0.376,0.3,2.3,0.125,6.5,15.7,0.413,2.2,2.4,0.882,0.7,2.6,3.3,4.6,1.3,0.1,3.0,2.2,16.0,2005
Chris Brooks,FAY,23.0,11,1.0,231.0,5.6,9.5,0.59,0.2,0.3,0.5,5.5,9.2,0.593,5.0,6.7,0.744,2.0,2.6,4.7,0.8,1.1,0.6,3.0,4.8,16.4,2005
Brian Brown,FAY,,25,2.0,2.0,58.0,5.0,10.6,0.471,0.0,0.0,5.0,10.6,0.471,0.6,0.6,1.0,0.0,6.8,6.8,0.0,0.6,3.1,3.1,2.5,10.6,2005
Damone Brown,HUN,25.0,32,26.0,1091.0,6.5,15.3,0.422,0.2,0.8,0.25,6.3,14.6,0.431,3.7,5.0,0.742,1.4,4.6,6.0,2.3,1.1,0.6,3.0,3.5,16.8,2005
Ernest Brown,FAY,25.0,22,20.0,726.0,6.0,13.1,0.453,0.0,0.0,0.0,6.0,13.1,0.455,3.7,5.7,0.658,2.5,5.9,8.4,1.3,0.6,1.9,3.3,3.7,15.6,2005
Nate Burton,ASH,10.0,0,177.0,3.3,8.1,0.4,0.0,0.0,3.3,8.1,0.4,2.8,3.3,0.875,0.6,1.8,2.4,1.8,0.8,0.2,1.8,3.9,9.4,,,2005
Matt Carroll,ROA,24.0,24,18.0,761.0,8.4,16.7,0.503,1.1,1.8,0.605,7.3,14.9,0.49,5.0,5.8,0.862,0.7,2.5,3.2,1.8,1.2,0.5,2.0,2.6,22.8,2005
Ousmane Cisse,FAY,,22,48.0,33.0,1238.0,4.0,8.3,0.476,0.0,0.0,4.0,8.3,0.476,2.6,4.2,0.629,4.1,5.9,10.0,0.5,0.7,2.5,1.9,4.8,10.5,2005
DeAngelo Collins,FLO,24.0,12,0.0,156.0,2.5,7.8,0.324,0.0,0.2,0.0,2.5,7.6,0.333,1.2,3.9,0.294,4.2,7.8,12.0,1.8,0.7,2.5,2.1,6.0,6.2,2005
Omar Cook,FAY,23.0,44,40.0,1677.0,4.4,10.9,0.404,0.2,0.7,0.355,4.2,10.2,0.407,1.9,2.6,0.719,0.8,2.7,3.4,8.2,2.0,0.1,2.2,2.4,10.9,2005
Ramel Curry,CLB,24.0,25,21.0,750.0,8.0,16.1,0.497,0.2,0.5,0.4,7.8,15.6,0.5,1.8,2.3,0.787,1.4,3.0,4.4,3.4,0.8,0.2,3.0,1.9,18.0,2005
Kendall Dartez,FLO,24.0,26,8.0,578.0,4.3,8.8,0.489,0.0,0.1,0.0,4.3,8.7,0.493,1.9,2.8,0.689,2.5,3.7,6.2,1.0,0.6,2.2,2.3,4.0,10.5,2005
Derrick Davenport,ASH,2.0,0,39.0,4.6,6.5,0.714,0.0,0.0,4.6,6.5,0.714,7.4,9.2,0.8,0.9,5.5,6.5,0.9,0.9,3.7,1.8,9.2,16.6,,,2005
Greg Davis,FAY,22.0,42,6.0,619.0,4.0,8.9,0.444,0.4,0.8,0.5,3.5,8.1,0.439,0.8,1.1,0.737,0.6,2.2,2.7,6.3,1.5,0.0,2.0,3.5,9.1,2005
Kyle Davis,HUN,22.0,13,0.0,261.0,4.1,9.2,0.448,0.0,0.1,0.0,4.1,9.1,0.455,2.2,4.3,0.516,3.0,5.7,8.7,1.4,1.0,3.2,1.9,5.9,10.5,2005
Miah Davis,ROA,23.0,46,14.0,955.0,3.2,9.6,0.333,0.2,0.7,0.278,3.0,8.9,0.338,2.8,3.8,0.74,0.4,4.0,4.4,6.0,1.4,0.1,2.7,3.8,9.4,2005
Tony Dobbins,ASH,23.0,47,6.0,918.0,3.8,9.1,0.412,0.0,0.3,0.143,3.7,8.9,0.42,1.5,2.4,0.613,1.7,4.3,6.0,2.4,2.2,0.7,1.3,3.3,9.1,2005
Seth Doliboa,TOT,24.0,45,18.0,1156.0,4.8,11.5,0.416,0.2,0.8,0.32,4.5,10.7,0.423,3.3,3.9,0.833,1.6,3.4,5.0,1.9,0.9,0.6,1.7,3.0,13.0,2005
Seth Doliboa,ROA,24.0,22,16.0,692.0,5.2,12.0,0.435,0.3,1.0,0.316,4.9,11.0,0.445,3.5,4.0,0.883,1.5,2.8,4.3,1.9,0.9,0.4,1.6,2.9,14.3,2005
Seth Doliboa,CLB,24.0,23,2.0,464.0,4.1,10.7,0.384,0.2,0.5,0.333,4.0,10.2,0.386,2.9,3.8,0.755,1.8,4.3,6.1,1.9,0.9,0.9,1.8,3.1,11.3,2005
Obinna Ekezie,CLB,29.0,11,0.0,278.0,6.1,13.6,0.448,0.0,0.1,0.0,6.1,13.5,0.452,5.8,8.7,0.672,2.8,6.7,9.6,2.5,0.9,0.5,3.8,4.9,18.0,2005
Carl English,FLO,23.0,48,29.0,1412.0,6.9,15.0,0.462,0.5,1.2,0.457,6.4,13.8,0.462,3.4,4.5,0.766,1.2,4.0,5.2,3.8,1.5,0.3,2.5,3.1,17.8,2005
Sean Finn,ROA,,23,14.0,0.0,210.0,2.4,4.1,0.583,0.0,0.0,2.4,4.1,0.583,0.0,0.7,0.0,2.1,6.0,8.1,0.5,0.3,1.4,0.7,6.3,4.8,2005
