,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Yr
7277,J. Jackson,SF,34,HOU,24,24,990,6.4,15.5,0.417,2.9,8.0,0.367,3.5,7.4,0.471,1.6,1.8,0.909,0.5,5.7,6.3,4.7,1.3,0.1,3.1,3.7,17.5,101.0,104.0,2005
7278,J. Jackson,SF,34,PHO,40,3,997,6.5,15.0,0.435,3.4,7.4,0.459,3.1,7.6,0.411,1.2,1.3,0.96,1.2,6.6,7.7,4.9,0.6,0.2,3.0,4.3,17.7,109.0,110.0,2005
7279,L. Jackson,SF,23,CLE,10,0,43,12.4,33.6,0.37,5.0,7.5,0.667,7.5,26.1,0.286,6.2,7.5,0.833,2.5,5.0,7.5,3.7,0.0,0.0,2.5,5.0,36.1,105.0,112.0,2005
7280,M. Jackson,C,30,PHI,81,23,1976,8.7,18.7,0.465,0.0,0.1,0.0,8.7,18.7,0.466,7.4,8.9,0.828,4.7,5.7,10.4,2.1,0.8,0.5,3.4,4.4,24.8,108.0,108.0,2005
7281,S. Jackson,SF,26,IND,51,49,1806,10.1,25.0,0.403,3.1,8.7,0.36,6.9,16.2,0.426,5.8,7.0,0.83,1.3,6.3,7.6,3.6,2.0,0.4,3.7,4.7,29.1,101.0,105.0,2005
7282,C. Jacobsen,SG-SF,23,TOT,84,1,1798,4.8,12.0,0.404,1.9,5.2,0.373,2.9,6.8,0.429,4.4,5.6,0.786,1.0,3.9,4.9,3.3,1.0,0.2,2.1,3.0,16.0,111.0,112.0,2005
7283,C. Jacobsen,SF,23,PHO,40,0,768,4.2,10.2,0.414,2.2,5.8,0.382,2.0,4.4,0.456,3.1,4.0,0.774,1.1,3.3,4.4,2.4,0.7,0.1,1.8,3.6,13.8,114.0,113.0,2005
7284,C. Jacobsen,SG,23,NOH,44,1,1030,5.3,13.4,0.398,1.7,4.7,0.364,3.6,8.7,0.417,5.5,6.9,0.792,1.0,4.4,5.3,4.0,1.2,0.4,2.3,2.6,17.8,109.0,111.0,2005
7285,J. James,C,29,SEA,80,80,1330,7.1,14.0,0.509,0.0,0.1,0.0,7.1,14.0,0.512,1.9,2.7,0.723,3.3,6.6,9.9,0.8,0.9,4.6,3.6,11.5,16.2,97.0,107.0,2005
7286,L. James,SF,20,CLE,80,80,3388,12.6,26.6,0.472,1.7,4.9,0.351,10.8,21.7,0.499,7.5,10.0,0.75,1.8,7.5,9.3,9.1,2.8,0.8,4.1,2.3,34.3,114.0,103.0,2005
7287,M. James,PG,29,TOT,74,5,1859,9.5,21.5,0.441,2.9,7.4,0.386,6.6,14.1,0.47,3.1,4.2,0.752,1.0,5.0,6.0,7.5,1.9,0.2,3.0,5.0,25.0,108.0,108.0,2005
7288,M. James,PG,29,MIL,47,0,1167,9.3,20.8,0.446,2.6,6.9,0.382,6.7,14.0,0.477,3.0,4.1,0.744,1.0,4.5,5.5,8.4,1.8,0.2,3.6,5.2,24.2,107.0,111.0,2005
7289,M. James,PG,29,HOU,27,5,692,9.8,22.7,0.433,3.3,8.4,0.393,6.6,14.4,0.457,3.3,4.3,0.764,0.9,5.8,6.7,6.1,2.0,0.2,2.0,4.7,26.3,111.0,103.0,2005
7290,A. Jamison,PF,28,WAS,68,68,2605,10.2,23.5,0.437,1.4,4.1,0.341,8.8,19.4,0.457,4.4,5.8,0.76,3.2,7.1,10.2,3.0,1.1,0.3,2.3,3.0,26.3,108.0,109.0,2005
7291,M. Jaric,PG,26,LAC,50,41,1656,6.1,14.9,0.414,1.8,4.9,0.371,4.3,10.0,0.435,1.9,2.7,0.72,0.7,4.6,5.2,9.9,2.7,0.6,3.2,3.5,16.0,104.0,106.0,2005
7292,A. Jefferson,PF,20,BOS,71,1,1051,9.5,18.1,0.528,0.0,0.1,0.0,9.5,17.9,0.533,4.2,6.6,0.63,5.8,9.4,15.3,1.2,1.1,2.7,3.2,9.5,23.3,108.0,104.0,2005
7293,R. Jefferson,SF,24,NJN,33,33,1355,9.5,22.4,0.422,1.2,3.5,0.337,8.3,18.9,0.438,9.0,10.7,0.844,1.9,7.6,9.5,5.3,1.3,0.7,5.2,4.3,29.1,100.0,104.0,2005
7294,J. Jeffries,SF,23,WAS,77,71,2007,5.2,11.1,0.468,0.4,1.3,0.314,4.8,9.8,0.488,2.6,4.4,0.584,3.9,5.7,9.6,3.9,1.7,0.9,2.9,5.3,13.4,104.0,108.0,2005
7295,H. Jenkins,PG,30,DET,15,0,104,7.9,23.8,0.333,0.0,4.8,0.0,7.9,19.1,0.417,6.4,6.9,0.923,1.6,3.2,4.8,4.8,2.6,0.5,3.7,3.2,22.2,89.0,103.0,2005
7296,B. Johnsen,SF,25,IND,6,1,87,3.8,13.9,0.273,0.0,2.5,0.0,3.8,11.4,0.333,0.0,0.0,3.2,3.2,6.3,2.5,0.6,0.0,1.9,6.3,7.6,70.0,110.0,,2005
7297,A. Johnson,PG,30,IND,63,36,1747,6.4,14.4,0.445,1.3,3.4,0.38,5.1,11.0,0.466,2.7,3.6,0.752,1.0,4.6,5.6,9.5,1.9,0.5,3.0,4.5,16.8,109.0,106.0,2005
7298,D. Johnson,SG,24,DEN,71,40,1232,7.7,15.5,0.499,2.2,6.2,0.358,5.5,9.3,0.592,3.3,4.2,0.792,1.8,4.5,6.3,3.1,1.8,0.7,2.7,5.8,21.0,113.0,106.0,2005
7299,E. Johnson,C,37,MIN,46,23,410,3.7,7.1,0.519,0.1,0.1,1.0,3.5,7.0,0.509,2.1,3.3,0.64,5.7,9.2,14.9,0.8,0.9,1.7,2.4,11.3,9.6,109.0,105.0,2005
7300,J. Johnson,SF,23,PHO,82,82,3240,8.4,18.2,0.461,2.7,5.7,0.478,5.7,12.5,0.454,2.1,2.8,0.75,1.9,4.7,6.5,4.5,1.2,0.4,2.3,2.6,21.6,113.0,110.0,2005
7301,L. Johnson,SF,24,SAS,2,0,15,0.0,7.2,0.0,0.0,3.6,0.0,0.0,3.6,0.0,0.0,0.0,0.0,10.8,10.8,0.0,3.6,0.0,3.6,3.6,0.0,0.0,94.0,,2005
7302,D. Jones,SG,24,MEM,52,7,649,6.9,15.9,0.437,1.9,5.0,0.383,5.0,10.9,0.462,3.7,5.4,0.688,0.9,4.8,5.8,1.8,1.1,0.9,2.4,6.8,19.5,101.0,106.0,2005
7303,D. Jones,PG,28,MIA,82,66,2576,6.8,14.9,0.456,4.6,10.7,0.432,2.2,4.2,0.517,1.4,1.8,0.791,0.3,4.5,4.7,7.2,0.9,0.1,2.0,2.5,19.6,124.0,107.0,2005
7304,E. Jones,SF,33,MIA,80,80,2839,6.5,15.3,0.428,2.6,7.1,0.372,3.9,8.2,0.477,3.2,4.0,0.806,0.7,6.8,7.5,3.9,1.6,0.7,1.8,4.7,19.0,113.0,104.0,2005
7305,F. Jones,SG,25,IND,77,14,2268,6.7,15.7,0.425,2.1,5.6,0.38,4.6,10.1,0.45,4.3,5.0,0.85,0.8,5.0,5.9,4.8,1.5,0.8,2.8,4.2,19.7,108.0,107.0,2005
7306,J. Jones,SF,24,IND,75,24,1330,5.2,13.2,0.396,2.7,6.9,0.398,2.5,6.3,0.395,2.2,2.6,0.855,1.6,5.6,7.2,2.4,1.3,1.2,1.8,5.1,15.4,108.0,106.0,2005
7307,J. Jones,SF,25,LAL,76,23,1830,6.1,14.0,0.432,2.9,7.5,0.391,3.1,6.5,0.48,1.6,2.2,0.733,3.1,8.4,11.5,1.9,1.3,0.7,1.4,4.8,16.7,116.0,111.0,2005
7308,M. Jones,SF,29,ORL,10,0,116,3.9,13.5,0.29,0.0,1.7,0.0,3.9,11.8,0.333,2.2,4.4,0.5,2.6,3.1,5.7,2.6,2.2,0.9,1.3,7.0,10.0,81.0,109.0,2005
7309,C. Kaman,C,22,LAC,63,50,1632,8.1,16.3,0.497,0.0,0.0,0.0,8.1,16.3,0.498,2.6,4.0,0.661,4.5,9.5,14.0,2.4,0.9,2.2,3.8,6.0,18.9,98.0,105.0,2005
7310,J. Kapono,SF,23,CHA,81,14,1491,9.4,23.4,0.401,2.8,6.8,0.412,6.6,16.6,0.396,2.4,3.0,0.824,1.1,4.6,5.7,2.1,1.4,0.2,1.6,4.6,24.0,101.0,111.0,2005
7311,M. Kasun,C,24,ORL,45,0,356,6.7,13.9,0.48,0.0,0.1,0.0,6.7,13.8,0.485,3.4,6.1,0.558,7.4,10.8,18.2,1.1,1.1,1.9,3.7,12.2,16.8,100.0,104.0,2005
7312,V. Khryapa,SF,22,POR,32,5,523,5.5,12.7,0.435,0.4,1.1,0.364,5.1,11.5,0.442,2.4,4.3,0.548,2.9,8.2,11.0,2.6,2.0,1.8,3.4,8.2,13.8,91.0,105.0,2005
7313,J. Kidd,PG,31,NJN,66,65,2435,7.5,18.9,0.398,2.9,7.9,0.36,4.7,11.0,0.425,3.1,4.2,0.74,2.1,8.7,10.8,12.1,2.7,0.2,3.7,2.4,21.0,107.0,101.0,2005
7314,A. Kirilenko,PF,23,UTA,41,37,1349,8.3,16.9,0.493,0.9,3.1,0.299,7.4,13.8,0.536,8.2,10.4,0.784,3.6,6.7,10.3,5.3,2.7,5.5,3.6,4.1,25.8,117.0,102.0,2005
7315,K. Kittles,SG,30,LAC,11,0,243,6.2,16.2,0.384,1.6,4.7,0.333,4.7,11.5,0.404,1.3,2.2,0.6,0.2,6.9,7.1,4.4,1.8,0.7,1.6,2.7,15.3,96.0,107.0,2005
7316,B. Knight,PG,23,HOU,1,0,3,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,53.0,111.0,,,2005
7317,B. Knight,PG,29,CHA,66,61,1944,6.6,15.7,0.422,0.1,0.5,0.15,6.6,15.2,0.432,4.5,5.2,0.852,0.6,4.0,4.5,15.8,3.5,0.1,3.9,5.1,17.8,108.0,107.0,2005
7318,K. Korver,SF,23,PHI,82,57,2667,6.0,14.4,0.418,4.3,10.6,0.405,1.7,3.8,0.453,1.6,1.8,0.854,0.8,6.4,7.2,3.4,2.0,0.6,2.0,5.0,17.9,112.0,105.0,2005
7319,N. Krstic,PF,21,NJN,75,57,1965,7.7,15.6,0.493,0.0,0.1,0.0,7.7,15.6,0.495,5.1,7.0,0.725,4.4,6.6,11.0,2.1,0.9,1.7,3.1,7.7,20.5,106.0,104.0,2005
7320,T. Kukoc,SF,36,MIL,53,6,1099,5.1,12.3,0.41,2.0,5.6,0.362,3.0,6.7,0.45,2.1,2.9,0.721,1.5,6.2,7.7,7.7,1.9,0.6,3.1,3.4,14.2,106.0,109.0,2005
7321,I. Kutluay,SG,30,SEA,5,0,12,0.0,4.6,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,4.6,4.6,0.0,0.0,0.0,9.1,4.6,0.0,0.0,115.0,,,2005
7322,C. Laettner,PF,35,MIA,49,0,739,7.7,13.2,0.582,0.1,0.5,0.143,7.6,12.7,0.599,3.2,4.2,0.763,2.6,6.8,9.4,2.9,2.3,1.1,2.1,5.6,18.6,120.0,102.0,2005
7323,R. LaFrentz,PF,28,BOS,80,80,2196,8.0,16.1,0.496,1.9,5.3,0.364,6.1,10.8,0.559,2.8,3.5,0.811,3.6,9.3,13.0,2.3,1.0,2.3,1.6,6.1,20.7,120.0,105.0,2005
7324,M. Lampe,C,19,TOT,37,0,380,6.9,18.5,0.371,0.3,0.6,0.5,6.6,17.9,0.367,2.1,3.1,0.682,3.4,9.1,12.5,1.5,0.7,1.0,2.4,7.1,16.1,86.0,107.0,2005
7325,M. Lampe,C,19,PHO,16,0,119,7.1,20.6,0.347,0.8,1.3,0.667,6.3,19.3,0.326,3.4,5.0,0.667,3.8,9.7,13.5,0.4,0.4,0.8,4.2,8.4,18.5,80.0,107.0,2005
7326,M. Lampe,C,19,NOH,21,0,261,6.7,17.4,0.386,0.0,0.2,0.0,6.7,17.2,0.39,1.5,2.1,0.7,3.2,8.8,12.0,2.1,0.8,1.1,1.5,6.5,14.9,91.0,107.0,2005
7327,V. Lenard,SG,31,DEN,3,1,54,9.5,24.7,0.385,3.8,11.4,0.333,5.7,13.3,0.429,4.8,7.6,0.625,0.0,5.7,5.7,5.7,1.0,0.0,1.9,1.9,27.6,104.0,108.0,2005
7328,R. Lewis,SF,25,SEA,71,71,2697,10.8,23.3,0.462,3.5,8.7,0.4,7.3,14.6,0.499,4.5,5.7,0.777,2.2,5.6,7.9,1.9,1.5,1.3,2.5,3.2,29.5,117.0,110.0,2005
7329,R. Livingston,PG,29,UTA,17,4,227,5.3,12.4,0.423,1.2,1.9,0.625,4.1,10.5,0.386,3.6,4.1,0.882,0.7,2.2,2.9,10.8,2.9,0.5,3.4,6.7,15.3,111.0,110.0,2005
7330,S. Livingston,PG,19,LAC,30,15,814,5.9,14.2,0.414,0.0,0.1,0.0,5.9,14.1,0.418,2.9,3.9,0.746,1.5,4.4,5.9,10.0,2.1,0.7,5.0,5.4,14.7,92.0,107.0,2005
7331,R. Lopez,PG,24,UTA,31,15,518,6.0,14.2,0.422,2.1,4.7,0.444,3.9,9.4,0.411,2.8,3.5,0.818,0.7,3.4,4.1,12.9,2.3,0.3,4.9,8.2,16.9,105.0,110.0,2005
7332,T. Lue,PG,27,TOT,70,49,2007,7.8,17.2,0.451,1.4,4.1,0.355,6.3,13.1,0.481,3.7,4.3,0.861,0.4,3.6,3.9,8.5,0.9,0.0,2.8,4.4,20.7,112.0,113.0,2005
7333,T. Lue,PG,27,HOU,21,3,479,5.4,13.8,0.393,1.7,5.1,0.333,3.7,8.7,0.429,1.6,2.0,0.778,0.0,4.5,4.5,6.5,0.9,0.0,2.7,5.4,14.1,97.0,106.0,2005
7334,T. Lue,PG,27,ATL,49,46,1528,8.5,18.3,0.464,1.4,3.8,0.364,7.1,14.5,0.491,4.4,5.1,0.871,0.5,3.3,3.7,9.1,0.9,0.0,2.8,4.1,22.8,116.0,116.0,2005
7335,G. Lynch,SF,34,NOH,44,27,933,4.0,11.1,0.36,0.6,2.2,0.297,3.3,8.9,0.375,1.0,1.4,0.739,3.2,7.0,10.2,5.2,1.9,0.7,3.3,4.9,9.6,86.0,107.0,2005
7336,M. Madsen,C,29,MIN,41,14,601,3.0,5.9,0.515,0.0,0.0,3.0,5.9,0.515,1.8,3.6,0.5,5.6,5.8,11.5,1.6,0.6,1.3,2.2,9.2,7.9,108.0,109.0,,2005
7337,C. Maggette,SG,25,LAC,66,60,2436,9.4,21.8,0.431,1.1,3.7,0.304,8.3,18.1,0.457,12.4,14.5,0.857,1.5,7.2,8.7,5.0,1.5,0.2,4.3,4.2,32.4,112.0,107.0,2005
7338,J. Magloire,C,26,NOH,23,22,703,7.6,17.7,0.432,0.0,0.0,7.6,17.7,0.432,5.8,9.6,0.602,6.2,9.8,16.0,2.3,0.6,1.8,4.6,5.8,21.1,93.0,106.0,,2005
7339,S. Marbury,PG,27,NYK,82,82,3281,9.7,21.1,0.462,1.9,5.2,0.354,7.9,15.9,0.497,7.4,8.9,0.834,0.8,3.2,4.0,10.8,2.0,0.1,3.8,3.0,28.7,118.0,111.0,2005
7340,S. Marion,PF,26,PHO,81,81,3146,9.8,20.5,0.476,1.8,5.4,0.334,7.9,15.1,0.526,3.6,4.4,0.833,3.7,10.8,14.6,2.4,2.6,1.9,2.0,3.2,25.0,116.0,101.0,2005
7341,S. Marks,PF,29,SAS,23,0,244,6.0,17.7,0.338,0.0,0.7,0.0,6.0,17.0,0.351,4.9,6.2,0.786,4.0,8.4,12.4,1.8,0.7,2.4,3.1,6.4,16.8,88.0,99.0,2005
7342,D. Marshall,PF,31,TOR,65,2,1645,8.2,18.6,0.443,4.8,11.4,0.416,3.5,7.2,0.485,2.3,2.9,0.791,3.0,10.5,13.5,2.6,1.8,1.4,1.3,4.3,23.5,120.0,105.0,2005
7343,D. Martin,PG,33,LAC,11,0,190,4.5,14.2,0.32,1.4,5.1,0.278,3.1,9.1,0.344,1.4,2.3,0.625,0.9,2.0,2.8,7.9,1.7,0.0,1.7,5.4,11.9,96.0,111.0,2005
7344,K. Martin,PF,27,DEN,70,67,2272,10.0,20.5,0.49,0.0,0.3,0.0,10.0,20.2,0.496,4.5,7.0,0.646,3.3,8.2,11.5,3.8,2.3,1.8,3.4,5.2,24.6,103.0,102.0,2005
7345,K. Martin,PG,21,SAC,45,0,455,5.1,13.3,0.385,0.6,2.8,0.2,4.5,10.4,0.435,4.1,6.2,0.655,3.3,3.3,6.6,2.5,1.8,0.3,2.7,4.0,14.9,96.0,111.0,2005
7346,D. Mason,SF,27,MIL,80,71,2893,8.7,19.7,0.443,0.0,0.1,0.125,8.7,19.6,0.445,7.7,9.6,0.802,1.6,4.1,5.7,4.0,1.1,0.5,3.0,3.6,25.2,107.0,113.0,2005
7347,T. Massenburg,PF,37,SAS,61,6,699,5.7,14.1,0.407,0.0,0.0,5.7,14.1,0.407,3.7,4.9,0.762,4.2,8.4,12.6,1.1,1.4,1.5,3.1,9.4,15.1,94.0,98.0,,2005
7348,W. McCarty,PF,30,TOT,72,0,906,5.3,13.2,0.404,3.1,8.7,0.355,2.2,4.5,0.5,0.8,1.6,0.517,1.6,6.1,7.8,2.1,1.4,0.8,2.0,8.1,14.6,102.0,108.0,2005
7349,W. McCarty,PF,30,BOS,44,0,553,5.8,14.0,0.413,2.8,8.4,0.333,3.0,5.6,0.533,0.7,1.4,0.533,2.0,5.2,7.2,2.4,1.4,0.8,1.6,7.9,15.1,106.0,108.0,2005
7350,W. McCarty,PF,30,PHO,28,0,353,4.7,12.0,0.388,3.5,9.2,0.385,1.1,2.8,0.4,1.0,2.0,0.5,1.1,7.5,8.6,1.6,1.4,0.9,2.7,8.4,13.9,97.0,107.0,2005
7351,J. McCoy,C,27,ATL,10,0,88,4.2,7.8,0.538,0.0,0.0,4.2,7.8,0.538,0.6,3.0,0.2,4.2,8.4,12.5,0.0,1.8,4.8,3.6,14.3,9.0,81.0,105.0,,2005
7352,A. McDyess,PF,30,DET,77,8,1797,9.4,18.3,0.513,0.0,0.0,0.0,9.4,18.3,0.514,3.9,5.9,0.656,5.4,9.3,14.8,2.2,1.4,1.6,2.8,6.3,22.7,109.0,100.0,2005
7353,T. McGrady,SF,25,HOU,78,78,3182,12.2,28.2,0.431,2.4,7.4,0.326,9.7,20.8,0.468,7.3,9.5,0.774,1.2,7.0,8.2,7.6,2.3,0.9,3.4,2.8,34.0,109.0,101.0,2005
7354,J. McInnis,PG,30,CLE,76,69,2651,7.6,18.5,0.412,1.8,5.3,0.345,5.8,13.1,0.439,2.6,3.2,0.813,0.6,2.5,3.2,7.9,1.1,0.0,2.4,3.6,19.7,108.0,111.0,2005
7355,A. McKie,SG,32,PHI,68,3,1118,2.8,6.4,0.43,0.9,2.8,0.323,1.9,3.6,0.513,0.5,0.7,0.625,0.9,6.9,7.8,4.7,2.2,0.8,1.4,5.2,6.9,107.0,104.0,2005
7356,K. McLeod,PG,25,UTA,53,47,1382,5.6,16.0,0.35,0.7,2.8,0.25,4.9,13.2,0.372,4.4,5.7,0.767,0.8,3.7,4.4,9.3,2.5,0.5,3.9,5.4,16.4,94.0,110.0,2005
7357,S. Medvedenko,PF,25,LAL,43,4,423,8.9,19.5,0.455,0.0,0.1,0.0,8.9,19.4,0.458,2.9,3.5,0.821,3.9,6.0,9.9,1.6,1.1,0.2,1.6,8.0,20.6,106.0,113.0,2005
7358,R. Mercer,SF,28,NJN,18,3,390,9.0,21.8,0.411,0.0,0.4,0.0,9.0,21.4,0.419,1.0,1.4,0.7,1.2,4.3,5.5,2.8,2.2,0.3,1.9,2.8,18.9,86.0,105.0,2005
7359,C. Mihm,C,25,LAL,75,75,1870,7.9,15.6,0.507,0.0,0.1,0.0,7.9,15.5,0.509,4.9,7.3,0.678,5.6,8.6,14.2,1.4,0.4,3.1,3.1,6.7,20.8,109.0,110.0,2005
7360,D. Miles,SF,23,POR,63,22,1699,10.6,21.9,0.482,0.3,0.7,0.348,10.3,21.2,0.487,4.1,6.8,0.6,2.2,7.2,9.4,4.1,2.4,2.5,4.9,5.9,25.4,95.0,105.0,2005
7361,D. Milicic,C,19,DET,37,2,254,5.4,16.5,0.329,0.0,0.0,5.4,16.5,0.329,3.7,5.2,0.708,0.7,8.7,9.3,1.5,0.4,3.7,3.5,6.7,14.5,75.0,100.0,,2005
7362,A. Miller,PG,28,DEN,82,82,2852,7.7,16.1,0.477,0.1,0.7,0.154,7.6,15.4,0.492,4.6,5.4,0.838,1.8,4.3,6.1,10.2,2.2,0.1,4.0,3.7,20.0,109.0,106.0,2005
7363,A. Miller,PF,33,ATL,2,0,9,11.7,17.5,0.667,0.0,0.0,11.7,17.5,0.667,0.0,0.0,0.0,5.8,5.8,5.8,5.8,0.0,5.8,11.7,23.3,102.0,103.0,,,2005
7364,B. Miller,C,28,SAC,56,56,2089,7.9,15.0,0.524,0.1,0.5,0.263,7.8,14.6,0.532,5.8,7.1,0.812,3.4,9.4,12.9,5.4,1.7,1.7,2.0,4.5,21.6,125.0,105.0,2005
7365,M. Miller,SF,24,MEM,76,51,2278,9.2,18.2,0.505,3.3,7.7,0.433,5.9,10.6,0.558,2.6,3.6,0.72,0.9,6.3,7.1,5.2,1.3,0.5,3.0,4.7,24.3,114.0,105.0,2005
7366,R. Miller,SG,39,IND,66,66,2105,8.2,18.8,0.437,2.5,7.8,0.322,5.7,11.0,0.518,6.5,7.0,0.933,0.5,3.6,4.1,3.8,1.3,0.1,2.0,2.9,25.5,118.0,109.0,2005
7367,Y. Ming,C,24,HOU,80,80,2447,11.9,21.5,0.552,0.0,0.0,11.9,21.5,0.552,8.6,11.0,0.783,4.6,10.2,14.8,1.3,0.8,3.5,4.3,6.6,32.4,113.0,99.0,,2005
7368,C. Mobley,SG,29,TOT,66,64,2388,8.8,20.0,0.438,3.2,7.3,0.439,5.5,12.7,0.437,3.6,4.4,0.82,1.0,4.0,4.9,4.0,1.6,0.6,2.9,3.3,24.4,109.0,110.0,2005
7369,C. Mobley,SG,29,ORL,23,21,726,8.9,20.7,0.432,4.0,8.7,0.464,4.9,11.9,0.409,3.8,4.8,0.797,0.8,3.6,4.4,2.9,1.6,0.6,2.9,3.4,25.8,110.0,110.0,2005
7370,C. Mobley,SG,29,SAC,43,43,1662,8.7,19.7,0.44,2.9,6.7,0.424,5.8,13.0,0.449,3.5,4.2,0.831,1.1,4.1,5.2,4.5,1.6,0.7,2.9,3.2,23.7,108.0,111.0,2005
7371,N. Mohammed,C,27,TOT,77,59,1933,7.9,16.6,0.48,0.0,0.0,0.0,7.9,16.5,0.481,4.2,6.2,0.674,6.8,9.3,16.1,0.9,1.6,2.4,3.0,6.5,20.1,106.0,103.0,2005
7372,N. Mohammed,C,27,NYK,54,54,1519,8.2,16.0,0.509,0.0,0.0,0.0,8.2,16.0,0.51,4.2,6.0,0.708,5.9,9.4,15.3,0.9,1.8,1.8,2.8,6.0,20.5,110.0,105.0,2005
7373,N. Mohammed,C,27,SAS,23,5,414,7.2,18.5,0.387,0.0,0.0,7.2,18.5,0.387,4.2,7.3,0.571,10.2,9.0,19.2,1.0,0.7,4.3,3.5,8.3,18.5,96.0,97.0,,2005
7374,J. Moiso,C-PF,26,TOT,20,1,120,3.9,7.9,0.5,0.0,0.4,0.0,3.9,7.4,0.529,4.4,5.7,0.769,4.4,11.8,16.2,0.4,1.3,2.6,3.1,5.7,12.3,105.0,102.0,2005
7375,J. Moiso,C,26,TOR,8,1,69,2.3,6.8,0.333,0.0,0.8,0.0,2.3,6.0,0.375,6.0,6.8,0.889,4.5,12.8,17.3,0.0,1.5,2.3,4.5,5.3,10.5,91.0,103.0,2005
7376,J. Moiso,C,26,NJN,8,0,24,6.7,9.0,0.75,0.0,0.0,6.7,9.0,0.75,4.5,9.0,0.5,6.7,9.0,15.7,0.0,0.0,2.2,2.2,4.5,18.0,126.0,104.0,,2005
7377,J. Moiso,PF,26,CLE,4,0,27,5.9,9.9,0.6,0.0,0.0,5.9,9.9,0.6,0.0,0.0,2.0,11.9,13.9,2.0,2.0,4.0,0.0,7.9,11.9,136.0,99.0,,,2005
7378,M. Moore,PF,29,LAC,74,4,1178,6.6,13.1,0.502,0.0,0.2,0.2,6.5,12.9,0.507,4.9,6.2,0.787,4.4,6.8,11.2,2.1,0.9,1.5,2.9,7.9,18.1,111.0,108.0,2005
7379,A. Mourning,C-PF,34,TOT,37,17,702,7.6,16.2,0.472,0.0,0.0,7.6,16.2,0.472,6.3,10.7,0.582,4.0,11.1,15.1,1.4,0.6,5.6,4.3,6.3,21.5,95.0,98.0,,2005
7380,A. Mourning,PF,34,NJN,18,14,457,8.0,17.7,0.453,0.0,0.0,8.0,17.7,0.453,6.0,10.1,0.593,3.7,11.3,15.0,1.7,0.6,4.8,5.3,5.9,22.0,88.0,98.0,,2005
7381,A. Mourning,C,34,MIA,19,3,245,6.9,13.4,0.516,0.0,0.0,6.9,13.4,0.516,6.7,11.9,0.564,4.7,10.6,15.3,0.9,0.6,7.1,2.6,6.9,20.5,110.0,96.0,,2005
7382,T. Murphy,PF,24,GSW,70,69,2375,8.5,20.5,0.414,1.3,3.2,0.399,7.2,17.3,0.417,5.0,6.9,0.73,5.4,10.9,16.4,2.1,1.1,0.7,2.3,4.1,23.3,106.0,105.0,2005
7383,L. Murray,SF,31,TOR,62,1,918,7.4,17.5,0.426,2.6,5.9,0.438,4.9,11.6,0.42,3.4,4.5,0.763,2.5,6.8,9.3,2.7,1.8,0.9,3.0,4.8,20.9,103.0,108.0,2005
7384,R. Murray,SG,25,SEA,49,6,883,8.1,22.5,0.361,1.5,5.9,0.253,6.6,16.6,0.399,3.6,4.9,0.738,0.9,5.1,6.1,4.0,1.9,0.7,3.5,3.6,21.3,91.0,110.0,2005
7385,D. Mutombo,C,38,HOU,80,2,1212,4.8,9.7,0.498,0.0,0.0,4.8,9.7,0.498,4.7,6.4,0.741,6.7,12.3,19.0,0.4,0.7,4.5,2.3,6.0,14.4,117.0,96.0,,2005
7386,M. N'Diaye,C,29,LAC,11,0,72,6.0,15.0,0.4,0.0,0.7,0.0,6.0,14.2,0.421,3.0,5.2,0.571,6.7,6.7,13.5,0.7,0.7,3.7,0.0,15.0,15.0,111.0,105.0,2005
7387,B. Nachbar,PF-SF,24,TOT,71,6,1341,6.6,16.8,0.392,3.1,8.0,0.383,3.5,8.8,0.4,4.0,4.8,0.829,1.0,6.4,7.4,3.0,1.2,0.7,3.0,7.5,20.2,102.0,108.0,2005
7388,B. Nachbar,SF,24,HOU,16,2,204,4.0,11.4,0.349,2.7,5.6,0.476,1.3,5.8,0.227,2.4,3.2,0.75,1.1,6.9,8.0,2.4,0.3,0.0,1.3,8.0,13.0,106.0,106.0,2005
7389,B. Nachbar,PF,24,NOH,55,4,1137,7.0,17.7,0.397,3.1,8.4,0.371,3.9,9.3,0.42,4.2,5.1,0.838,1.0,6.4,7.3,3.1,1.3,0.8,3.3,7.4,21.5,101.0,108.0,2005
7390,L. Nailon,SF,29,NOH,68,51,2017,11.3,23.6,0.478,0.0,0.1,0.0,11.3,23.6,0.479,3.6,4.5,0.806,3.5,4.6,8.1,3.0,1.0,0.4,3.0,5.2,26.2,102.0,111.0,2005
7391,E. Najera,PF,28,TOT,68,4,1185,6.3,14.0,0.45,0.3,0.9,0.286,6.0,13.1,0.462,2.5,3.9,0.637,4.4,6.1,10.5,2.8,1.8,1.0,2.6,6.4,15.4,101.0,106.0,2005
7392,E. Najera,PF,28,GSW,42,4,610,5.9,14.5,0.407,0.5,1.3,0.4,5.4,13.2,0.408,2.4,3.8,0.644,4.5,5.5,10.0,3.1,1.5,0.8,2.7,6.0,14.8,97.0,108.0,2005
