,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Yr
7393,E. Najera,PF,28,DEN,26,0,575,6.7,13.4,0.5,0.0,0.5,0.0,6.7,12.9,0.521,2.6,4.1,0.63,4.4,6.8,11.2,2.5,2.1,1.2,2.6,6.9,16.0,105.0,103.0,2005
7394,S. Nash,PG,30,PHO,75,75,2573,8.4,16.7,0.502,1.8,4.2,0.431,6.5,12.4,0.526,4.1,4.6,0.887,1.1,3.7,4.8,16.7,1.4,0.1,4.8,2.6,22.7,123.0,111.0,2005
7395,J. Nelson,PG,22,ORL,79,21,1612,9.0,19.7,0.455,1.4,4.4,0.312,7.6,15.3,0.497,2.3,3.4,0.682,1.6,4.4,6.1,7.4,2.5,0.1,3.7,6.3,21.7,103.0,108.0,2005
7396,R. Nesterovic,C,28,SAS,70,70,1785,6.0,13.0,0.46,0.0,0.0,6.0,13.0,0.46,0.4,0.9,0.467,5.6,8.3,13.9,2.1,0.9,3.5,2.2,6.3,12.4,101.0,97.0,,2005
7397,I. Newble,SG,30,CLE,74,69,1832,5.3,12.4,0.429,0.6,1.5,0.358,4.8,10.8,0.439,1.6,2.0,0.797,2.3,4.1,6.4,2.7,1.5,0.5,1.8,4.2,12.8,102.0,109.0,2005
7398,A. Nocioni,SF,25,CHI,81,38,1892,6.6,16.5,0.401,0.7,2.7,0.258,5.9,13.8,0.429,4.7,6.1,0.766,1.9,8.7,10.6,3.3,1.0,0.9,3.7,5.7,18.6,94.0,100.0,2005
7399,M. Norris,PG,31,TOT,38,0,360,5.2,16.1,0.321,0.0,1.8,0.0,5.2,14.3,0.361,2.9,3.5,0.833,1.5,5.3,6.8,5.7,2.7,0.3,4.0,6.5,13.3,80.0,107.0,2005
7400,M. Norris,PG,31,NYK,32,0,321,5.3,15.3,0.344,0.0,2.0,0.0,5.3,13.4,0.395,3.0,3.6,0.818,1.5,5.4,6.9,5.6,2.8,0.3,4.1,6.9,13.5,82.0,107.0,2005
7401,M. Norris,PG,31,HOU,6,0,39,4.2,22.2,0.188,0.0,0.0,4.2,22.2,0.188,2.8,2.8,1.0,1.4,4.2,5.5,6.9,1.4,0.0,2.8,2.8,11.1,64.0,105.0,,2005
7402,D. Nowitzki,PF,26,DAL,78,78,3020,11.4,24.8,0.459,1.6,3.9,0.399,9.8,20.9,0.47,10.5,12.1,0.869,1.6,11.3,13.0,4.1,1.7,2.0,3.0,3.8,34.8,118.0,100.0,2005
7403,J. O'Neal,PF,26,IND,44,41,1530,13.9,30.7,0.452,0.0,0.2,0.167,13.9,30.5,0.454,10.6,14.1,0.754,3.1,10.9,14.0,3.0,0.9,3.2,4.7,6.2,38.4,102.0,101.0,2005
7404,S. O'Neal,C,32,MIA,73,73,2492,14.0,23.2,0.601,0.0,0.0,14.0,23.2,0.601,7.5,16.2,0.461,5.4,10.8,16.1,4.2,0.8,3.6,4.3,5.6,35.4,111.0,100.0,,2005
7405,L. Odom,PF,25,LAL,64,64,2320,8.3,17.6,0.473,0.8,2.7,0.308,7.5,15.0,0.502,4.7,6.8,0.695,3.1,11.8,14.9,5.4,1.0,1.5,3.7,4.8,22.2,107.0,108.0,2005
7406,E. Okafor,PF,22,CHA,73,73,2600,9.0,20.1,0.447,0.0,0.0,0.0,9.0,20.0,0.447,4.2,6.9,0.609,5.5,10.4,15.9,1.3,1.2,2.5,2.5,4.3,22.1,100.0,105.0,2005
7407,M. Okur,C,25,UTA,82,25,2304,8.3,17.8,0.468,0.4,1.5,0.27,7.9,16.3,0.486,7.8,9.1,0.85,4.6,9.9,14.5,3.9,0.8,1.6,3.3,5.4,24.9,115.0,108.0,2005
7408,K. Ollie,PG,32,PHI,26,0,158,3.5,9.9,0.355,0.0,0.0,3.5,9.9,0.355,1.9,2.9,0.667,1.0,5.1,6.1,6.1,1.6,0.0,1.9,5.1,9.0,92.0,107.0,,2005
7409,M. Olowokandi,C,29,MIN,62,34,1215,7.1,15.7,0.456,0.0,0.0,7.1,15.7,0.456,2.0,3.1,0.667,4.7,9.7,14.4,1.3,0.7,2.5,3.0,8.6,16.3,96.0,105.0,,2005
7410,G. Ostertag,C,31,SAC,56,3,556,3.4,7.8,0.44,0.0,0.2,0.0,3.4,7.6,0.451,1.2,3.5,0.342,5.1,10.4,15.5,3.4,0.6,3.7,2.2,8.2,8.1,99.0,105.0,2005
7411,B. Outlaw,PF,33,PHO,39,0,214,2.8,8.0,0.353,0.0,0.0,2.8,8.0,0.353,1.2,2.1,0.556,3.7,8.7,12.4,3.0,1.4,2.8,1.9,6.8,6.8,95.0,104.0,,2005
7412,T. Outlaw,SF,20,POR,59,2,793,9.0,18.0,0.498,0.3,0.7,0.4,8.7,17.3,0.502,3.3,5.1,0.653,2.7,5.5,8.2,2.4,2.0,2.7,2.6,5.2,21.5,105.0,107.0,2005
7413,Z. Pachulia,C,20,MIL,74,4,1397,6.1,13.4,0.452,0.0,0.0,0.0,6.1,13.4,0.453,5.2,7.0,0.746,5.0,9.3,14.3,2.3,1.7,1.3,2.6,6.3,17.3,109.0,107.0,2005
7414,S. Padgett,PF,28,HOU,66,0,942,5.6,13.4,0.421,2.9,7.2,0.397,2.8,6.1,0.449,1.7,2.3,0.725,2.7,7.9,10.6,3.2,1.9,0.6,1.7,6.8,15.8,112.0,101.0,2005
7415,M. Palacio,PG,26,TOR,80,4,1533,5.9,13.2,0.446,0.1,0.4,0.167,5.8,12.8,0.455,3.9,5.2,0.742,0.9,3.6,4.5,9.4,1.6,0.4,3.5,4.3,15.8,104.0,111.0,2005
7416,J. Pargo,PG,25,CHI,32,0,453,9.4,24.4,0.385,2.6,7.6,0.348,6.8,16.8,0.401,1.9,2.6,0.739,1.4,4.0,5.4,8.7,1.8,0.1,5.2,6.1,23.4,92.0,103.0,2005
7417,S. Parker,PG,23,TOT,16,1,144,6.7,16.1,0.419,1.1,4.9,0.231,5.6,11.2,0.5,3.4,4.9,0.692,1.5,3.0,4.5,5.6,1.9,0.0,7.1,6.0,17.9,83.0,106.0,2005
7418,S. Parker,PG,23,DET,11,1,110,5.5,14.0,0.393,1.0,4.5,0.222,4.5,9.5,0.474,4.5,6.5,0.692,1.0,3.5,4.5,5.5,1.5,0.0,5.0,6.5,16.5,89.0,105.0,2005
7419,S. Parker,PG,23,PHO,5,0,34,10.3,22.1,0.467,1.5,5.9,0.25,8.8,16.2,0.545,0.0,0.0,2.9,1.5,4.4,5.9,2.9,0.0,13.2,4.4,22.1,71.0,109.0,,2005
7420,T. Parker,PG,22,SAS,80,80,2735,10.6,22.1,0.482,0.8,3.1,0.276,9.8,19.0,0.516,4.1,6.4,0.65,0.9,5.0,5.9,9.7,1.9,0.1,4.2,3.3,26.3,106.0,101.0,2005
7421,R. Patterson,SF,29,POR,70,36,1957,8.7,16.4,0.531,0.1,0.7,0.08,8.7,15.7,0.55,4.6,7.7,0.599,3.4,4.0,7.5,3.8,2.9,0.6,3.9,4.5,22.1,105.0,108.0,2005
7422,S. Pavlovic,SG,21,CLE,65,9,862,7.4,17.1,0.435,1.9,4.8,0.385,5.6,12.3,0.455,2.7,4.0,0.688,0.9,3.5,4.4,3.0,1.8,0.2,2.9,7.5,19.5,100.0,109.0,2005
7423,G. Payton,PG,36,BOS,77,77,2541,6.9,14.7,0.468,0.9,2.6,0.326,6.0,12.1,0.498,3.1,4.1,0.761,1.0,3.8,4.8,9.5,1.8,0.2,3.0,2.5,17.7,111.0,109.0,2005
7424,A. Peeler,SG,35,WAS,40,0,529,5.4,14.6,0.373,2.4,6.3,0.385,3.0,8.3,0.365,1.6,1.8,0.889,1.4,5.0,6.3,5.5,1.8,0.2,2.7,3.8,14.9,102.0,110.0,2005
7425,K. Penney,SG,24,LAC,4,0,12,4.5,13.5,0.333,0.0,4.5,0.0,4.5,9.0,0.5,0.0,0.0,0.0,4.5,4.5,4.5,0.0,0.0,9.0,0.0,9.0,48.0,113.0,,2005
7426,K. Perkins,C,20,BOS,60,3,548,5.3,11.2,0.471,0.0,0.0,5.3,11.2,0.471,3.5,5.4,0.638,5.0,11.6,16.5,2.0,0.8,3.5,4.0,9.2,14.0,96.0,102.0,,2005
7427,W. Person,SF,33,TOT,41,3,667,8.3,17.5,0.473,3.2,6.9,0.461,5.1,10.6,0.482,0.7,1.0,0.692,0.2,6.2,6.4,3.0,1.5,0.3,1.3,2.3,20.5,112.0,106.0,2005
7428,W. Person,SF,33,MIA,16,3,206,6.4,14.6,0.439,2.1,5.4,0.381,4.4,9.2,0.472,1.0,1.0,1.0,0.3,5.4,5.6,2.8,1.5,0.0,1.8,1.5,15.9,103.0,106.0,2005
7429,W. Person,SF,33,DEN,25,0,461,9.1,18.8,0.485,3.7,7.6,0.485,5.5,11.2,0.485,0.6,1.0,0.556,0.2,6.6,6.8,3.1,1.4,0.4,1.1,2.7,22.5,116.0,106.0,2005
7430,M. Peterson,SG,27,TOR,82,61,2510,7.3,17.5,0.42,2.7,6.9,0.385,4.7,10.6,0.442,3.9,4.7,0.832,1.5,5.6,7.0,3.5,1.9,0.4,1.9,4.5,21.2,110.0,109.0,2005
7431,E. Piatkowski,SG,34,CHI,68,11,841,6.9,15.9,0.43,3.5,8.3,0.425,3.3,7.7,0.435,2.8,3.5,0.804,0.9,4.0,4.9,3.1,1.8,0.1,2.3,4.1,20.0,110.0,103.0,2005
7432,P. Pierce,SF,27,BOS,82,82,2960,9.7,21.3,0.455,1.9,5.1,0.37,7.8,16.2,0.481,9.5,11.6,0.822,1.4,8.0,9.4,6.0,2.3,0.7,4.0,4.4,30.8,114.0,105.0,2005
7433,M. Pietrus,SF,22,GSW,67,3,1340,8.2,19.2,0.427,2.6,7.5,0.344,5.6,11.8,0.48,5.4,7.8,0.698,2.5,4.8,7.3,3.1,1.8,0.7,3.5,5.3,24.4,104.0,108.0,2005
7434,Z. Planinic,PG,22,NJN,43,8,515,8.2,18.2,0.448,1.6,4.2,0.375,6.6,14.0,0.47,4.8,6.9,0.697,2.0,5.2,7.2,4.6,2.6,0.0,4.3,7.9,22.7,98.0,103.0,2005
7435,P. Podkolzin,C,20,DAL,5,0,10,0.0,0.0,0.0,0.0,0.0,0.0,5.2,10.4,0.5,0.0,10.4,10.4,0.0,0.0,0.0,10.4,20.7,5.2,34.0,105.0,,,,2005
7436,S. Pollard,C,29,IND,49,17,865,5.0,10.6,0.473,0.0,0.0,5.0,10.6,0.473,2.1,3.1,0.673,5.4,7.6,13.0,1.1,1.9,1.5,2.0,7.8,12.2,107.0,103.0,,2005
7437,M. Pope,PF,32,DEN,9,0,27,3.8,11.4,0.333,0.0,0.0,3.8,11.4,0.333,0.0,0.0,9.5,5.7,15.2,1.9,1.9,3.8,1.9,9.5,7.6,96.0,102.0,,,2005
7438,J. Posey,SF,28,MEM,50,18,1382,5.0,14.0,0.357,2.2,7.0,0.309,2.8,7.0,0.404,3.8,4.4,0.865,1.8,6.8,8.6,3.5,1.9,0.9,2.7,5.3,15.9,100.0,103.0,2005
7439,V. Potapenko,C,29,SEA,33,1,335,7.3,14.2,0.517,0.0,0.2,0.0,7.3,14.0,0.523,4.4,5.1,0.871,4.9,7.8,12.7,1.5,1.1,0.5,2.0,8.6,19.1,122.0,110.0,2005
7440,T. Prince,SF,24,DET,82,82,3039,8.5,17.4,0.487,0.9,2.5,0.341,7.6,14.9,0.512,4.0,5.0,0.807,2.4,5.5,7.9,4.5,1.0,1.3,2.4,2.9,21.8,114.0,104.0,2005
7441,L. Profit,SF,27,WAS,42,4,428,6.7,15.4,0.438,1.0,3.4,0.286,5.8,12.0,0.48,1.9,3.0,0.64,2.9,6.3,9.1,4.4,1.9,0.6,3.2,5.3,16.3,99.0,108.0,2005
7442,J. Przybilla,C,25,POR,76,50,1858,5.7,9.6,0.598,0.0,0.0,5.7,9.6,0.598,2.6,5.0,0.517,5.1,11.8,16.9,2.1,0.7,4.7,2.8,6.9,14.0,111.0,103.0,,2005
7443,V. Radmanovic,PF,24,SEA,63,0,1856,7.8,19.1,0.409,3.8,9.7,0.389,4.1,9.4,0.43,2.4,3.0,0.786,1.5,7.0,8.5,2.5,1.7,0.9,2.4,5.1,21.8,110.0,109.0,2005
7444,A. Radojevic,C,28,UTA,12,6,128,2.5,8.1,0.316,0.0,0.0,2.5,8.1,0.316,3.0,4.2,0.7,3.8,8.1,11.9,2.5,0.0,0.8,6.4,13.6,8.1,67.0,111.0,,2005
7445,P. Ramos,C,19,WAS,6,0,20,12.9,25.7,0.5,0.0,0.0,12.9,25.7,0.5,2.6,5.1,0.5,2.6,7.7,10.3,0.0,0.0,2.6,7.7,10.3,28.3,80.0,109.0,,2005
7446,Z. Randolph,PF,23,POR,46,37,1603,11.1,24.7,0.448,0.0,0.2,0.0,11.1,24.5,0.452,6.9,8.5,0.815,4.7,10.0,14.7,2.9,1.1,0.6,3.7,3.7,29.0,104.0,107.0,2005
7447,T. Ratliff,C,31,POR,63,45,1731,3.6,7.9,0.447,0.0,0.0,3.6,7.9,0.447,2.3,3.3,0.692,3.4,6.8,10.2,1.0,0.7,4.9,1.7,5.7,9.4,103.0,106.0,,2005
7448,Z. Rebraca,C,32,LAC,58,2,928,7.7,13.6,0.568,0.0,0.0,7.7,13.6,0.568,4.2,4.9,0.859,2.8,7.8,10.7,1.5,0.8,2.3,2.8,7.5,19.7,114.0,106.0,,2005
7449,M. Redd,SG,25,MIL,75,75,2848,11.6,26.3,0.441,1.9,5.4,0.355,9.7,20.9,0.463,6.9,8.0,0.854,1.3,4.5,5.8,3.2,1.2,0.1,2.5,2.8,32.0,110.0,113.0,2005
7450,J. Reed,SF,23,BOS,23,0,121,6.4,12.3,0.517,0.0,1.3,0.0,6.4,11.1,0.577,4.7,6.4,0.733,3.4,3.4,6.8,4.3,1.3,0.4,2.1,5.1,17.4,119.0,110.0,2005
7451,J. Reiner,C,22,CHI,19,2,132,3.9,11.8,0.333,0.0,0.0,3.9,11.8,0.333,0.4,1.6,0.25,5.1,9.8,14.9,0.4,1.2,2.8,3.5,13.8,8.3,69.0,97.0,,2005
7452,J. Richardson,SG,24,GSW,72,72,2724,11.5,25.8,0.446,2.4,7.0,0.338,9.2,18.9,0.486,4.0,5.8,0.693,2.4,5.6,8.0,5.3,2.0,0.6,3.2,2.9,29.5,105.0,107.0,2005
7453,Q. Richardson,SG,24,PHO,79,78,2839,7.2,18.4,0.389,4.0,11.1,0.358,3.2,7.3,0.437,2.4,3.2,0.739,1.6,6.8,8.4,2.8,1.7,0.5,1.8,3.5,20.7,108.0,107.0,2005
7454,L. Ridnour,PG,23,SEA,82,82,2571,6.4,15.7,0.405,1.4,3.8,0.376,4.9,11.9,0.414,3.4,3.8,0.883,1.2,3.2,4.3,10.3,2.0,0.5,3.2,3.9,17.5,112.0,111.0,2005
7455,B. Robinson,SG,24,CHA,31,1,328,5.7,12.8,0.444,0.5,1.3,0.375,5.2,11.6,0.452,2.9,4.1,0.692,2.2,5.4,7.6,4.8,1.7,0.6,3.2,6.7,14.7,98.0,109.0,2005
7456,C. Robinson,C-PF,38,TOT,71,29,1689,6.3,16.2,0.386,2.1,6.0,0.347,4.2,10.2,0.409,1.9,3.0,0.639,1.7,4.8,6.5,3.2,1.9,1.6,2.0,5.6,16.5,97.0,106.0,2005
7457,C. Robinson,C,38,GSW,42,29,1090,6.7,16.7,0.398,2.0,6.0,0.331,4.7,10.7,0.436,1.7,2.7,0.603,1.5,3.9,5.4,3.5,2.1,1.8,1.9,5.1,17.0,98.0,107.0,2005
7458,C. Robinson,PF,38,NJN,29,0,599,5.5,15.2,0.361,2.2,5.9,0.379,3.2,9.3,0.35,2.4,3.5,0.692,2.1,6.5,8.5,2.7,1.6,1.3,2.2,6.7,15.6,94.0,103.0,2005
7459,G. Robinson,SF,32,SAS,9,0,157,11.7,26.5,0.442,0.7,2.1,0.333,11.0,24.4,0.451,6.9,7.9,0.87,1.4,6.9,8.3,2.8,1.4,1.0,2.4,6.5,30.9,106.0,100.0,2005
7460,R. Rogers,SF-PF,33,TOT,58,33,1367,6.7,17.5,0.382,1.9,6.5,0.286,4.8,11.0,0.44,2.0,2.7,0.743,2.4,7.2,9.6,3.3,1.6,0.8,3.3,6.7,17.3,91.0,106.0,2005
7461,R. Rogers,SF,33,NOH,30,26,882,6.8,18.0,0.377,1.6,5.7,0.272,5.2,12.2,0.426,2.0,2.6,0.762,1.7,7.1,8.8,3.7,1.2,0.7,4.1,6.4,17.1,85.0,108.0,2005
7462,R. Rogers,PF,33,PHI,28,7,485,6.6,16.8,0.391,2.4,7.9,0.303,4.2,8.9,0.471,2.1,2.9,0.714,3.4,7.4,10.8,2.7,2.3,0.8,2.1,7.2,17.6,102.0,103.0,2005
7463,J. Rose,SF,32,TOR,81,65,2710,10.1,22.1,0.455,2.1,5.2,0.394,8.0,16.9,0.473,6.4,7.5,0.854,0.8,4.4,5.3,4.0,1.2,0.2,3.4,3.6,28.6,107.0,112.0,2005
7464,M. Rose,PF,30,TOT,76,5,1475,7.2,16.0,0.449,0.0,0.4,0.1,7.2,15.6,0.457,5.0,6.8,0.737,4.7,7.7,12.4,2.1,1.7,0.6,3.7,7.6,19.4,100.0,103.0,2005
7465,M. Rose,PF,30,SAS,50,1,862,7.8,16.7,0.464,0.0,0.3,0.0,7.8,16.5,0.471,4.3,6.2,0.697,5.9,8.3,14.2,2.6,1.9,0.6,3.5,7.8,19.9,103.0,98.0,2005
7466,M. Rose,PF,30,NYK,26,4,613,6.4,15.0,0.425,0.1,0.5,0.167,6.3,14.5,0.435,5.9,7.5,0.782,2.9,6.9,9.8,1.6,1.3,0.6,4.0,7.3,18.7,96.0,109.0,2005
7467,Q. Ross,SG,23,LAC,78,19,1659,5.2,12.1,0.432,0.0,0.1,0.25,5.2,12.0,0.434,2.4,3.6,0.673,1.9,4.9,6.8,3.5,1.7,0.7,1.8,5.4,12.9,101.0,108.0,2005
7468,M. Ruffin,C,28,WAS,79,7,1262,1.7,4.0,0.414,0.0,0.0,0.0,1.7,4.0,0.418,1.2,2.7,0.433,6.4,7.1,13.5,2.6,1.8,1.7,1.8,7.9,4.5,109.0,106.0,2005
7469,K. Rush,SG,24,TOT,48,22,968,8.4,21.9,0.387,2.7,7.4,0.372,5.7,14.5,0.394,2.0,2.6,0.771,1.1,3.7,4.8,3.7,1.1,0.4,2.5,4.0,21.6,96.0,112.0,2005
7470,K. Rush,SG,24,LAL,14,0,91,2.3,11.6,0.2,1.2,5.8,0.2,1.2,5.8,0.2,1.2,1.2,1.0,1.7,4.1,5.8,1.7,1.2,0.6,1.7,4.1,7.0,70.0,114.0,2005
7471,K. Rush,SG,24,CHA,34,22,877,9.1,22.9,0.396,2.9,7.5,0.386,6.2,15.4,0.402,2.1,2.7,0.761,1.0,3.7,4.7,3.9,1.1,0.4,2.6,4.0,23.1,97.0,112.0,2005
7472,B. Russell,SF,34,DEN,70,2,1026,4.8,12.6,0.377,2.8,7.5,0.376,2.0,5.2,0.379,3.1,3.9,0.792,2.5,6.1,8.6,3.6,2.2,0.6,1.8,6.5,15.4,113.0,104.0,2005
7473,J. Salmons,SG,25,PHI,58,8,993,4.3,10.7,0.405,1.6,4.6,0.341,2.7,6.1,0.454,1.8,2.4,0.729,0.6,5.5,6.2,5.8,2.0,0.7,2.6,4.7,12.0,100.0,105.0,2005
7474,J. Sampson,PF,21,CHA,23,0,329,4.4,9.8,0.452,0.0,0.0,4.4,9.8,0.452,3.6,6.2,0.59,5.7,13.6,19.3,1.3,0.6,2.7,2.7,8.4,12.5,101.0,103.0,,2005
7475,D. Santiago,C,28,MIL,11,0,105,3.5,10.6,0.333,0.0,0.0,3.5,10.6,0.333,4.0,5.5,0.727,3.0,6.5,9.6,0.5,1.5,2.0,2.0,14.1,11.1,91.0,108.0,,2005
7476,B. Scalabrine,PF,26,NJN,54,14,1167,6.1,15.3,0.398,1.0,3.1,0.324,5.1,12.2,0.417,2.4,3.2,0.768,3.8,7.4,11.3,4.1,1.6,0.8,3.0,5.1,15.6,96.0,103.0,2005
7477,A. Sesay,SF,28,GSW,16,0,128,6.8,16.9,0.405,0.8,3.2,0.25,6.0,13.7,0.441,5.2,9.7,0.542,7.2,8.0,15.3,4.8,0.8,1.2,3.2,6.4,19.7,103.0,107.0,2005
7478,H. Seung-Jin,C,19,POR,19,0,104,5.1,11.8,0.435,0.0,0.0,5.1,11.8,0.435,3.1,5.7,0.545,3.1,6.2,9.2,1.0,0.5,2.6,6.2,10.8,13.4,74.0,109.0,,2005
7479,P. Shirley,PF,27,PHO,9,0,30,8.3,18.3,0.455,0.0,0.0,8.3,18.3,0.455,3.3,6.7,0.5,1.7,1.7,3.3,5.0,0.0,0.0,1.7,5.0,20.0,104.0,115.0,,2005
7480,B. Simmons,SF,24,LAC,75,74,2799,9.1,19.6,0.466,1.0,2.2,0.435,8.2,17.4,0.47,4.4,5.3,0.846,2.5,6.1,8.6,3.9,2.0,0.3,2.6,4.4,23.6,110.0,107.0,2005
7481,B. Skinner,C-PF,28,TOT,49,23,941,5.7,11.2,0.507,0.0,0.1,0.0,5.7,11.1,0.51,1.4,3.8,0.357,5.8,9.4,15.3,2.3,1.7,2.7,2.2,5.6,12.7,105.0,103.0,2005
7482,B. Skinner,PF,28,PHI,24,0,246,4.5,11.7,0.386,0.0,0.2,0.0,4.5,11.5,0.393,1.0,3.5,0.294,4.7,8.0,12.7,1.0,1.0,1.2,2.7,6.0,10.1,81.0,105.0,2005
7483,B. Skinner,C,28,SAC,25,23,695,6.1,11.0,0.554,0.0,0.0,6.1,11.0,0.554,1.5,3.9,0.377,6.2,9.9,16.2,2.8,1.9,3.2,2.0,5.4,13.7,114.0,103.0,,2005
7484,T. Slay,SG,24,CHA,8,0,78,8.7,26.0,0.333,1.3,8.0,0.167,7.3,18.0,0.407,0.0,1.3,0.0,4.0,5.3,9.3,2.0,3.3,0.0,5.3,13.3,18.7,69.0,106.0,2005
7485,D. Smith,SG,21,ATL,38,0,433,5.3,13.7,0.389,0.7,2.7,0.273,4.6,11.0,0.418,4.0,5.8,0.688,2.3,4.0,6.3,4.7,2.8,0.6,3.0,6.1,15.4,98.0,110.0,2005
7486,J. Smith,SG,19,NOH,76,56,1859,8.7,22.1,0.394,2.4,8.3,0.288,6.3,13.8,0.458,3.3,4.7,0.689,1.2,3.3,4.5,4.2,1.6,0.3,3.2,4.0,23.1,95.0,110.0,2005
7487,J. Smith,PF,27,NJN,45,2,648,5.2,12.3,0.419,0.1,0.2,0.5,5.1,12.1,0.418,3.4,4.6,0.745,2.4,6.8,9.2,3.2,2.1,1.2,3.2,8.6,13.8,92.0,102.0,2005
7488,J. Smith,PF,29,MIL,74,73,2265,7.4,14.5,0.514,0.0,0.0,0.0,7.4,14.5,0.515,4.1,5.3,0.768,4.2,8.5,12.6,1.6,1.0,0.9,1.8,5.2,19.0,116.0,109.0,2005
7489,J. Smith,SF,19,ATL,74,59,2050,7.0,15.4,0.455,0.1,0.6,0.174,6.9,14.8,0.466,4.2,6.1,0.688,3.8,7.9,11.7,3.3,1.5,3.7,3.5,4.0,18.3,100.0,107.0,2005
7490,S. Smith,SG,35,TOT,50,1,750,7.1,17.2,0.411,2.9,7.3,0.39,4.2,9.9,0.427,4.8,5.6,0.863,1.0,3.5,4.5,4.9,1.0,0.5,1.9,5.7,21.8,116.0,111.0,2005
7491,S. Smith,SG,35,CHA,37,1,636,7.6,17.8,0.427,3.1,7.4,0.422,4.5,10.5,0.43,5.5,6.3,0.87,1.1,2.9,4.0,4.7,1.0,0.6,2.0,6.1,23.8,119.0,112.0,2005
7492,S. Smith,SG,35,MIA,13,0,114,4.2,13.9,0.3,1.4,7.0,0.2,2.8,7.0,0.4,0.9,1.4,0.667,0.9,6.5,7.4,6.5,0.9,0.0,1.4,3.7,10.7,92.0,106.0,2005
7493,T. Smith,SF,24,CHA,33,5,510,4.5,13.9,0.324,0.3,1.2,0.25,4.2,12.6,0.331,1.4,1.6,0.875,4.0,7.9,11.8,2.9,0.6,0.4,2.8,5.9,10.7,82.0,110.0,2005
7494,E. Snow,SG,31,CLE,81,15,1844,3.6,9.5,0.382,0.4,1.3,0.289,3.2,8.2,0.397,1.7,2.3,0.738,1.1,3.4,4.5,9.2,1.9,0.5,2.6,5.5,9.3,101.0,108.0,2005
7495,K. Snyder,SG,21,UTA,68,7,906,7.3,19.7,0.372,1.8,5.1,0.353,5.5,14.6,0.379,3.8,5.8,0.667,3.0,4.3,7.3,2.2,1.6,1.1,3.5,7.0,20.3,92.0,111.0,2005
7496,D. Songaila,PF,26,SAC,81,21,1668,7.9,15.1,0.527,0.0,0.1,0.0,7.9,15.0,0.53,2.9,3.4,0.847,3.9,6.8,10.6,3.5,1.6,0.6,2.2,6.4,18.8,116.0,108.0,2005
7497,P. Sow,C,23,TOR,27,4,255,4.7,11.8,0.397,0.0,0.0,4.7,11.8,0.397,3.2,5.5,0.593,3.7,7.9,11.6,0.4,2.4,0.8,2.0,9.3,12.6,92.0,106.0,,2005
7498,L. Sprewell,SF,34,MIN,80,79,2450,8.8,21.1,0.414,1.5,4.6,0.327,7.2,16.5,0.439,3.4,4.1,0.83,1.4,4.2,5.6,3.9,1.2,0.5,2.8,2.7,22.5,99.0,110.0,2005
7499,J. Stackhouse,SG,30,DAL,56,7,1617,8.8,21.2,0.414,1.0,3.8,0.267,7.7,17.4,0.446,8.1,9.5,0.849,1.2,4.6,5.9,4.1,1.7,0.3,3.4,3.3,26.7,106.0,107.0,2005
7500,D. Stevenson,SG,23,ORL,55,27,1089,8.1,19.8,0.408,1.2,3.1,0.373,6.9,16.7,0.415,2.6,4.7,0.554,1.8,3.0,4.7,3.2,0.7,0.4,2.7,3.4,20.0,94.0,112.0,2005
7501,M. Stewart,PF,29,ATL,12,1,145,4.0,7.6,0.524,0.0,0.0,4.0,7.6,0.524,1.1,2.5,0.429,7.6,6.9,14.5,1.8,2.2,1.8,2.2,11.6,9.1,110.0,108.0,,2005
7502,P. Stojakovic,SF,27,SAC,66,66,2534,9.2,20.7,0.444,3.5,8.8,0.402,5.6,11.9,0.475,5.2,5.6,0.92,1.3,4.5,5.8,2.8,1.6,0.2,2.1,3.2,27.1,117.0,111.0,2005
7503,A. Storey,SG,27,NJN,9,0,32,5.1,16.8,0.3,1.7,3.4,0.5,3.4,13.5,0.25,1.7,3.4,0.5,6.7,1.7,8.4,1.7,0.0,0.0,0.0,5.1,13.5,99.0,111.0,2005
7504,D. Stoudamire,PG,31,POR,81,70,2762,8.8,22.5,0.392,3.5,9.5,0.369,5.3,13.1,0.409,3.5,3.9,0.915,1.1,4.9,6.0,8.9,1.7,0.0,3.2,3.1,24.7,108.0,110.0,2005
7505,A. Stoudemire,C,22,PHO,80,80,2889,12.9,23.1,0.559,0.1,0.3,0.188,12.9,22.9,0.564,10.1,13.8,0.733,3.8,8.6,12.4,2.3,1.3,2.3,3.3,4.8,36.0,121.0,105.0,2005
7506,E. Strickland,SG,31,MIL,62,5,1014,5.9,15.9,0.375,1.1,4.3,0.253,4.8,11.5,0.421,2.7,3.3,0.813,0.6,4.8,5.4,6.0,1.6,0.1,3.3,5.4,15.7,92.0,111.0,2005
7507,R. Strickland,PG,38,HOU,16,2,196,2.5,11.9,0.209,0.3,0.6,0.5,2.2,11.3,0.195,2.5,2.8,0.9,0.8,6.6,7.4,10.8,0.8,0.6,4.4,4.1,7.7,75.0,104.0,2005
7508,B. Sundov,C,24,NYK,21,0,73,8.0,26.8,0.297,0.7,2.2,0.333,7.3,24.7,0.294,1.5,1.5,1.0,4.4,5.1,9.4,1.5,1.5,1.5,4.4,11.6,18.1,71.0,109.0,2005
